avgpol,axxpol,ayypol,azzpol,molpol,ASA+,ASA-,ASA_H,ASA_P,asa,maximalprojectionarea,maximalprojectionradius,minimalprojectionarea,minimalprojectionradius,psa,vdwsa,volume,chainatomcount,chainbondcount,fsp3,fusedringcount,rotatablebondcount,acceptorcount,accsitecount,donorcount,donsitecount,mass,hararyindex,balabanindex,hyperwienerindex,wienerindex,wienerpolarity,dipole,nHeavyAtom,nC,nN,nO,nS,nP,fragCpx,nRing,SLogP
26.58,36.75,23.67,19.32,25.88,548.09,407.34,140.75,485.63,62.46,79.76,8.43,33.98,3.75,43.37,392.24,231.21,11.0,11.0,0.43,0.0,8.0,2.0,4.0,0.0,0.0,234.295,46.54,1.89,2456.0,652.0,19.0,5.21,17,14,0,3,0,0,17.03,1,2.9928000000000017
25.37,21.13,23.51,31.48,23.77,500.4,312.56,187.84,430.98,69.42,70.74,7.24,38.81,4.27,43.37,375.71,222.44,15.0,14.0,0.8,0.0,9.0,2.0,4.0,0.0,0.0,255.14,37.43,3.37,1668.0,472.0,16.0,5.22,15,10,0,3,0,0,14.05,0,2.5252000000000008
25.64,34.16,22.79,19.96,23.62,518.55,349.39,169.16,435.52,83.03,75.34,8.22,31.93,3.75,26.3,378.88,220.62,14.0,13.0,0.9,0.0,9.0,1.0,2.0,0.0,0.0,241.15,33.21,3.19,1397.0,401.0,13.0,2.64,14,10,0,2,0,0,13.04,0,3.3462000000000023
27.86,23.95,21.58,38.04,26.31,536.67,402.57,134.1,496.17,40.49,78.59,8.48,32.42,3.62,26.3,417.6,241.29,10.0,10.0,0.79,0.0,7.0,1.0,2.0,0.0,0.0,224.344,42.38,1.95,2084.0,561.0,17.0,3.09,16,14,0,2,0,0,16.02,1,3.856300000000004
38.93,45.78,40.27,30.74,35.4,756.45,557.07,199.38,666.81,89.65,109.44,9.49,65.5,6.32,61.83,595.6,336.91,18.0,18.0,0.89,0.0,14.0,3.0,6.0,0.0,0.0,328.449,69.46,1.88,8663.0,1677.0,24.0,3.92,23,18,0,5,0,0,23.05,1,3.7810000000000032
28.25,22.77,25.98,36.01,26.63,515.07,382.27,132.8,457.79,57.28,81.35,8.05,39.9,4.0,43.37,438.84,251.4,10.0,10.0,0.86,0.0,7.0,2.0,4.0,0.0,0.0,240.343,47.19,1.96,2296.0,631.0,22.0,3.57,17,14,0,3,0,0,17.03,1,3.2593000000000023
18.94,16.35,15.25,25.22,17.69,452.11,308.7,143.41,341.54,110.57,58.7,7.08,31.74,3.6,58.89,299.54,171.79,12.0,11.0,0.75,0.0,7.0,3.0,5.0,1.0,1.0,173.212,26.02,2.97,854.0,265.0,10.0,2.99,12,8,1,3,0,0,11.04,0,1.5699
20.71,16.52,17.67,27.94,19.02,453.51,307.69,145.82,411.15,42.36,60.52,7.23,28.81,3.59,26.3,309.69,176.6,11.0,10.0,0.88,0.0,7.0,1.0,2.0,0.0,0.0,223.11,22.97,2.97,598.0,202.0,9.0,3.56,11,8,0,2,0,0,10.03,0,2.5048000000000004
24.49,21.73,19.02,32.74,22.55,566.85,400.9,165.95,482.1,84.75,73.68,8.65,34.97,4.21,52.6,397.03,220.25,15.0,14.0,0.82,0.0,10.0,2.0,4.0,0.0,0.0,216.277,36.49,3.17,1879.0,500.0,14.0,4.77,15,11,0,4,0,0,14.04,0,2.0631
22.82,17.79,19.35,31.31,20.82,481.38,335.2,146.18,438.79,42.59,66.45,7.82,30.44,3.8,26.3,340.16,193.61,12.0,11.0,0.89,0.0,8.0,1.0,2.0,0.0,0.0,237.137,26.02,2.97,854.0,265.0,10.0,2.68,12,9,0,2,0,0,11.03,0,2.8949000000000016
26.99,23.5,21.68,35.79,24.77,540.04,325.88,214.16,421.46,118.58,76.86,8.1,34.54,3.81,69.44,404.81,233.57,16.0,15.0,0.9,0.0,10.0,3.0,7.0,0.0,0.0,296.161,40.35,3.21,2372.0,601.0,16.0,1.19,16,10,1,4,0,0,15.06,0,2.8878000000000013
23.11,19.64,18.36,31.33,21.35,489.6,338.66,150.95,378.43,111.17,69.8,8.25,36.86,4.23,58.89,360.89,205.76,14.0,13.0,0.8,0.0,9.0,3.0,5.0,1.0,1.0,201.266,32.35,2.98,1604.0,428.0,12.0,3.06,14,10,1,3,0,0,13.04,0,2.3501000000000003
28.7,22.09,25.0,39.02,26.22,631.52,451.32,180.2,546.82,84.7,84.5,9.72,31.69,4.19,52.6,458.24,254.13,17.0,16.0,0.85,0.0,12.0,2.0,4.0,0.0,0.0,244.331,43.25,3.13,3201.0,744.0,16.0,4.85,17,13,0,4,0,0,16.04,0,2.843300000000001
26.72,20.54,22.62,37.0,24.14,564.77,390.77,174.0,438.38,126.39,79.58,9.22,34.57,4.22,63.6,419.36,236.81,16.0,15.0,0.83,0.0,11.0,3.0,6.0,1.0,1.0,230.304,39.4,3.04,2649.0,634.0,14.0,3.41,16,12,0,4,0,0,15.04,0,2.754900000000001
31.0,26.73,23.68,42.57,28.06,673.64,486.31,187.33,591.08,82.56,90.1,10.13,38.47,4.08,52.6,488.63,271.16,18.0,17.0,0.86,0.0,13.0,2.0,4.0,0.0,0.0,258.358,46.71,3.11,4074.0,891.0,17.0,3.96,18,14,0,4,0,0,17.04,0,3.2334000000000023
31.29,25.29,23.95,44.63,28.1,610.0,435.35,174.65,567.61,42.39,89.88,10.3,28.51,3.76,26.3,462.28,261.48,16.0,15.0,0.92,0.0,12.0,1.0,2.0,0.0,0.0,293.245,38.96,2.98,2763.0,647.0,14.0,2.71,16,13,0,2,0,0,15.03,0,4.455300000000004
39.53,32.63,29.82,56.14,35.41,800.1,585.22,214.88,718.02,82.08,112.7,12.55,43.64,4.31,52.6,610.23,339.15,22.0,21.0,0.89,0.0,17.0,2.0,4.0,0.0,0.0,314.466,61.07,3.08,9411.0,1669.0,21.0,3.97,22,18,0,4,0,0,21.04,0,4.7938000000000045
31.06,25.14,23.66,44.4,27.97,675.09,524.75,150.34,617.09,58.0,92.5,10.77,31.18,4.05,35.53,490.35,269.33,17.0,16.0,0.93,0.0,13.0,2.0,4.0,0.0,0.0,244.375,42.36,2.98,3534.0,780.0,15.0,2.09,17,14,0,3,0,0,16.03,0,3.706800000000003
20.41,16.05,17.54,27.65,18.71,480.66,354.37,126.29,397.52,83.14,63.24,7.62,28.26,3.67,46.53,330.93,183.81,12.0,11.0,0.89,0.0,8.0,2.0,4.0,1.0,1.0,174.24,26.02,2.97,854.0,265.0,10.0,2.12,12,9,0,3,0,0,11.03,0,1.4923
20.29,15.41,17.15,28.3,18.62,472.01,303.73,168.28,350.75,121.25,63.45,7.8,31.25,3.67,55.73,325.1,183.42,13.0,12.0,0.78,0.0,8.0,3.0,5.0,0.0,0.0,185.223,29.15,2.97,1185.0,340.0,11.0,4.25,13,9,1,3,0,0,12.04,0,1.4457
30.22,26.89,21.19,42.57,28.66,606.75,437.58,169.18,532.8,73.95,92.02,9.6,37.33,3.9,55.4,442.61,259.66,13.0,13.0,0.47,0.0,9.0,2.0,4.0,1.0,1.0,263.337,53.6,1.82,4106.0,946.0,21.0,2.79,19,15,1,3,0,0,19.04,1,2.539900000000001
18.32,14.45,16.06,24.47,16.87,451.04,330.72,120.32,367.47,83.58,57.69,7.03,31.14,3.74,46.53,300.93,166.8,11.0,10.0,0.88,0.0,7.0,2.0,4.0,1.0,1.0,160.213,22.97,2.97,598.0,202.0,9.0,4.35,11,8,0,3,0,0,10.03,0,1.1022
18.71,16.7,15.22,24.22,17.76,463.79,329.52,134.27,417.49,46.3,58.68,6.53,30.43,3.78,29.54,315.36,171.62,11.0,10.0,0.88,0.0,6.0,2.0,3.0,0.0,0.0,159.229,23.38,3.1,549.0,194.0,9.0,1.54,11,8,1,2,0,0,10.03,0,0.8913
28.85,30.75,33.2,22.59,27.03,604.64,437.62,167.02,532.38,72.25,84.1,7.34,49.04,5.41,55.84,452.62,256.14,13.0,13.0,0.85,0.0,9.0,3.0,5.0,0.0,0.0,257.33,51.84,2.23,2580.0,714.0,21.0,3.07,18,13,1,4,0,0,18.05,1,1.3572
32.1,32.01,21.9,42.38,30.46,652.84,459.3,193.54,522.63,130.21,96.16,8.75,43.22,5.3,77.35,472.7,277.72,15.0,15.0,0.47,0.0,9.0,5.0,9.0,1.0,1.0,295.335,64.83,2.15,4629.0,1120.0,28.0,3.35,21,15,1,5,0,0,21.06,1,2.615500000000001
22.08,28.65,21.43,16.15,22.14,480.43,326.89,153.54,439.9,40.53,67.73,7.12,30.75,3.8,26.3,335.27,194.9,8.0,8.0,0.42,0.0,6.0,1.0,2.0,0.0,0.0,192.258,35.04,1.96,1210.0,372.0,14.0,3.26,14,12,0,2,0,0,14.02,1,2.572400000000001
34.37,33.89,30.47,38.76,33.64,694.58,489.95,204.63,609.06,85.53,88.36,7.36,64.6,6.66,55.84,526.05,304.39,16.0,16.0,0.53,0.0,12.0,3.0,5.0,0.0,0.0,307.39,68.76,2.36,4739.0,1222.0,25.0,3.04,22,17,1,4,0,0,22.05,1,2.3950000000000005
33.82,33.41,30.94,37.11,33.64,645.81,468.12,177.69,573.07,72.74,83.71,6.78,67.35,5.76,55.84,523.1,304.63,16.0,16.0,0.53,0.0,11.0,3.0,5.0,0.0,0.0,307.39,70.11,2.47,4357.0,1173.0,27.0,3.21,22,17,1,4,0,0,22.05,1,2.250900000000001
24.65,19.21,24.69,30.04,23.26,511.81,387.9,123.91,457.73,54.08,73.42,7.06,40.54,4.62,38.77,391.64,220.38,9.0,9.0,0.91,0.0,5.0,3.0,5.0,0.0,0.0,215.293,40.17,2.05,1294.0,416.0,17.0,2.76,15,11,1,3,0,0,15.04,1,1.0488000000000002
17.68,14.35,17.21,21.5,17.03,418.94,306.87,112.07,373.48,45.46,54.36,5.88,32.48,3.89,29.54,288.99,159.84,7.0,7.0,0.88,0.0,5.0,2.0,3.0,0.0,0.0,157.213,24.29,1.74,508.0,186.0,9.0,3.41,11,8,1,2,0,0,11.03,1,0.6453000000000002
28.5,22.94,27.94,34.61,27.03,578.3,430.54,147.77,509.09,69.21,81.43,7.91,45.69,4.97,55.84,451.3,256.25,13.0,13.0,0.85,0.0,9.0,3.0,5.0,0.0,0.0,257.33,51.84,2.26,2525.0,708.0,20.0,3.23,18,13,1,4,0,0,18.05,1,1.3572
19.75,18.36,16.17,24.73,18.23,495.06,353.95,141.12,404.85,90.22,61.03,6.61,35.14,4.1,64.63,322.4,181.14,13.0,12.0,0.75,0.0,7.0,2.0,4.0,1.0,1.0,189.211,29.99,3.23,1014.0,316.0,12.0,2.84,13,8,1,4,0,0,12.05,0,0.6856999999999998
27.52,25.1,20.9,36.56,27.28,535.65,383.49,152.16,489.47,46.19,78.85,8.18,37.45,3.94,38.33,415.18,241.5,11.0,11.0,0.5,0.0,8.0,2.0,3.0,1.0,1.0,235.327,46.49,1.9,2434.0,650.0,18.0,2.15,17,14,1,2,0,0,17.03,1,2.1604
27.18,25.8,21.15,34.59,25.92,548.44,418.72,129.72,497.79,50.64,78.75,7.79,39.18,4.44,41.57,429.89,240.24,11.0,11.0,0.92,0.0,8.0,3.0,4.0,1.0,1.0,228.336,42.73,2.02,1941.0,544.0,17.0,1.52,16,12,2,2,0,0,16.04,1,1.0134999999999998
23.85,23.22,16.9,31.43,23.08,513.77,363.24,150.53,395.74,118.03,76.95,7.59,33.22,4.26,38.33,369.22,217.03,11.0,11.0,0.42,0.0,7.0,2.0,3.0,1.0,1.0,243.254,47.23,1.96,2302.0,632.0,20.0,2.97,17,12,1,2,0,0,17.05,1,2.0076
25.97,35.04,23.54,19.34,25.1,554.86,420.95,133.91,481.88,72.97,78.05,8.32,40.13,4.13,38.33,394.7,228.92,11.0,11.0,0.46,0.0,7.0,2.0,3.0,1.0,1.0,239.29,46.93,1.91,2440.0,648.0,20.0,3.78,17,13,1,2,0,0,17.04,1,2.17692
23.86,31.81,22.28,17.49,23.07,522.41,369.77,152.64,386.42,135.99,75.43,8.01,35.54,3.88,38.33,369.74,217.07,11.0,11.0,0.42,0.0,7.0,2.0,3.0,1.0,1.0,243.254,46.93,1.91,2440.0,648.0,20.0,2.48,17,12,1,2,0,0,17.05,1,2.0076
23.86,23.02,16.91,31.64,23.08,516.33,366.46,149.87,369.75,146.58,76.96,7.85,32.95,3.99,38.33,369.57,217.02,11.0,11.0,0.42,0.0,7.0,2.0,3.0,1.0,1.0,243.254,47.1,1.94,2375.0,640.0,20.0,4.33,17,12,1,2,0,0,17.05,1,2.0076
26.78,18.9,24.57,36.88,26.18,573.34,423.54,149.8,480.28,93.06,80.63,8.68,36.49,4.4,47.56,404.21,233.28,11.0,11.0,0.46,0.0,8.0,3.0,5.0,1.0,1.0,237.299,46.23,1.85,2621.0,670.0,19.0,3.98,17,13,1,3,0,0,17.04,1,1.7379999999999998
25.78,18.98,25.06,33.29,25.43,549.56,396.14,153.42,484.56,65.0,76.85,7.69,38.71,4.44,38.33,388.15,224.07,10.0,10.0,0.46,0.0,7.0,2.0,3.0,1.0,1.0,221.3,42.56,1.98,2006.0,552.0,17.0,2.51,16,13,1,2,0,0,16.03,1,2.03782
23.84,22.41,17.46,31.64,23.07,514.62,352.22,162.41,397.0,117.63,75.22,7.63,31.98,3.76,38.33,368.93,217.17,11.0,11.0,0.42,0.0,7.0,2.0,3.0,1.0,1.0,243.254,47.36,1.97,2293.0,630.0,21.0,5.18,17,12,1,2,0,0,17.05,1,2.0076
28.92,38.78,20.51,27.48,28.02,606.08,453.23,152.85,542.28,63.8,85.12,9.04,37.54,4.52,47.56,435.47,250.26,12.0,12.0,0.5,0.0,9.0,3.0,5.0,1.0,1.0,251.326,50.43,2.04,3023.0,769.0,20.0,2.39,18,14,1,3,0,0,18.04,1,2.1281
23.66,22.74,16.87,31.37,23.67,507.04,376.72,130.32,427.66,79.39,71.51,7.59,31.39,3.76,38.33,356.21,207.3,9.0,9.0,0.42,0.0,7.0,2.0,3.0,1.0,1.0,207.273,38.34,1.78,1656.0,468.0,15.0,2.83,15,12,1,2,0,0,15.03,1,1.7293999999999998
25.63,32.75,25.4,18.73,25.54,513.01,343.93,169.08,448.47,64.54,76.48,7.68,36.54,4.11,38.33,370.7,221.3,10.0,10.0,0.42,0.0,7.0,2.0,3.0,1.0,1.0,241.72,42.81,2.01,1937.0,543.0,18.0,3.39,16,12,1,2,0,0,16.04,1,2.3828000000000005
26.36,33.55,26.55,18.97,26.18,559.84,412.87,146.97,460.29,99.55,79.14,7.6,40.7,4.8,47.56,403.44,233.33,11.0,11.0,0.46,0.0,8.0,3.0,5.0,1.0,1.0,237.299,46.98,1.96,2309.0,634.0,20.0,3.33,17,13,1,3,0,0,17.04,1,1.7379999999999998
22.96,20.75,17.34,30.78,22.77,501.2,385.93,115.27,436.4,64.8,69.39,7.57,33.86,3.62,51.22,348.85,203.1,9.0,9.0,0.45,0.0,7.0,3.0,4.0,1.0,1.0,208.261,38.34,1.78,1656.0,468.0,15.0,1.08,15,11,2,2,0,0,15.04,1,1.1243999999999998
21.54,18.97,16.28,29.35,20.55,491.21,337.62,153.59,406.53,84.68,64.54,7.47,30.14,3.47,51.47,329.18,188.65,9.0,9.0,0.5,0.0,7.0,2.0,3.0,1.0,1.0,197.234,34.55,1.88,1313.0,387.0,12.0,1.17,14,10,1,3,0,0,14.04,1,1.3223999999999998
22.96,21.71,16.96,30.2,22.77,500.28,356.79,143.49,434.58,65.7,70.33,7.44,33.31,3.74,51.22,348.48,203.22,9.0,9.0,0.45,0.0,7.0,3.0,4.0,1.0,1.0,208.261,38.34,1.78,1656.0,468.0,15.0,2.08,15,11,2,2,0,0,15.04,1,1.1243999999999998
34.96,36.88,41.22,26.79,33.18,629.58,415.6,213.99,576.27,53.31,94.6,7.98,55.67,5.7,38.77,498.25,295.94,15.0,15.0,0.53,0.0,11.0,3.0,5.0,0.0,0.0,334.24,64.69,2.19,4405.0,1100.0,26.0,4.44,21,15,1,3,0,0,21.06,1,3.3026000000000018
21.15,20.18,14.96,28.31,20.98,483.53,311.35,172.17,411.25,72.28,65.7,7.11,31.18,3.65,35.53,321.4,187.28,8.0,8.0,0.36,0.0,6.0,2.0,4.0,0.0,0.0,194.23,35.04,1.96,1210.0,372.0,14.0,3.12,14,11,0,3,0,0,14.03,1,2.0186
26.52,19.2,25.06,35.3,26.34,537.19,345.17,192.02,463.96,73.23,77.82,7.85,35.7,3.82,60.44,399.79,230.83,11.0,11.0,0.42,0.0,7.0,3.0,6.0,0.0,0.0,256.32,48.23,2.1,2017.0,594.0,19.0,1.98,17,12,0,4,1,0,17.05,1,1.5546
21.74,16.67,18.22,30.33,20.14,530.0,390.23,139.76,416.66,113.34,64.17,7.66,32.29,4.07,52.6,326.6,188.34,13.0,12.0,0.75,0.0,8.0,2.0,4.0,0.0,0.0,206.26,29.82,3.15,1056.0,322.0,12.0,2.78,13,8,0,4,1,0,12.05,0,0.8457999999999999
25.79,22.12,19.71,35.53,23.79,591.83,433.99,157.84,490.08,101.75,74.37,8.79,36.8,4.7,52.6,391.59,222.07,15.0,14.0,0.8,0.0,10.0,2.0,4.0,0.0,0.0,234.31,36.49,3.17,1879.0,500.0,14.0,3.69,15,10,0,4,1,0,14.05,0,1.626
22.56,23.46,25.16,19.06,22.09,523.27,384.51,138.76,448.57,74.71,62.67,5.79,38.32,4.05,39.44,332.79,194.93,9.0,9.0,0.5,0.0,7.0,1.0,2.0,0.0,0.0,214.28,34.55,1.88,1313.0,387.0,12.0,3.88,14,10,0,3,1,0,14.04,1,2.466
23.25,21.68,17.11,30.95,23.34,499.37,333.21,166.16,423.37,76.0,68.55,7.33,30.23,3.73,26.3,328.68,196.76,8.0,8.0,0.36,0.0,6.0,1.0,2.0,0.0,0.0,210.29,35.04,1.96,1210.0,372.0,14.0,4.23,14,11,0,2,1,0,14.03,1,2.7319000000000013
22.68,20.71,16.83,30.5,22.46,501.4,303.39,198.0,444.05,57.34,66.88,7.34,31.68,3.68,39.19,321.45,192.51,8.0,8.0,0.4,0.0,6.0,2.0,3.0,0.0,0.0,211.28,35.04,1.96,1210.0,372.0,14.0,3.97,14,10,1,2,1,0,14.04,1,2.1269
21.88,28.09,22.23,15.31,21.54,462.04,310.01,152.03,342.14,119.9,68.27,6.78,32.86,3.93,66.76,326.55,194.9,9.0,9.0,0.36,0.0,5.0,3.0,6.0,2.0,2.0,210.229,40.09,2.02,1343.0,422.0,18.0,4.87,15,11,0,4,0,0,15.04,1,1.5935
20.99,20.59,14.71,27.68,20.9,456.69,308.66,148.04,372.57,84.13,65.49,6.8,31.62,3.92,46.53,316.01,186.34,8.0,8.0,0.36,0.0,5.0,2.0,4.0,1.0,1.0,194.23,35.7,2.06,1125.0,358.0,15.0,4.51,14,11,0,3,0,0,14.03,1,1.8879
23.15,16.02,22.01,31.41,22.82,512.73,374.48,138.25,454.22,58.51,72.48,7.61,33.06,4.23,35.53,352.68,204.07,9.0,9.0,0.42,0.0,6.0,2.0,4.0,0.0,0.0,208.257,39.41,1.94,1472.0,440.0,17.0,3.75,15,12,0,3,0,0,15.03,1,2.1909
20.0,20.13,13.85,26.03,20.3,448.3,301.56,146.74,408.08,40.22,63.8,6.46,31.76,4.24,26.3,304.83,177.88,7.0,7.0,0.36,0.0,5.0,1.0,2.0,0.0,0.0,178.231,31.81,1.87,860.0,290.0,13.0,2.88,13,11,0,2,0,0,13.02,1,2.1823
23.15,25.43,28.28,15.76,23.09,461.32,286.24,175.08,421.41,39.91,69.57,6.46,34.37,4.42,26.3,324.21,196.27,8.0,8.0,0.36,0.0,5.0,1.0,2.0,0.0,0.0,257.127,36.11,2.15,1026.0,344.0,16.0,3.86,14,11,0,2,0,0,14.03,1,2.9448000000000016
31.26,38.43,33.76,21.59,30.27,628.82,445.22,183.6,561.23,67.59,94.09,8.39,50.06,6.01,52.6,473.05,274.09,14.0,14.0,0.5,0.0,10.0,2.0,4.0,0.0,0.0,278.348,60.24,2.3,3626.0,952.0,24.0,3.11,20,16,0,4,0,0,20.04,1,2.678000000000001
19.46,19.4,25.36,13.61,19.4,448.98,329.08,119.9,396.16,52.82,61.96,6.46,33.09,4.17,39.19,297.53,173.68,7.0,7.0,0.4,0.0,5.0,2.0,3.0,0.0,0.0,179.219,31.81,1.87,860.0,290.0,13.0,2.7,13,10,1,2,0,0,13.03,1,1.5773
17.91,17.38,23.63,12.71,17.19,432.67,314.12,118.55,373.83,58.84,57.13,6.33,28.97,3.69,39.44,277.8,159.18,7.0,7.0,0.44,0.0,5.0,1.0,2.0,0.0,0.0,168.192,28.17,1.99,655.0,232.0,10.0,2.5,12,9,0,3,0,0,12.03,1,1.7753
24.95,27.0,30.85,17.0,24.33,480.85,321.87,158.98,319.57,161.28,73.29,6.78,33.75,4.31,65.21,325.39,205.02,10.0,10.0,0.44,0.0,6.0,2.0,3.0,1.0,2.0,244.33,39.75,1.99,1404.0,431.0,16.0,4.16,15,9,2,2,2,0,15.06,1,1.273
18.2,12.95,18.17,23.49,18.01,426.66,295.28,131.38,386.23,40.43,58.36,6.33,29.79,3.7,31.23,283.53,162.2,7.0,7.0,0.44,0.0,5.0,1.0,2.0,0.0,0.0,167.208,28.17,1.99,655.0,232.0,10.0,2.64,12,9,1,2,0,0,12.03,1,1.4413
28.57,29.74,31.01,24.96,28.71,556.83,372.4,184.43,517.57,39.27,73.04,5.98,52.61,5.04,46.61,449.15,260.65,13.0,13.0,0.47,0.0,6.0,2.0,4.0,0.0,0.0,263.337,59.79,2.57,2118.0,698.0,28.0,3.09,19,15,1,3,0,0,19.04,1,2.609540000000001
26.7,27.29,29.35,23.45,26.87,511.67,343.42,168.25,438.5,73.17,70.72,5.81,48.83,4.81,46.61,417.09,243.53,12.0,12.0,0.43,0.0,5.0,2.0,4.0,0.0,0.0,249.31,55.14,2.65,1812.0,607.0,26.0,3.27,18,14,1,3,0,0,18.04,1,2.21944
29.6,37.02,31.16,20.61,28.87,537.61,385.45,152.16,464.03,73.58,89.36,6.44,46.26,5.37,67.87,451.94,264.35,14.0,14.0,0.43,0.0,7.0,4.0,7.0,1.0,1.0,280.324,62.88,2.56,2962.0,864.0,27.0,2.63,20,14,2,4,0,0,20.06,1,1.6529
24.63,22.85,22.05,28.99,25.19,449.49,310.33,139.16,402.73,46.76,65.23,5.84,46.43,4.65,46.61,380.13,227.04,11.0,11.0,0.38,0.0,6.0,2.0,4.0,0.0,0.0,235.283,49.14,2.27,1736.0,556.0,22.0,4.65,17,13,1,3,0,0,17.04,1,1.7691
31.92,35.24,32.92,27.62,33.28,557.28,386.39,170.89,526.93,30.34,81.56,6.48,61.39,6.33,29.54,464.64,279.1,9.0,10.0,0.28,0.0,8.0,2.0,3.0,0.0,0.0,283.371,67.13,1.73,3519.0,1002.0,25.0,4.38,21,18,1,2,0,0,64.03,2,3.251900000000002
25.88,26.4,33.68,17.57,25.27,480.54,293.66,186.88,350.8,129.74,77.68,6.92,39.25,4.65,55.84,359.57,221.58,8.0,8.0,0.33,2.0,4.0,3.0,6.0,0.0,0.0,269.68,56.65,1.89,1764.0,595.0,27.0,2.96,18,12,1,4,0,0,55.06,2,1.6285
23.55,23.09,16.21,31.34,23.34,466.37,355.71,110.66,366.05,100.32,71.91,6.92,35.94,4.12,55.84,343.75,207.53,7.0,7.0,0.33,2.0,4.0,3.0,6.0,0.0,0.0,235.239,51.86,1.95,1480.0,512.0,25.0,4.4,17,12,1,4,0,0,52.05,2,0.9750999999999996
25.46,25.69,32.85,17.83,25.68,465.85,347.03,118.82,411.66,54.18,73.47,6.84,38.4,4.32,46.61,348.56,217.35,7.0,7.0,0.33,2.0,4.0,2.0,4.0,0.0,0.0,251.3,51.86,1.95,1480.0,512.0,25.0,4.25,17,12,1,3,1,0,52.05,2,1.6884
19.46,18.54,16.22,23.62,18.87,417.91,306.69,111.23,378.95,38.96,56.71,5.65,33.93,3.78,29.54,314.51,177.16,6.0,6.0,0.89,0.0,4.0,2.0,3.0,0.0,0.0,171.24,28.65,2.11,592.0,221.0,12.0,3.89,12,9,1,2,0,0,12.03,1,1.0354
26.01,26.47,19.23,32.33,25.9,542.22,359.55,182.67,439.62,102.61,77.76,7.49,39.58,4.64,64.63,396.89,234.78,12.0,12.0,0.38,0.0,7.0,3.0,6.0,1.0,1.0,251.282,51.58,2.17,2658.0,724.0,21.0,4.44,18,13,1,4,0,0,18.05,1,1.1331999999999989
22.55,19.11,19.82,28.71,21.15,481.49,340.39,141.09,416.17,65.31,66.1,7.12,33.93,3.78,55.4,371.9,206.37,14.0,13.0,0.8,0.0,6.0,2.0,4.0,1.0,1.0,201.266,34.79,3.58,1131.0,362.0,13.0,2.97,14,10,1,3,0,0,13.04,0,1.1018999999999997
25.64,24.41,18.45,34.07,25.2,532.54,356.42,176.12,458.02,74.52,76.91,7.97,37.71,4.36,55.4,382.2,225.65,11.0,11.0,0.38,0.0,7.0,2.0,4.0,1.0,1.0,235.283,46.46,1.9,2431.0,650.0,18.0,3.59,17,13,1,3,0,0,17.04,1,1.2984999999999998
24.57,31.7,22.94,19.08,24.06,537.59,341.68,195.9,444.3,93.29,72.87,7.53,39.4,4.37,64.63,368.46,217.77,11.0,11.0,0.33,0.0,7.0,3.0,6.0,1.0,1.0,237.255,46.46,1.9,2431.0,650.0,18.0,2.37,17,12,1,4,0,0,17.05,1,0.7446999999999997
28.12,30.45,32.38,21.54,28.32,570.1,369.27,200.83,426.84,143.26,80.13,6.4,46.46,5.07,55.4,392.92,241.4,12.0,12.0,0.33,0.0,7.0,2.0,4.0,1.0,1.0,287.76,50.69,2.04,2997.0,765.0,20.0,3.52,18,12,1,3,1,0,18.06,1,2.1114
26.03,19.9,25.51,32.67,26.41,552.98,351.22,201.76,459.45,93.53,76.23,7.64,38.59,4.4,55.4,376.25,227.52,11.0,11.0,0.33,0.0,7.0,2.0,4.0,1.0,1.0,253.32,46.46,1.9,2431.0,650.0,18.0,5.19,17,12,1,3,1,0,17.05,1,1.4580000000000002
25.25,28.63,27.2,19.92,25.55,551.66,382.35,169.3,405.04,146.62,73.92,6.4,43.29,4.79,68.29,368.83,223.27,11.0,11.0,0.36,0.0,7.0,3.0,5.0,1.0,1.0,254.3,46.46,1.9,2431.0,650.0,18.0,1.34,17,11,2,3,1,0,17.06,1,0.8530000000000002
28.87,30.64,32.28,23.7,28.44,616.33,446.68,169.65,489.36,126.98,83.14,6.63,52.76,5.39,73.86,447.84,260.78,14.0,14.0,0.43,0.0,8.0,4.0,8.0,1.0,1.0,281.308,60.74,2.26,3754.0,960.0,26.0,3.93,20,14,1,5,0,0,20.06,1,0.9255999999999992
29.08,26.07,27.98,33.18,28.44,563.77,423.85,139.93,463.45,100.33,77.04,7.25,52.4,5.03,73.86,446.67,260.81,14.0,14.0,0.43,0.0,8.0,4.0,8.0,1.0,1.0,281.308,61.58,2.37,3414.0,920.0,27.0,3.55,20,14,1,5,0,0,20.06,1,0.9255999999999992
25.12,21.38,22.14,31.83,24.51,532.13,350.42,181.7,451.83,80.3,71.7,7.81,38.57,4.1,67.43,370.53,220.18,11.0,11.0,0.33,0.0,6.0,2.0,4.0,2.0,2.0,236.271,46.46,1.9,2431.0,650.0,18.0,2.52,17,12,2,3,0,0,17.05,1,1.0488999999999995
29.09,35.97,30.41,20.9,27.76,622.37,475.77,146.6,506.1,116.28,88.27,7.68,47.27,5.34,85.89,434.26,255.5,14.0,14.0,0.38,0.0,7.0,4.0,8.0,2.0,2.0,282.296,61.22,2.35,3458.0,928.0,26.0,1.61,20,13,2,5,0,0,20.07,1,1.3883999999999996
27.59,25.94,18.21,38.61,26.18,569.01,371.63,197.38,492.41,76.6,85.31,8.47,36.47,4.34,67.43,403.54,237.15,12.0,12.0,0.38,0.0,5.0,2.0,4.0,2.0,2.0,250.298,51.93,2.17,2668.0,723.0,22.0,2.8,18,13,2,3,0,0,18.05,1,1.98804
