avgpol,axxpol,ayypol,azzpol,molpol,ASA+,ASA-,ASA_H,ASA_P,asa,maximalprojectionarea,maximalprojectionradius,minimalprojectionarea,minimalprojectionradius,psa,vdwsa,volume,chainatomcount,chainbondcount,fsp3,fusedringcount,rotatablebondcount,acceptorcount,accsitecount,donorcount,donsitecount,mass,hararyindex,balabanindex,hyperwienerindex,wienerindex,wienerpolarity,dipole,nHeavyAtom,nC,nN,nO,nS,nP,fragCpx,nRing,SLogP
25.91,24.76,18.84,34.12,25.08,467.85,296.97,170.88,435.37,32.48,71.4,6.78,35.93,4.11,29.1,354.65,215.98,9.0,9.0,0.42,0.0,3.0,1.0,2.0,1.0,1.0,270.17,41.15,2.17,1159.0,394.0,20.0,3.74,15,12,1,1,0,0,15.03,1,3.415440000000002
23.88,22.26,17.33,32.06,23.33,441.52,272.18,169.33,407.89,33.63,67.49,6.81,30.88,3.46,29.1,322.37,199.07,8.0,8.0,0.36,0.0,3.0,1.0,2.0,1.0,1.0,256.143,36.71,2.23,965.0,333.0,17.0,4.09,14,11,1,1,0,0,14.03,1,3.107020000000001
24.03,22.04,17.21,32.84,23.54,419.45,216.47,202.98,342.5,76.95,67.57,6.87,31.81,3.58,29.1,306.73,196.11,8.0,8.0,0.3,0.0,3.0,1.0,2.0,1.0,1.0,276.56,36.71,2.23,965.0,333.0,17.0,5.21,14,10,1,1,0,0,14.04,1,3.4520000000000017
27.37,19.8,26.79,35.54,26.7,515.8,350.64,165.16,432.86,82.94,78.22,7.31,40.09,4.43,47.56,385.47,234.2,11.0,11.0,0.42,0.0,5.0,3.0,6.0,1.0,1.0,302.168,49.71,2.32,1698.0,548.0,24.0,4.0,17,12,1,3,0,0,17.05,1,2.815800000000001
25.72,32.47,26.08,18.62,25.28,438.1,246.11,191.99,374.51,63.59,72.08,6.5,36.54,4.13,29.1,336.77,213.22,9.0,9.0,0.36,0.0,3.0,1.0,2.0,1.0,1.0,290.59,41.6,2.26,1066.0,380.0,21.0,4.21,15,11,1,1,0,0,15.04,1,3.7604200000000025
24.61,31.11,24.99,17.73,24.14,464.7,309.22,155.49,415.45,49.25,71.17,6.45,36.52,4.24,38.33,338.39,208.18,9.0,9.0,0.36,0.0,4.0,2.0,4.0,1.0,1.0,272.142,40.77,2.15,1175.0,398.0,19.0,4.69,15,11,1,2,0,0,15.04,1,2.807200000000001
23.51,29.65,23.47,17.41,23.33,418.04,260.29,157.75,388.02,30.02,66.8,6.25,35.91,4.01,29.1,321.03,199.1,8.0,8.0,0.36,0.0,3.0,1.0,2.0,1.0,1.0,256.143,37.16,2.34,872.0,319.0,18.0,4.83,14,11,1,1,0,0,14.03,1,3.107020000000001
26.6,31.74,28.73,19.35,26.11,484.91,328.89,156.02,418.98,65.93,75.78,6.17,45.79,5.14,55.4,360.92,227.38,11.0,11.0,0.33,0.0,5.0,2.0,4.0,1.0,1.0,300.152,50.02,2.38,1591.0,534.0,24.0,3.88,17,12,1,3,0,0,17.05,1,2.5852000000000004
21.69,20.95,16.02,28.11,21.4,404.83,228.13,176.7,347.95,56.87,64.19,6.28,33.62,3.66,29.1,296.39,187.07,8.0,8.0,0.3,0.0,3.0,1.0,2.0,1.0,1.0,260.106,37.16,2.34,872.0,319.0,18.0,2.42,14,10,1,1,0,0,14.04,1,2.9377000000000013
21.14,19.89,16.48,27.06,21.17,418.97,243.25,175.72,364.56,54.41,61.46,6.26,31.07,3.46,26.3,288.35,179.63,7.0,7.0,0.3,0.0,4.0,1.0,2.0,0.0,0.0,243.1,32.78,2.04,727.0,268.0,15.0,1.85,13,10,0,2,0,0,13.03,1,2.765500000000001
25.21,24.7,20.93,29.99,27.2,401.45,262.66,138.79,382.12,19.33,65.65,5.83,45.96,4.71,23.79,352.5,221.15,5.0,6.0,0.19,0.0,3.0,1.0,1.0,0.0,0.0,221.303,53.18,2.1,1258.0,476.0,28.0,3.03,17,16,1,0,0,0,52.01,2,3.9062800000000033
31.54,19.6,32.05,42.96,32.43,459.75,240.35,219.4,378.39,81.36,89.02,7.73,40.42,4.64,57.61,371.82,255.38,9.0,10.0,0.21,0.0,4.0,3.0,6.0,1.0,1.0,307.38,65.67,1.96,2689.0,818.0,30.0,3.31,20,14,1,3,2,0,61.06,2,2.751000000000001
30.84,19.4,30.81,42.29,31.54,451.72,271.76,179.96,353.39,98.32,87.47,7.77,39.85,4.68,70.5,364.07,251.3,9.0,10.0,0.23,0.0,4.0,4.0,7.0,1.0,1.0,308.37,65.67,1.96,2689.0,818.0,30.0,2.26,20,13,2,3,2,0,61.07,2,2.146
25.16,19.95,23.92,31.6,24.85,450.01,260.45,189.56,262.14,187.87,68.57,6.42,43.21,4.49,108.74,362.94,224.42,12.0,12.0,0.27,0.0,5.0,6.0,12.0,2.0,2.0,272.27,55.9,2.64,1883.0,610.0,29.0,3.47,18,11,0,6,1,0,18.07,1,1.0217
26.54,21.73,26.28,31.6,25.8,531.02,414.99,116.02,436.03,94.99,72.8,6.29,48.3,4.92,64.99,407.96,238.9,12.0,12.0,0.46,0.0,6.0,5.0,10.0,1.0,1.0,254.282,56.1,2.79,1657.0,582.0,29.0,2.02,18,13,0,5,0,0,18.05,1,2.2906000000000004
27.22,19.72,24.2,37.74,29.21,460.69,287.87,172.83,402.31,58.38,73.72,7.46,35.97,3.91,37.3,371.47,231.21,6.0,7.0,0.19,0.0,4.0,2.0,4.0,1.0,1.0,240.302,55.14,1.7,2167.0,650.0,26.0,1.65,18,16,0,2,0,0,55.02,2,3.931800000000002
21.3,16.28,18.93,28.69,21.03,372.02,198.71,173.31,313.2,58.82,58.64,6.11,33.91,3.75,37.3,284.9,179.06,7.0,7.0,0.3,0.0,3.0,2.0,4.0,1.0,1.0,243.1,33.73,2.23,630.0,250.0,17.0,1.48,13,10,0,2,0,0,13.03,1,3.027300000000001
25.8,20.96,22.86,33.59,25.49,457.19,314.42,142.77,399.33,57.86,68.86,7.11,37.85,4.01,37.3,386.92,228.8,10.0,10.0,0.5,0.0,5.0,2.0,4.0,1.0,1.0,220.312,45.18,2.36,1501.0,478.0,21.0,1.97,16,14,0,2,0,0,16.02,1,3.463300000000002
33.43,31.66,27.41,41.21,31.76,582.74,445.51,137.23,558.02,24.72,88.98,8.07,51.1,4.97,29.54,526.26,297.03,13.0,13.0,0.94,0.0,9.0,2.0,3.0,0.0,0.0,269.429,56.68,2.18,2906.0,806.0,25.0,1.29,19,16,1,2,0,0,19.03,1,3.4779000000000027
31.06,34.85,33.47,24.86,31.04,578.08,421.49,156.59,550.48,27.6,87.6,6.97,52.99,5.34,29.54,480.34,276.53,13.0,13.0,0.56,0.0,9.0,2.0,3.0,0.0,0.0,263.381,56.68,2.18,2906.0,806.0,25.0,1.57,19,16,1,2,0,0,19.03,1,3.0652000000000017
25.5,23.19,19.9,33.4,25.42,454.53,322.93,131.6,350.81,103.72,67.1,6.4,41.99,4.36,38.77,378.24,223.04,8.0,8.0,0.46,2.0,4.0,4.0,7.0,0.0,0.0,235.283,52.05,1.93,1493.0,513.0,25.0,4.93,17,13,1,3,0,0,52.04,2,1.9382
28.54,31.03,32.06,22.52,30.37,415.17,295.98,119.19,389.98,25.2,73.68,6.07,50.71,5.12,29.1,413.85,252.26,7.0,8.0,0.24,0.0,4.0,1.0,2.0,1.0,1.0,253.345,60.85,1.74,2220.0,706.0,29.0,2.3,19,17,1,1,0,0,58.02,2,3.993000000000002
30.07,34.46,26.63,29.1,29.57,444.05,342.98,101.07,432.45,11.6,74.32,6.3,46.93,4.61,17.07,491.76,275.8,11.0,11.0,0.94,0.0,4.0,1.0,2.0,0.0,0.0,238.415,52.48,2.63,1331.0,488.0,28.0,3.09,17,16,0,1,0,0,17.01,1,4.844200000000005
23.64,21.28,20.05,29.6,22.81,399.42,327.21,72.21,386.5,12.92,63.21,6.37,35.28,3.7,9.23,386.5,214.11,7.0,7.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,184.323,33.93,2.22,653.0,252.0,18.0,1.69,13,12,0,1,0,0,13.01,1,3.6278000000000015
31.25,28.14,27.05,38.56,30.13,457.09,368.52,88.56,443.53,13.56,74.56,6.76,41.21,4.39,18.46,503.45,280.41,7.0,7.0,1.0,0.0,2.0,2.0,4.0,0.0,0.0,254.414,57.17,1.81,1977.0,617.0,29.0,2.41,18,16,0,2,0,0,55.02,2,4.382100000000004
25.41,30.93,26.46,18.84,27.13,413.03,281.28,131.74,380.52,32.51,70.74,5.79,41.82,4.79,24.06,363.26,219.43,9.0,9.0,0.42,0.0,3.0,0.0,0.0,2.0,2.0,222.35,40.67,2.1,1215.0,404.0,17.0,3.01,15,12,2,0,1,0,15.03,1,3.161600000000001
25.83,32.86,24.1,20.52,24.42,515.58,384.15,131.43,448.27,67.31,75.55,7.73,40.54,4.04,50.36,424.87,233.73,15.0,14.0,0.91,0.0,8.0,2.0,3.0,2.0,2.0,216.325,37.25,3.25,1781.0,486.0,15.0,4.78,15,11,2,2,0,0,14.04,0,1.9008
23.01,17.27,22.16,29.59,23.21,432.73,318.3,114.43,377.69,55.04,67.05,6.47,35.93,4.07,21.26,362.41,204.92,8.0,8.0,0.5,0.0,4.0,2.0,3.0,1.0,1.0,193.29,37.11,2.28,944.0,328.0,17.0,4.32,14,12,1,1,0,0,14.02,1,3.295700000000002
25.67,25.47,19.59,31.95,25.56,456.78,317.62,139.15,409.62,47.16,71.07,6.52,43.48,4.65,41.13,390.54,226.49,10.0,10.0,0.46,0.0,4.0,2.0,3.0,2.0,2.0,220.316,45.3,2.38,1427.0,470.0,19.0,3.4,16,13,2,1,0,0,16.03,1,3.2455000000000016
33.47,36.38,34.32,29.72,32.24,537.21,420.42,116.8,519.64,17.58,82.99,6.14,57.6,5.3,36.92,567.4,308.9,14.0,14.0,1.0,0.0,8.0,4.0,8.0,0.0,0.0,288.428,63.81,2.62,2763.0,839.0,27.0,0.58,20,16,0,4,0,0,20.04,1,4.920400000000005
24.76,25.79,29.82,18.66,25.37,442.18,332.88,109.29,419.12,23.06,68.33,5.96,42.69,4.59,35.25,389.27,222.26,9.0,9.0,0.54,0.0,4.0,2.0,3.0,1.0,2.0,207.317,42.21,2.38,965.0,364.0,20.0,4.45,15,13,1,1,0,0,15.02,1,3.0211200000000007
20.74,16.32,19.82,26.08,21.38,374.62,266.56,108.06,324.67,49.95,56.89,5.66,36.72,4.01,17.07,320.09,186.84,7.0,7.0,0.42,0.0,3.0,1.0,2.0,0.0,0.0,176.259,33.93,2.22,653.0,252.0,18.0,4.3,13,12,0,1,0,0,13.01,1,3.186700000000002
28.86,25.35,27.79,33.42,29.24,453.1,347.99,105.12,425.84,27.27,67.62,5.78,43.11,4.3,20.23,462.3,261.76,11.0,11.0,0.62,0.0,4.0,1.0,2.0,1.0,1.0,234.383,52.48,2.63,1331.0,488.0,28.0,2.77,17,16,0,1,0,0,17.01,1,4.767400000000005
22.83,28.16,22.03,18.29,23.13,415.93,314.62,101.31,338.21,77.72,62.07,5.88,39.65,4.04,35.25,356.6,204.64,8.0,8.0,0.5,0.0,3.0,2.0,3.0,1.0,2.0,193.29,38.45,2.54,774.0,299.0,21.0,4.7,14,12,1,1,0,0,14.02,1,2.9650000000000007
21.47,19.96,17.72,26.74,22.01,413.3,318.26,95.05,390.26,23.04,57.82,5.88,36.68,4.04,9.23,342.07,193.59,7.0,7.0,0.5,0.0,3.0,1.0,2.0,0.0,0.0,178.275,33.93,2.22,653.0,252.0,18.0,3.58,13,12,0,1,0,0,13.01,1,3.3828000000000022
24.69,19.95,21.8,32.32,24.44,457.37,346.42,110.95,377.05,80.33,65.46,6.92,37.39,4.04,29.46,383.93,219.05,9.0,9.0,0.54,0.0,5.0,2.0,4.0,1.0,1.0,208.301,40.98,2.14,1261.0,406.0,20.0,3.2,15,13,0,2,0,0,15.02,1,2.745300000000001
29.11,24.13,24.48,38.71,28.26,549.54,420.21,129.33,470.34,79.2,76.83,8.0,40.83,4.11,35.53,447.94,255.7,12.0,12.0,0.53,0.0,7.0,2.0,4.0,0.0,0.0,250.338,52.11,2.16,2829.0,737.0,23.0,2.86,18,15,0,3,0,0,18.03,1,3.3161000000000023
23.98,22.52,19.53,29.88,24.34,433.46,275.72,157.74,304.48,128.98,65.35,6.29,40.23,4.01,66.76,380.0,220.96,10.0,10.0,0.45,0.0,4.0,3.0,6.0,2.0,2.0,244.227,46.02,2.4,1448.0,468.0,21.0,3.24,16,11,0,4,0,1,16.05,1,2.8457000000000017
18.98,16.46,18.22,22.28,18.68,356.06,263.73,92.33,308.98,47.08,53.47,5.68,35.51,4.09,35.82,316.29,176.77,11.0,10.0,0.89,0.0,5.0,2.0,2.0,1.0,1.0,154.257,24.32,3.51,449.0,176.0,12.0,2.9,11,9,2,0,0,0,10.02,0,2.06838
23.36,21.08,22.77,26.22,23.73,396.46,267.24,129.22,318.97,77.49,60.04,5.75,45.4,4.4,37.3,361.37,212.42,9.0,9.0,0.46,0.0,5.0,2.0,4.0,1.0,1.0,206.285,41.75,2.32,1027.0,374.0,20.0,1.75,15,13,0,2,0,0,15.02,1,3.219100000000002
27.25,31.15,26.68,23.91,27.47,462.1,362.17,99.94,417.99,44.12,69.99,6.31,50.0,4.91,20.23,426.54,244.31,10.0,10.0,0.6,0.0,5.0,1.0,2.0,1.0,1.0,226.31,46.0,2.5,1316.0,452.0,22.0,2.62,16,15,0,1,0,0,16.01,1,4.496100000000005
32.45,30.53,28.04,38.79,31.82,565.93,454.23,111.7,506.52,59.41,80.36,7.69,51.75,5.11,29.46,505.19,287.53,13.0,13.0,0.65,0.0,8.0,2.0,4.0,1.0,1.0,270.363,57.82,2.29,2816.0,786.0,26.0,3.29,19,17,0,2,0,0,19.02,1,4.161600000000004
37.85,34.36,31.54,47.63,36.18,665.25,532.57,132.69,591.76,73.5,95.68,9.53,57.02,5.39,38.69,583.56,330.55,16.0,16.0,0.68,0.0,11.0,3.0,6.0,1.0,1.0,314.416,69.4,2.27,5654.0,1291.0,29.0,3.04,22,19,0,3,0,0,22.03,1,4.178200000000003
27.25,31.15,26.68,23.91,27.47,462.1,362.17,99.94,417.99,44.12,69.99,6.31,50.0,4.91,20.23,426.54,244.31,10.0,10.0,0.6,0.0,5.0,1.0,2.0,1.0,1.0,220.356,46.0,2.5,1316.0,452.0,22.0,2.62,16,15,0,1,0,0,16.01,1,4.496100000000005
32.45,30.53,28.04,38.79,31.82,565.93,454.23,111.7,506.52,59.41,80.36,7.69,51.75,5.11,29.46,505.19,287.53,13.0,13.0,0.65,0.0,8.0,2.0,4.0,1.0,1.0,264.409,57.82,2.29,2816.0,786.0,26.0,3.29,19,17,0,2,0,0,19.02,1,4.161600000000004
37.85,34.36,31.54,47.63,36.18,665.25,532.57,132.69,591.76,73.5,95.68,9.53,57.02,5.39,38.69,583.56,330.55,16.0,16.0,0.68,0.0,11.0,3.0,6.0,1.0,1.0,308.462,69.4,2.27,5654.0,1291.0,29.0,3.04,22,19,0,3,0,0,22.03,1,4.178200000000003
24.6,29.48,25.04,19.27,25.37,395.07,293.95,101.11,368.57,26.49,66.44,5.89,43.28,4.5,35.25,386.08,222.91,9.0,9.0,0.54,0.0,5.0,2.0,3.0,1.0,2.0,207.317,42.82,2.52,876.0,348.0,23.0,3.81,15,13,1,1,0,0,15.02,1,2.7117000000000013
23.61,29.46,23.39,17.98,23.73,416.44,280.72,135.72,368.8,47.64,66.69,6.37,37.37,4.37,37.3,359.99,212.22,9.0,9.0,0.46,0.0,5.0,2.0,4.0,1.0,1.0,206.285,41.14,2.17,1138.0,392.0,20.0,1.7,15,13,0,2,0,0,15.02,1,3.1201000000000008
23.26,21.52,18.61,29.63,21.87,468.72,327.58,141.15,417.18,51.54,65.65,6.2,40.28,4.24,40.46,339.45,206.21,14.0,13.0,0.67,0.0,5.0,2.0,4.0,2.0,2.0,194.274,35.07,3.57,1129.0,361.0,15.0,1.15,14,12,0,2,0,0,13.02,0,1.3152
20.61,27.36,20.71,13.75,20.91,415.85,269.04,146.81,390.64,25.21,64.83,5.92,32.47,4.18,20.23,291.09,179.42,7.0,7.0,0.33,0.0,3.0,1.0,2.0,1.0,1.0,174.243,32.76,2.0,753.0,272.0,14.0,1.82,13,12,0,1,0,0,13.01,1,2.1991
28.0,26.3,26.94,30.75,29.74,416.25,297.19,119.06,401.04,15.21,65.61,6.14,51.15,5.12,20.23,405.96,246.81,6.0,7.0,0.29,0.0,4.0,1.0,2.0,1.0,1.0,240.346,57.58,1.99,1541.0,562.0,27.0,1.71,18,17,0,1,0,0,55.01,2,3.9795000000000034
20.72,19.68,17.01,25.47,19.78,412.45,309.78,102.67,395.28,17.17,62.96,6.23,34.1,3.78,20.23,349.87,190.16,11.0,10.0,1.0,0.0,5.0,1.0,2.0,1.0,1.0,158.285,24.24,3.38,472.0,180.0,10.0,1.7,11,10,0,1,0,0,10.01,0,2.973700000000002
30.7,25.2,30.74,36.14,29.01,556.84,424.27,132.57,539.73,17.1,86.34,7.52,48.9,5.2,20.23,501.14,275.27,16.0,15.0,1.0,0.0,9.0,1.0,2.0,1.0,1.0,228.42,41.53,3.47,2063.0,562.0,16.0,1.69,16,15,0,1,0,0,15.01,0,4.7801000000000045
40.7,46.39,40.12,35.59,38.25,703.51,541.1,162.41,686.18,17.34,103.94,8.96,64.57,5.78,20.23,653.78,360.5,21.0,20.0,1.0,0.0,13.0,1.0,2.0,1.0,1.0,298.555,60.68,3.54,5987.0,1274.0,22.0,1.69,21,20,0,1,0,0,20.01,0,6.586500000000007
21.63,16.09,20.79,28.03,21.95,399.73,282.91,116.83,383.01,16.73,62.45,6.37,31.02,3.59,20.23,333.35,192.78,7.0,7.0,0.5,0.0,4.0,1.0,2.0,1.0,1.0,178.275,32.76,2.0,753.0,272.0,14.0,1.46,13,12,0,1,0,0,13.01,1,2.7802000000000016
28.59,36.34,29.65,19.79,29.89,487.83,352.04,135.79,465.61,22.23,80.9,6.93,42.45,4.53,26.3,410.8,249.42,7.0,8.0,0.24,0.0,5.0,1.0,2.0,0.0,0.0,254.329,60.66,1.72,2242.0,710.0,28.0,4.9,19,17,0,2,0,0,58.02,2,4.168800000000003
28.42,24.38,25.84,35.03,29.89,481.45,329.85,151.59,475.54,5.91,72.46,6.86,43.92,4.47,9.23,416.68,247.27,6.0,7.0,0.29,0.0,5.0,1.0,2.0,0.0,0.0,240.346,55.14,1.72,2037.0,637.0,25.0,1.62,18,17,0,1,0,0,55.01,2,4.528600000000004
27.31,21.84,26.73,33.36,28.43,426.24,294.23,132.01,338.32,87.92,68.77,6.06,46.41,4.81,40.46,390.67,238.44,6.0,7.0,0.25,0.0,3.0,2.0,4.0,2.0,2.0,242.318,57.21,1.89,1755.0,590.0,29.0,2.03,18,16,0,2,0,0,55.02,2,3.8138000000000014
27.8,29.36,31.56,22.47,29.73,416.9,297.03,119.87,401.23,15.68,71.94,5.99,48.69,4.77,20.23,405.64,247.25,6.0,7.0,0.29,0.0,4.0,1.0,2.0,1.0,1.0,240.346,57.33,1.93,1653.0,577.0,29.0,1.78,18,17,0,1,0,0,55.01,2,4.087900000000003
22.39,30.84,16.25,20.07,22.15,474.21,285.34,188.87,407.41,66.79,66.98,7.06,32.85,3.87,50.69,323.24,194.59,9.0,9.0,0.27,0.0,4.0,3.0,4.0,1.0,1.0,206.245,39.41,1.94,1411.0,434.0,16.0,3.94,15,11,2,2,0,0,15.04,1,3.021000000000001
23.25,28.32,24.21,17.23,23.07,424.05,293.03,131.02,336.33,87.72,67.86,5.92,40.09,4.64,66.4,340.95,208.59,10.0,10.0,0.33,0.0,4.0,3.0,6.0,2.0,2.0,221.256,45.78,2.49,1295.0,451.0,22.0,3.1,16,12,1,3,0,0,16.04,1,2.3694
20.88,17.98,19.89,24.76,19.91,456.3,330.38,125.92,428.46,27.84,60.96,6.3,33.27,3.97,26.3,349.46,192.72,12.0,11.0,0.9,0.0,6.0,1.0,2.0,0.0,0.0,172.268,27.28,3.37,676.0,237.0,12.0,1.57,12,10,0,2,0,0,11.02,0,2.621800000000001
23.82,18.3,23.09,30.07,23.99,482.01,335.4,146.6,452.94,29.07,70.51,6.95,37.69,3.88,26.3,364.77,212.26,9.0,9.0,0.46,0.0,6.0,1.0,2.0,0.0,0.0,206.285,39.31,1.9,1454.0,440.0,17.0,1.56,15,13,0,2,0,0,15.02,1,2.8184000000000013
25.84,25.06,22.35,30.11,26.29,439.19,337.79,101.4,427.5,11.69,66.27,6.15,47.1,4.95,20.31,395.99,233.21,10.0,10.0,0.5,0.0,4.0,1.0,2.0,0.0,0.0,219.328,46.75,2.68,1113.0,422.0,23.0,4.67,16,14,1,1,0,0,16.02,1,2.9045000000000014
21.59,20.57,17.73,26.47,21.88,384.0,256.39,127.61,328.49,55.51,59.78,6.09,39.92,4.36,37.3,324.35,195.02,8.0,8.0,0.42,0.0,4.0,2.0,4.0,1.0,1.0,192.258,38.03,2.56,736.0,296.0,19.0,1.69,14,12,0,2,0,0,14.02,1,2.900900000000001
37.45,36.96,31.08,44.31,36.58,622.15,469.67,152.48,593.58,28.56,98.3,8.16,56.67,5.8,29.54,569.78,327.81,16.0,16.0,0.63,0.0,11.0,2.0,3.0,0.0,0.0,305.462,70.5,2.41,4710.0,1200.0,30.0,1.22,22,19,1,2,0,0,22.03,1,4.091400000000004
37.12,36.48,31.49,43.39,35.45,625.95,481.86,144.09,604.6,21.35,95.92,7.79,56.6,5.24,29.54,587.09,331.43,15.0,15.0,0.94,0.0,10.0,2.0,3.0,0.0,0.0,297.483,66.69,2.36,3693.0,1016.0,29.0,2.06,21,18,1,2,0,0,21.03,1,4.114000000000003
21.92,18.63,20.46,26.68,22.59,386.65,265.3,121.34,336.71,49.94,58.88,6.1,40.58,4.09,43.09,330.97,197.58,8.0,8.0,0.42,0.0,4.0,1.0,2.0,1.0,2.0,191.274,38.03,2.56,736.0,296.0,19.0,4.28,14,12,1,1,0,0,14.02,1,2.3016000000000005
25.22,25.69,30.91,19.06,25.51,473.11,321.56,151.55,438.62,34.48,76.04,6.77,40.32,4.6,52.32,376.85,224.43,10.0,10.0,0.46,0.0,6.0,2.0,3.0,1.0,2.0,221.3,44.13,2.2,1624.0,500.0,20.0,2.23,16,13,1,2,0,0,16.03,1,2.1032
25.1,31.21,25.45,18.66,24.73,430.7,292.79,137.91,360.07,70.63,72.02,6.37,43.82,4.7,66.4,369.92,225.66,11.0,11.0,0.38,0.0,5.0,3.0,6.0,2.0,2.0,235.283,49.79,2.33,1628.0,540.0,23.0,4.07,17,13,1,3,0,0,17.04,1,1.9157
27.67,28.12,31.02,23.88,26.58,501.39,385.87,115.52,463.63,37.75,72.56,6.07,48.07,5.04,50.69,428.61,248.64,12.0,12.0,0.85,0.0,5.0,2.0,3.0,1.0,1.0,240.347,50.32,2.43,1546.0,527.0,22.0,3.38,17,13,2,2,0,0,17.04,1,1.9905
29.64,29.81,33.21,25.9,28.41,509.87,390.18,119.68,468.3,41.57,78.7,6.23,51.82,5.41,50.69,459.47,265.59,13.0,13.0,0.86,0.0,6.0,2.0,3.0,1.0,1.0,254.374,54.1,2.53,2021.0,638.0,22.0,3.37,18,14,2,2,0,0,18.04,1,2.3806000000000003
18.8,15.69,17.92,22.8,18.06,383.69,285.34,98.35,335.27,48.42,57.14,5.77,31.74,3.65,38.83,312.54,173.05,9.0,9.0,0.89,0.0,4.0,2.0,4.0,0.0,0.0,172.224,29.79,2.47,480.0,200.0,16.0,1.25,12,9,0,3,0,0,12.03,1,1.363
26.86,31.64,28.47,20.46,25.88,453.55,346.44,107.11,445.36,8.19,79.39,6.03,42.16,5.22,17.07,421.33,241.0,9.0,9.0,0.93,0.0,4.0,1.0,2.0,0.0,0.0,210.361,42.5,2.44,939.0,358.0,23.0,3.1,15,14,0,1,0,0,15.01,1,4.064000000000004
20.67,21.04,26.0,14.98,20.12,374.25,241.77,132.48,285.29,88.96,64.2,5.77,34.05,4.16,66.4,301.8,185.93,9.0,9.0,0.6,0.0,2.0,3.0,6.0,2.0,2.0,197.234,38.84,2.68,707.0,288.0,21.0,2.66,14,10,1,3,0,0,14.04,1,0.932
27.32,26.34,20.33,35.27,28.27,425.28,277.08,148.2,379.15,46.13,74.11,7.03,36.81,4.43,32.34,360.98,227.05,6.0,7.0,0.38,0.0,3.0,1.0,2.0,1.0,1.0,248.34,52.58,2.02,1411.0,499.0,26.0,1.9,17,13,2,1,1,0,52.04,2,2.3224
27.17,31.51,26.24,23.74,27.47,423.33,337.81,85.52,381.98,41.36,68.41,6.3,48.54,4.8,20.23,426.08,244.39,10.0,10.0,0.6,0.0,5.0,1.0,2.0,1.0,1.0,220.356,46.41,2.57,1248.0,441.0,23.0,2.6,16,15,0,1,0,0,16.01,1,4.496100000000005
18.16,14.95,17.18,22.34,17.51,349.71,251.03,98.67,273.67,76.04,56.08,5.99,30.6,3.59,63.32,294.75,170.22,11.0,10.0,0.88,0.0,5.0,3.0,5.0,2.0,3.0,159.229,24.15,3.43,457.0,178.0,10.0,2.17,11,8,1,2,0,0,10.03,0,1.2246
20.5,16.79,20.55,24.15,19.78,396.27,299.68,96.58,379.07,17.19,63.55,6.13,33.36,3.81,20.23,349.53,190.27,11.0,10.0,1.0,0.0,5.0,1.0,2.0,1.0,1.0,158.285,24.49,3.52,438.0,174.0,11.0,1.67,11,10,0,1,0,0,10.01,0,2.973700000000002
20.73,17.09,19.64,25.46,19.78,417.52,312.74,104.78,396.66,20.86,62.78,6.22,31.73,3.88,20.23,350.23,190.17,11.0,10.0,1.0,0.0,5.0,1.0,2.0,1.0,1.0,158.285,24.05,3.28,494.0,184.0,9.0,1.68,11,10,0,1,0,0,10.01,0,2.9737000000000022
31.79,26.59,24.28,44.51,28.87,601.93,435.56,166.37,517.81,84.13,94.52,10.15,32.34,3.75,37.3,495.97,276.89,17.0,16.0,0.93,0.0,12.0,2.0,4.0,1.0,1.0,242.403,42.62,2.99,3498.0,776.0,15.0,1.69,17,15,0,2,0,0,16.02,0,5.018100000000004
33.84,28.85,25.62,47.06,30.97,662.94,507.35,155.59,615.83,47.11,101.32,10.78,36.1,3.9,26.3,533.07,294.32,18.0,17.0,0.94,0.0,13.0,1.0,2.0,0.0,0.0,256.43,46.34,3.03,4289.0,913.0,17.0,3.16,18,16,0,2,0,0,17.02,0,5.106500000000005
36.06,27.21,29.56,51.41,32.56,667.35,486.63,180.72,583.13,84.23,105.69,11.35,39.26,4.43,37.3,557.26,310.61,19.0,18.0,0.94,0.0,14.0,2.0,4.0,1.0,1.0,270.457,49.57,2.99,5504.0,1094.0,17.0,1.68,19,17,0,2,0,0,18.02,0,5.798300000000006
20.87,19.22,18.25,25.15,19.91,455.5,331.3,124.2,429.33,26.17,59.63,6.11,35.91,3.69,26.3,349.32,192.7,12.0,11.0,0.9,0.0,6.0,1.0,2.0,0.0,0.0,172.268,27.55,3.49,633.0,230.0,13.0,1.56,12,10,0,2,0,0,11.02,0,2.621800000000001
20.79,19.88,18.02,24.47,19.91,443.48,322.35,121.13,413.2,30.29,60.03,6.04,35.84,3.91,26.3,349.71,192.55,12.0,11.0,0.9,0.0,6.0,1.0,2.0,0.0,0.0,172.268,27.23,3.36,674.0,237.0,11.0,3.2,12,10,0,2,0,0,11.02,0,2.621800000000001
21.78,20.63,16.08,28.62,21.2,443.77,348.53,95.23,426.4,17.37,63.69,6.23,33.79,3.72,25.78,339.74,192.1,7.0,7.0,0.64,0.0,3.0,2.0,2.0,0.0,0.0,178.279,33.25,2.11,700.0,262.0,16.0,0.52,13,11,2,0,0,0,13.02,1,2.6820400000000006
