ligand_label,ligand_identifier,ligand_smiles,complexity_BertzCT,is_taught,cas_number,rank_average_pred_std_top2%mu,cluster,sigma-price,sigma-avail,sigma-url
POOL-00041032,"InChI=1S/C12H18N2O/c1-4-14(5-2)12-8-6-7-11(9-12)13-10(3)15/h6-9H,4-5H2,1-3H3,(H,13,15)",CCN(CC)c1cccc(N=C(C)O)c1,339.2302853293369,False,['6375-46-8'],0.2055702997,4,$76.20/25 G,"Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/536377
POOL-00018787,"InChI=1S/C12H18N2O/c1-4-14(5-2)12(15)13-11-8-6-7-10(3)9-11/h6-9H,4-5H2,1-3H3,(H,13,15)",CCN(CC)C(O)=Nc1cccc(C)c1,343.230285329337,False,['198077-48-4'],0.2091562406,4,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s607088
POOL-00018554,"InChI=1S/C12H16BrNO/c1-8-5-6-10(9(13)7-8)14-11(15)12(2,3)4/h5-7H,1-4H3,(H,14,15)",Cc1ccc(N=C(O)C(C)(C)C)c(Br)c1,391.09885967731617,False,['87995-50-4'],0.1719911444,4,$28.60/50MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/r344303
POOL-00020070,"InChI=1S/C12H18N2O/c1-3-4-10-13-12(15)14(2)11-8-6-5-7-9-11/h5-9H,3-4,10H2,1-2H3,(H,13,15)",CCCCN=C(O)N(C)c1ccccc1,308.6579748779196,False,['53693-74-6'],0.2155611925,4,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s603449
POOL-00018877,"InChI=1S/C12H18N2O/c1-4-14(5-2)12(15)13-11-8-6-10(3)7-9-11/h6-9H,4-5H2,1-3H3,(H,13,15)",CCN(CC)C(=O)Nc1ccc(C)cc1,314.8989335759842,False,['93138-75-1'],0.218029585,4,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s613266
POOL-00011432,"InChI=1S/C13H21NO/c1-4-14(5-2)11(3)13(15)12-9-7-6-8-10-12/h6-11,13,15H,4-5H2,1-3H3",CCN(CC)C(C)C(O)c1ccccc1,269.1242588668589,False,['18259-38-6'],0.2091996342,4,,,
POOL-00030961,"InChI=1S/C11H15NO2/c1-3-11(13)12-9-5-7-10(8-6-9)14-4-2/h5-8H,3-4H2,1-2H3,(H,12,13)",CCOc1ccc(NC(=O)CC)cc1,292.660770563408,False,['19314-14-8'],0.1878984949,4,$28.60/50MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s890693
POOL-00038931,"InChI=1S/C11H16N2O/c1-8-5-9(2)7-10(6-8)12-11(14)13(3)4/h5-7H,1-4H3,(H,12,14)",Cc1cc(C)cc(N=C(O)N(C)C)c1,336.0552060308668,False,['36627-56-2'],0.1720292843,4,$134.00/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s663557
POOL-00024291,"InChI=1S/C11H21NO2/c1-2-3-9-14-11(13)12-10-7-5-4-6-8-10/h10H,2-9H2,1H3,(H,12,13)",CCCCOC(O)=NC1CCCCC1,174.1263448992907,False,['17671-80-6'],0.1905650463,4,$106.00/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s624950
POOL-00031027,"InChI=1S/C12H19NO2/c1-5-9-8(4)13-11(10(9)6-2)12(14)15-7-3/h13H,5-7H2,1-4H3",CCOC(=O)c1[nH]c(C)c(CC)c1CC,352.7492469572619,False,['16200-50-3'],0.2848858229,4,$39.90/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/t340545
POOL-00038912,"InChI=1S/C12H18N2O/c1-9(2)10-5-7-11(8-6-10)13-12(15)14(3)4/h5-9H,1-4H3,(H,13,15)",CC(C)c1ccc(NC(=O)N(C)C)cc1,327.9802853293369,False,"['34123-59-6', '1007461-76-8']",0.2039216314,4,$55.30/100 MG,"Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/sial/36137
POOL-00034498,"InChI=1S/C11H15NO/c1-3-8-12-9(2)10-6-4-5-7-11(10)13/h4-7,13H,3,8H2,1-2H3",CCCN=C(C)c1ccccc1O,304.71351799043583,False,['58308-13-7'],0.1883708354,4,$28.60/50MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s720593
POOL-00005124,"InChI=1S/C11H14BrNO2/c1-6(2)7-5-10(13)8(4-9(7)12)11(14)15-3/h4-6H,13H2,1-3H3",COC(=O)c1cc(Br)c(C(C)C)cc1N,388.4194657934133,False,['1000018-13-2'],0.2617097579,4,"$99.00
$29.70/5 G","Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/774618
POOL-00022586,"InChI=1S/C12H18N2O/c1-9-6-5-7-10(8-9)13-11(15)14-12(2,3)4/h5-8H,1-4H3,(H2,13,14,15)",Cc1cccc(N=C(O)NC(C)(C)C)c1,364.130023116199,False,['196207-36-0'],0.2174185266,4,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s636363
POOL-00011649,"InChI=1S/C11H16N2O2/c1-8-6-5-7-12-9(8)13-10(14)15-11(2,3)4/h5-7H,1-4H3,(H,12,13,14)",Cc1cccnc1N=C(O)OC(C)(C)C,367.0958253198426,False,['138343-75-6'],0.229393811,4,$293.00/25 G,"Estimated to ship on June 30, 2023
From MILWAUKEE",https://www.sigmaaldrich.com/US/en/product/aldrich/643920
POOL-00004390,"InChI=1S/C10H15NO2S/c1-7-5-8(14-6-7)11-9(12)13-10(2,3)4/h5-6H,1-4H3,(H,11,12)",Cc1csc(NC(=O)OC(C)(C)C)c1,325.1081433973005,False,['887475-43-6'],0.266156035,4,$9.20/250 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh303c461b?context=bbe
POOL-00020010,"InChI=1S/C12H18N2O/c1-8(2)13-12(15)14-11-6-9(3)5-10(4)7-11/h5-8H,1-4H3,(H2,13,14,15)",Cc1cc(C)cc(NC(O)=NC(C)C)c1,349.6349106183625,False,['100076-49-1'],0.2091474066,4,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s663522
POOL-00021606,"InChI=1S/C11H16N2O/c1-8(2)12-11(14)13-10-6-4-9(3)5-7-10/h4-8H,1-3H3,(H2,12,13,14)",Cc1ccc(NC(O)=NC(C)C)cc1,314.5643457543065,False,['110363-52-5'],0.2115910027,4,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s644668
POOL-00037539,"InChI=1S/C13H21NO/c1-9(2)14-11(4)13(15)12-7-5-10(3)6-8-12/h5-9,11,13-15H,1-4H3",Cc1ccc(C(O)C(C)NC(C)C)cc1,291.9091920579054,False,['13549-60-5'],0.2019782436,4,,,
POOL-00021881,"InChI=1S/C11H16N2O/c1-4-12-11(14)13-10-8(2)6-5-7-9(10)3/h5-7H,4H2,1-3H3,(H2,12,13,14)",CCN=C(O)Nc1c(C)cccc1C,324.8908100054957,False,['24308-41-6'],0.2139289684,4,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s650285
POOL-00043568,"InChI=1S/C12H18N2O/c1-4-14(5-2)12-8-6-11(7-9-12)13-10(3)15/h6-9H,4-5H2,1-3H3,(H,13,15)",CCN(CC)c1ccc(N=C(C)O)cc1,321.980285329337,False,['5326-57-8'],0.2898832256,4,$172.00/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s433721
POOL-00034004,"InChI=1S/C12H18N2O/c1-8(2)13-12(15)14-11-7-9(3)5-6-10(11)4/h5-8H,1-4H3,(H2,13,14,15)",Cc1ccc(C)c(NC(O)=NC(C)C)c1,369.8849106183625,False,['100076-53-7'],0.2094544665,4,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s636576
POOL-00034006,"InChI=1S/C12H18N2O/c1-8(2)13-12(15)14-11-9(3)6-5-7-10(11)4/h5-8H,1-4H3,(H2,13,14,15)",Cc1cccc(C)c1NC(O)=NC(C)C,349.6349106183625,False,['20922-76-3'],0.1886574743,4,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s654337
POOL-00011449,"InChI=1S/C11H16N2O2/c1-8-6-5-7-9(12-8)13-10(14)15-11(2,3)4/h5-7H,1-4H3,(H,12,13,14)",Cc1cccc(N=C(O)OC(C)(C)C)n1,367.0958253198426,False,['90101-22-7'],0.22808496,4,,,
POOL-00016461,"InChI=1S/C11H15NO3/c1-8(2)15-11(13)12-9-6-4-5-7-10(9)14-3/h4-8H,1-3H3,(H,12,13)",COc1ccccc1N=C(O)OC(C)C,347.4412000308172,False,['67648-18-4'],0.2152623612,4,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s636487
POOL-00038878,"InChI=1S/C11H15NO2S/c1-3-15-8-9-6-4-5-7-10(9)14-11(13)12-2/h4-7H,3,8H2,1-2H3,(H,12,13)",CCSCc1ccccc1OC(O)=NC,339.1147357796278,False,['29973-13-5'],0.2139945288,4,$133.00/250 MG,"Estimated to ship on June 22, 2023
From MILWAUKEE",https://www.sigmaaldrich.com/US/en/product/sial/45475
POOL-00032527,"InChI=1S/C11H15NO3/c1-8(2)15-11(13)12-9-5-4-6-10(7-9)14-3/h4-8H,1-3H3,(H,12,13)",COc1cccc(N=C(O)OC(C)C)c1,347.4412000308172,False,['6328-98-9'],0.2160986742,4,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s609595
POOL-00030713,"InChI=1S/C11H16N2O/c1-3-8-12-11(14)13-10-7-5-4-6-9(10)2/h4-7H,3,8H2,1-2H3,(H2,12,13,14)",CCCN=C(O)Nc1ccccc1C,320.8184995540784,False,['13143-12-9'],0.2151949184,4,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s646563
POOL-00021737,"InChI=1S/C11H16N2O/c1-3-7-12-11(14)13-10-6-4-5-9(2)8-10/h4-6,8H,3,7H2,1-2H3,(H2,12,13,14)",CCCN=C(O)Nc1cccc(C)c1,320.8184995540784,False,['13143-27-6'],0.2084589915,4,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s646490
POOL-00024341,"InChI=1S/C12H16N2O/c1-4-7-13-12(15)14-11-6-5-9(2)8-10(11)3/h4-6,8H,1,7H2,2-3H3,(H2,13,14,15)",C=CCN=C(O)Nc1ccc(C)cc1C,383.2085510919332,False,['196393-65-4'],0.2227356663,4,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s606200
POOL-00011105,"InChI=1S/C11H16N2O2/c1-8-5-6-12-9(7-8)13-10(14)15-11(2,3)4/h5-7H,1-4H3,(H,12,13,14)",Cc1ccnc(N=C(O)OC(C)(C)C)c1,367.0958253198426,False,['90101-20-5'],0.2243560961,4,$201.00/1 G,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/ade000386
POOL-00021414,"InChI=1S/C12H16N2O/c1-3-9-13-12(15)14-11-8-6-5-7-10(11)4-2/h3,5-8H,1,4,9H2,2H3,(H2,13,14,15)",C=CCN=C(O)Nc1ccccc1CC,358.39468135470804,False,['194788-15-3'],0.1873673184,4,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s657700
POOL-00019725,"InChI=1S/C12H23NO/c13-12(14)10-6-2-5-9-11-7-3-1-4-8-11/h11H,1-10H2,(H2,13,14)",N=C(O)CCCCCC1CCCCC1,161.70466441100885,False,['4354-53-4'],0.2553815994,4,$28.60/50MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/l159425
POOL-00018646,"InChI=1S/C11H14BrNO2/c1-3-7-5-8(12)6-9(10(7)13)11(14)15-4-2/h5-6H,3-4,13H2,1-2H3",CCOC(=O)c1cc(Br)cc(CC)c1N,377.0958253198427,False,['34921-62-5'],0.2717941818,4,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s309141
POOL-00007687,"InChI=1S/C14H23N/c1-10(2)8-12-6-5-7-13(14(12)15)9-11(3)4/h5-7,10-11H,8-9,15H2,1-4H3",CC(C)Cc1cccc(CC(C)C)c1N,284.8647809734401,False,['957761-25-0'],0.2656186898,4,,,
POOL-00021727,"InChI=1S/C11H15NOS/c1-3-7-14-11(13)12-10-6-4-5-9(2)8-10/h4-6,8H,3,7H2,1-2H3,(H,12,13)",CCCSC(O)=Nc1cccc(C)c1,322.8184995540784,False,['152419-08-4'],0.198676302,4,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s646954
POOL-00020774,"InChI=1S/C10H19NO2/c1-2-8-13-10(12)11-9-6-4-3-5-7-9/h9H,2-8H2,1H3,(H,11,12)",CCCOC(O)=NC1CCCCC1,162.30768089781682,False,['58202-95-2'],0.1796843973,4,$106.00/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s624802
POOL-00017282,"InChI=1S/C12H17NOS/c1-12(2,3)11(14)13-9-5-7-10(15-4)8-6-9/h5-8H,1-4H3,(H,13,14)",CSc1ccc(NC(=O)C(C)(C)C)cc1,337.6349063503811,False,['198221-02-2'],0.2173419289,4,$28.60/50MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s902772
POOL-00027082,"InChI=1S/C12H19N/c1-8-6-10(12(3,4)5)7-9(2)11(8)13/h6-7H,13H2,1-5H3",Cc1cc(C(C)(C)C)cc(C)c1N,295.3817409690368,False,['42014-60-8'],0.1975751589,4,,,
POOL-00021682,"InChI=1S/C10H15NO2S/c1-3-5-7-6-8(9(11)14-7)10(12)13-4-2/h6H,3-5,11H2,1-2H3",CCCc1cc(C(=O)OCC)c(N)s1,319.9219417840709,False,['76575-31-0'],0.277785391,4,,,
POOL-00031249,"InChI=1S/C14H23N/c1-13(2,3)10-7-8-11(12(15)9-10)14(4,5)6/h7-9H,15H2,1-6H3",CC(C)(C)c1ccc(C(C)(C)C)c(N)c1,350.581941709556,False,['21860-03-7'],0.2435259866,4,$306.00/10 G,"Estimated to ship on July 10, 2023
From MILWAUKEE",https://www.sigmaaldrich.com/US/en/product/aldrich/275735
POOL-00040373,"InChI=1S/C14H23N/c1-13(2,3)10-7-11(14(4,5)6)9-12(15)8-10/h7-9H,15H2,1-6H3",CC(C)(C)c1cc(N)cc(C(C)(C)C)c1,318.331941709556,False,['2380-36-1'],0.2399492369,4,,,
POOL-00016232,"InChI=1S/C10H15NO2S/c1-10(2,3)13-9(12)11-7-8-5-4-6-14-8/h4-6H,7H2,1-3H3,(H,11,12)",CC(C)(C)OC(O)=NCc1cccs1,298.4219417840709,False,['401485-19-6'],0.1908335982,4,"$197.00
$59.10/5 G","Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/762814
POOL-00039334,"InChI=1S/C13H25NO/c1-5-14-13(15)12-8-10(4)6-7-11(12)9(2)3/h9-12H,5-8H2,1-4H3,(H,14,15)",CCN=C(O)C1CC(C)CCC1C(C)C,222.5758426329091,False,['39711-79-0'],0.1785462568,4,$54.60/nan,"Only 4 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/w345501
POOL-00034694,"InChI=1S/C9H13NO3/c1-9(2,3)13-8(11)10-7-5-4-6-12-7/h4-6H,1-3H3,(H,10,11)",CC(C)(C)OC(=O)Nc1ccco1,271.54996286697656,False,['56267-47-1'],0.1946640568,4,,,
POOL-00034438,"InChI=1S/C11H15NO3/c1-3-14-10-8-6-5-7-9(10)12-11(13)15-4-2/h5-8H,3-4H2,1-2H3,(H,12,13)",CCOC(O)=Nc1ccccc1OCC,336.3598482774644,False,['128643-12-9'],0.2240383548,4,$28.60/50MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s855898
POOL-00017347,"InChI=1S/C12H19N/c1-9-6-10(2)8-11(7-9)13-12(3,4)5/h6-8,13H,1-5H3",Cc1cc(C)cc(NC(C)(C)C)c1,274.23305328030176,False,['110993-40-3'],0.265714222,4,"$168.00
$50.40/1 G","Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/677981
POOL-00038906,"InChI=1S/C12H19N/c1-2-3-4-5-6-11-7-9-12(13)10-8-11/h7-10H,2-6,13H2,1H3",CCCCCCc1ccc(N)cc1,225.38472194922093,False,['33228-45-4'],0.2616630611,4,$71.80/5 G,"Only 5 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/233501
POOL-00030109,"InChI=1S/C14H23N/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9H,15H2,1-6H3",CC(C)(C)c1ccc(N)c(C(C)(C)C)c1,350.581941709556,False,['2909-84-4'],0.2043466599,4,$172.00/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/ph006906
POOL-00020434,"InChI=1S/C11H15NOS/c1-3-8-14-11(13)12-10-6-4-9(2)5-7-10/h4-7H,3,8H2,1-2H3,(H,12,13)",CCCSC(=O)Nc1ccc(C)cc1,294.660770563408,False,['152419-10-8'],0.195251248,4,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s652326
POOL-00034248,"InChI=1S/C10H12BrNO2/c1-2-14-10(13)7-12-9-5-3-8(11)4-6-9/h3-6,12H,2,7H2,1H3",CCOC(=O)CNc1ccc(Br)cc1,297.49523741954465,False,['2521-92-8'],0.1907651525,4,$134.00/150 MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/ph009987
POOL-00018239,"InChI=1S/C10H15NO2S/c1-5(2)13-10(12)8-6(3)7(4)14-9(8)11/h5H,11H2,1-4H3",Cc1sc(N)c(C(=O)OC(C)C)c1C,355.2491259917208,False,['350988-44-2'],0.2694739328,4,,,
POOL-00030809,"InChI=1S/C11H17N/c1-3-4-5-10-6-7-11(12)9(2)8-10/h6-8H,3-5,12H2,1-2H3",CCCCc1ccc(N)c(C)c1,253.18106713349027,False,['72072-16-3'],0.1809031087,4,,,
POOL-00038803,"InChI=1S/C12H19N/c1-8(2)10-6-5-7-11(9(3)4)12(10)13/h5-9H,13H2,1-4H3",CC(C)c1cccc(C(C)C)c1N,260.92599275295936,False,['24544-04-5'],0.1903893553,4,$75.60/5 G,"Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/374733
POOL-00037276,"InChI=1S/C13H21N/c1-2-3-4-5-6-7-12-8-10-13(14)11-9-12/h8-11H,2-7,14H2,1H3",CCCCCCCc1ccc(N)cc1,237.9174050049824,False,['37529-27-4'],0.2529783657,4,,,
POOL-00033836,"InChI=1S/C11H17NS/c1-2-3-4-8-13-11-7-5-6-10(12)9-11/h5-7,9H,2-4,8,12H2,1H3",CCCCCSc1cccc(N)c1,247.60052415286452,False,['51043-08-4'],0.2262055718,4,,,
POOL-00004502,"InChI=1S/C11H15NO2S/c1-11(2,3)14-10(13)12-8-4-6-9(15)7-5-8/h4-7,15H,1-3H3,(H,12,13)",CC(C)(C)OC(=O)Nc1ccc(S)cc1,340.6007085540247,False,['852448-31-8'],0.2500902807,4,,,
POOL-00034373,"InChI=1S/C12H24N2O/c1-12(2,3)13-11(15)14(4)10-8-6-5-7-9-10/h10H,5-9H2,1-4H3,(H,13,15)",CN(C(O)=NC(C)(C)C)C1CCCCC1,224.2668434098832,False,['57883-97-3'],0.1831630789,4,$28.60/50MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s899453
POOL-00033410,"InChI=1S/C11H16N2O/c1-3-8-12-11(14)13-10-6-4-9(2)5-7-10/h4-7H,3,8H2,1-2H3,(H2,12,13,14)",CCCN=C(O)Nc1ccc(C)cc1,303.5684995540784,False,['13143-42-5'],0.2079315512,4,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s644374
POOL-00007213,"InChI=1S/C10H19NO2S/c1-10(2,3)13-9(12)11-8-4-6-14-7-5-8/h8H,4-7H2,1-3H3,(H,11,12)",CC(C)(C)OC(O)=NC1CCSCC1,204.6577629342285,False,['595597-00-5'],0.1907539523,4,,,
POOL-00018597,"InChI=1S/C11H22N2O/c1-3-9(2)12-11(14)13-10-7-5-4-6-8-10/h9-10H,3-8H2,1-2H3,(H2,12,13,14)",CCC(C)N=C(O)NC1CCCCC1,185.7265528605041,False,['60392-18-9'],0.2219983851,4,$28.60/25MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/r715050
POOL-00043582,"InChI=1S/C12H19N/c1-3-4-10-13-11(2)12-8-6-5-7-9-12/h5-9,11,13H,3-4,10H2,1-2H3",CCCCNC(C)c1ccccc1,217.8259028288588,False,['5412-64-6'],0.1872638533,4,$592.80/1 g,Ships in 30 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/enamine/enah30462db1?context=bbe
POOL-00036495,"InChI=1S/C12H19N/c1-3-9-13-11(2)10-12-7-5-4-6-8-12/h4-8,11,13H,3,9-10H2,1-2H3",CCCNC(C)Cc1ccccc1,217.8259028288588,False,['51799-32-7'],0.2082434208,4,$26.90/1 ML,"Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/cerillian/a007
POOL-00004460,"InChI=1S/C11H21NO2S/c1-11(2,3)14-10(13)12-6-4-9(8-15)5-7-12/h9,15H,4-8H2,1-3H3",CC(C)(C)OC(=O)N1CCC(CS)CC1,217.11803615940613,False,['581060-27-7'],0.1817711013,4,,,
POOL-00022472,"InChI=1S/C11H22N2O/c1-2-3-9-12-11(14)13-10-7-5-4-6-8-10/h10H,2-9H2,1H3,(H2,12,13,14)",CCCCN=C(O)NC1CCCCC1,174.1263448992907,False,['2158-01-2'],0.2158694811,4,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s624314
POOL-00018846,"InChI=1S/C12H19N/c1-3-11(2)13-10-9-12-7-5-4-6-8-12/h4-8,11,13H,3,9-10H2,1-2H3",CCC(C)NCCc1ccccc1,217.8259028288588,False,['24068-20-0'],0.2009286631,4,,,
POOL-00043197,"InChI=1S/C11H15NO2S/c1-7-5-9(14-11(13)12-3)6-8(2)10(7)15-4/h5-6H,1-4H3,(H,12,13)",CN=C(O)Oc1cc(C)c(SC)c(C)c1,365.1694657934133,False,['2032-65-7'],0.1995339256,4,$73.10/1 ML,"Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/supelco/46856u
POOL-00043352,"InChI=1S/C10H12N2O2/c1-8(2)12-14-10(13)11-9-6-4-3-5-7-9/h3-7H,1-2H3,(H,11,13)",CC(C)=NOC(O)=Nc1ccccc1,340.3994478913304,False,['2828-42-4'],0.1801408589,4,$106.00/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s580309
POOL-00010775,"InChI=1S/C9H18BrNO2/c1-9(2,3)13-8(12)11-7-5-4-6-10/h4-7H2,1-3H3,(H,11,12)",CC(C)(C)OC(O)=NCCCCBr,163.48786182938272,False,['164365-88-2'],0.1847978045,4,$116.00/500 MG,"Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/90303
POOL-00032752,"InChI=1S/C11H23NO2/c1-7-14-9(13)12-11(5,6)8-10(2,3)4/h7-8H2,1-6H3,(H,12,13)",CCOC(O)=NC(C)(C)CC(C)(C)C,201.82329607809183,False,['1837-62-3'],0.1870498117,4,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s349496
POOL-00043453,"InChI=1S/C13H20N2O2/c1-3-15(4-2)10-11-17-13(16)14-12-8-6-5-7-9-12/h5-9H,3-4,10-11H2,1-2H3,(H,14,16)",CCN(CC)CCOC(O)=Nc1ccccc1,334.5325158714481,False,['3898-59-7'],0.2510015866,4,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s624187
POOL-00012600,"InChI=1S/C11H16N2O2/c1-11(2,3)15-10(14)13-9-6-4-5-8(12)7-9/h4-7H,12H2,1-3H3,(H,13,14)",CC(C)(C)OC(O)=Nc1cccc(N)c1,367.0958253198427,False,['68621-88-5'],0.2030455533,4,$167.00/5 G,"Estimated to ship on June 19, 2023
From MILWAUKEE",https://www.sigmaaldrich.com/US/en/product/aldrich/53175
POOL-00031820,"InChI=1S/C11H16N2O2/c1-11(2,3)15-10(14)13-9-7-5-4-6-8(9)12/h4-7H,12H2,1-3H3,(H,13,14)",CC(C)(C)OC(O)=Nc1ccccc1N,367.0958253198427,False,['146651-75-4'],0.2165029118,4,$66.10/250 MG,"Estimated to ship on June 23, 2023
From MILWAUKEE",https://www.sigmaaldrich.com/US/en/product/aldrich/681687
