ligand_label,ligand_identifier,ligand_smiles,complexity_BertzCT,is_taught,cas_number,rank_average_pred_std_top2%mu,cluster,sigma-price,sigma-avail,sigma-url
POOL-00022213,"InChI=1S/C19H22FNO/c1-3-14(2)15-6-10-18(11-7-15)21-13-12-19(22)16-4-8-17(20)9-5-16/h4-11,14,21H,3,12-13H2,1-2H3",CCC(C)c1ccc(NCCC(=O)c2ccc(F)cc2)cc1,604.3372393066671,False,['882748-27-8'],0.2996140362,0,$28.60/10MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/l171050
POOL-00018663,"InChI=1S/C17H18BrNO2/c1-2-21-16-8-6-15(7-9-16)19-11-10-17(20)13-4-3-5-14(18)12-13/h3-9,12,19H,2,10-11H2,1H3",CCOc1ccc(NCCC(=O)c2cccc(Br)c2)cc1,595.9940326769417,False,['883794-18-1'],0.2761260377,0,,,
POOL-00033345,"InChI=1S/C17H19NO2S/c1-3-20-17(19)16(13-7-5-4-6-8-13)18-14-9-11-15(21-2)12-10-14/h4-12,16,18H,3H2,1-2H3",CCOC(=O)C(Nc1ccc(SC)cc1)c1ccccc1,569.1037963233429,False,['200404-08-6'],0.1957791419,0,,,
POOL-00021500,"InChI=1S/C20H25NO/c1-4-16(3)17-9-11-19(12-10-17)21-14-13-20(22)18-7-5-15(2)6-8-18/h5-12,16,21H,4,13-14H2,1-3H3",CCC(C)c1ccc(NCCC(=O)c2ccc(C)cc2)cc1,598.609300164348,False,['882748-29-0'],0.409513043,0,$28.60/10MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/l171077
POOL-00018001,"InChI=1S/C17H21NOS/c1-3-13(2)14-6-8-15(9-7-14)18-11-10-16(19)17-5-4-12-20-17/h4-9,12-13,18H,3,10-11H2,1-2H3",CCC(C)c1ccc(NCCC(=O)c2cccs2)cc1,530.6274641379198,False,['892154-93-7'],0.325940452,0,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/l171093
POOL-00013664,"InChI=1S/C19H25NO/c1-16(2)19(15-21)20(13-17-9-5-3-6-10-17)14-18-11-7-4-8-12-18/h3-12,16,19,21H,13-15H2,1-2H3",CC(C)C(CO)N(Cc1ccccc1)Cc1ccccc1,468.1042672142928,False,['123808-73-1'],0.2145166448,0,,,
POOL-00022693,"InChI=1S/C19H23NO2/c1-3-5-6-15-7-11-17(12-8-15)20-19(21)16-9-13-18(14-10-16)22-4-2/h7-14H,3-6H2,1-2H3,(H,20,21)",CCCCc1ccc(N=C(O)c2ccc(OCC)cc2)cc1,600.3372393066671,False,['62113-40-0'],0.3805017865,0,$28.60/50MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/l447897
POOL-00022191,"InChI=1S/C19H22BrNO/c1-3-14(2)15-6-10-18(11-7-15)21-13-12-19(22)16-4-8-17(20)9-5-16/h4-11,14,21H,3,12-13H2,1-2H3",CCC(C)c1ccc(NCCC(=O)c2ccc(Br)cc2)cc1,604.3372393066671,False,['882748-25-6'],0.2986054731,0,$28.60/10MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/l171034
POOL-00018073,"InChI=1S/C18H23NO2/c1-19(2)13-17(20)14-21-18(15-9-5-3-6-10-15)16-11-7-4-8-12-16/h3-12,17-18,20H,13-14H2,1-2H3",CN(C)CC(O)COC(c1ccccc1)c1ccccc1,473.7562399437592,False,['6668-74-2'],0.2793696082,0,,,
POOL-00028265,"InChI=1S/C17H19NO3/c19-12-16(11-14-7-3-1-4-8-14)18-17(20)21-13-15-9-5-2-6-10-15/h1-10,16,19H,11-13H2,(H,18,20)",OCC(Cc1ccccc1)N=C(O)OCc1ccccc1,554.7626081333631,False,['73747-40-7'],0.1837177753,0,,,
POOL-00043682,"InChI=1S/C17H23NO2/c1-5-17(4,12-8-9-13(2)3)20-16(19)14-10-6-7-11-15(14)18/h5-7,9-11H,1,8,12,18H2,2-4H3",C=CC(C)(CCC=C(C)C)OC(=O)c1ccccc1N,515.4762185234847,False,['7149-26-0'],0.2469842312,0,,,
POOL-00034502,"InChI=1S/C16H17NO2/c18-16(13-19-15-9-5-2-6-10-15)17-12-11-14-7-3-1-4-8-14/h1-10H,11-13H2,(H,17,18)",OC(COc1ccccc1)=NCCc1ccccc1,508.78684684679496,False,['18861-16-0'],0.2290467326,0,$28.60/25MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/r344796
POOL-00023774,"InChI=1S/C19H24N2O/c1-3-13-21(14-4-2)18-12-8-11-17(15-18)20-19(22)16-9-6-5-7-10-16/h5-12,15H,3-4,13-14H2,1-2H3,(H,20,22)",CCCN(CCC)c1cccc(N=C(O)c2ccccc2)c1,601.842065220776,False,['71673-07-9'],0.3916817877,0,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s908886
POOL-00029528,"InChI=1S/C15H17NO2S/c1-2-18-13-7-5-12(6-8-13)16-10-9-14(17)15-4-3-11-19-15/h3-8,11,16H,2,9-10H2,1H3",CCOc1ccc(NCCC(=O)c2cccs2)cc1,505.4516611504316,False,['93523-19-4'],0.309860102,0,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/l232467
POOL-00018735,"InChI=1S/C17H21NO/c19-13-7-12-18(14-16-8-3-1-4-9-16)15-17-10-5-2-6-11-17/h1-6,8-11,19H,7,12-15H2",OCCCN(Cc1ccccc1)Cc1ccccc1,413.7029854157392,False,['3161-51-1'],0.1918262147,0,,,
POOL-00010705,"InChI=1S/C20H27NO/c1-17(2)13-20(16-22)21(14-18-9-5-3-6-10-18)15-19-11-7-4-8-12-19/h3-12,17,20,22H,13-16H2,1-2H3",CC(C)CC(CO)N(Cc1ccccc1)Cc1ccccc1,482.4182121736901,False,['307532-07-6'],0.202827308,0,,,
POOL-00031430,"InChI=1S/C16H17NO2/c18-15-9-6-13(7-10-15)8-11-16(19)17-12-14-4-2-1-3-5-14/h1-7,9-10,18H,8,11-12H2,(H,17,19)",OC(CCc1ccc(O)cc1)=NCc1ccccc1,532.4352082566216,False,['74454-78-7'],0.2540734398,0,,,
POOL-00027641,"InChI=1S/C20H24N2O2/c1-15-7-5-9-17(13-15)21-19(23)11-3-4-12-20(24)22-18-10-6-8-16(2)14-18/h5-10,13-14H,3-4,11-12H2,1-2H3,(H,21,23)(H,22,24)",Cc1cccc(N=C(O)CCCCC(O)=Nc2cccc(C)c2)c1,672.423637038784,False,['547734-21-4'],0.3274504358,0,$68.10/50MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/t114294
POOL-00013524,"InChI=1S/C19H22O2/c20-18(13-11-16-7-3-1-4-8-16)15-19(21)14-12-17-9-5-2-6-10-17/h1-10,18,20H,11-15H2",O=C(CCc1ccccc1)CC(O)CCc1ccccc1,534.0075161262828,False,['55836-43-6'],0.1727464245,0,,,
POOL-00021656,"InChI=1S/C16H26N2O2/c1-4-6-11-18(12-7-5-2)16(19)17-14-9-8-10-15(13-14)20-3/h8-10,13H,4-7,11-12H2,1-3H3,(H,17,19)",CCCCN(CCCC)C(O)=Nc1cccc(OC)c1,410.6928286924328,False,['86781-55-7'],0.3170505297,0,,,
POOL-00039137,"InChI=1S/C20H26N2O/c1-3-22(4-2)16-15-20(19(21)23,17-11-7-5-8-12-17)18-13-9-6-10-14-18/h5-14H,3-4,15-16H2,1-2H3,(H2,21,23)",CCN(CC)CCC(C(=N)O)(c1ccccc1)c1ccccc1,566.5535045479656,False,['102166-91-6'],0.2600879301,0,$134.00/1 MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/ph004882
POOL-00041788,"InChI=1S/C19H25NO2/c1-14(8-9-16-6-4-3-5-7-16)20-15(2)19(22)17-10-12-18(21)13-11-17/h3-7,10-15,19-22H,8-9H2,1-2H3",CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1,553.4076834108573,False,['447-41-6'],0.1728000738,0,$172.00/50MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/r415081
POOL-00021886,"InChI=1S/C17H28N2O/c1-5-7-11-19(12-8-6-2)17(20)18-16-10-9-14(3)15(4)13-16/h9-10,13H,5-8,11-12H2,1-4H3,(H,18,20)",CCCCN(CCCC)C(=O)Nc1ccc(C)c(C)c1,420.9982225137402,False,['86781-22-8'],0.1818153423,0,,,
POOL-00007529,"InChI=1S/C16H25NO3/c1-16(2,3)20-15(19)17(11-7-8-12-18)13-14-9-5-4-6-10-14/h4-6,9-10,18H,7-8,11-13H2,1-3H3",CC(C)(C)OC(=O)N(CCCCO)Cc1ccccc1,397.9330536881057,False,['117654-86-1'],0.2487987435,0,,,
POOL-00020967,"InChI=1S/C19H22N2O2/c22-18(16-10-4-1-5-11-16)20-14-8-3-9-15-21-19(23)17-12-6-2-7-13-17/h1-2,4-7,10-13H,3,8-9,14-15H2,(H,20,22)(H,21,23)",OC(=NCCCCCN=C(O)c1ccccc1)c1ccccc1,579.433893128627,False,['31991-79-4'],0.1816828533,0,$28.60/10MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/r235644
POOL-00038783,"InChI=1S/C17H22N2O2/c1-3-19(4-2)12-13-21-17(20)18-16-11-7-9-14-8-5-6-10-15(14)16/h5-11H,3-4,12-13H2,1-2H3,(H,18,20)",CCN(CC)CCOC(O)=Nc1cccc2ccccc12,601.2665267569673,False,['23379-39-7'],0.1934443585,0,$134.00/5 MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/ph005336
POOL-00023843,"InChI=1S/C20H24N2O2/c1-15-7-11-17(12-8-15)21-19(23)5-3-4-6-20(24)22-18-13-9-16(2)10-14-18/h7-14H,3-6H2,1-2H3,(H,21,23)(H,22,24)",Cc1ccc(NC(=O)CCCCC(=O)Nc2ccc(C)cc2)cc1,614.2899659754456,False,['114306-55-7'],0.1772462152,0,$68.10/50MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/t114375
POOL-00027471,"InChI=1S/C18H24N2OS/c1-3-4-5-6-7-17(21)20-18-19-13-16(22-18)12-15-10-8-14(2)9-11-15/h8-11,13H,3-7,12H2,1-2H3,(H,19,20,21)",CCCCCCC(O)=Nc1ncc(Cc2ccc(C)cc2)s1,601.8046464407386,False,['304895-27-0'],0.1874498879,0,$68.10/10MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/r675067
POOL-00023395,"InChI=1S/C19H23NO3/c1-14-4-9-18(15(2)12-14)23-13-19(21)20-11-10-16-5-7-17(22-3)8-6-16/h4-9,12H,10-11,13H2,1-3H3,(H,20,21)",COc1ccc(CCN=C(O)COc2ccc(C)cc2C)cc1,662.8149847623602,False,['438477-43-1'],0.4167680985,0,,,
POOL-00022423,"InChI=1S/C18H22N2OS/c1-2-3-6-14-9-11-15(12-10-14)20-18(21)13-22-17-8-5-4-7-16(17)19/h4-5,7-12H,2-3,6,13,19H2,1H3,(H,20,21)",CCCCc1ccc(NC(=O)CSc2ccccc2N)cc1,610.7391504480789,False,['763137-77-5'],0.185664752,0,$28.60/10MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/l409529
POOL-00024359,"InChI=1S/C16H26N2O/c1-4-6-11-18(12-7-5-2)16(19)17-15-10-8-9-14(3)13-15/h8-10,13H,4-7,11-12H2,1-3H3,(H,17,19)",CCCCN(CCCC)C(O)=Nc1cccc(C)c1,393.4903360137608,False,['86781-16-0'],0.1828317274,0,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s606936
POOL-00027579,"InChI=1S/C19H24N2O2/c1-4-11-23-17-8-6-16(7-9-17)20-13-19(22)21-18-10-5-14(2)12-15(18)3/h5-10,12,20H,4,11,13H2,1-3H3,(H,21,22)",CCCOc1ccc(NCC(O)=Nc2ccc(C)cc2C)cc1,663.5698722645236,False,['457925-92-7'],0.1751151839,0,,,
POOL-00020298,"InChI=1S/C17H28N2O/c1-5-7-9-19(10-8-6-2)17(20)18-16-12-14(3)11-15(4)13-16/h11-13H,5-10H2,1-4H3,(H,18,20)",CCCCN(CCCC)C(O)=Nc1cc(C)cc(C)c1,412.36618636549065,False,['86781-23-9'],0.2612343642,0,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s661406
POOL-00019991,"InChI=1S/C17H26N2O2/c1-2-3-4-5-6-7-12-21-14-8-9-15(16(20)13-14)17-18-10-11-19-17/h8-9,13,20H,2-7,10-12H2,1H3,(H,18,19)",CCCCCCCCOc1ccc(C2=NCCN2)c(O)c1,471.8579542098427,False,['86840-88-2'],0.3481498879,0,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/l497932
POOL-00003630,"InChI=1S/C17H22N2O/c1-4-9-19(10-5-2)11-8-14-13-18-17-7-6-15(20-3)12-16(14)17/h4-7,12-13,18H,1-2,8-11H2,3H3",C=CCN(CC=C)CCc1c[nH]c2ccc(OC)cc12,575.6875711059716,False,['928822-98-4'],0.1783341426,0,,,
POOL-00041838,"InChI=1S/C16H24N2O/c1-3-9-18(10-4-2)11-8-13-6-5-7-15-14(13)12-16(19)17-15/h5-7H,3-4,8-12H2,1-2H3,(H,17,19)",CCCN(CCC)CCc1cccc2c1CC(O)=N2,448.06219712558817,False,['91374-21-9'],0.2071801669,0,,,
POOL-00029000,"InChI=1S/C15H20N2O2/c1-11(18)16-13-7-9-14(10-8-13)17-15(19)12-5-3-2-4-6-12/h7-10,12H,2-6H2,1H3,(H,16,18)(H,17,19)",CC(O)=Nc1ccc(NC(=O)C2CCCCC2)cc1,455.53884773603056,False,['331240-45-0'],0.1832356614,0,$68.10/25MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/r676144
POOL-00041683,"InChI=1S/C17H27NO3/c1-3-4-5-6-7-8-9-17(20)18-13-14-10-11-15(19)16(12-14)21-2/h10-12,19H,3-9,13H2,1-2H3,(H,18,20)",CCCCCCCCC(O)=NCc1ccc(O)c(OC)c1,443.661402843934,False,['2444-46-4'],0.1727293377,0,,,
POOL-00033213,"InChI=1S/C16H21NO2/c1-2-3-4-7-10-19-16(18)11-13-12-17-15-9-6-5-8-14(13)15/h5-6,8-9,12,17H,2-4,7,10-11H2,1H3",CCCCCCOC(=O)Cc1c[nH]c2ccccc12,530.2833843066632,False,['551-55-3'],0.347331407,0,$28.60/50MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s781894
POOL-00010819,"InChI=1S/C17H20O3/c18-11-17(20-13-16-9-5-2-6-10-16)14-19-12-15-7-3-1-4-8-15/h1-10,17-18H,11-14H2",OCC(COCc1ccccc1)OCc1ccccc1,470.10849423086034,False,['59991-89-8'],0.194020307,0,,,
POOL-00016309,"InChI=1S/C18H23NO/c1-2-3-4-5-8-14-19-18(20)17-13-9-11-15-10-6-7-12-16(15)17/h6-7,9-13H,2-5,8,14H2,1H3,(H,19,20)",CCCCCCCN=C(O)c1cccc2ccccc12,569.1448600364527,False,['303092-31-1'],0.3291609956,0,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/r715085
POOL-00038580,"InChI=1S/C18H30N2OS/c1-2-16-22-18-9-5-4-8-17(18)20-13-11-19(12-14-20)10-6-3-7-15-21/h4-5,8-9,21H,2-3,6-7,10-16H2,1H3",CCCSc1ccccc1N1CCN(CCCCCO)CC1,419.3031123787444,False,['13977-90-7'],0.209009419,0,,,
POOL-00030576,"InChI=1S/C17H20O2/c18-12-16-8-4-14(5-9-16)2-1-3-15-6-10-17(13-19)11-7-15/h4-11,18-19H,1-3,12-13H2",OCc1ccc(CCCc2ccc(CO)cc2)cc1,438.1754438454822,False,['121733-11-7'],0.2164040403,0,$28.60/25MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s498459
POOL-00024166,"InChI=1S/C15H15BrN2O/c16-13-6-8-14(9-7-13)18-15(19)17-11-10-12-4-2-1-3-5-12/h1-9H,10-11H2,(H2,17,18,19)",OC(=NCCc1ccccc1)Nc1ccc(Br)cc1,537.8318493224937,False,['64202-91-1'],0.2012565638,0,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s716669
POOL-00036512,"InChI=1S/C20H35NO/c1-7-19(3,4)16-11-12-18(22-14-10-9-13-21)17(15-16)20(5,6)8-2/h11-12,15H,7-10,13-14,21H2,1-6H3",CCC(C)(C)c1ccc(OCCCCN)c(C(C)(C)CC)c1,462.77509034501776,False,['51959-14-9'],0.1962684449,0,$106.00/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/r426644
POOL-00019935,"InChI=1S/C19H22N2OS/c1-2-3-7-15-10-12-17(13-11-15)21-18(22)19(23)20-14-16-8-5-4-6-9-16/h4-6,8-13H,2-3,7,14H2,1H3,(H,20,23)(H,21,22)",CCCCc1ccc(N=C(O)C(=S)NCc2ccccc2)cc1,650.8296472688505,False,['329078-53-7'],0.3236933077,0,$28.60/50MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/r256579
POOL-00030244,"InChI=1S/C15H16N2O2/c1-18-14-7-3-12(4-8-14)16-11-17-13-5-9-15(19-2)10-6-13/h3-11H,1-2H3,(H,16,17)",COc1ccc(N=CNc2ccc(OC)cc2)cc1,533.0769618203303,False,['1152-75-6'],0.2180496921,0,$28.60/50MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s879150
POOL-00023371,"InChI=1S/C15H23NO2S/c1-5-18-14(17)12-10-7-6-9(15(2,3)4)8-11(10)19-13(12)16/h9H,5-8,16H2,1-4H3",CCOC(=O)c1c(N)sc2c1CCC(C(C)(C)C)C2,485.0703940298086,False,['351980-73-9'],0.1788103552,0,,,
POOL-00029947,"InChI=1S/C18H28N2/c1-2-3-4-5-6-7-8-9-10-15-18-19-16-13-11-12-14-17(16)20-18/h11-14H,2-10,15H2,1H3,(H,19,20)",CCCCCCCCCCCc1nc2ccccc2[nH]1,453.8788086569754,False,['5851-51-4'],0.171507452,0,$134.00/1 MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/ph003603
POOL-00034329,"InChI=1S/C14H16BrNO3/c15-9-5-7-10(8-6-9)16-13(17)11-3-1-2-4-12(11)14(18)19/h5-8,11-12H,1-4H2,(H,16,17)(H,18,19)",O=C(O)C1CCCCC1C(=O)Nc1ccc(Br)cc1,472.0843502591884,False,['101937-42-2'],0.2192471261,0,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s704407
POOL-00042202,"InChI=1S/C18H31N/c1-2-3-4-5-6-7-8-9-10-11-12-17-13-15-18(19)16-14-17/h13-16H,2-12,19H2,1H3",CCCCCCCCCCCCc1ccc(N)cc1,301.9712511797487,False,['104-42-7'],0.3128390253,0,,,
POOL-00039536,"InChI=1S/C17H18N2O2/c20-16-8-3-1-6-14(16)12-18-10-5-11-19-13-15-7-2-4-9-17(15)21/h1-4,6-9,12-13,20-21H,5,10-11H2",Oc1ccccc1C=NCCCN=Cc1ccccc1O,580.6921640291729,False,"['120-70-7', '133345-53-6']",0.2415743006,0,"$156.00
$93.60/25 G","Only 3 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/250929
POOL-00001720,"InChI=1S/C19H22BrNOS/c1-3-14(2)16-6-10-18(11-7-16)21-19(22)13-23-12-15-4-8-17(20)9-5-15/h4-11,14H,3,12-13H2,1-2H3,(H,21,22)",CCC(C)c1ccc(NC(=O)CSCc2ccc(Br)cc2)cc1,624.8228017916448,False,['1290628-31-7'],0.3594132662,0,,,
POOL-00014647,"InChI=1S/C16H22N2O3/c1-16(2,3)21-15(20)18-12(10-19)8-11-9-17-14-7-5-4-6-13(11)14/h4-7,9,12,17,19H,8,10H2,1-3H3,(H,18,20)",CC(C)(C)OC(O)=NC(CO)Cc1c[nH]c2ccccc12,625.72895147026,False,['143259-51-2'],0.176164488,0,,,
POOL-00014078,"InChI=1S/C17H24O4/c1-9-5-6-13(7-11(3)17(19)20)15-10(2)8-14(16(9)15)21-12(4)18/h7,9,13-14,16H,5-6,8H2,1-4H3,(H,19,20)",CC(=O)OC1CC(C)=C2C(C=C(C)C(=O)O)CCC(C)C21,514.8831496347962,False,['81397-67-3'],0.1736776028,0,,,
POOL-00038723,"InChI=1S/C13H22NO3PS/c1-6-16-18(15,14-10(2)3)17-12-7-8-13(19-5)11(4)9-12/h7-10H,6H2,1-5H3,(H,14,15)",CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,465.20159328759047,False,['22224-92-6'],0.2386279849,0,$80.70/250 MG,"Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/sial/45483
POOL-00006865,"InChI=1S/C14H28N2S/c1-3-5-6-7-8-9-10-11-13-16-14(17)15-12-4-2/h4H,2-3,5-13H2,1H3,(H2,15,16,17)",C=CCN=C(S)NCCCCCCCCCC,202.3988906124904,False,['62552-06-1'],0.3201457496,0,$134.00/5 MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/ph005276
POOL-00035886,"InChI=1S/C12H18O2/c1-3-10(2)11-4-6-12(7-5-11)14-9-8-13/h4-7,10,13H,3,8-9H2,1-2H3",CCC(C)c1ccc(OCCO)cc1,253.5291686790334,False,['5349-63-3'],0.2536400715,1,$134.00/1 MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/ph001059
POOL-00021350,"InChI=1S/C12H16O2/c1-8-6-11(5-4-10(3)13)7-9(2)12(8)14/h6-7,14H,4-5H2,1-3H3",CC(=O)CCc1cc(C)c(O)c(C)c1,330.3345163250598,False,['91374-58-2'],0.2043247787,1,$28.60/50MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s290920
POOL-00041035,"InChI=1S/C13H20O2/c1-4-13(2,3)11-5-7-12(8-6-11)15-10-9-14/h5-8,14H,4,9-10H2,1-3H3",CCC(C)(C)c1ccc(OCCO)cc1,287.90919205790533,False,['6382-07-6'],0.271256354,1,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s393975
POOL-00013905,"InChI=1S/C13H18O2/c1-9(2)11-4-6-12(7-5-11)10(3)8-13(14)15/h4-7,9-10H,8H2,1-3H3,(H,14,15)",CC(C)c1ccc(C(C)CC(=O)O)cc1,324.8941190021566,False,['53086-50-3'],0.2412516576,1,$28.60/10MG,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/t135917
POOL-00011063,"InChI=1S/C12H18O2/c1-10(2)14-12-7-5-11(6-8-12)4-3-9-13/h5-8,10,13H,3-4,9H2,1-2H3",CC(C)Oc1ccc(CCCO)cc1,251.52916867903343,False,['365572-36-7'],0.1955465766,1,,,
POOL-00022845,"InChI=1S/C13H18O2/c1-9(2)12-6-4-11(5-7-12)8-10(3)13(14)15/h4-7,9-10H,8H2,1-3H3,(H,14,15)",CC(Cc1ccc(C(C)C)cc1)C(=O)O,324.8941190021566,False,['66735-06-6'],0.1913340443,1,,,
POOL-00037932,"InChI=1S/C13H20O2/c1-10(14)9-15-12-7-5-11(6-8-12)13(2,3)4/h5-8,10,14H,9H2,1-4H3",CC(O)COc1ccc(C(C)(C)C)cc1,293.3071460442489,False,['2416-30-0'],0.2130583538,1,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s579971
POOL-00038882,"InChI=1S/C13H18O2/c1-9-4-5-10(2)12(8-9)7-6-11(3)13(14)15/h4-5,8,11H,6-7H2,1-3H3,(H,14,15)",Cc1ccc(C)c(CCC(C)C(=O)O)c1,355.5536275253642,False,['30316-14-4'],0.2006922081,1,,,
POOL-00011818,"InChI=1S/C13H18O2/c1-3-4-5-11-6-8-12(9-7-11)10(2)13(14)15/h6-10H,3-5H2,1-2H3,(H,14,15)",CCCCc1ccc(C(C)C(=O)O)cc1,313.8127672488039,False,['3585-49-7'],0.2304024435,1,$806.00/20 MG,"Available to ship on May 26, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/sial/phr1934
POOL-00043069,"InChI=1S/C12H16O2/c1-9-6-7-10(2)11(8-9)4-3-5-12(13)14/h6-8H,3-5H2,1-2H3,(H,13,14)",Cc1ccc(C)c(CCCC(=O)O)c1,329.09365604849944,False,['1453-06-1'],0.1714184784,1,$106.00/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/s347213
POOL-00025468,"InChI=1S/C13H18O2/c1-9-4-5-10(2)12(8-9)11(3)6-7-13(14)15/h4-5,8,11H,6-7H2,1-3H3,(H,14,15)",Cc1ccc(C)c(C(C)CCC(=O)O)c1,355.5536275253642,False,"['28591-11-9', '5578-56-3']",0.2435561974,1,$28.60/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/r163872
POOL-00034959,"InChI=1S/C12H16O2/c1-2-3-4-5-12(14)10-6-8-11(13)9-7-10/h6-9,13H,2-5H2,1H3",CCCCCC(=O)c1ccc(O)cc1,287.6949683597644,False,"['2589-72-2', '2389-72-2']",0.241918029,1,$32.50/1 g,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/combiblocksinc/com448665725?context=bbe
