,DIMRED_FEAT_nn=50;md=0[dot]3_x,DIMRED_FEAT_nn=50;md=0[dot]3_y,DIMRED_FEAT_nn=50;md=0[dot]7_x,DIMRED_FEAT_nn=50;md=0[dot]7_y,DIMRED_CHEM_nn=50;md=0[dot]3_x,DIMRED_CHEM_nn=50;md=0[dot]3_y,DIMRED_CHEM_nn=50;md=0[dot]7_x,DIMRED_CHEM_nn=50;md=0[dot]7_y,ligand_label
0,-2.2463944,11.814926,-2.2346945,11.986992,3.390946,8.146534,2.0561862,0.072742075,POOL-00005150
1,8.664082,4.876032,7.7019653,3.982011,7.445011,9.440541,2.5201535,-0.9250034,POOL-00020798
2,-1.8693047,11.827432,-2.8212237,12.494057,4.362658,6.542454,2.0217705,1.7527003,POOL-00004506
3,-0.9583143,6.928922,-0.50041777,5.8882766,8.088912,7.7806377,1.8212979,0.47651538,POOL-00037744
4,-3.8173602,1.8805798,-5.4913907,2.5373,5.290783,8.272037,4.6200595,2.5804183,POOL-00030022
5,2.1913047,8.213645,3.2295365,8.131678,2.5333421,7.6235394,2.3300037,-0.5077013,POOL-00025636
6,13.70847,8.154684,7.703563,10.793193,4.5917473,6.932065,5.437449,4.7370276,POOL-00025706
7,-2.6834464,4.138584,-2.290976,4.681692,5.060895,5.839564,5.695329,2.1873014,POOL-00039607
8,-2.513881,3.3784466,-2.9560235,4.0927787,5.554551,8.670841,4.905082,2.483788,POOL-00024958
9,-0.6234913,11.182745,-0.57443947,11.591071,4.2012777,7.380593,2.2145317,0.30549008,POOL-00029983
10,-0.0047991555,1.916037,-0.009261882,0.4782503,6.243586,7.9156055,5.9692693,3.41436,POOL-00039794
11,-0.13551332,2.2908704,0.0066935676,1.2341125,5.990308,8.457659,6.4018188,3.1299577,POOL-00037903
12,9.399531,11.603313,9.317039,13.353445,5.061027,9.093051,3.6769428,3.8477254,POOL-00042366
13,1.3662083,12.916712,0.75515205,14.207391,5.2103724,6.0686626,3.7029796,0.5905255,POOL-00040244
14,-1.2422549,1.5883358,-2.0344267,0.8160422,5.2463746,8.557501,4.767602,3.1402335,POOL-00033890
15,11.854329,7.967819,11.828086,8.539314,3.5729322,7.053806,6.0814915,-0.20876281,POOL-00036234
16,9.039423,6.1350117,8.826689,5.354828,5.7459316,10.337151,2.4646997,-0.75451416,POOL-00032324
17,10.047266,4.2957816,9.816739,2.8634222,3.0885086,8.002026,2.267809,-0.6545706,POOL-00015038
18,-0.5779226,6.825719,0.035838015,5.6703577,8.199259,8.003784,2.4327924,-0.7210101,POOL-00035030
19,-0.5565232,1.8656586,-0.8281773,0.59098345,6.3682714,8.763099,6.7751184,3.6162567,POOL-00030514
20,0.47169575,6.8749146,1.7419035,6.2222543,6.1218953,7.297528,5.267126,3.5216992,POOL-00032759
21,10.120495,5.1529503,10.820663,3.6071675,4.1502857,9.918452,2.507128,2.5416915,POOL-00041354
22,2.4586265,12.324755,2.4012184,13.740381,7.303312,6.702245,2.5040505,0.23574828,POOL-00041910
23,0.6729546,6.951139,1.7342987,6.1502256,5.0308347,9.358223,3.151459,2.2320588,POOL-00030331
24,10.025711,4.4192963,10.18119,2.866995,4.4069066,6.999196,3.1937613,0.1559977,POOL-00037857
25,3.1725357,12.4670105,3.3382573,14.157639,5.5094957,5.605838,2.3536851,0.665096,POOL-00036239
26,9.942225,12.400745,9.8319,14.411687,6.2320285,4.5267043,2.0725098,1.3180436,POOL-00042723
27,-0.43732905,6.929248,0.2990247,5.8636427,3.2372634,8.534664,2.250406,-0.16515455,POOL-00006995
28,9.963295,9.114305,11.023585,9.593636,4.015712,9.740722,4.156241,5.0383115,POOL-00033293
29,7.322781,9.630533,6.4789515,10.251233,2.7464876,7.2494984,5.3033915,-0.35533023,POOL-00036305
30,11.513187,9.970192,12.36734,10.940849,8.381968,5.744516,2.0849516,-0.014236652,POOL-00042490
31,-1.1231548,2.7620463,-1.2047374,2.5111537,6.4312387,9.368262,6.449345,3.0896776,POOL-00038117
32,8.030374,6.8161798,7.587814,6.623457,7.0114594,5.107145,4.1253643,0.28405493,POOL-00013491
33,1.4279703,5.815257,3.1291406,4.735067,8.404081,7.365411,2.2522979,-0.67721874,POOL-00038217
34,10.92627,8.85538,12.533359,9.139013,5.4615765,4.3426766,3.0701568,4.43524,POOL-00011838
35,-0.7262387,11.101359,-0.76757383,11.504025,7.720303,7.0633974,3.3039293,-0.12623611,POOL-00036519
36,-0.99251306,2.2140174,-1.3094857,1.4733282,7.271719,8.471283,6.3774014,2.2000928,POOL-00037902
37,16.519161,10.654001,16.961487,7.5979104,5.93583,4.326348,2.10062,1.6017555,POOL-00043306
38,-0.9801071,12.96771,-0.5486344,12.469144,3.6958973,7.739768,2.4787033,0.030418264,POOL-00035320
39,-1.2589505,7.8292055,-1.0646157,6.9798265,7.135188,9.632365,2.4656103,-0.7808178,POOL-00033797
40,8.903375,2.8611803,7.766344,1.0419111,8.180591,8.110554,2.4517102,-0.7526188,POOL-00000164
41,-0.38401112,11.85068,-0.047176365,12.390864,5.519151,5.713484,2.8088434,2.1797166,POOL-00012055
42,10.487475,7.2417564,11.538624,6.8404307,4.1180882,5.871086,2.2223158,-0.49962687,POOL-00028130
43,7.10881,8.7786045,6.5000076,9.46126,6.8159533,7.7799153,4.704679,1.9918305,POOL-00036080
44,9.114022,3.1867597,8.030919,1.4706105,7.505637,5.0987406,7.021066,2.010237,POOL-00003465
45,8.45415,6.6238823,8.016449,6.2428007,8.00803,7.717728,1.9816011,0.4415665,POOL-00034033
46,11.111689,9.834087,12.160329,10.739515,5.6912456,5.4907117,2.0481544,0.2538628,POOL-00007776
47,15.383852,11.19099,15.493124,9.123376,6.8959403,4.8666663,2.618982,1.215948,POOL-00029581
48,1.4451065,9.607775,1.8156321,9.8652935,5.4098454,6.192939,1.9977163,0.72470313,POOL-00017552
49,8.537487,6.7135987,8.354475,6.211221,4.409911,6.7855406,2.8080058,0.13260797,POOL-00029584
50,16.154966,10.521578,16.204992,7.78991,4.384975,8.885221,4.23028,4.346973,POOL-00031421
51,-0.5046531,5.655934,0.5247047,4.262283,7.14021,8.156944,6.0255857,1.673656,POOL-00007899
52,14.664713,11.886624,14.7932825,10.720329,6.195266,4.739919,2.3325214,1.4596839,POOL-00040099
53,7.971774,7.01121,7.2456336,6.8022757,5.6302977,10.223151,2.1936622,0.1297682,POOL-00040927
54,0.1029456,8.207941,0.9981499,8.001872,3.3115406,9.029511,2.8544192,-1.0734178,POOL-00020097
55,9.558408,12.035948,9.28939,13.708937,4.6048145,8.426451,3.526284,2.880897,POOL-00028294
56,8.204507,9.2023735,7.6809564,9.807586,6.6761,5.641732,2.3443134,1.9526654,POOL-00019757
57,2.8690531,11.099741,3.4696763,12.257154,8.05318,6.858481,1.759336,1.8802398,POOL-00040632
58,2.1185682,3.1454878,3.8348835,1.3264757,6.3755145,10.059433,2.822189,-1.0964503,POOL-00033767
59,-1.8245118,10.751672,-2.2025585,11.145232,7.8632536,8.347409,1.54927,1.3256011,POOL-00018995
60,-1.8453554,10.532684,-1.9792218,10.543383,4.0473795,10.12512,7.789699,2.3351128,POOL-00041900
61,10.125816,8.085669,10.885441,7.785607,7.3260083,9.450279,2.3293054,-0.6013268,POOL-00012010
62,7.698119,6.917145,6.626223,6.6049523,4.796063,10.249879,1.9805443,2.1682742,POOL-00012751
63,8.230519,4.0497646,6.7676163,2.8426652,5.9236007,9.99081,2.1863346,0.49662587,POOL-00035809
64,2.9795585,9.796806,3.6054344,10.47001,8.155458,8.219126,2.2809956,-0.6872289,POOL-00004476
65,10.641391,4.9409904,10.650098,3.736889,4.857071,6.3607078,2.7581508,0.23612049,POOL-00039772
66,-1.3511571,1.6098162,-2.0340095,0.84223205,5.73743,9.169127,5.0701427,3.626834,POOL-00027649
67,1.9821757,6.42999,3.505687,5.5517726,6.9473634,9.703455,2.3486946,-0.49962777,POOL-00009800
68,9.4267845,7.406566,9.320932,7.2287803,6.6620145,5.042784,7.2913055,1.6219734,POOL-00023295
69,8.685481,3.2684345,7.4944515,1.643093,7.541444,8.86792,1.8685589,0.5008606,POOL-00017615
70,-2.2573164,11.260251,-3.1711988,11.976624,4.442505,9.983803,3.252043,4.384508,POOL-00030957
71,11.474862,8.828896,10.989247,9.569379,7.583781,5.0652246,2.2802649,1.407382,POOL-00031908
72,7.7238746,6.8483925,6.9777465,6.581774,4.430192,6.4532976,2.418383,0.14960815,POOL-00039353
73,9.659646,10.2145815,9.89779,11.328515,6.1334124,3.9472349,2.0686574,0.7068658,POOL-00004483
74,9.124084,3.35428,8.4601755,1.5824342,8.380714,7.6822505,2.2414203,-0.6300176,POOL-00014710
75,9.203249,8.598004,9.28468,8.810853,5.634142,6.3512363,3.5404513,0.74268246,POOL-00006864
76,-1.4316804,7.0811753,-1.1492256,6.100671,8.1675005,7.365858,1.9649911,0.24198458,POOL-00011476
77,-2.0476093,10.686464,-2.3540869,11.117227,4.1641555,9.901959,2.8547816,3.9157321,POOL-00001642
78,1.4331368,12.909266,1.0085444,14.290365,7.651885,5.704856,1.9718952,1.2896175,POOL-00006203
79,-1.1112565,11.672443,-0.9173105,11.798815,6.4944935,4.893237,2.3083553,1.4536877,POOL-00037364
80,-2.9801278,9.951381,-3.5498955,9.913212,7.971179,7.597438,1.9651815,1.1442292,POOL-00008927
81,-0.6183718,10.666765,-0.633991,10.887387,8.041808,7.9222374,2.5676017,0.012938557,POOL-00026291
82,11.685247,8.131763,11.785023,8.724335,4.3939104,6.6862445,2.951156,0.11258998,POOL-00027088
83,7.6798882,11.223813,6.5974035,12.409086,5.1315246,9.550813,4.0474353,4.111398,POOL-00037257
84,-1.340464,13.024287,-1.159096,13.424687,6.540432,3.5961726,2.111046,0.32258636,POOL-00012321
85,8.816906,9.2746725,8.865061,9.913864,4.377199,9.993316,4.162568,5.126306,POOL-00003738
86,8.434538,11.762654,7.441985,13.557558,5.2546406,7.502961,4.289201,1.8866898,POOL-00013488
87,-1.5113881,6.252806,-0.74336535,5.0190244,6.355154,7.8378778,6.2970524,1.6739874,POOL-00008808
88,8.1836605,8.445023,8.076763,8.940543,6.0271616,5.3648663,1.7994276,1.1177387,POOL-00022119
89,-1.7786407,3.6563993,-1.7058709,4.225038,3.7758255,7.438065,5.6966724,0.15497005,POOL-00015147
90,-3.819833,3.2101383,-4.8322067,4.0241966,7.062682,8.877395,6.639103,2.4816825,POOL-00022388
91,9.341681,10.387336,9.580001,11.446921,4.9940867,10.201714,1.9380976,0.49889293,POOL-00039854
92,15.536424,11.234581,15.858336,9.034831,6.665241,4.822032,2.377125,0.9587389,POOL-00031355
93,10.087204,10.745576,10.977864,12.076803,5.258411,4.9791713,3.9355578,4.1254206,POOL-00006901
94,-0.033346,11.17169,0.092760846,11.477009,7.06902,8.032277,6.069994,1.7181752,POOL-00004270
95,8.644403,2.593955,7.153984,0.82146484,7.799074,8.758511,1.8334712,0.39298567,POOL-00024498
96,-3.0493567,8.849661,-3.7170017,8.247206,8.170472,8.279103,1.9232887,-0.33090445,POOL-00039523
97,15.750539,10.54134,15.665064,7.9945817,5.4765506,7.553303,5.4345217,3.1785157,POOL-00027938
98,1.0164245,6.82129,2.4142544,6.004107,7.051463,7.720318,5.8362713,1.3545059,POOL-00035248
99,1.7875445,4.038198,3.819925,2.1683326,7.5654225,9.414276,2.5228748,-0.8346443,POOL-00014423
100,0.47959572,3.0463605,1.4293064,1.9079853,7.203453,8.687627,6.881884,2.6273546,POOL-00039711
101,7.559071,11.582134,6.334871,12.968717,4.042447,5.6905026,7.109678,4.549885,POOL-00034920
102,14.664897,12.122311,14.883486,10.944959,5.36093,8.31824,6.3135986,4.2248735,POOL-00015036
103,15.559672,10.84251,15.514185,8.614017,4.722458,9.550416,2.8656716,3.659598,POOL-00029443
104,-1.8398033,10.64097,-2.063721,10.938708,4.4024496,9.996821,3.4429395,5.1316624,POOL-00003747
105,2.6874273,10.992299,3.1738489,12.062114,6.037911,4.72957,2.5051925,1.7528814,POOL-00040681
106,-3.7256017,3.0459151,-4.8422523,4.139927,6.021698,8.525998,5.8257837,3.880549,POOL-00042842
107,1.8896579,8.890742,2.6616807,9.053638,4.2735343,6.6417723,2.1090653,1.3499405,POOL-00035140
108,-4.4410324,8.621856,-5.057257,7.9572067,5.002931,7.8808327,4.752108,2.28682,POOL-00005362
109,10.041029,11.654969,10.457322,13.168738,6.2278256,9.722576,5.6777806,4.4827356,POOL-00018284
110,2.704855,2.3329344,4.3042397,-0.36614963,5.8453217,8.1739645,6.6408606,2.7405512,POOL-00034622
111,11.712086,11.533512,12.162533,13.36665,5.8641806,5.5572305,2.94001,2.1948152,POOL-00011782
112,8.423509,5.1757283,7.6369214,4.3962746,7.8711576,8.790744,2.3492026,-0.84542245,POOL-00028163
113,13.295014,11.606819,8.131325,14.9183655,5.422112,7.539651,4.316874,1.6930201,POOL-00039342
114,-4.346916,8.9691925,-5.074651,8.728582,5.063836,5.547478,5.6091733,5.1759925,POOL-00015052
115,15.4208975,11.1963825,15.659724,9.25648,6.374003,7.876074,5.896743,1.8397605,POOL-00042006
116,10.485039,4.6523676,9.779824,3.5589938,7.959188,8.592459,2.8287156,-0.9672558,POOL-00039144
117,16.188103,10.720246,16.27428,7.8656516,3.3898525,8.266837,2.2286332,0.7649017,POOL-00031622
118,8.415597,6.8772864,8.103581,6.546108,7.4464498,6.965327,3.37702,0.5329301,POOL-00022887
119,11.178844,7.631108,11.506779,7.4811535,8.103365,8.149663,2.6750593,-0.62698084,POOL-00039128
120,9.714461,3.649026,9.439126,1.7471597,7.703018,8.945196,1.9031978,0.47851127,POOL-00000375
121,7.1549525,7.730394,6.3078594,7.832201,7.3920436,5.3773537,2.027784,1.6115661,POOL-00030791
122,1.3377976,4.671206,2.808224,3.0533166,4.330798,6.3139987,2.9404478,0.3872573,POOL-00019429
123,9.5005045,7.9445057,7.9308486,8.446026,7.0919943,7.6225204,5.9618,1.2594494,POOL-00004161
124,-2.1454747,12.539021,-3.0300255,13.367816,7.0140467,7.2779346,3.878998,0.7051732,POOL-00012405
125,8.543749,6.434346,8.109197,6.0741863,5.814739,10.025764,2.020338,0.9718543,POOL-00030759
126,0.43148938,8.29379,1.4766731,7.94752,8.046073,6.927051,2.2686965,1.5600646,POOL-00028236
127,15.697993,10.795422,15.723907,8.160093,3.5392776,7.149024,5.704152,-0.28557512,POOL-00032579
128,9.857831,9.892273,10.260386,10.655571,3.7290676,8.359359,2.076103,0.13655174,POOL-00041059
129,8.714998,6.6362476,8.5574875,6.1895185,6.118366,10.034392,1.9875207,0.36792183,POOL-00026835
130,2.236748,13.166902,2.3093445,14.843027,8.0021,5.0495024,2.1454897,0.27819222,POOL-00026507
131,12.223104,8.828884,10.444655,9.905528,6.533485,7.1098037,4.4984555,0.25470287,POOL-00010080
132,11.131743,9.263709,11.583315,9.892551,7.508014,6.279675,2.5540597,2.0081253,POOL-00034058
133,-3.2518904,9.378116,-3.6247144,9.110842,3.5642695,9.4520645,2.4536881,0.47609752,POOL-00023678
134,2.052248,13.274645,1.6018108,15.210726,5.726034,7.6850734,6.557187,1.986511,POOL-00035849
135,9.781979,9.269621,10.488497,9.6646385,8.051473,6.3420153,5.1230636,-0.58758265,POOL-00037816
136,0.9361456,9.239001,1.4387817,9.166492,5.3561864,9.721721,2.7106109,1.8242967,POOL-00005741
137,7.973947,4.317983,6.6322093,3.180433,6.080161,9.916032,2.2660367,0.45686585,POOL-00040931
138,9.752621,8.31821,10.054126,8.432839,5.6035256,7.9851904,6.4714108,2.5887096,POOL-00027092
139,-0.83221215,8.055133,-0.7194867,7.222835,6.7847037,9.68984,7.0321436,4.0190544,POOL-00021099
140,-0.02315594,6.9576645,1.3328573,6.20416,5.489023,5.2955785,2.2077127,0.0042465795,POOL-00035415
141,10.247805,12.300674,10.574809,14.400782,4.922336,9.703545,2.3101206,1.6322505,POOL-00041964
142,11.438345,7.048247,10.539096,7.200755,5.5842075,3.47722,7.9267273,3.188161,POOL-00023392
143,12.134711,7.615486,10.617811,8.503569,5.306299,4.898299,2.2451298,-0.086296916,POOL-00028401
144,-0.34405243,11.636669,-0.38604298,12.03589,5.274747,7.549297,4.366322,1.0936916,POOL-00010226
145,10.767624,12.900099,10.752633,15.243842,6.315704,4.836419,2.3244696,1.6313558,POOL-00030921
146,9.530367,12.57589,9.206149,14.742684,5.510183,7.9132805,5.4209137,3.5465975,POOL-00035618
147,9.604306,10.228948,9.742497,11.241014,8.043218,6.716775,1.6645669,1.6136519,POOL-00011062
148,-1.3957697,9.393382,-1.5939466,9.139155,5.2193027,6.152542,3.1697493,0.048637286,POOL-00024880
149,10.126702,4.0274167,9.667485,2.4806917,7.609699,6.913206,3.0977967,0.54904795,POOL-00039103
150,11.767319,9.6496,11.834627,11.072035,5.9140778,9.098116,6.0884976,4.0857105,POOL-00041802
151,8.915954,11.550842,8.547947,12.968213,6.3495727,4.874647,2.3595858,1.0334558,POOL-00043244
152,11.921958,10.546806,11.273681,12.853317,4.4255643,7.930829,3.4514933,2.1874604,POOL-00012512
153,0.017077291,5.6570582,1.1613219,4.2373724,4.928077,10.361145,2.6908646,-0.8544035,POOL-00025778
154,8.454157,6.8779263,8.211428,6.66686,3.8585796,7.7445507,1.9456502,0.32389382,POOL-00029087
155,-1.1842566,6.8417845,-0.8604676,5.8061657,7.3513727,9.484585,2.8422186,-1.0372813,POOL-00016239
156,3.0105119,9.751619,3.6436038,10.328231,7.419454,9.435462,2.2778533,-0.77522993,POOL-00036101
157,-2.5887537,2.7350693,-3.413618,2.9070652,6.3504324,8.891234,5.761953,3.1580381,POOL-00013272
158,8.517369,4.564597,7.4405556,3.5384958,4.674132,10.437357,2.5535336,-0.80273235,POOL-00029529
159,2.3375926,12.411897,1.9086602,13.985993,4.2406373,7.8027754,2.9543605,2.4164865,POOL-00040261
160,-2.6514096,7.871894,-2.7541664,6.7140193,6.480453,10.049744,2.7004182,-0.8010545,POOL-00023465
161,9.092261,5.0376396,8.767304,3.745307,4.422685,6.635541,2.9214692,-0.16279162,POOL-00029742
162,9.109179,3.6382515,8.211092,1.9854977,5.589635,6.116503,2.359394,0.51702136,POOL-00006083
163,8.516587,12.173326,7.4356513,13.80393,5.6602435,3.760928,2.11455,1.9686726,POOL-00007419
164,12.678749,9.208817,10.053641,10.946072,5.6769867,9.850776,1.8849268,1.5512258,POOL-00029395
165,8.503156,5.8639197,7.8977094,5.135224,3.5868437,7.655721,2.0359976,-0.12033296,POOL-00032330
166,8.886027,10.847198,8.389081,11.645409,4.5394588,6.975088,2.0161881,1.3524307,POOL-00011903
167,10.070386,7.3716116,10.544498,6.7375884,7.1338425,9.684618,2.7246757,-0.7484253,POOL-00040916
168,-2.3164737,11.002004,-2.6756787,10.898154,5.7201533,5.458551,1.998821,0.8694749,POOL-00018989
169,-2.6315644,1.5451778,-3.674504,1.4579006,7.70974,5.5233636,1.3749553,1.4293011,POOL-00043038
170,10.812401,6.0322466,11.618912,5.014696,2.746029,6.9500227,5.7945933,0.8628666,POOL-00023523
171,14.905019,11.844207,14.785025,10.492299,5.7978163,8.47419,6.009634,3.9720893,POOL-00041855
172,1.269464,11.753246,2.2369685,12.196018,6.426647,3.96442,2.2125936,-0.056127526,POOL-00026289
173,10.18191,6.3018274,10.756321,5.43592,4.3896923,9.34432,3.345157,3.66265,POOL-00018650
174,11.67082,11.408752,12.364771,13.352546,5.7547817,8.017981,4.6175547,1.8268754,POOL-00029033
175,9.650512,12.429881,9.561337,14.048059,5.5073633,8.282865,5.8334064,3.9868603,POOL-00043245
176,0.9419283,10.090812,0.9944655,10.308165,7.8038526,8.602667,1.7958182,1.0563396,POOL-00012219
177,10.043178,7.934473,10.774272,7.933035,4.1453533,9.945314,4.383023,5.2452073,POOL-00001692
178,2.1704605,3.7769194,4.5951996,2.1576648,5.7843003,10.025085,3.1317706,-0.96377087,POOL-00017379
179,9.058921,5.488853,8.531409,4.551627,4.585632,9.213547,2.754531,2.9201834,POOL-00024459
180,0.0048820726,12.497432,-0.024808394,13.575662,4.6661897,8.438444,4.3929963,2.7240245,POOL-00007605
181,7.4364624,10.099174,6.6526175,11.063052,6.576742,9.080825,6.6282544,4.191996,POOL-00013326
182,1.6140318,4.4179506,3.480631,2.8468654,8.173297,7.840558,2.4488046,-0.74259835,POOL-00025120
183,12.224649,9.502358,10.477815,11.186273,7.040346,8.8139925,6.550171,3.0062408,POOL-00040327
184,-0.02908683,7.315303,0.6798438,6.570729,4.328992,6.8236575,2.1514573,0.9585863,POOL-00040915
185,0.8326334,10.617779,0.887731,11.208285,6.200717,9.956806,2.0550036,0.3085817,POOL-00041999
186,16.241358,10.751848,16.525076,8.086509,3.7291925,9.265259,3.0930471,3.2384474,POOL-00026076
187,9.376525,10.90383,9.364398,12.318643,6.4829016,9.9144,1.910049,1.4147547,POOL-00032027
188,13.169844,7.2217426,9.167288,8.594096,5.1297536,8.01666,4.830805,2.6314983,POOL-00005886
189,9.63069,4.974271,9.059458,3.8867826,7.561718,9.440583,2.303084,-0.851998,POOL-00021411
190,-0.8931155,2.5476403,-1.1232022,1.9491885,6.0263414,8.383622,6.1274333,2.067919,POOL-00039826
191,2.8721533,9.797577,3.4786594,10.421528,3.0445209,8.144725,2.289315,-0.7453263,POOL-00006895
192,7.5476003,11.154096,6.233721,12.185758,4.1182666,9.082565,4.6494684,3.6415937,POOL-00030757
193,-0.7076717,9.621333,-0.3220449,9.4096155,3.2991831,8.134213,2.2133803,-0.0064661875,POOL-00036173
194,-1.2004162,2.8641126,-1.4019758,2.4118626,5.772568,9.182523,6.043941,3.9702327,POOL-00038646
195,-3.741747,2.1429403,-5.2897353,2.6460483,6.58592,7.9371715,6.582255,2.2367725,POOL-00024970
196,-1.5723407,10.581892,-1.7143404,10.959015,6.062657,10.016708,2.0648434,0.77028185,POOL-00039579
197,2.5802574,8.451215,3.6673484,8.544916,5.5906267,10.208959,3.96041,-0.98632914,POOL-00035036
198,8.928267,3.2274106,7.944531,1.6644349,6.00409,5.2614965,2.0131385,0.8659761,POOL-00030829
199,11.551763,11.498214,12.103525,13.223771,5.74362,5.333931,2.4000883,1.3693578,POOL-00003873
200,-1.7168597,3.2031834,-1.8716763,3.6347353,5.888639,9.601763,5.3922076,4.1269016,POOL-00012387
201,-2.7818544,2.8525233,-3.7169425,3.4045265,7.291243,8.464877,6.8943834,2.2828858,POOL-00043248
202,2.9813774,7.7097116,4.2202477,7.553409,8.220661,6.2033443,1.9270169,0.8677433,POOL-00040292
203,8.880061,6.9794717,8.968275,6.6300774,4.947516,9.93821,2.91481,1.3856527,POOL-00007063
204,-0.08574954,11.179237,-0.116006434,11.778761,5.9788322,5.8205404,5.0183096,2.781355,POOL-00033658
205,0.31717163,8.989622,0.94654405,8.791582,3.2033029,8.369462,2.328108,0.5198885,POOL-00030405
206,10.835491,12.243955,10.689252,14.201602,5.727965,8.942812,4.958407,2.6933365,POOL-00025956
207,-1.9845617,10.434183,-2.142706,10.674386,7.2227154,7.0401106,4.1420574,0.5369124,POOL-00006575
208,1.926788,2.8846245,3.2951818,1.0071647,7.660347,9.214874,2.71247,-0.6963781,POOL-00042429
209,7.3191967,10.390462,6.2048926,11.35421,6.4629617,5.2095084,3.3366654,1.4516686,POOL-00036205
210,8.785425,9.016019,8.648889,9.484838,4.3936286,9.590877,3.59087,4.506484,POOL-00025411
211,9.92504,4.8262963,10.072774,3.452456,7.979906,8.026223,2.0408852,0.28879714,POOL-00038938
212,-1.0709442,11.448132,-1.4738568,12.2122135,6.347071,5.0602226,2.2953327,1.4987819,POOL-00007001
213,9.156947,3.1441255,8.41909,1.2934364,7.6023617,8.79451,1.8772252,0.3281223,POOL-00023752
214,14.936218,10.740325,14.554036,8.938016,4.759552,7.861133,3.1616204,2.8209996,POOL-00031370
215,8.413084,9.849077,8.267493,10.659501,4.610623,9.830552,4.1934824,5.106135,POOL-00029364
216,8.506433,2.4518256,6.515484,0.5507591,5.8451304,10.149652,2.5928338,-0.93247586,POOL-00017529
217,9.723584,7.158174,9.815853,6.65797,7.454739,4.1897755,1.6831902,2.5138676,POOL-00024123
218,9.796041,10.52588,9.613996,11.869004,7.701766,4.8732576,2.3661222,0.023279706,POOL-00040454
219,15.5597925,10.503718,15.49249,8.255926,7.3167486,5.988844,2.4327621,2.039013,POOL-00001382
220,9.807085,3.8680885,9.82333,1.9926414,3.4182637,8.597104,2.7197797,0.0755852,POOL-00027695
221,8.918435,3.020339,7.735373,1.2152779,7.5846553,9.335406,2.368351,-0.8215581,POOL-00027747
222,11.145572,7.154851,11.5344515,6.960539,6.709887,9.8023,2.1282785,0.33370283,POOL-00026070
223,-0.036757343,6.94634,0.72008187,6.0362782,3.230958,8.277193,2.7243814,-0.70208746,POOL-00036804
224,2.0814729,5.3760858,4.16541,4.272479,4.9242706,10.365115,3.6774106,-1.167425,POOL-00041433
225,11.713122,11.4358635,12.04946,13.244378,6.727771,7.1833725,4.234035,0.6197718,POOL-00013938
226,10.056354,11.806733,10.392289,13.257874,7.030201,7.0047965,4.0039544,0.602395,POOL-00040584
227,9.794488,12.410747,9.632221,14.255312,4.4228864,9.722202,2.019041,1.4145743,POOL-00023550
228,9.589026,11.667332,9.901166,13.664131,7.0358677,8.372871,5.790424,2.1475933,POOL-00035770
229,2.243622,3.4332204,4.4883265,1.4587748,3.232812,7.8427396,5.508381,-1.6409751,POOL-00041734
230,1.1405041,10.776213,0.77640784,11.39637,4.00126,9.617007,3.10851,4.4595795,POOL-00040799
231,12.746254,9.482823,9.356146,11.378568,5.8418093,8.862769,5.874204,3.9929476,POOL-00020701
232,11.710131,7.1556125,11.782913,7.194386,4.9535666,6.4883814,2.078394,0.7818046,POOL-00027019
233,-1.0341879,11.950062,-0.87440234,12.239893,6.2341056,5.0002613,2.3633392,1.5020914,POOL-00037304
234,-2.8879046,9.966644,-3.493478,9.852513,7.2487707,9.368114,2.8050911,-0.5976141,POOL-00024038
235,1.3438703,8.121852,2.1601558,7.738253,7.817579,8.846498,3.1519213,-1.0918182,POOL-00021996
236,8.4001875,11.690753,7.369008,13.344563,7.9436755,8.200584,1.9523405,0.99620616,POOL-00011200
237,1.6578445,6.136032,3.0654492,5.051583,7.6785674,9.035478,2.7070477,-0.8380149,POOL-00014938
238,9.997937,5.1145463,10.647893,3.5405743,3.9253469,9.549221,3.4700692,4.612262,POOL-00034831
239,11.137188,12.25583,11.632536,14.485646,4.1727667,6.6600714,4.706341,0.1075482,POOL-00026899
240,-3.7000806,10.595542,-4.4369497,10.90053,7.394822,9.290005,2.484976,-0.89136857,POOL-00014580
241,-3.1735933,8.693288,-3.695795,7.9515853,5.414208,5.1707573,2.4601977,1.1147519,POOL-00021890
242,-1.8750213,7.5105453,-1.7500457,6.6581936,6.35846,10.015333,2.1003141,0.17771348,POOL-00016205
243,-2.0316157,2.3047593,-2.7925205,2.1988635,7.26347,8.319254,6.6915526,2.1674976,POOL-00008910
244,10.142394,12.715967,10.073932,14.808532,5.774824,7.868947,5.0169086,2.4180367,POOL-00042536
245,8.634274,6.960433,8.370276,6.657243,3.7828395,9.324735,3.874291,5.350057,POOL-00025539
246,1.9995536,2.5659924,3.1717608,0.62066275,6.868899,9.2795105,6.425329,3.4302843,POOL-00043366
247,2.2474375,8.467803,3.1928096,8.584787,4.5370793,10.146145,3.8419023,-1.5751305,POOL-00025639
248,10.412614,10.858736,11.452727,12.444908,4.860965,9.685487,2.6993659,2.1195214,POOL-00041211
249,1.4515806,6.8485475,2.8130305,5.8226333,6.642057,9.792571,3.1862698,-1.064092,POOL-00027343
250,2.7401178,2.8297231,4.7098293,0.5891766,6.0017686,10.089886,2.8974047,-0.8964801,POOL-00030950
251,-0.94195306,3.6434548,-0.5123579,3.4121752,3.5768569,7.243062,6.267847,-0.038477603,POOL-00031470
