ligand_label,ligand_identifier,ligand_smiles,complexity_BertzCT,is_taught,cas_number,rank_average_pred_mu_top2%mu
POOL-00040060,"InChI=1S/C16H17NO2/c1-11-7-6-10-14(12(11)2)17-15-9-5-4-8-13(15)16(18)19-3/h4-10,17H,1-3H3",COC(=O)c1ccccc1Nc1cccc(C)c1C,605.4479703531083,False,['1222-42-0'],1.6474038504
POOL-00034428,"InChI=1S/C15H12FNO2/c1-10(18)11-6-3-5-9-14(11)17-15(19)12-7-2-4-8-13(12)16/h2-9H,1H3,(H,17,19)",CC(=O)c1ccccc1N=C(O)c1ccccc1F,650.0987633790619,False,['194783-80-7'],1.8394752791
POOL-00028892,"InChI=1S/C16H17NO2/c1-11-6-4-7-12(2)15(11)17-16(18)13-8-5-9-14(10-13)19-3/h4-10H,1-3H3,(H,17,18)",COc1cccc(C(O)=Nc2c(C)cccc2C)c1,597.6460401172849,False,['97740-53-9'],1.6607744359
POOL-00034823,"InChI=1S/C16H17NO2/c1-11-7-9-12(10-8-11)15(18)13-5-3-4-6-14(13)16(19)17-2/h3-10,15,18H,1-2H3,(H,17,19)",CN=C(O)c1ccccc1C(O)c1ccc(C)cc1,587.9528578552716,False,['56686-74-9'],1.8503040684
POOL-00032382,"InChI=1S/C14H14FNO2S/c1-2-11-5-3-4-6-14(11)16-19(17,18)13-9-7-12(15)8-10-13/h3-10,16H,2H2,1H3",CCc1ccccc1NS(=O)(=O)c1ccc(F)cc1,666.1002492560061,False,['7454-77-5'],1.8265153349
POOL-00032384,"InChI=1S/C14H14FNO2S/c1-10-7-11(2)9-13(8-10)16-19(17,18)14-5-3-12(15)4-6-14/h3-9,16H,1-2H3",Cc1cc(C)cc(NS(=O)(=O)c2ccc(F)cc2)c1,673.6359456263777,False,['329941-60-8'],1.716698699
POOL-00028552,"InChI=1S/C15H13NO3/c1-10-6-2-5-9-13(10)16-14(17)11-7-3-4-8-12(11)15(18)19/h2-9H,1H3,(H,16,17)(H,18,19)",Cc1ccccc1N=C(O)c1ccccc1C(=O)O,647.3438758768984,False,['19336-68-6'],1.7079329818
POOL-00035295,"InChI=1S/C16H17NO2/c1-2-19-16(18)15(13-9-5-3-6-10-13)17-14-11-7-4-8-12-14/h3-12,15,17H,2H2,1H3",CCOC(=O)C(Nc1ccccc1)c1ccccc1,510.7868468467949,False,['5634-58-2'],1.6679511224
POOL-00033103,"InChI=1S/C15H17NO2S/c1-11-9-12(2)15(13(3)10-11)16-19(17,18)14-7-5-4-6-8-14/h4-10,16H,1-3H3",Cc1cc(C)c(NS(=O)(=O)c2ccccc2)c(C)c1,668.3355556010563,False,['16939-28-9'],1.6609446339
POOL-00014901,"InChI=1S/C15H13BrFNO/c1-2-10-5-3-4-6-14(10)18-15(19)12-9-11(16)7-8-13(12)17/h3-9H,2H2,1H3,(H,18,19)",CCc1ccccc1N=C(O)c1cc(Br)ccc1F,625.292681183157,False,['853317-26-7'],1.7191003317
POOL-00032297,"InChI=1S/C15H14BrNO2/c1-2-19-15-6-4-3-5-13(15)17-10-11-9-12(16)7-8-14(11)18/h3-10,18H,2H2,1H3",CCOc1ccccc1N=Cc1cc(Br)ccc1O,596.449487563218,False,['78095-88-2'],1.6638410381
POOL-00034021,"InChI=1S/C14H14FNO2S/c1-10-3-8-14(11(2)9-10)16-19(17,18)13-6-4-12(15)5-7-13/h3-9,16H,1-2H3",Cc1ccc(NS(=O)(=O)c2ccc(F)cc2)c(C)c1,693.8859456263777,False,['329941-50-6'],1.8940817344
POOL-00027988,"InChI=1S/C17H21NO/c1-12(2)16-9-4-13(3)10-17(16)19-11-14-5-7-15(18)8-6-14/h4-10,12H,11,18H2,1-3H3",Cc1ccc(C(C)C)c(OCc2ccc(N)cc2)c1,543.6885649510389,False,['329063-78-7'],1.7161502243
POOL-00032847,"InChI=1S/C14H15NO3S/c1-11-8-9-12(10-14(11)18-2)15-19(16,17)13-6-4-3-5-7-13/h3-10,15H,1-2H3",COc1cc(NS(=O)(=O)c2ccccc2)ccc1C,666.3453617538426,False,['6955-46-0'],1.8704343805
POOL-00028163,"InChI=1S/C17H19NO/c1-3-13-11-8-12-14(4-2)16(13)18-17(19)15-9-6-5-7-10-15/h5-12H,3-4H2,1-2H3,(H,18,19)",CCc1cccc(CC)c1N=C(O)c1ccccc1,550.8208656982536,False,['29416-06-6'],1.7266939086
POOL-00033470,"InChI=1S/C14H10F3NO/c15-14(16,17)11-6-2-3-7-12(11)18-9-10-5-1-4-8-13(10)19/h1-9,19H",Oc1ccccc1C=Nc1ccccc1C(F)(F)F,605.6352264399749,False,['35717-67-0'],1.7228619043
POOL-00012700,"InChI=1S/C14H10F3NO/c15-14(16,17)10-6-7-12(18)11(8-10)13(19)9-4-2-1-3-5-9/h1-8H,18H2",Nc1ccc(C(F)(F)F)cc1C(=O)c1ccccc1,605.8332962041515,False,['732-34-3'],1.7383916865
POOL-00037645,"InChI=1S/C13H12BrNO2S/c1-10-2-8-13(9-3-10)18(16,17)15-12-6-4-11(14)5-7-12/h2-9,15H,1H3",Cc1ccc(S(=O)(=O)Nc2ccc(Br)cc2)cc1,633.6963912229312,False,['32857-48-0'],1.6435275118
POOL-00027157,"InChI=1S/C14H11Br2NO2/c1-19-13-5-3-2-4-12(13)17-8-9-6-10(15)7-11(16)14(9)18/h2-8,18H,1H3",COc1ccccc1N=Cc1cc(Br)cc(Br)c1O,626.8381837063149,False,['329936-52-9'],1.7220100327
POOL-00033229,"InChI=1S/C15H17NO2S/c1-11-7-9-14(10-8-11)19(17,18)16-15-12(2)5-4-6-13(15)3/h4-10,16H,1-3H3",Cc1ccc(S(=O)(=O)Nc2c(C)cccc2C)cc1,668.3355556010563,False,['4703-15-5'],1.7777965736
POOL-00031708,"InChI=1S/C16H14O3/c1-11(16(18)19)13-8-5-9-14(10-13)15(17)12-6-3-2-4-7-12/h2-11H,1H3,(H,18,19)",CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,602.4009276194483,False,"['22071-15-4', '1189508-77-7', '154907-35-4']",1.7893623089
