PS0520_SL04_wellLabel,PS0520_SL04_wallTag,PS0520_SL04_PL_pos,PS0520_SL04_PL_pos_s,PS0520_SL04_PL_FWHM,PS0520_SL04_PL_FWHM_s,PS0520_SL04_PL_height,PS0520_SL04_PL_height_s,PS0520_SL04_PL_area,PS0520_SL04_PL_area_s,PS0520_SL04_PL_sum,PS0520_SL04_PL_OD390,'PS0520_SL04_PL_sum/OD390',PS0520_SL04_PL_ref_sum,PS0520_SL04_PL_ref_OD390,'PS0520_SL04_PL_ref_sum/OD390',PS0520_SL04_PL_FOM,PS0520_SL04_PL_sum_a,PS0520_SL04_PL_sum_b,PS0520_SL04_PL_OD390_a,PS0520_SL04_PL_OD390_b,'PS0520_SL04_PL_sum/OD390_a','PS0520_SL04_PL_sum/OD390_b',PS0520_SL04_PL_FOM_a,PS0520_SL04_PL_FOM_b,PS0520_SL04_conc
B8,1,509.012,0.138309,21.2977,0.536121,44520.6,3062.58,1.48941e+06,79248.5,505947,1.05917,477684,,,,1.37466,,505947,,1.05917,,477684,,1.37466,11.4
B9,1,508.816,0.139386,21.3439,0.540694,38360.7,2656.01,1.28612e+06,68884.3,438756,1.05501,415878,,,,1.1968,,438756,,1.05501,,415878,,1.1968,66
B10,1,509.31,0.148342,21.3692,0.575719,25938.7,1910.19,870674,49603.3,294917,0.926325,318373,,,,0.916204,,294917,,0.926325,,318373,,0.916204,738
B11,1,509.312,0.144492,21.1348,0.558602,30416.6,2195.68,1.00978e+06,56360.3,343462,1.10774,310056,,,,0.892268,,343462,,1.10774,,310056,,0.892268,1050
B12,2,,,,,,,,,,,,,,,,,,,,,,,,0
C1,1,509.184,0.146002,21.4052,0.566966,31849.6,2306.24,1.07088e+06,59993.4,361781,1.12745,320883,,,,0.923428,361781,,1.12745,,320883,,0.923428,,3.4
C2,1,509.27,0.143654,21.528,0.558995,42254,3000.68,1.42886e+06,78528.8,482674,1.1338,425712,,,,1.2251,482674,,1.1338,,425712,,1.2251,,54.4
C3,1,509.266,0.144301,21.4964,0.56122,39182.1,2797.4,1.32304e+06,73096,447114,1.08433,412342,,,,1.18663,447114,,1.08433,,412342,,1.18663,,45.8
C4,1,509.274,0.141613,21.3916,0.549806,47227.9,3318.23,1.58695e+06,86261.5,538078,1.10142,488532,,,,1.40588,538078,,1.10142,,488532,,1.40588,,156
C5,1,509.388,0.143687,21.3838,0.557792,46117.7,3288.4,1.54907e+06,85453.4,524578,1.1087,473146,,,,1.3616,524578,,1.1087,,473146,,1.3616,,366
C6,3,509.502,0.143783,21.3915,0.558243,33049.5,2357.7,1.11052e+06,61291.3,375181,1.15894,323728,,,,0.931615,375181,,1.15894,,323728,,0.931615,,0
C7,1,509.408,0.141212,21.4256,0.548565,35680.1,2497.56,1.20082e+06,65035.4,406014,1.18374,342993,,,,0.987055,,406014,,1.18374,,342993,,0.987055,4
C8,1,508.903,0.139594,21.3411,0.541483,42411.8,2941.15,1.42175e+06,76268.9,483652,1.08551,445553,,,,1.2822,,483652,,1.08551,,445553,,1.2822,45.8
C9,1,509.03,0.141593,21.2713,0.548615,44502.4,3136.29,1.48695e+06,81049.9,503296,1.13283,444280,,,,1.27854,,503296,,1.13283,,444280,,1.27854,9.6
C10,1,509.097,0.146199,21.3595,0.567296,26279.8,1907.79,881724,49517.2,299664,0.894808,334892,,,,0.963741,,299664,,0.894808,,334892,,0.963741,132
C11,1,509.199,0.149229,21.4491,0.579924,27335.9,2020.79,921006,52681.4,312024,0.872792,357501,,,,1.02881,,312024,,0.872792,,357501,,1.02881,258
C12,3,509.288,0.139873,21.2912,0.542147,33677.4,2343.39,1.12631e+06,60619.3,382415,1.12166,340937,,,,0.981138,,382415,,1.12166,,340937,,0.981138,0
D1,1,509.24,0.143725,21.3437,0.55756,32424,2315.03,1.08706e+06,60040.5,367908,1.14248,322026,,,,0.926715,367908,,1.14248,,322026,,0.926715,,2.4
D2,1,509.271,0.14058,21.3799,0.545688,40159.4,2801.87,1.34869e+06,72796.5,457271,1.11833,408887,,,,1.17668,457271,,1.11833,,408887,,1.17668,,32.4
D3,1,509.27,0.142885,21.475,0.555515,44423.9,3142.29,1.49855e+06,82022.3,507331,1.10515,459062,,,,1.32107,507331,,1.10515,,459062,,1.32107,,132
D4,1,509.584,0.144428,21.2218,0.559174,44616.8,3211.81,1.4873e+06,82799.3,504010,1.06987,471094,,,,1.3557,504010,,1.06987,,471094,,1.3557,,1248
D5,1,509.516,0.138215,21.201,0.53493,45615.8,3144.2,1.51912e+06,80973.1,516462,1.12674,458369,,,,1.31908,516462,,1.12674,,458369,,1.31908,,522
D6,2,,,,,,,,,,,,,,,,,,,,,,,,0
D7,1,509.505,0.148592,21.6247,0.579157,35970.5,2635.66,1.22184e+06,69301.6,410721,1.21236,338779,,,,0.974928,,410721,,1.21236,,338779,,0.974928,2.4
D8,1,509.004,0.139924,21.4125,0.543417,43319.7,3005.53,1.45704e+06,78212.5,494362,1.12683,438718,,,,1.26253,,494362,,1.12683,,438718,,1.26253,19.2
D9,1,508.945,0.139412,21.34,0.540772,33745.7,2337.21,1.13118e+06,60604.8,385450,1.10141,349960,,,,1.0071,,385450,,1.10141,,349960,,1.0071,78
D10,1,509.264,0.148598,21.3797,0.576812,26295.8,1939.28,883094,50384.7,299278,0.896392,333870,,,,0.960799,,299278,,0.896392,,333870,,0.960799,366
D11,1,509.232,0.147815,21.3147,0.573152,26519.7,1948.88,887906,50472.2,301464,0.863011,349317,,,,1.00525,,301464,,0.863011,,349317,,1.00525,438
D12,2,,,,,,,,,,,,,,,,,,,,,,,,0
E1,1,509.191,0.145321,21.3685,0.563979,31838,2296.89,1.06866e+06,59642.7,361436,1.09664,329586,,,,0.948471,361436,,1.09664,,329586,,0.948471,,4
E2,1,509.214,0.142233,21.3248,0.551597,39738.8,2809.26,1.33112e+06,72790.6,451605,1.09117,413874,,,,1.19103,451605,,1.09117,,413874,,1.19103,,38.4
E3,1,509.35,0.141128,21.3695,0.547726,37555,2631.14,1.26061e+06,68325.8,426910,1.068,399728,,,,1.15032,426910,,1.068,,399728,,1.15032,,22.8
E4,1,509.35,0.141321,21.4272,0.549003,43181.6,3024.85,1.4534e+06,78772.2,492672,1.08016,456109,,,,1.31258,492672,,1.08016,,456109,,1.31258,,78
E5,1,509.513,0.141767,21.2397,0.54903,39980,2823.6,1.33386e+06,72856.1,452972,1.04434,433740,,,,1.2482,452972,,1.04434,,433740,,1.2482,,438
E6,3,509.506,0.144744,21.4082,0.56213,33660.1,2416.24,1.13192e+06,62864.4,382641,1.04341,366721,,,,1.05534,382641,,1.04341,,366721,,1.05534,,0
E7,1,509.497,0.140489,21.2992,0.54462,35724.8,2496.33,1.19523e+06,64601.2,405350,1.18937,340812,,,,0.980778,,405350,,1.18937,,340812,,0.980778,2.8
E8,1,509.045,0.139716,21.4411,0.54287,39217.7,2714.84,1.32084e+06,70747.2,448908,1.10283,407052,,,,1.1714,,448908,,1.10283,,407052,,1.1714,54.4
E9,1,509.229,0.13832,21.2268,0.53555,37252.4,2567.8,1.24211e+06,66213.3,421625,1.12102,376109,,,,1.08236,,421625,,1.12102,,376109,,1.08236,8
E10,1,509.061,0.144985,21.3468,0.562461,28313,2039,949375,52889.7,322880,0.87031,370994,,,,1.06764,,322880,,0.87031,,370994,,1.06764,108
E11,1,509.22,0.145431,21.3174,0.563933,26329.6,1903.55,881654,49305,300012,0.76603,391645,,,,1.12706,,300012,,0.76603,,391645,,1.12706,312
E12,3,509.33,0.14186,21.3379,0.550279,33828.4,2384.37,1.13384e+06,61821.3,384262,1.07792,356484,,,,1.02588,,384262,,1.07792,,356484,,1.02588,0
F1,1,509.253,0.142895,21.3386,0.554294,32953.3,2339.56,1.10455e+06,60661.6,373713,1.08694,343821,,,,0.989438,373713,,1.08694,,343821,,0.989438,,2.8
F2,1,509.249,0.145068,21.3853,0.563158,36923.8,2657.99,1.24034e+06,69076.3,419722,1.05738,396944,,,,1.14231,419722,,1.05738,,396944,,1.14231,,16.2
F3,1,509.22,0.139419,21.402,0.541376,42627,2947.72,1.43304e+06,76668.8,486048,0.99667,487672,,,,1.40341,486048,,0.99667,,487672,,1.40341,,108
F4,1,509.611,0.143885,21.1728,0.556621,42048.1,3019.53,1.39844e+06,77654,474253,0.960602,493704,,,,1.42076,474253,,0.960602,,493704,,1.42076,,1764
F5,1,509.603,0.143448,21.1764,0.55496,41450.8,2967.29,1.37881e+06,76324,467845,0.992442,471408,,,,1.3566,467845,,0.992442,,471408,,1.3566,,882
F6,2,,,,,,,,,,,,,,,,,,,,,,,,0
F7,1,509.329,0.139681,21.3925,0.542319,34507.6,2391.39,1.15957e+06,62170,392844,1.08143,363262,,,,1.04538,,392844,,1.08143,,363262,,1.04538,6.8
F8,1,509.009,0.139315,21.3524,0.540512,43257.2,2992.93,1.45086e+06,77655.2,492804,1.02066,482831,,,,1.38947,,492804,,1.02066,,482831,,1.38947,27.2
F9,1,509.305,0.146592,21.4039,0.569255,26514.6,1927.79,891452,50145.5,302632,0.842905,359034,,,,1.03322,,302632,,0.842905,,359034,,1.03322,216
F10,1,509.383,0.144818,21.2261,0.560714,29175.9,2105.66,972778,54294.7,330765,0.847947,390077,,,,1.12255,,330765,,0.847947,,390077,,1.12255,522
F11,1,509.468,0.149021,21.3044,0.577742,30196.6,2237.86,1.01052e+06,57927.1,342516,0.940273,364273,,,,1.04829,,342516,,0.940273,,364273,,1.04829,1482
F12,2,,,,,,,,,,,,,,,,,,,,,,,,0
G1,1,509.162,0.14619,21.3847,0.567503,29256.2,2122.33,982745,55153.9,332261,0.997075,333236,,,,0.958975,332261,,0.997075,,333236,,0.958975,,5.6
G2,1,509.257,0.143442,21.3482,0.556504,36027.2,2566.92,1.20812e+06,66588.1,408998,1.04383,391826,,,,1.12758,408998,,1.04383,,391826,,1.12758,,13.6
G3,1,509.274,0.14331,21.389,0.556372,36335,2583.67,1.22078e+06,67157.2,413270,1.03308,400039,,,,1.15122,413270,,1.03308,,400039,,1.15122,,27.2
G4,1,509.24,0.145703,21.5097,0.566797,42183.4,3039.86,1.42527e+06,79483.4,481883,1.0428,462104,,,,1.32983,481883,,1.0428,,462104,,1.32983,,216
G5,1,509.281,0.142752,21.4296,0.55458,42978.3,3040.87,1.44671e+06,79198.7,489837,1.02035,480069,,,,1.38153,489837,,1.02035,,480069,,1.38153,,258
G6,3,509.342,0.145001,21.3868,0.56292,34345.9,2471.21,1.15383e+06,64227.1,390272,1.08597,359378,,,,1.03421,390272,,1.08597,,359378,,1.03421,,0
G7,1,509.352,0.144112,21.4396,0.55996,36325.2,2593.96,1.22333e+06,67592,413115,1.06349,388451,,,,1.11787,,413115,,1.06349,,388451,,1.11787,2
G8,1,508.909,0.137626,21.3244,0.533703,42509.4,2907.67,1.42391e+06,75338.9,484416,1.01978,475022,,,,1.367,,484416,,1.01978,,475022,,1.367,38.4
G9,1,508.956,0.139582,21.4026,0.541993,44688.8,3093.73,1.50239e+06,80468.3,509457,1.02457,497241,,,,1.43094,,509457,,1.02457,,497241,,1.43094,13.6
G10,1,509.26,0.151106,21.5279,0.587993,26207.8,1957.71,886240,51233.7,300264,0.78084,384540,,,,1.10662,,300264,,0.78084,,384540,,1.10662,186
G11,1,509.351,0.14955,21.3729,0.580446,26627.3,1976.69,893946,51339.5,303243,0.810766,374021,,,,1.07634,,303243,,0.810766,,374021,,1.07634,882
G12,3,509.254,0.145306,21.4667,0.564846,32921.9,2368.67,1.11012e+06,61803.6,375069,1.05711,354805,,,,1.02105,,375069,,1.05711,,354805,,1.02105,0
H1,1,509.273,0.144895,21.3744,0.562388,32648.6,2348.13,1.09617e+06,60991.1,370755,1.05294,352113,,,,1.0133,370755,,1.05294,,352113,,1.0133,,4.8
H2,1,509.262,0.146497,21.4532,0.569349,34209.5,2482.37,1.15282e+06,64727.7,389411,1.07434,362466,,,,1.04309,389411,,1.07434,,362466,,1.04309,,8
H3,1,509.193,0.142348,21.5013,0.553664,42688.8,3006.09,1.44178e+06,78568,488215,0.961358,507839,,,,1.46144,488215,,0.961358,,507839,,1.46144,,186
H4,1,509.567,0.147506,21.3362,0.572175,42125.9,3087.58,1.41184e+06,80047.6,477659,0.994139,480475,,,,1.3827,477659,,0.994139,,480475,,1.3827,,738
H5,1,509.534,0.145918,21.3338,0.565992,41728.2,3025.7,1.39836e+06,78434,473374,1.00671,470221,,,,1.35319,473374,,1.00671,,470221,,1.35319,,624
H6,2,,,,,,,,,,,,,,,,,,,,,,,,0
H7,1,509.18,0.145032,21.4355,0.563485,34011.8,2444.47,1.14521e+06,63684.1,387599,1.05162,368572,,,,1.06067,,387599,,1.05162,,368572,,1.06067,5.6
H8,1,508.907,0.137852,21.3139,0.534486,46219.8,3167.53,1.54743e+06,82029.7,526073,1.03848,506577,,,,1.45781,,526073,,1.03848,,506577,,1.45781,16.2
H9,1,509.428,0.145622,21.4873,0.566278,29250.8,2108.01,987275,55057.9,334962,0.853062,392658,,,,1.12998,,334962,,0.853062,,392658,,1.12998,156
H10,1,509.402,0.148541,21.2839,0.57568,24904.8,1840.73,832634,47599.4,282797,0.823146,343556,,,,0.988675,,282797,,0.823146,,343556,,0.988675,1764
H11,1,509.36,0.152024,21.4707,0.591008,28083.4,2113.77,947144,55163.6,320537,0.85781,373669,,,,1.07533,,320537,,0.85781,,373669,,1.07533,624
H12,2,,,,,,,,,,,,,,,,,,,,,,,,0
