PS0520_SL06_wellLabel,PS0520_SL06_wallTag,PS0520_SL06_PL_pos,PS0520_SL06_PL_pos_s,PS0520_SL06_PL_FWHM,PS0520_SL06_PL_FWHM_s,PS0520_SL06_PL_height,PS0520_SL06_PL_height_s,PS0520_SL06_PL_area,PS0520_SL06_PL_area_s,PS0520_SL06_PL_sum,PS0520_SL06_PL_OD390,'PS0520_SL06_PL_sum/OD390',PS0520_SL06_PL_ref_sum,PS0520_SL06_PL_ref_OD390,'PS0520_SL06_PL_ref_sum/OD390',PS0520_SL06_PL_FOM,PS0520_SL06_PL_sum_a,PS0520_SL06_PL_sum_b,PS0520_SL06_PL_OD390_a,PS0520_SL06_PL_OD390_b,'PS0520_SL06_PL_sum/OD390_a','PS0520_SL06_PL_sum/OD390_b',PS0520_SL06_PL_FOM_a,PS0520_SL06_PL_FOM_b,PS0520_SL06_conc
C2,1,508.997,0.140527,21.2563,0.544344,31950,2235.59,1.06679e+06,57730.8,362114,1.1384,318090,,,,1.21152,362114,,1.1384,,318090,,1.21152,,54.4
C3,1,509.252,0.144709,21.3924,0.561832,29698.5,2132.18,997960,55430.8,337254,1.14683,294074,,,,1.12006,337254,,1.14683,,294074,,1.12006,,9.6
C4,1,509.082,0.139089,21.4028,0.540093,32999.5,2276.47,1.10942e+06,59212.1,376849,1.11306,338571,,,,1.28953,376849,,1.11306,,338571,,1.28953,,186
C5,1,509.115,0.140054,21.6752,0.546315,37539.3,2589.02,1.27811e+06,68242.2,432845,1.14228,378932,,,,1.44326,432845,,1.14228,,378932,,1.44326,,522
C6,3,509.478,0.148169,21.4293,0.575632,26102.4,1916.98,878634,49926.6,296182,1.1214,264117,,,,1.00596,296182,,1.1214,,264117,,1.00596,,0
C7,1,509.161,0.144807,21.4462,0.56271,31651.9,2270.69,1.06628e+06,59187.6,360544,1.15781,311403,,,,1.18606,,360544,,1.15781,,311403,,1.18606,4.8
C8,1,508.951,0.137237,21.2838,0.53184,43724.3,2985.6,1.46181e+06,77203.3,496943,1.13505,437816,,,,1.66753,,496943,,1.13505,,437816,,1.66753,19.2
C9,1,508.892,0.136633,21.2789,0.529449,45638.5,3102.95,1.52545e+06,80218.4,518232,1.11706,463927,,,,1.76698,,518232,,1.11706,,463927,,1.76698,11.4
C10,1,508.618,0.139318,21.2978,0.539992,35347.7,2449.11,1.18254e+06,63373.9,402393,0.912975,440749,,,,1.6787,,402393,,0.912975,,440749,,1.6787,66
C11,1,509.563,0.149394,21.442,0.580518,20975.6,1552.69,706478,40464,239699,0.80036,299489,,,,1.14068,,239699,,0.80036,,299489,,1.14068,1050
C12,3,509.302,0.150637,21.42,0.58512,26030.6,1943.98,875839,50606.9,295531,1.10087,268453,,,,1.02247,,295531,,1.10087,,268453,,1.02247,0
D1,1,509.149,0.15054,21.4215,0.584745,25640.6,1913.51,862773,49816.9,290947,1.0994,264641,,,,1.00795,290947,,1.0994,,264641,,1.00795,,2.8
D2,1,509.072,0.147913,21.3877,0.574212,27367.8,2008.55,919439,52204.6,310712,1.08377,286696,,,,1.09195,310712,,1.08377,,286696,,1.09195,,16.2
D3,1,509.116,0.141771,21.4152,0.550623,34596.4,2431.86,1.16378e+06,63292.4,394446,1.06845,369177,,,,1.4061,394446,,1.06845,,369177,,1.4061,,132
D4,1,509.109,0.143247,21.5955,0.558027,34479.5,2437.26,1.16962e+06,63993.8,395246,1.11943,353078,,,,1.34479,395246,,1.11943,,353078,,1.34479,,366
D5,1,509.05,0.141826,21.6511,0.552997,38274.3,2674.74,1.30169e+06,70419.4,440478,1.14574,384448,,,,1.46427,440478,,1.14574,,384448,,1.46427,,624
D6,2,,,,,,,,,,,,,,,,,,,,,,,,0
D7,1,509.384,0.145661,21.4857,0.566414,32115.4,2315.16,1.08389e+06,60463.8,365594,1.16477,313877,,,,1.19548,,365594,,1.16477,,313877,,1.19548,2
D8,1,508.79,0.142014,21.419,0.551572,42743.2,3009.18,1.43809e+06,78332.3,487569,1.12605,432991,,,,1.64916,,487569,,1.12605,,432991,,1.64916,54.4
D9,1,509.115,0.147309,21.621,0.574096,25146.4,1826.72,854028,48022.9,289335,0.927337,312006,,,,1.18836,,289335,,0.927337,,312006,,1.18836,108
D10,1,509.513,0.152916,21.4737,0.594516,21209.6,1605.67,715418,41909.7,242488,0.778894,311324,,,,1.18575,,242488,,0.778894,,311324,,1.18575,1482
D11,1,509.386,0.147463,21.5783,0.574306,22139.8,1611.85,750428,42286.1,254189,0.829702,306362,,,,1.16686,,254189,,0.829702,,306362,,1.16686,258
D12,2,,,,,,,,,,,,,,,,,,,,,,,,0
E1,1,509.206,0.142756,21.1749,0.552248,24479.9,1743.96,814236,44854.3,276236,1.05967,260682,,,,0.992874,276236,,1.05967,,260682,,0.992874,,3.4
E2,1,509.199,0.149108,21.4726,0.57968,27413.3,2023.61,924626,52815.5,311730,1.09033,285903,,,,1.08893,311730,,1.09033,,285903,,1.08893,,8
E3,1,509.124,0.144226,21.4351,0.560346,30647,2190.4,1.03189e+06,57063.8,348853,1.10747,315001,,,,1.19976,348853,,1.10747,,315001,,1.19976,,38.4
E4,1,509.273,0.142157,21.4401,0.552362,31854.2,2243.77,1.07278e+06,58468.4,363188,1.07292,338504,,,,1.28928,363188,,1.07292,,338504,,1.28928,,66
E5,1,509.062,0.142691,21.6659,0.55651,38510.9,2706.66,1.31063e+06,71310.9,443325,1.14875,385918,,,,1.46987,443325,,1.14875,,385918,,1.46987,,738
E6,3,509.562,0.147715,21.449,0.57406,24883.4,1820.92,838371,47470.5,282690,1.08441,260685,,,,0.992885,282690,,1.08441,,260685,,0.992885,,0
E7,1,509.3,0.143728,21.4487,0.558549,30206.1,2150.71,1.01769e+06,56067.1,343835,1.15911,296637,,,,1.12982,,343835,,1.15911,,296637,,1.12982,2.4
E8,1,509.071,0.139293,21.2646,0.539646,40038.6,2776.38,1.33738e+06,71725.4,453591,1.10407,410837,,,,1.56477,,453591,,1.10407,,410837,,1.56477,8
E9,1,508.777,0.138061,21.2955,0.535119,41148.6,2825.59,1.37645e+06,73107.8,468141,1.01679,460412,,,,1.7536,,468141,,1.01679,,460412,,1.7536,45.8
E10,1,509.176,0.147689,21.5695,0.575088,23144.1,1687.89,784152,44262.1,265802,0.917914,289572,,,,1.10291,,265802,,0.917914,,289572,,1.10291,132
E11,1,509.465,0.147283,21.4198,0.5721,21613.3,1578.2,727203,41084.1,247166,0.745043,331747,,,,1.26354,,247166,,0.745043,,331747,,1.26354,624
E12,3,509.322,0.147399,21.3559,0.571935,23046.5,1687.02,773113,43779.5,261362,0.998093,261862,,,,0.997366,,261362,,0.998093,,261862,,0.997366,0
F1,1,509.175,0.144649,21.3034,0.560765,25798.5,1855.81,863302,48035.2,292206,1.05188,277794,,,,1.05805,292206,,1.05188,,277794,,1.05805,,6.8
F2,1,509.008,0.141432,21.3375,0.548589,28941.8,2033.7,970034,52727.9,328631,1.06551,308426,,,,1.17472,328631,,1.06551,,308426,,1.17472,,32.4
F3,1,509.09,0.142593,21.4892,0.554497,35481.5,2503.63,1.19768e+06,65396.4,405548,1.13234,358150,,,,1.36411,405548,,1.13234,,358150,,1.36411,,216
F4,1,509.099,0.142677,21.6087,0.555929,35181.3,2476.12,1.19415e+06,65055.8,403951,1.13535,355793,,,,1.35513,403951,,1.13535,,355793,,1.35513,,312
F5,1,508.956,0.141896,21.7818,0.554468,40988.2,2856.08,1.4024e+06,75670.3,475173,1.09138,435387,,,,1.65828,475173,,1.09138,,435387,,1.65828,,1482
F6,2,,,,,,,,,,,,,,,,,,,,,,,,0
F7,1,509.268,0.145338,21.513,0.565407,31436.3,2259.52,1.06231e+06,59089.2,358357,1.09883,326125,,,,1.24213,,358357,,1.09883,,326125,,1.24213,2.8
F8,1,508.826,0.137233,21.2485,0.5315,45566.4,3114.17,1.52087e+06,80387.7,516958,1.04479,494795,,,,1.88455,,516958,,1.04479,,494795,,1.88455,13.6
F9,1,509.299,0.147721,21.4762,0.57433,22480.6,1643.92,758375,42913.2,257594,0.807172,319132,,,,1.21549,,257594,,0.807172,,319132,,1.21549,186
F10,1,509.399,0.148066,21.3891,0.574845,21212.4,1558.43,712693,40508.4,242286,0.765636,316451,,,,1.20528,,242286,,0.765636,,316451,,1.20528,438
F11,1,509.401,0.15183,21.5158,0.590699,20637.7,1549.53,697492,40527.7,236400,0.732455,322750,,,,1.22928,,236400,,0.732455,,322750,,1.22928,522
F12,2,,,,,,,,,,,,,,,,,,,,,,,,0
G1,1,509.189,0.142166,21.1387,0.549638,23905.1,1697.65,793758,43584.8,269583,1.05104,256493,,,,0.976917,269583,,1.05104,,256493,,0.976917,,2.4
G2,1,509.06,0.143292,21.3172,0.555622,27184.5,1936.41,910274,50155.5,308382,1.03605,297651,,,,1.13368,308382,,1.03605,,297651,,1.13368,,19.2
G3,1,509.007,0.143268,21.3294,0.555636,31248.1,2224.75,1.04694e+06,57658.4,354760,1.07346,330482,,,,1.25872,354760,,1.07346,,330482,,1.25872,,45.8
G4,1,509.135,0.145019,21.4337,0.563414,29259.3,2102.8,985098,54777.8,333307,1.0545,316082,,,,1.20388,333307,,1.0545,,316082,,1.20388,,90
G5,1,508.95,0.141717,21.6839,0.552865,37268,2600.15,1.26938e+06,68564.3,430013,1.0899,394544,,,,1.50272,430013,,1.0899,,394544,,1.50272,,1764
G6,3,509.398,0.143921,21.2466,0.557429,26374.4,1890.62,880219,48799.4,298158,1.0756,277202,,,,1.05579,298158,,1.0756,,277202,,1.05579,,0
G7,1,509.041,0.140394,21.3179,0.544391,32667.9,2279.89,1.09392e+06,59054.3,370902,1.0771,344353,,,,1.31156,,370902,,1.0771,,344353,,1.31156,6.8
G8,1,508.855,0.14075,21.3641,0.546172,42568.9,2974.63,1.42855e+06,77224.5,484062,0.999905,484108,,,,1.84385,,484062,,0.999905,,484108,,1.84385,22.8
G9,1,508.813,0.134694,21.1402,0.520728,41173.4,2769.98,1.36724e+06,71120.5,465732,0.982075,474233,,,,1.80624,,465732,,0.982075,,474233,,1.80624,16.2
G10,1,509.368,0.149868,21.5749,0.583639,21266.3,1573.64,720709,41277,244145,0.707234,345211,,,,1.31482,,244145,,0.707234,,345211,,1.31482,216
G11,1,509.626,0.151372,21.575,0.589509,20002.5,1495.01,677882,39214.7,229718,0.707319,324773,,,,1.23698,,229718,,0.707319,,324773,,1.23698,738
G12,3,509.373,0.146816,21.3682,0.56979,23642.7,1723.26,793569,44746.9,268129,1.02114,262579,,,,1.0001,,268129,,1.02114,,262579,,1.0001,0
H1,1,509.304,0.148737,21.4706,0.578227,24501.2,1804.27,826328,47086.3,278666,1.07381,259512,,,,0.988418,278666,,1.07381,,259512,,0.988418,,2
H2,1,509.216,0.148968,21.4819,0.579225,26866.2,1980.87,906565,51723.7,305685,1.04611,292211,,,,1.11296,305685,,1.04611,,292211,,1.11296,,11.4
H3,1,509.148,0.142637,21.4179,0.554016,34455.8,2436.62,1.1592e+06,63424.8,392670,1.07324,365875,,,,1.39353,392670,,1.07324,,365875,,1.39353,,78
H4,1,509.084,0.141975,21.4621,0.551844,36173.7,2543.22,1.21951e+06,66342.8,413349,1.0799,382766,,,,1.45786,413349,,1.0799,,382766,,1.45786,,258
H5,1,508.995,0.142988,21.6289,0.557315,35474.8,2500.84,1.20524e+06,65769.6,407942,1.08511,375946,,,,1.43188,407942,,1.08511,,375946,,1.43188,,438
H6,2,,,,,,,,,,,,,,,,,,,,,,,,0
H7,1,509.172,0.143835,21.4481,0.558949,32129.2,2289.33,1.08245e+06,59679.1,365700,1.08455,337189,,,,1.28427,,365700,,1.08455,,337189,,1.28427,3.4
H8,1,508.739,0.141406,21.343,0.548511,41804.6,2936.42,1.40152e+06,76153.2,475478,0.958928,495844,,,,1.88855,,475478,,0.958928,,495844,,1.88855,27.2
H9,1,508.576,0.137644,21.2605,0.533171,30299.2,2076.16,1.01187e+06,53624.5,344449,0.833558,413227,,,,1.57388,,344449,,0.833558,,413227,,1.57388,78
H10,1,509.576,0.151271,21.4905,0.588285,19446.8,1455.74,656468,38027.4,222895,0.685959,324939,,,,1.23761,,222895,,0.685959,,324939,,1.23761,1248
H11,1,509.489,0.152942,21.5803,0.595669,21089.4,1592.35,714891,41778.8,242349,0.712145,340309,,,,1.29615,,242349,,0.712145,,340309,,1.29615,882
H12,2,,,,,,,,,,,,,,,,,,,,,,,,0
