PS0520_SL03_wellLabel,PS0520_SL03_wallTag,PS0520_SL03_PL_pos,PS0520_SL03_PL_pos_s,PS0520_SL03_PL_FWHM,PS0520_SL03_PL_FWHM_s,PS0520_SL03_PL_height,PS0520_SL03_PL_height_s,PS0520_SL03_PL_area,PS0520_SL03_PL_area_s,PS0520_SL03_PL_sum,PS0520_SL03_PL_OD390,'PS0520_SL03_PL_sum/OD390',PS0520_SL03_PL_ref_sum,PS0520_SL03_PL_ref_OD390,'PS0520_SL03_PL_ref_sum/OD390',PS0520_SL03_PL_FOM,PS0520_SL03_PL_sum_a,PS0520_SL03_PL_sum_b,PS0520_SL03_PL_OD390_a,PS0520_SL03_PL_OD390_b,'PS0520_SL03_PL_sum/OD390_a','PS0520_SL03_PL_sum/OD390_b',PS0520_SL03_PL_FOM_a,PS0520_SL03_PL_FOM_b,PS0520_SL03_conc
A12,3,509.25,0.147418,21.3998,0.572421,35867.9,2622.8,1.20569e+06,68210.4,407303,1.11543,365153,,,,1.01619,,407303,,1.11543,,365153,,1.01619,0
B1,1,509.133,0.142817,21.2486,0.553155,34481.9,2452.63,1.15091e+06,63311.6,390103,1.14673,340188,,,,0.946714,390103,,1.14673,,340188,,0.946714,,2
B2,1,509.137,0.143106,21.2871,0.554629,37437,2665.45,1.2518e+06,68936.1,423572,1.09657,386270,,,,1.07496,423572,,1.09657,,386270,,1.07496,,8
B3,1,508.72,0.145517,21.4865,0.565801,42412.1,3054,1.43144e+06,79761.6,482497,1.16874,412836,,,,1.14889,482497,,1.16874,,412836,,1.14889,,132
B4,1,508.26,0.144424,21.6921,0.563408,39756.8,2825.65,1.35467e+06,74539.2,456179,1.2171,374809,,,,1.04306,456179,,1.2171,,374809,,1.04306,,1482
B5,1,508.618,0.142329,21.6292,0.554709,45076.3,3162.78,1.53147e+06,83178.8,516299,1.23123,419335,,,,1.16697,516299,,1.23123,,419335,,1.16697,,882
B6,2,,,,,,,,,,,,,,,,,,,,,,,,0
B7,1,509.302,0.144496,21.3305,0.560432,36637.4,2630.85,1.22756e+06,68187,415282,1.14572,362464,,,,1.00871,,415282,,1.14572,,362464,,1.00871,2.4
B8,1,509.37,0.140028,21.4571,0.544251,45027.6,3122.83,1.51764e+06,81442.8,513985,1.2172,422267,,,,1.17513,,513985,,1.2172,,422267,,1.17513,54.4
B9,1,509.372,0.144375,21.6055,0.562532,45689.8,3254.37,1.55061e+06,85490.2,523049,1.20468,434181,,,,1.20829,,523049,,1.20468,,434181,,1.20829,66
B10,1,509.702,0.141386,21.5708,0.550584,30048,2097.91,1.01812e+06,55017.8,344780,0.708111,486901,,,,1.355,,344780,,0.708111,,486901,,1.355,1248
B11,1,509.49,0.139673,21.4206,0.542546,36585.9,2533.41,1.23102e+06,65952.9,417600,0.850275,491135,,,,1.36679,,417600,,0.850275,,491135,,1.36679,882
B12,2,,,,,,,,,,,,,,,,,,,,,,,,0
C1,1,509.069,0.144943,21.2574,0.561468,35547.8,2565.45,1.18698e+06,66252.9,402027,1.14699,350505,,,,0.975426,402027,,1.14699,,350505,,0.975426,,5.6
C2,1,508.959,0.143513,21.2786,0.556114,37367.2,2668.58,1.24897e+06,68988,422934,1.15364,366608,,,,1.02024,422934,,1.15364,,366608,,1.02024,,19.2
C3,1,509.023,0.141945,21.2329,0.549627,38841.1,2746.95,1.29545e+06,70854,438980,1.21508,361277,,,,1.0054,438980,,1.21508,,361277,,1.0054,,38.4
C4,1,508.826,0.146907,21.4613,0.570979,40073.3,2915.16,1.35092e+06,76042.1,455728,1.1768,387259,,,,1.07771,455728,,1.1768,,387259,,1.07771,,78
C5,1,508.836,0.142888,21.5825,0.55648,43550.1,3071.6,1.47642e+06,80598,497436,1.25643,395912,,,,1.10179,497436,,1.25643,,395912,,1.10179,,522
C6,3,509.458,0.146675,21.4519,0.570042,35098.4,2550.13,1.1827e+06,66490.1,398918,1.2131,328841,,,,0.915136,398918,,1.2131,,328841,,0.915136,,0
C7,1,509.398,0.139285,21.1951,0.539014,39129.9,2718.42,1.30276e+06,69987.6,442638,1.23879,357313,,,,0.994373,,442638,,1.23879,,357313,,0.994373,2.8
C8,1,509.365,0.143722,21.4471,0.558515,42873.2,3052.65,1.44435e+06,79573.7,488596,1.26825,385251,,,,1.07212,,488596,,1.26825,,385251,,1.07212,27.2
C9,1,509.303,0.139849,21.2353,0.541552,41271.8,2875.68,1.37667e+06,74183.4,467159,1.25601,371939,,,,1.03507,,467159,,1.25601,,371939,,1.03507,8
C10,1,509.234,0.143228,21.4525,0.556637,47859.6,3395.45,1.61275e+06,88532.7,545321,1.12728,483750,,,,1.34624,,545321,,1.12728,,483750,,1.34624,186
C11,1,509.617,0.14398,21.5545,0.560531,32649.8,2322.37,1.10545e+06,60856,373386,0.813694,458878,,,,1.27702,,373386,,0.813694,,458878,,1.27702,1050
C12,3,509.318,0.14355,21.3252,0.556717,38791.8,2767.72,1.29943e+06,71715.9,439885,1.15747,380042,,,,1.05762,,439885,,1.15747,,380042,,1.05762,0
D1,1,509.173,0.143448,21.3033,0.556108,36894.9,2632,1.23462e+06,68125.5,417716,1.16013,360061,,,,1.00202,417716,,1.16013,,360061,,1.00202,,4
D2,1,509.025,0.142916,21.306,0.554059,37617,2673.3,1.25894e+06,69203.6,425919,1.16725,364889,,,,1.01546,425919,,1.16725,,364889,,1.01546,,22.8
D3,1,508.724,0.144201,21.4841,0.560665,41203.1,2940.31,1.39049e+06,76783.5,469060,1.14941,408089,,,,1.13568,469060,,1.14941,,408089,,1.13568,,186
D4,1,508.277,0.144556,21.7083,0.564081,42685.7,3035.34,1.45555e+06,80133.8,489742,1.23109,397812,,,,1.10708,489742,,1.23109,,397812,,1.10708,,1764
D5,1,508.34,0.143124,21.6244,0.557721,44909.1,3168.77,1.52545e+06,83316.8,514323,1.25312,410434,,,,1.1422,514323,,1.25312,,410434,,1.1422,,1248
D6,2,,,,,,,,,,,,,,,,,,,,,,,,0
D7,1,509.398,0.141082,21.2641,0.546595,36626.2,2572.52,1.22337e+06,66457.6,414787,1.10832,374249,,,,1.0415,,414787,,1.10832,,374249,,1.0415,6.8
D8,1,509.501,0.143847,21.5859,0.5603,45943.3,3262.19,1.5578e+06,85614,526046,1.22739,428588,,,,1.19272,,526046,,1.22739,,428588,,1.19272,45.8
D9,1,509.364,0.14159,21.4303,0.550074,46430.2,3258.32,1.56296e+06,84865.1,529165,1.12341,471036,,,,1.31085,,529165,,1.12341,,471036,,1.31085,216
D10,1,509.312,0.139997,21.3549,0.543205,45631.3,3172.6,1.53066e+06,82327.1,518882,1.02695,505265,,,,1.40611,,518882,,1.02695,,505265,,1.40611,258
D11,1,509.158,0.141771,21.4316,0.550776,45401.6,3190.02,1.52843e+06,83091.2,518177,1.08331,478328,,,,1.33115,,518177,,1.08331,,478328,,1.33115,312
D12,2,,,,,,,,,,,,,,,,,,,,,,,,0
E1,1,509.117,0.14014,21.1665,0.542048,33947.1,2374.6,1.12868e+06,61048.9,383209,1.0967,349421,,,,0.972411,383209,,1.0967,,349421,,0.972411,,6.8
E2,1,509.132,0.142225,21.2491,0.550869,34862.6,2469.4,1.16365e+06,63746.3,394387,1.13018,348960,,,,0.971126,394387,,1.13018,,348960,,0.971126,,9.6
E3,1,509.026,0.144376,21.2864,0.559535,35975.2,2584.1,1.20289e+06,66829.8,407143,1.10839,367328,,,,1.02224,407143,,1.10839,,367328,,1.02224,,27.2
E4,1,508.839,0.142914,21.406,0.554954,39507.3,2800.01,1.32841e+06,72840.7,448867,1.15655,388110,,,,1.08008,448867,,1.15655,,388110,,1.08008,,108
E5,1,508.769,0.140675,21.4664,0.5468,44724.7,3115.07,1.50809e+06,81276.9,509762,1.21252,420416,,,,1.16998,509762,,1.21252,,420416,,1.16998,,438
E6,3,509.462,0.14488,21.3751,0.562346,34378.5,2472.28,1.15429e+06,64218.3,390121,1.12245,347561,,,,0.967233,390121,,1.12245,,347561,,0.967233,,0
E7,1,509.39,0.144859,21.3406,0.561938,35238.2,2536.07,1.18124e+06,65763.1,399459,1.1092,360133,,,,1.00222,,399459,,1.1092,,360133,,1.00222,5.6
E8,1,509.397,0.142826,21.3559,0.554196,39746.8,2819.26,1.33334e+06,73162,451544,1.2019,375693,,,,1.04552,,451544,,1.2019,,375693,,1.04552,16.2
E9,1,509.358,0.145045,21.393,0.563148,42843,3083,1.4397e+06,80152.2,486940,1.12689,432109,,,,1.20252,,486940,,1.12689,,432109,,1.20252,9.6
E10,1,509.24,0.13943,21.3768,0.541197,45960.7,3180.66,1.5433e+06,82625.4,523270,1.1287,463605,,,,1.29017,,523270,,1.1287,,463605,,1.29017,90
E11,1,509.423,0.14109,21.2826,0.546793,37767.3,2651.5,1.26258e+06,68560.3,428650,0.937058,457442,,,,1.27302,,428650,,0.937058,,457442,,1.27302,738
E12,3,509.311,0.145891,21.3744,0.566257,36144.4,2617.44,1.21354e+06,67986.2,410312,1.08687,377516,,,,1.05059,,410312,,1.08687,,377516,,1.05059,0
F1,1,509.175,0.144646,21.2838,0.56057,35315,2541.66,1.18067e+06,65723.9,399324,1.08866,366802,,,,1.02078,399324,,1.08866,,366802,,1.02078,,4.8
F2,1,508.987,0.145709,21.308,0.564901,35115.5,2544.14,1.17533e+06,65866.5,397741,1.09027,364808,,,,1.01523,397741,,1.09027,,364808,,1.01523,,16.2
F3,1,508.801,0.144889,21.401,0.562569,41008.9,2946.95,1.37858e+06,76644.3,465794,1.09579,425074,,,,1.18295,465794,,1.09579,,425074,,1.18295,,90
F4,1,508.687,0.141804,21.5427,0.551877,42667.5,2989.54,1.44383e+06,78292.7,487235,1.18966,409558,,,,1.13977,487235,,1.18966,,409558,,1.13977,,624
F5,1,508.755,0.142476,21.408,0.55326,42605.4,3010.09,1.43272e+06,78313.6,484218,1.15668,418627,,,,1.165,484218,,1.15668,,418627,,1.165,,258
F6,2,,,,,,,,,,,,,,,,,,,,,,,,0
F7,1,509.324,0.143219,21.2971,0.555171,36274.1,2584.06,1.21349e+06,66864.1,410719,1.10015,373329,,,,1.03894,,410719,,1.10015,,373329,,1.03894,4.8
F8,1,509.339,0.144538,21.4819,0.562009,42360.9,3030.51,1.42941e+06,79131,483484,1.17929,409980,,,,1.14094,,483484,,1.17929,,409980,,1.14094,32.4
F9,1,509.178,0.146296,21.4598,0.568626,47102.7,3412.64,1.58778e+06,89012.8,536306,1.13136,474036,,,,1.3192,,536306,,1.13136,,474036,,1.3192,156
F10,1,509.971,0.136284,21.3139,0.528457,32138.5,2177.7,1.07599e+06,56396.4,365858,0.805708,454083,,,,1.26367,,365858,,0.805708,,454083,,1.26367,1764
F11,1,509.8,0.138843,21.4545,0.539636,32221.4,2215.98,1.08588e+06,57785.2,368364,0.80705,456433,,,,1.27021,,368364,,0.80705,,456433,,1.27021,1482
F12,2,,,,,,,,,,,,,,,,,,,,,,,,0
G1,1,509.15,0.145429,21.2839,0.563604,32663.5,2363.55,1.09203e+06,61118.4,369410,1.02318,361041,,,,1.00475,369410,,1.02318,,361041,,1.00475,,3.4
G2,1,508.877,0.146923,21.4035,0.570499,36789.9,2680.74,1.23689e+06,69729.5,417709,1.11408,374936,,,,1.04342,417709,,1.11408,,374936,,1.04342,,45.8
G3,1,508.975,0.143448,21.4044,0.557023,37910.9,2697.08,1.27463e+06,70157.5,430675,1.11018,387934,,,,1.07959,430675,,1.11018,,387934,,1.07959,,54.4
G4,1,508.841,0.141295,21.2792,0.547514,35884.3,2522.98,1.19944e+06,65225.8,406557,1.08448,374885,,,,1.04327,406557,,1.08448,,374885,,1.04327,,66
G5,1,508.513,0.14542,21.6523,0.56696,40380.7,2893.01,1.3734e+06,76169.6,461962,1.15218,400946,,,,1.1158,461962,,1.15218,,400946,,1.1158,,1050
G6,3,509.313,0.147412,21.4075,0.572475,32779.4,2396.38,1.10227e+06,62345.6,372122,1.02434,363279,,,,1.01098,372122,,1.02434,,363279,,1.01098,,0
G7,1,509.316,0.143049,21.2613,0.554183,34159.5,2432.87,1.14083e+06,62841.1,386456,1.0153,380631,,,,1.05926,,386456,,1.0153,,380631,,1.05926,2
G8,1,509.179,0.142718,21.3117,0.553356,37389.5,2653.11,1.25166e+06,68700.4,424100,1.0855,390697,,,,1.08728,,424100,,1.0855,,390697,,1.08728,11.4
G9,1,509.286,0.144313,21.4756,0.561072,41150.2,2939.77,1.38815e+06,76738.1,469217,1.13801,412314,,,,1.14744,,469217,,1.13801,,412314,,1.14744,38.4
G10,1,509.139,0.146267,21.5089,0.568975,43153.5,3121.83,1.45799e+06,81623.2,492367,1.06929,460462,,,,1.28143,,492367,,1.06929,,460462,,1.28143,108
G11,1,509.407,0.14283,21.3184,0.553866,37747,2680.18,1.26403e+06,69424.3,428520,0.878047,488038,,,,1.35817,,428520,,0.878047,,488038,,1.35817,624
G12,3,509.279,0.142847,21.3395,0.554118,33825.9,2400.66,1.13384e+06,62248.4,383695,1.02814,373194,,,,1.03857,,383695,,1.02814,,373194,,1.03857,0
H1,1,509.259,0.143406,21.3329,0.556223,32314.2,2302.74,1.08284e+06,59690.1,366307,1.05985,345621,,,,0.961834,366307,,1.05985,,345621,,0.961834,,2.8
H2,1,509.096,0.141969,21.2205,0.549613,34680.9,2453.99,1.15602e+06,63258.9,392050,1.01272,387125,,,,1.07734,392050,,1.01272,,387125,,1.07734,,11.4
H3,1,508.67,0.143233,21.4639,0.556706,37739.8,2676.46,1.27241e+06,69824.5,430021,1.0971,391962,,,,1.0908,430021,,1.0971,,391962,,1.0908,,216
H4,1,508.672,0.145839,21.5968,0.568088,40452.1,2910.81,1.3723e+06,76432,461839,1.06549,433454,,,,1.20627,461839,,1.06549,,433454,,1.20627,,312
H5,1,508.692,0.14333,21.5345,0.557739,39583.6,2803.91,1.33897e+06,73402.1,451495,1.07263,420922,,,,1.17139,451495,,1.07263,,420922,,1.17139,,366
H6,2,,,,,,,,,,,,,,,,,,,,,,,,0
H7,1,509.273,0.14458,21.3699,0.561123,33919.5,2434.52,1.1386e+06,63221,384961,1.0171,378490,,,,1.05331,,384961,,1.0171,,378490,,1.05331,3.4
H8,1,509.236,0.144602,21.4176,0.561652,38120.6,2732.98,1.28248e+06,71137.8,433409,1.04625,414251,,,,1.15283,,433409,,1.04625,,414251,,1.15283,13.6
H9,1,509.213,0.142507,21.5314,0.554558,46230.6,3256.55,1.56358e+06,85238.9,528955,1.1686,452638,,,,1.25965,,528955,,1.1686,,452638,,1.25965,78
H10,1,509.431,0.141709,21.2315,0.548729,42905.1,3029.6,1.4309e+06,78139.7,486097,0.92886,523326,,,,1.45637,,486097,,0.92886,,523326,,1.45637,522
H11,1,509.22,0.142401,21.4433,0.553338,41798.7,2949.05,1.40791e+06,76858.5,476928,0.954955,499425,,,,1.38986,,476928,,0.954955,,499425,,1.38986,366
H12,2,,,,,,,,,,,,,,,,,,,,,,,,0
