PS0525_SL10_wellLabel,PS0525_SL10_wallTag,PS0525_SL10_PL_pos,PS0525_SL10_PL_pos_s,PS0525_SL10_PL_FWHM,PS0525_SL10_PL_FWHM_s,PS0525_SL10_PL_height,PS0525_SL10_PL_height_s,PS0525_SL10_PL_area,PS0525_SL10_PL_area_s,PS0525_SL10_PL_sum,PS0525_SL10_PL_OD390,'PS0525_SL10_PL_sum/OD390',PS0525_SL10_PL_ref_sum,PS0525_SL10_PL_ref_OD390,'PS0525_SL10_PL_ref_sum/OD390',PS0525_SL10_PL_FOM,PS0525_SL10_PL_sum_a,PS0525_SL10_PL_sum_b,PS0525_SL10_PL_OD390_a,PS0525_SL10_PL_OD390_b,'PS0525_SL10_PL_sum/OD390_a','PS0525_SL10_PL_sum/OD390_b',PS0525_SL10_PL_FOM_a,PS0525_SL10_PL_FOM_b,PS0525_SL10_conc
A1,1,509.318,0.147872,21.4775,0.57493,50027.9,3661.97,1.68778e+06,95599.1,569669,1.77494,320950,576965,1.80965,318827,0.949099,569669,,1.77494,,320950,,0.949099,,4
A2,1,509.335,0.148622,21.5985,0.579011,60129.2,4409.65,2.03999e+06,115799,687793,2.00706,342687,565560,1.71382,329999,1.01338,687793,,2.00706,,342687,,1.01338,,45.8
A3,1,509.475,0.147938,21.5822,0.576197,57130.1,4172.25,1.93678e+06,109478,652982,1.85713,351608,596456,1.84958,322482,1.03976,652982,,1.85713,,351608,,1.03976,,32.4
A4,1,509.351,0.145832,21.4869,0.567088,63421.7,4577.2,2.14058e+06,119547,723768,1.78163,406240,607745,1.74352,348574,1.20131,723768,,1.78163,,406240,,1.20131,,186
A5,1,509.35,0.145277,21.6769,0.56672,58908.9,4214.3,2.00585e+06,111091,677537,1.39619,485274,619296,1.77938,348041,1.43503,677537,,1.39619,,485274,,1.43503,,624
A6,3,509.603,0.146152,21.5341,0.568793,50578.4,3653.86,1.71084e+06,95651.2,576965,1.80965,318827,587188,1.66133,353445,0.94282,576965,,1.80965,,318827,,0.94282,,0
A7,1,509.405,0.147506,21.4396,0.573153,54876,4010.98,1.84807e+06,104516,623694,1.77962,350465,568597,1.62396,350131,1.03638,,623694,,1.77962,,350465,,1.03638,4.8
A8,1,509.353,0.141722,21.2357,0.548814,58035.8,4097.89,1.9359e+06,105715,655381,1.81275,361540,588041,1.76162,333807,1.06913,,655381,,1.81275,,361540,,1.06913,16.2
A9,1,509.351,0.147929,21.4833,0.57521,58647.9,4293.97,1.97913e+06,112130,666260,1.77789,374747,,,,1.10818,,666260,,1.77789,,374747,,1.10818,9.6
A10,1,509.327,0.145509,21.365,0.564688,66124,4777.13,2.21912e+06,124025,748323,1.74243,429470,,,,1.27001,,748323,,1.74243,,429470,,1.27001,186
