PS0520_SL07_wellLabel,PS0520_SL07_wallTag,PS0520_SL07_PL_pos,PS0520_SL07_PL_pos_s,PS0520_SL07_PL_FWHM,PS0520_SL07_PL_FWHM_s,PS0520_SL07_PL_height,PS0520_SL07_PL_height_s,PS0520_SL07_PL_area,PS0520_SL07_PL_area_s,PS0520_SL07_PL_sum,PS0520_SL07_PL_OD390,'PS0520_SL07_PL_sum/OD390',PS0520_SL07_PL_ref_sum,PS0520_SL07_PL_ref_OD390,'PS0520_SL07_PL_ref_sum/OD390',PS0520_SL07_PL_FOM,PS0520_SL07_PL_sum_a,PS0520_SL07_PL_sum_b,PS0520_SL07_PL_OD390_a,PS0520_SL07_PL_OD390_b,'PS0520_SL07_PL_sum/OD390_a','PS0520_SL07_PL_sum/OD390_b',PS0520_SL07_PL_FOM_a,PS0520_SL07_PL_FOM_b,PS0520_SL07_conc
A1,1,509.204,0.146534,21.2436,0.567512,26545.6,1937.57,885811,50003.6,299612,1.10992,269940,333929,1.15757,288474,0.892037,299612,,1.10992,,269940,,0.892037,,6.8
A2,1,509.206,0.146509,21.2345,0.567327,29340.4,2141.72,978650,55247.3,331346,1.19626,276984,336699,1.18963,283029,0.915314,331346,,1.19626,,276984,,0.915314,,22.8
A3,1,509.224,0.147454,21.284,0.571458,28554.7,2095.02,954661,54174.9,323104,1.16363,277670,370383,1.25536,295040,0.917581,323104,,1.16363,,277670,,0.917581,,9.6
A4,1,509.284,0.146849,21.1793,0.568132,29266.4,2144.51,973645,55168.5,329558,1.19639,275461,357195,1.15972,308002,0.910281,329558,,1.19639,,275461,,0.910281,,66
A5,1,509.348,0.145147,21.2207,0.561936,16517.6,1194.98,550588,30804.4,186492,1.22199,152613,358833,1.18589,302586,0.504321,186492,,1.22199,,152613,,0.504321,,1482
A6,3,509.335,0.147072,21.3159,0.570289,29483.6,2155.75,987197,55833.2,333929,1.15757,288474,350001,1.10721,316111,0.953283,333929,,1.15757,,288474,,0.953283,,0
A7,1,509.382,0.146324,21.2844,0.567095,29333.9,2135.72,980731,55228.5,331769,1.19315,278062,331928,1.04248,318401,0.918874,,331769,,1.19315,,278062,,0.918874,2.8
A8,1,509.277,0.144813,21.2218,0.560649,30325.8,2188.79,1.01092e+06,56426.5,342465,1.18955,287895,374222,1.21011,309246,0.951369,,342465,,1.18955,,287895,,0.951369,16.2
A9,1,509.318,0.145382,21.3298,0.563865,30505.2,2203.99,1.02207e+06,57121.9,345705,1.21227,285171,,,,0.942368,,345705,,1.21227,,285171,,0.942368,9.6
A10,1,509.296,0.145239,21.2378,0.562448,33339,2412.32,1.11219e+06,62237.8,376111,1.13084,332594,,,,1.09908,,376111,,1.13084,,332594,,1.09908,156
A11,1,509.169,0.147714,21.2151,0.571808,37627.9,2770.69,1.25393e+06,71403.8,423356,1.22114,346688,,,,1.14565,,423356,,1.22114,,346688,,1.14565,882
A12,3,509.263,0.150249,21.4136,0.583547,29664.2,2210.01,997796,57513.9,336699,1.18963,283029,,,,0.93529,,336699,,1.18963,,283029,,0.93529,0
B1,1,509.197,0.146401,21.279,0.567328,27944,2035.83,934024,52631.4,315835,1.16046,272164,,,,0.899384,315835,,1.16046,,272164,,0.899384,,2
B2,1,509.224,0.146488,21.2283,0.56719,29208.6,2132.15,973970,54983.8,329551,1.14467,287900,,,,0.951386,329551,,1.14467,,287900,,0.951386,,13.6
B3,1,509.266,0.147271,21.2472,0.570405,30423.1,2231.55,1.01537e+06,57600.9,343406,1.15715,296768,,,,0.980691,343406,,1.15715,,296768,,0.980691,,108
B4,1,509.218,0.145094,21.1244,0.560827,26804.2,1943.5,889418,49861.4,301355,1.0926,275814,,,,0.911447,301355,,1.0926,,275814,,0.911447,,312
B5,1,509.493,0.14873,21.2146,0.575757,16111,1194.54,536878,30783.9,181763,1.20955,150274,,,,0.49659,181763,,1.20955,,150274,,0.49659,,1764
B6,2,,,,,,,,,,,,,,,,,,,,,,,,0
B7,1,509.452,0.148156,21.4006,0.575305,28140.3,2068.03,945964,53784.8,319090,1.12557,283491,,,,0.936817,,319090,,1.12557,,283491,,0.936817,3.4
B8,1,509.379,0.144479,21.3111,0.560189,31782.8,2283.19,1.06394e+06,59119.8,359767,1.14576,313997,,,,1.03763,,359767,,1.14576,,313997,,1.03763,38.4
B9,1,509.426,0.141372,21.1813,0.546966,33165.9,2339.5,1.10348e+06,60190.7,374248,1.20633,310238,,,,1.0252,,374248,,1.20633,,310238,,1.0252,78
