PS0525_SL09_wellLabel,PS0525_SL09_wallTag,PS0525_SL09_PL_pos,PS0525_SL09_PL_pos_s,PS0525_SL09_PL_FWHM,PS0525_SL09_PL_FWHM_s,PS0525_SL09_PL_height,PS0525_SL09_PL_height_s,PS0525_SL09_PL_area,PS0525_SL09_PL_area_s,PS0525_SL09_PL_sum,PS0525_SL09_PL_OD390,'PS0525_SL09_PL_sum/OD390',PS0525_SL09_PL_ref_sum,PS0525_SL09_PL_ref_OD390,'PS0525_SL09_PL_ref_sum/OD390',PS0525_SL09_PL_FOM,PS0525_SL09_PL_sum_a,PS0525_SL09_PL_sum_b,PS0525_SL09_PL_OD390_a,PS0525_SL09_PL_OD390_b,'PS0525_SL09_PL_sum/OD390_a','PS0525_SL09_PL_sum/OD390_b',PS0525_SL09_PL_FOM_a,PS0525_SL09_PL_FOM_b,PS0525_SL09_conc
C8,1,509.716,0.151476,21.7222,0.591364,48441.3,3609.2,1.65287e+06,95349.5,555512,1.86819,297353,,,,0.909149,,555512,,1.86819,,297353,,0.909149,22.8
C9,1,509.569,0.145271,21.5704,0.565704,55137.3,3955.4,1.8682e+06,103728,631329,1.84805,341619,,,,1.04449,,631329,,1.84805,,341619,,1.04449,54.4
C10,1,509.555,0.145845,21.6424,0.568622,55627.3,3998.78,1.89109e+06,105234,638800,1.84965,345363,,,,1.05594,,638800,,1.84965,,345363,,1.05594,90
C11,1,509.336,0.142851,21.6374,0.556887,63573.9,4476.66,2.16075e+06,117781,731711,1.90357,384389,,,,1.17526,,731711,,1.90357,,384389,,1.17526,738
C12,3,509.551,0.143044,21.4341,0.555769,53626,3801.65,1.80551e+06,99034.9,611368,1.74714,349925,,,,1.06989,,611368,,1.74714,,349925,,1.06989,0
D1,1,509.401,0.145539,21.4254,0.565376,49814.3,3593.81,1.6765e+06,93580.7,567143,1.797,315606,,,,0.964955,567143,,1.797,,315606,,0.964955,,2.8
D2,1,509.388,0.151564,21.6909,0.591384,55244.5,4121.7,1.88229e+06,108724,633434,1.84866,342645,,,,1.04763,633434,,1.84866,,342645,,1.04763,,38.4
D3,1,509.469,0.150093,21.7004,0.585742,59774.5,4415.34,2.03752e+06,116523,686711,1.76611,388826,,,,1.18882,686711,,1.76611,,388826,,1.18882,,186
D4,1,509.309,0.144702,21.6322,0.564056,67301.3,4801.2,2.28688e+06,126288,774729,1.87415,413376,,,,1.26389,774729,,1.87415,,413376,,1.26389,,1248
D5,1,509.492,0.146284,21.7121,0.570991,59419.1,4276.42,2.02651e+06,112921,684320,1.9058,359072,,,,1.09785,684320,,1.9058,,359072,,1.09785,,438
D6,2,,,,,,,,,,,,,,,,,,,,,,,,0
D7,1,509.844,0.147136,21.7007,0.574218,54411.6,3940.09,1.85475e+06,103983,623801,1.8852,330893,,,,1.0117,,623801,,1.8852,,330893,,1.0117,2.8
D8,1,509.75,0.140726,21.4436,0.546854,55391.5,3862.25,1.86578e+06,100660,631869,1.83857,343674,,,,1.05077,,631869,,1.83857,,343674,,1.05077,27.2
D9,1,509.663,0.140077,21.4564,0.544448,52761,3660.62,1.77824e+06,95465.2,602860,1.82,331242,,,,1.01276,,602860,,1.82,,331242,,1.01276,78
D10,1,509.38,0.143839,21.574,0.560152,66630.8,4732.26,2.25801e+06,124123,765080,1.87532,407974,,,,1.24737,,765080,,1.87532,,407974,,1.24737,1050
D11,1,509.359,0.143707,21.5169,0.559106,56982.9,4049.4,1.92594e+06,105917,652972,1.79284,364211,,,,1.11356,,652972,,1.79284,,364211,,1.11356,312
D12,2,,,,,,,,,,,,,,,,,,,,,,,,0
E1,1,509.407,0.148018,21.512,0.575834,50863.2,3723.44,1.71871e+06,97367.7,579936,1.75069,331262,,,,1.01282,579936,,1.75069,,331262,,1.01282,,6.8
E2,1,509.43,0.146586,21.5028,0.570177,57189.4,4147.07,1.93165e+06,108397,653148,1.89601,344486,,,,1.05325,653148,,1.89601,,344486,,1.05325,,32.4
E3,1,509.585,0.146309,21.5196,0.569265,52615.7,3806.55,1.77856e+06,99578.3,600552,1.79202,335126,,,,1.02464,600552,,1.79202,,335126,,1.02464,,11.4
E4,1,509.525,0.144668,21.6365,0.563973,57973.7,4134.43,1.97032e+06,108772,665849,1.76197,377900,,,,1.15542,665849,,1.76197,,377900,,1.15542,,216
E5,1,509.35,0.14449,21.6664,0.56355,65856.6,4687.08,2.24133e+06,123491,759235,1.81165,419085,,,,1.28134,759235,,1.81165,,419085,,1.28134,,1482
E6,3,509.779,0.145028,21.5101,0.564198,49369.1,3541.34,1.66808e+06,92597.2,563311,1.87082,301103,,,,0.920614,563311,,1.87082,,301103,,0.920614,,0
E7,1,509.863,0.145932,21.6027,0.568593,50690,3649.88,1.72009e+06,95867.1,579617,1.89987,305083,,,,0.932782,,579617,,1.89987,,305083,,0.932782,4.8
E8,1,509.744,0.146578,21.6121,0.571194,49252.8,3561.2,1.67204e+06,93580.3,564350,1.89725,297457,,,,0.909467,,564350,,1.89725,,297457,,0.909467,19.2
E9,1,509.72,0.144516,21.4745,0.561874,48969.5,3503.56,1.65184e+06,91450.5,558608,1.75621,318075,,,,0.972505,,558608,,1.75621,,318075,,0.972505,11.4
E10,1,509.485,0.145396,21.5987,0.566453,53138.9,3812.46,1.80285e+06,100118,609197,1.75107,347901,,,,1.0637,,609197,,1.75107,,347901,,1.0637,186
E11,1,509.231,0.14634,21.5905,0.570039,58267.9,4208.37,1.97611e+06,110470,669599,1.82001,367909,,,,1.12487,,669599,,1.82001,,367909,,1.12487,522
E12,3,509.586,0.142295,21.4039,0.552583,50920.4,3593.83,1.712e+06,93482.7,579988,1.71943,337315,,,,1.03133,,579988,,1.71943,,337315,,1.03133,0
F1,1,509.476,0.148372,21.594,0.578002,50141.3,3671.47,1.70078e+06,96393.2,572861,1.73002,331129,,,,1.01242,572861,,1.73002,,331129,,1.01242,,4.8
F2,1,509.487,0.146476,21.5658,0.57035,54339.7,3930.97,1.84078e+06,103065,621121,1.79987,345093,,,,1.05511,621121,,1.79987,,345093,,1.05511,,16.2
F3,1,509.423,0.142598,21.4186,0.553888,58863.3,4161.59,1.98041e+06,108329,672146,1.80894,371568,,,,1.13606,672146,,1.80894,,371568,,1.13606,,132
F4,1,509.297,0.150761,21.7738,0.589061,65541.7,4853.6,2.24167e+06,128544,756686,1.8303,413422,,,,1.26402,756686,,1.8303,,413422,,1.26402,,882
F5,1,509.388,0.145943,21.7325,0.569848,63767,4576.19,2.17683e+06,120956,735093,1.8244,402922,,,,1.23192,735093,,1.8244,,402922,,1.23192,,738
F6,2,,,,,,,,,,,,,,,,,,,,,,,,0
F7,1,509.724,0.141863,21.4136,0.550998,52537,3695.75,1.76715e+06,96179.6,598363,1.78612,335008,,,,1.02428,,598363,,1.78612,,335008,,1.02428,2
F8,1,509.663,0.147928,21.5832,0.576176,51267.1,3743.79,1.7381e+06,98240.3,585940,1.76257,332436,,,,1.01641,,585940,,1.76257,,332436,,1.01641,8
F9,1,509.459,0.145664,21.59,0.567413,52982.6,3809.1,1.79682e+06,99987.2,607893,1.72873,351642,,,,1.07513,,607893,,1.72873,,351642,,1.07513,216
F10,1,509.31,0.142696,21.5465,0.55544,62989.1,4441.21,2.13188e+06,116333,722368,1.81293,398454,,,,1.21826,,722368,,1.81293,,398454,,1.21826,1248
F11,1,509.248,0.145499,21.622,0.567061,62694.2,4498.34,2.12933e+06,118263,720826,1.71715,419780,,,,1.28346,,720826,,1.71715,,419780,,1.28346,1482
F12,2,,,,,,,,,,,,,,,,,,,,,,,,0
G1,1,509.435,0.149716,21.5967,0.583261,48539.9,3586.13,1.64667e+06,94165.1,554563,1.68035,330029,,,,1.00905,554563,,1.68035,,330029,,1.00905,,5.6
G2,1,509.461,0.146282,21.481,0.568791,51267.4,3712.08,1.72988e+06,96923.8,584358,1.66685,350576,,,,1.07188,584358,,1.66685,,350576,,1.07188,,8
G3,1,509.484,0.148365,21.541,0.577467,52857.3,3875.57,1.78851e+06,101489,603923,1.67474,360607,,,,1.10254,603923,,1.67474,,360607,,1.10254,,13.6
G4,1,509.493,0.145642,21.5874,0.567306,52200.2,3752.56,1.77007e+06,98490.6,597536,1.69864,351773,,,,1.07553,597536,,1.69864,,351773,,1.07553,,66
G5,1,509.429,0.141949,21.5233,0.552327,54707.2,3839.49,1.84958e+06,100458,627488,1.6953,370134,,,,1.13167,627488,,1.6953,,370134,,1.13167,,258
G6,3,509.644,0.143856,21.423,0.558824,48505.9,3459.23,1.63228e+06,90065.9,552090,1.68206,328223,,,,1.00353,552090,,1.68206,,328223,,1.00353,,0
G7,1,509.578,0.146608,21.4703,0.569963,51569.8,3743.39,1.73922e+06,97690.4,587434,1.70057,345433,,,,1.05615,,587434,,1.70057,,345433,,1.05615,6.8
G8,1,509.478,0.14568,21.507,0.566696,50470,3636.81,1.70503e+06,95079.1,576570,1.68717,341739,,,,1.04486,,576570,,1.68717,,341739,,1.04486,38.4
G9,1,509.577,0.145808,21.5586,0.567684,51764.8,3728.35,1.75297e+06,97718.1,591558,1.74281,339428,,,,1.03779,,591558,,1.74281,,339428,,1.03779,13.6
G10,1,509.399,0.142684,21.4112,0.554151,56157.8,3973.47,1.88873e+06,103394,641658,1.75735,365128,,,,1.11637,,641658,,1.75735,,365128,,1.11637,156
G11,1,509.294,0.147934,21.6387,0.576713,52355.1,3817.71,1.77955e+06,100451,601007,1.70037,353456,,,,1.08068,,601007,,1.70037,,353456,,1.08068,258
G12,3,509.514,0.145752,21.4743,0.566668,52649.3,3799.01,1.77595e+06,99161,600530,1.77505,338317,,,,1.03439,,600530,,1.77505,,338317,,1.03439,0
H1,1,509.49,0.148263,21.5492,0.577149,49089.4,3596.05,1.66165e+06,94207.3,560421,1.70635,328432,,,,1.00417,560421,,1.70635,,328432,,1.00417,,3.4
H2,1,509.424,0.147053,21.5531,0.572472,49463.3,3593.47,1.67461e+06,94157.6,565244,1.62446,347958,,,,1.06387,565244,,1.62446,,347958,,1.06387,,19.2
H3,1,509.441,0.142482,21.5228,0.554396,53152.6,3744.43,1.79698e+06,97968.5,608618,1.60334,379594,,,,1.1606,608618,,1.60334,,379594,,1.1606,,108
H4,1,509.198,0.146668,21.7182,0.572527,63154.5,4556.3,2.1545e+06,120346,728907,1.73232,420768,,,,1.28649,728907,,1.73232,,420768,,1.28649,,1050
H5,1,509.294,0.147506,21.7573,0.576185,56451.3,4091.9,1.9293e+06,108285,651698,1.65895,392837,,,,1.20109,651698,,1.65895,,392837,,1.20109,,522
H6,2,,,,,,,,,,,,,,,,,,,,,,,,0
H7,1,509.59,0.145674,21.5195,0.566795,51965.6,3743.22,1.75658e+06,97921.1,593195,1.66295,356713,,,,1.09064,,593195,,1.66295,,356713,,1.09064,2.4
H8,1,509.474,0.144458,21.5022,0.561896,53009.3,3788.21,1.79042e+06,99014.3,606054,1.71425,353538,,,,1.08093,,606054,,1.71425,,353538,,1.08093,45.8
H9,1,509.476,0.144081,21.4881,0.560297,53378.9,3806.08,1.80172e+06,99412.7,610181,1.68545,362028,,,,1.10689,,610181,,1.68545,,362028,,1.10689,66
H10,1,509.288,0.146876,21.6868,0.573047,60707.3,4389.59,2.06803e+06,115767,699135,1.75323,398770,,,,1.21923,,699135,,1.75323,,398770,,1.21923,624
H11,1,509.23,0.146316,21.6933,0.57092,62667.3,4513.25,2.13543e+06,119066,722196,1.82812,395048,,,,1.20785,,722196,,1.82812,,395048,,1.20785,1764
H12,2,,,,,,,,,,,,,,,,,,,,,,,,0
