PS0525_SL11_wellLabel,PS0525_SL11_wallTag,PS0525_SL11_PL_pos,PS0525_SL11_PL_pos_s,PS0525_SL11_PL_FWHM,PS0525_SL11_PL_FWHM_s,PS0525_SL11_PL_height,PS0525_SL11_PL_height_s,PS0525_SL11_PL_area,PS0525_SL11_PL_area_s,PS0525_SL11_PL_sum,PS0525_SL11_PL_OD390,'PS0525_SL11_PL_sum/OD390',PS0525_SL11_PL_ref_sum,PS0525_SL11_PL_ref_OD390,'PS0525_SL11_PL_ref_sum/OD390',PS0525_SL11_PL_FOM,PS0525_SL11_PL_sum_a,PS0525_SL11_PL_sum_b,PS0525_SL11_PL_OD390_a,PS0525_SL11_PL_OD390_b,'PS0525_SL11_PL_sum/OD390_a','PS0525_SL11_PL_sum/OD390_b',PS0525_SL11_PL_FOM_a,PS0525_SL11_PL_FOM_b,PS0525_SL11_conc
C6,3,509.744,0.147443,21.5288,0.573771,52085.3,3796.51,1.76139e+06,99360.3,593630,1.85177,320574,,,,0.951647,593630,,1.85177,,320574,,0.951647,,0
C7,1,509.741,0.147673,21.5372,0.574747,56109,4095.27,1.8982e+06,107223,639841,1.8977,337167,,,,1.00091,,639841,,1.8977,,337167,,1.00091,2.4
C8,1,509.766,0.147158,21.4925,0.572316,51526.3,3752.1,1.73954e+06,98023.9,586755,1.81076,324038,,,,0.96193,,586755,,1.81076,,324038,,0.96193,9.6
C9,1,509.668,0.145945,21.4452,0.567148,51130.1,3697.16,1.72237e+06,96365.3,581449,1.78674,325424,,,,0.966046,,581449,,1.78674,,325424,,0.966046,54.4
C10,1,509.544,0.145882,21.3472,0.56598,54471.9,3947.37,1.82656e+06,102394,618016,1.8031,342751,,,,1.01748,,618016,,1.8031,,342751,,1.01748,132
C11,1,508.101,0.142091,21.2349,0.550091,64729.4,4581.19,2.15909e+06,118175,735293,1.80801,406686,,,,1.20728,,735293,,1.80801,,406686,,1.20728,738
C12,3,509.564,0.144859,21.47,0.563156,54708.9,3923.88,1.84505e+06,102399,623115,1.8279,340891,,,,1.01196,,623115,,1.8279,,340891,,1.01196,0
D1,1,509.39,0.150708,21.5736,0.586899,49824.3,3707.66,1.68843e+06,97246.7,567939,1.78615,317968,,,,0.94391,567939,,1.78615,,317968,,0.94391,,5.6
D2,1,509.403,0.141454,21.353,0.548846,55875.5,3925.52,1.87413e+06,101855,635424,1.81981,349170,,,,1.03654,635424,,1.81981,,349170,,1.03654,,27.2
D3,1,509.196,0.142535,21.3556,0.55305,57991.7,4104.92,1.94535e+06,106524,659889,1.71891,383901,,,,1.13964,659889,,1.71891,,383901,,1.13964,,90
D4,1,508.936,0.1437,21.3601,0.557589,63558.6,4534.99,2.13254e+06,117710,724866,1.56228,463980,,,,1.37736,724866,,1.56228,,463980,,1.37736,,882
D5,1,508.958,0.143815,21.3946,0.558357,61727.8,4403.84,2.07446e+06,114500,704066,1.54574,455488,,,,1.35215,704066,,1.54574,,455488,,1.35215,,1482
D6,2,,,,,,,,,,,,,,,,,,,,,,,,0
D7,1,509.818,0.143669,21.432,0.558186,54952.3,3912.97,1.84999e+06,101925,625240,1.86065,336033,,,,0.997537,,625240,,1.86065,,336033,,0.997537,5.6
D8,1,509.753,0.145009,21.4644,0.563694,53473.9,3839.91,1.80293e+06,100180,608478,1.84534,329738,,,,0.978853,,608478,,1.84534,,329738,,0.978853,38.4
D9,1,509.629,0.148858,21.4878,0.578877,57764.2,4255.41,1.94971e+06,111147,657382,1.89547,346817,,,,1.02955,,657382,,1.89547,,346817,,1.02955,78
D10,1,507.6,0.143411,21.2241,0.555007,65069.1,4648.46,2.16932e+06,119846,739106,1.86444,396423,,,,1.17681,,739106,,1.86444,,396423,,1.17681,1050
D11,1,506.692,0.139113,21.0002,0.536167,76050.7,5300.14,2.50869e+06,135130,861421,1.86609,461619,,,,1.37035,,861421,,1.86609,,461619,,1.37035,1248
D12,2,,,,,,,,,,,,,,,,,,,,,,,,0
E1,1,509.387,0.144434,21.3126,0.560033,51550.2,3701.94,1.72579e+06,95863.6,584268,1.75023,333824,,,,0.99098,584268,,1.75023,,333824,,0.99098,,2.8
E2,1,509.437,0.148229,21.5672,0.577187,53801.5,3938.45,1.82267e+06,103268,614325,1.7772,345671,,,,1.02615,614325,,1.7772,,345671,,1.02615,,32.4
E3,1,509.56,0.146216,21.4233,0.567991,58850,4265.72,1.9804e+06,111065,669251,1.79461,372922,,,,1.10705,669251,,1.79461,,372922,,1.10705,,13.6
E4,1,509.104,0.141364,21.3641,0.548577,58528.5,4107.89,1.96413e+06,106645,666615,1.59069,419074,,,,1.24405,666615,,1.59069,,419074,,1.24405,,132
E5,1,508.889,0.141874,21.3407,0.550323,58561.7,4127.48,1.9631e+06,107030,668437,1.47306,453774,,,,1.34706,668437,,1.47306,,453774,,1.34706,,1764
E6,3,509.793,0.143387,21.4355,0.557123,54342.4,3861.59,1.82975e+06,100603,618338,1.80321,342909,,,,1.01795,618338,,1.80321,,342909,,1.01795,,0
E7,1,509.773,0.147683,21.5208,0.574629,54040.7,3946.28,1.82684e+06,103240,616003,1.85891,331379,,,,0.983723,,616003,,1.85891,,331379,,0.983723,4
E8,1,509.771,0.147645,21.5943,0.575182,54474.9,3969.3,1.8478e+06,104214,621881,1.91834,324176,,,,0.96234,,621881,,1.91834,,324176,,0.96234,13.6
E9,1,509.688,0.145754,21.4952,0.566878,52703.5,3800.91,1.77951e+06,99312.1,600386,1.88941,317764,,,,0.943304,,600386,,1.88941,,317764,,0.943304,16.2
E10,1,509.663,0.145967,21.5067,0.567816,58562.7,4228.37,1.9784e+06,110543,667262,1.84478,361702,,,,1.07374,,667262,,1.84478,,361702,,1.07374,66
E11,1,509.232,0.144957,21.3795,0.562673,59326.8,4268.07,1.99236e+06,110888,674373,1.72276,391448,,,,1.16204,,674373,,1.72276,,391448,,1.16204,366
E12,3,509.516,0.147089,21.4614,0.571743,53217.4,3876.55,1.79404e+06,101121,605801,1.74959,346253,,,,1.02788,,605801,,1.74959,,346253,,1.02788,0
F1,1,509.378,0.150647,21.5643,0.586568,51985.4,3867.82,1.76091e+06,101402,592366,1.78134,332540,,,,0.98717,592366,,1.78134,,332540,,0.98717,,4.8
F2,1,509.289,0.144589,21.5057,0.562427,54385.2,3889.63,1.83719e+06,101682,621080,1.74848,355212,,,,1.05447,621080,,1.74848,,355212,,1.05447,,45.8
F3,1,509.16,0.142938,21.3583,0.554637,59114.1,4195.89,1.98325e+06,108899,672583,1.65514,406360,,,,1.20631,672583,,1.65514,,406360,,1.20631,,66
F4,1,508.907,0.141066,21.3196,0.546998,62638.5,4392.15,2.09769e+06,113776,714032,1.57459,453472,,,,1.34616,714032,,1.57459,,453472,,1.34616,,1050
F5,1,508.975,0.142668,21.417,0.554112,61932.8,4380.64,2.08352e+06,114022,707799,1.56253,452982,,,,1.34471,707799,,1.56253,,452982,,1.34471,,624
F6,2,,,,,,,,,,,,,,,,,,,,,,,,0
F7,1,509.707,0.14391,21.4501,0.559289,52491.7,3742.22,1.76864e+06,97563.2,597547,1.77562,336529,,,,0.99901,,597547,,1.77562,,336529,,0.99901,2.8
F8,1,509.625,0.146465,21.4346,0.56907,51054.9,3705.92,1.71899e+06,96543.6,580547,1.7159,338334,,,,1.00437,,580547,,1.7159,,338334,,1.00437,19.2
F9,1,509.606,0.142429,21.3491,0.552603,57234.2,4049.18,1.91935e+06,105044,649856,1.79803,361427,,,,1.07292,,649856,,1.79803,,361427,,1.07292,216
F10,1,509.51,0.145993,21.438,0.567262,61491.4,4448.64,2.0707e+06,115911,699941,1.84838,378679,,,,1.12414,,699941,,1.84838,,378679,,1.12414,258
F11,1,505.043,0.137733,20.8859,0.529289,74290.1,5136.33,2.43727e+06,130195,838785,1.82184,460405,,,,1.36675,,838785,,1.82184,,460405,,1.36675,1764
F12,2,,,,,,,,,,,,,,,,,,,,,,,,0
G1,1,509.371,0.145343,21.302,0.563456,47326.4,3420.98,1.58359e+06,88541.4,535559,1.70633,313866,,,,0.931736,535559,,1.70633,,313866,,0.931736,,2
G2,1,509.457,0.147872,21.4693,0.574859,52705.1,3858.83,1.77742e+06,100698,599631,1.66888,359302,,,,1.06661,599631,,1.66888,,359302,,1.06661,,8
G3,1,509.439,0.1452,21.4075,0.563892,56698.9,4082.91,1.9066e+06,106224,644749,1.74658,369150,,,,1.09585,644749,,1.74658,,369150,,1.09585,,16.2
G4,1,509.02,0.146064,21.4594,0.567708,50987.6,3688.19,1.71871e+06,96198.1,581361,1.5046,386390,,,,1.14703,581361,,1.5046,,386390,,1.14703,,108
G5,1,508.839,0.142212,21.2752,0.55103,57327.3,4057.19,1.91582e+06,104868,652155,1.46814,444206,,,,1.31866,652155,,1.46814,,444206,,1.31866,,1248
G6,3,509.624,0.145945,21.477,0.56745,52787.3,3813.78,1.78083e+06,99559.8,600840,1.6766,358369,,,,1.06384,600840,,1.6766,,358369,,1.06384,,0
G7,1,509.578,0.144873,21.3591,0.562176,51131.5,3678.5,1.7155e+06,95475.1,580272,1.63032,355925,,,,1.05659,,580272,,1.63032,,355925,,1.05659,4.8
G8,1,509.57,0.145542,21.4567,0.56569,51811.8,3734.95,1.74627e+06,97405.5,589216,1.72788,341004,,,,1.0123,,589216,,1.72788,,341004,,1.0123,45.8
G9,1,509.585,0.144855,21.3998,0.562485,51323.4,3687.84,1.72522e+06,95908.6,583114,1.78597,326497,,,,0.969229,,583114,,1.78597,,326497,,0.969229,22.8
G10,1,509.529,0.145719,21.3913,0.565758,55160.7,3988.1,1.85347e+06,103674,626597,1.80293,347544,,,,1.03171,,626597,,1.80293,,347544,,1.03171,156
G11,1,508.818,0.144728,21.3618,0.561581,58651.5,4214.5,1.96806e+06,109400,667084,1.77846,375091,,,,1.11349,,667084,,1.77846,,375091,,1.11349,522
G12,3,509.45,0.146641,21.4339,0.569738,54790.3,3981.84,1.8447e+06,103728,623591,1.78141,350056,,,,1.03917,,623591,,1.78141,,350056,,1.03917,0
H1,1,509.455,0.146724,21.4801,0.570499,49213.4,3574.19,1.6605e+06,93319.5,560079,1.74681,320629,,,,0.951812,560079,,1.74681,,320629,,0.951812,,2.4
H2,1,509.444,0.14589,21.4238,0.566726,52772.3,3816.57,1.77592e+06,99373.6,599926,1.71714,349374,,,,1.03714,599926,,1.71714,,349374,,1.03714,,19.2
H3,1,508.97,0.144229,21.4378,0.560367,55220.7,3946.43,1.85952e+06,102824,629844,1.45979,431463,,,,1.28083,629844,,1.45979,,431463,,1.28083,,186
H4,1,508.806,0.145743,21.4476,0.566326,56313.1,4065.56,1.89718e+06,105979,643607,1.45419,442589,,,,1.31386,643607,,1.45419,,442589,,1.31386,,438
H5,1,508.873,0.143781,21.4206,0.55846,59451.6,4237.46,2.00039e+06,110314,679276,1.49638,453946,,,,1.34757,679276,,1.49638,,453946,,1.34757,,738
H6,2,,,,,,,,,,,,,,,,,,,,,,,,0
H7,1,509.529,0.147343,21.5493,0.57357,50023.6,3641.74,1.69328e+06,95405,570589,1.71683,332351,,,,0.986607,,570589,,1.71683,,332351,,0.986607,3.4
H8,1,509.569,0.147758,21.5458,0.575152,52680.6,3846.34,1.78292e+06,100748,600802,1.82263,329635,,,,0.978547,,600802,,1.82263,,329635,,0.978547,27.2
H9,1,509.595,0.147635,21.452,0.573777,55122,4031.21,1.85742e+06,105107,626702,1.7902,350074,,,,1.03922,,626702,,1.7902,,350074,,1.03922,108
H10,1,507.672,0.141991,21.1698,0.549031,67180.4,4758.92,2.23398e+06,122364,761979,1.86793,407927,,,,1.21096,,761979,,1.86793,,407927,,1.21096,882
H11,1,509.162,0.143795,21.3386,0.557779,59696,4264.83,2.00092e+06,110581,678478,1.81314,374200,,,,1.11084,,678478,,1.81314,,374200,,1.11084,438
H12,2,,,,,,,,,,,,,,,,,,,,,,,,0
