PS0525_SL11_wellLabel,PS0525_SL11_wallTag,PS0525_SL11_PL_pos,PS0525_SL11_PL_pos_s,PS0525_SL11_PL_FWHM,PS0525_SL11_PL_FWHM_s,PS0525_SL11_PL_height,PS0525_SL11_PL_height_s,PS0525_SL11_PL_area,PS0525_SL11_PL_area_s,PS0525_SL11_PL_sum,PS0525_SL11_PL_OD390,'PS0525_SL11_PL_sum/OD390',PS0525_SL11_PL_ref_sum,PS0525_SL11_PL_ref_OD390,'PS0525_SL11_PL_ref_sum/OD390',PS0525_SL11_PL_FOM,PS0525_SL11_PL_sum_a,PS0525_SL11_PL_sum_b,PS0525_SL11_PL_OD390_a,PS0525_SL11_PL_OD390_b,'PS0525_SL11_PL_sum/OD390_a','PS0525_SL11_PL_sum/OD390_b',PS0525_SL11_PL_FOM_a,PS0525_SL11_PL_FOM_b,PS0525_SL11_conc
A1,1,509.346,0.148991,21.3886,0.578427,46275.2,3420.99,1.55471e+06,88919.7,524977,1.84836,284023,577693,1.88213,306936,0.843143,524977,,1.84836,,284023,,0.843143,,3.4
A2,1,509.426,0.145946,21.4376,0.56707,57106.3,4130.06,1.923e+06,107609,649611,2.02682,320507,595503,1.81054,328910,0.95145,649611,,2.02682,,320507,,0.95145,,9.6
A3,1,509.284,0.143412,21.4028,0.556893,54006.3,3841.53,1.81566e+06,99920.2,615090,1.85514,331560,593630,1.85177,320574,0.98426,615090,,1.85514,,331560,,0.98426,,54.4
A4,1,509.075,0.146305,21.5039,0.56907,50070.1,3623.56,1.69128e+06,94718.3,571416,1.67179,341800,623115,1.8279,340891,1.01466,571416,,1.67179,,341800,,1.01466,,78
A5,1,508.928,0.141875,21.355,0.550461,59268.4,4175.74,1.98812e+06,108358,675521,1.71093,394826,618338,1.80321,342909,1.17207,675521,,1.71093,,394826,,1.17207,,312
A6,3,509.552,0.147675,21.512,0.574507,50702.4,3703.11,1.71328e+06,96836.3,577693,1.88213,306936,605801,1.74959,346253,0.911162,577693,,1.88213,,306936,,0.911162,,0
A7,1,509.554,0.146923,21.5032,0.571497,55105.2,4005.12,1.86129e+06,104689,627785,1.9586,320527,600840,1.6766,358369,0.951509,,627785,,1.9586,,320527,,0.951509,6.8
A8,1,509.578,0.142877,21.3115,0.553993,52738,3746.59,1.76545e+06,97014.4,598328,1.83298,326423,623591,1.78141,350056,0.969012,,598328,,1.83298,,326423,,0.969012,8
A9,1,509.53,0.146497,21.4729,0.569553,51361.9,3725.21,1.73241e+06,97227.9,584971,1.81588,322142,,,,0.956303,,584971,,1.81588,,322142,,0.956303,11.4
A10,1,509.446,0.145996,21.4028,0.566938,55190.6,3996.58,1.85548e+06,103954,627356,1.74891,358713,,,,1.06487,,627356,,1.74891,,358713,,1.06487,90
A11,1,508.718,0.145854,21.343,0.565764,60767.5,4402.66,2.03726e+06,114179,691555,1.85532,372742,,,,1.10651,,691555,,1.85532,,372742,,1.10651,624
A12,3,509.464,0.14437,21.3712,0.56033,52413.5,3756.38,1.75951e+06,97554.2,595503,1.81054,328910,,,,0.976392,,595503,,1.81054,,328910,,0.976392,0
B1,1,509.363,0.149748,21.4426,0.581889,51237.2,3801.61,1.72576e+06,99074.8,582019,1.81182,321234,,,,0.953606,582019,,1.81182,,321234,,0.953606,,4
B2,1,509.397,0.149251,21.4948,0.580462,54292.3,4009.39,1.83312e+06,104757,618086,1.77121,348963,,,,1.03592,618086,,1.77121,,348963,,1.03592,,11.4
B3,1,508.955,0.146597,21.4857,0.570022,57638.6,4181.54,1.94528e+06,109206,658310,1.63235,403291,,,,1.1972,658310,,1.63235,,403291,,1.1972,,216
B4,1,508.977,0.141887,21.372,0.550669,56871.9,4005.46,1.90925e+06,104027,648376,1.61271,402042,,,,1.19349,648376,,1.61271,,402042,,1.19349,,258
B5,1,508.988,0.140809,21.3887,0.546638,57402,4010.3,1.92855e+06,104238,655682,1.6536,396518,,,,1.17709,655682,,1.6536,,396518,,1.17709,,522
B6,2,,,,,,,,,,,,,,,,,,,,,,,,0
B7,1,509.643,0.144572,21.4131,0.561513,54601.7,3914.38,1.83656e+06,101867,621002,1.91003,325126,,,,0.965162,,621002,,1.91003,,325126,,0.965162,2
B8,1,509.626,0.147214,21.5098,0.572694,52187.9,3799.96,1.7633e+06,99358.1,594145,1.71465,346512,,,,1.02865,,594145,,1.71465,,346512,,1.02865,32.4
B9,1,509.497,0.144884,21.3879,0.562486,56915.1,4091.73,1.91212e+06,106351,646775,1.8001,359299,,,,1.06661,,646775,,1.8001,,359299,,1.06661,186
B10,1,506.338,0.142747,21.0644,0.550646,73305.6,5231.85,2.42552e+06,133815,832328,1.89264,439770,,,,1.30549,,832328,,1.89264,,439770,,1.30549,1482
B11,1,509.287,0.144686,21.327,0.561136,59015.4,4243.73,1.97703e+06,109971,669610,1.85524,360928,,,,1.07144,,669610,,1.85524,,360928,,1.07144,312
B12,2,,,,,,,,,,,,,,,,,,,,,,,,0
C1,1,509.305,0.148024,21.4208,0.574977,54039.8,3965.65,1.81832e+06,103240,613879,1.85023,331785,,,,0.984929,613879,,1.85023,,331785,,0.984929,,6.8
C2,1,509.443,0.144601,21.4462,0.561926,54800.8,3925.92,1.8461e+06,102333,623713,1.81491,343660,,,,1.02018,623713,,1.81491,,343660,,1.02018,,22.8
C3,1,509.476,0.144622,21.4547,0.562089,58017.3,4156.02,1.95523e+06,108376,660813,1.86526,354275,,,,1.05169,660813,,1.86526,,354275,,1.05169,,38.4
C4,1,509.048,0.142924,21.4247,0.555184,56042.9,3970.4,1.88606e+06,103383,639189,1.6268,392913,,,,1.16639,639189,,1.6268,,392913,,1.16639,,156
C5,1,509.079,0.142418,21.3624,0.552648,61154.4,4324.36,2.05209e+06,112256,697317,1.69646,411041,,,,1.22021,697317,,1.69646,,411041,,1.22021,,366
