PS0520_SL05_wellLabel,PS0520_SL05_wallTag,PS0520_SL05_PL_pos,PS0520_SL05_PL_pos_s,PS0520_SL05_PL_FWHM,PS0520_SL05_PL_FWHM_s,PS0520_SL05_PL_height,PS0520_SL05_PL_height_s,PS0520_SL05_PL_area,PS0520_SL05_PL_area_s,PS0520_SL05_PL_sum,PS0520_SL05_PL_OD390,'PS0520_SL05_PL_sum/OD390',PS0520_SL05_PL_ref_sum,PS0520_SL05_PL_ref_OD390,'PS0520_SL05_PL_ref_sum/OD390',PS0520_SL05_PL_FOM,PS0520_SL05_PL_sum_a,PS0520_SL05_PL_sum_b,PS0520_SL05_PL_OD390_a,PS0520_SL05_PL_OD390_b,'PS0520_SL05_PL_sum/OD390_a','PS0520_SL05_PL_sum/OD390_b',PS0520_SL05_PL_FOM_a,PS0520_SL05_PL_FOM_b,PS0520_SL05_conc
A11,1,509.015,0.145982,21.2151,0.565091,25832.2,1879.78,860849,48444,291713,1.03813,280997,,,,1.09532,,291713,,1.03813,,280997,,1.09532,258
A12,3,509.217,0.145398,21.2142,0.562837,24304.3,1761.62,809897,45396.8,274427,1.07076,256292,,,,0.999018,,274427,,1.07076,,256292,,0.999018,0
B1,1,509.246,0.144526,21.3883,0.561084,37089.7,2659.75,1.24609e+06,69132.3,421784,1.15378,365567,,,,1.42497,421784,,1.15378,,365567,,1.42497,,6.8
B2,1,510.228,0.147585,21.0779,0.570039,25910.4,1913.46,857869,48977.6,290735,0.949946,306054,,,,1.19299,290735,,0.949946,,306054,,1.19299,,11.4
B3,1,511.132,0.153568,20.8248,0.590614,200.018,15.4765,6542.87,391.149,2703,-0.0400892,,,,,,2703,,-0.0400892,,,,,,78
B4,1,510.393,0.29008,21.3798,1.12604,58.9214,8.48297,1978.77,220.398,1134,-0.0352522,,,,,,1134,,-0.0352522,,,,,,1764
B5,1,510.585,0.200783,21.0498,0.775136,106.306,10.6885,3515.01,273.201,1672,-0.0382135,,,,,,1672,,-0.0382135,,,,,,882
B6,2,,,,,,,,,,,,,,,,,,,,,,,,0
B7,1,509.233,0.145141,21.2159,0.561862,25784.6,1865.54,859293,48078.8,291101,1.06567,273163,,,,1.06478,,291101,,1.06567,,273163,,1.06478,6.8
B8,1,509.219,0.145129,21.1803,0.561481,25494.8,1846.18,848209,47496.2,287480,1.04664,274669,,,,1.07065,,287480,,1.04664,,274669,,1.07065,8
B9,1,509.206,0.14746,21.2399,0.571064,26761.2,1965.85,892847,50724.1,302000,1.05335,286704,,,,1.11756,,302000,,1.05335,,286704,,1.11756,90
B10,1,509.16,0.145103,21.2424,0.561956,28099.8,2031.03,937620,52412.6,317281,1.11563,284396,,,,1.10856,,317281,,1.11563,,284396,,1.10856,1248
B11,1,509.062,0.146356,21.2417,0.566792,29637.7,2160.69,988903,55756.5,334600,1.12735,296803,,,,1.15693,,334600,,1.12735,,296803,,1.15693,624
B12,2,,,,,,,,,,,,,,,,,,,,,,,,0
C1,1,509.026,0.144772,21.2681,0.560899,31379.5,2261.28,1.04832e+06,58428.5,354847,1.08253,327793,,,,1.27772,354847,,1.08253,,327793,,1.27772,,2.4
C2,1,509.691,0.149524,21.3135,0.57979,38993.6,2898.91,1.30547e+06,75071.9,441105,1.12633,391632,,,,1.52656,441105,,1.12633,,391632,,1.52656,,9.6
C3,1,509.443,0.144075,21.3069,0.558589,41640.2,2983.31,1.39364e+06,77232.6,472683,1.13476,416549,,,,1.62369,472683,,1.13476,,416549,,1.62369,,8
C4,1,510.855,0.141546,20.8333,0.544478,282.405,20.1368,9241.63,509.152,3591,-0.0261544,,,,,,3591,,-0.0261544,,,,,,132
C5,1,510.531,0.172317,21.1847,0.666731,155.05,13.33,5159.56,343.012,2235,-0.0189474,,,,,,2235,,-0.0189474,,,,,,1050
C6,3,509.417,0.146095,21.2993,0.566348,23451.4,1704.07,784612,44099,265413,1.10131,240997,,,,0.939397,265413,,1.10131,,240997,,0.939397,,0
C7,1,509.427,0.144112,21.2711,0.558398,25930.5,1860.05,866403,48068.5,293080,1.1084,264418,,,,1.03069,,293080,,1.1084,,264418,,1.03069,2.4
C8,1,509.4,0.147324,21.398,0.572046,25981.5,1898.78,873287,49376.7,294670,1.18201,249296,,,,0.971746,,294670,,1.18201,,249296,,0.971746,54.4
C9,1,509.261,0.148103,21.2993,0.574121,26173.6,1927.98,875688,49893.3,295942,1.1598,255166,,,,0.994629,,295942,,1.1598,,255166,,0.994629,22.8
C10,1,509.229,0.146093,21.277,0.566118,25901.4,1883.16,865673,48679.8,292745,1.09173,268148,,,,1.04523,,292745,,1.09173,,268148,,1.04523,66
C11,1,508.985,0.148589,21.2531,0.575542,28032.2,2074.16,935836,53553.7,316403,1.10757,285672,,,,1.11354,,316403,,1.10757,,285672,,1.11354,522
C12,3,509.269,0.143344,21.2539,0.555258,26966.8,1924.95,900302,49703.3,304869,1.08015,282246,,,,1.10018,,304869,,1.08015,,282246,,1.10018,0
D1,1,509.18,0.143624,21.3403,0.557134,35142.9,2507.61,1.17804e+06,65024.3,399321,1.09206,365657,,,,1.42532,399321,,1.09206,,365657,,1.42532,,5.6
D2,1,511.251,0.136501,21.2128,0.528343,345.575,23.514,11514.9,605.909,4325,-0.00587243,,,,,,4325,,-0.00587243,,,,,,45.8
D3,1,511.283,0.145516,21.0941,0.562129,311.79,22.6894,10331,581.229,3974,-0.0245141,,,,,,3974,,-0.0245141,,,,,,156
D4,1,510.754,0.184262,21.4124,0.715634,134.362,12.2765,4519.2,319.469,2020,-0.0249625,,,,,,2020,,-0.0249625,,,,,,366
D5,1,512.798,0.141642,20.8032,0.544279,336.438,24.0115,10994,606.177,4238,0.0132964,,,,,,4238,,0.0132964,,,,,,312
D6,2,,,,,,,,,,,,,,,,,,,,,,,,0
D7,1,509.472,0.146453,21.3711,0.568417,27025.3,1964.81,907227,51026.4,306315,1.18963,257487,,,,1.00367,,306315,,1.18963,,257487,,1.00367,3.4
D8,1,509.271,0.146171,21.2762,0.566416,26094.1,1898.24,872078,49067.6,294929,1.09536,269254,,,,1.04954,,294929,,1.09536,,269254,,1.04954,19.2
D9,1,509.312,0.144256,21.2316,0.558583,26424.6,1899.39,881270,48989.2,298412,1.11482,267678,,,,1.0434,,298412,,1.11482,,267678,,1.0434,78
D10,1,509.115,0.144804,21.1944,0.560345,28884.8,2086.15,961636,53707.3,325907,1.12088,290759,,,,1.13337,,325907,,1.12088,,290759,,1.13337,738
D11,1,508.977,0.145958,21.1882,0.564741,26512.5,1930.36,882400,49681.2,299128,1.0501,284857,,,,1.11036,,299128,,1.0501,,284857,,1.11036,366
D12,2,,,,,,,,,,,,,,,,,,,,,,,,0
E1,1,509.059,0.147304,21.3507,0.571497,31483.2,2303.35,1.05587e+06,59757.9,356741,1.06018,336490,,,,1.31162,356741,,1.06018,,336490,,1.31162,,2.8
E2,1,511.083,0.149381,21.1835,0.577938,493.395,36.7706,16417.7,946.137,5975,-0.0167464,,,,,,5975,,-0.0167464,,,,,,27.2
E3,1,511.63,0.157491,21.6759,0.61424,243.756,18.9007,8299.51,498.201,3196,-0.0264421,,,,,,3196,,-0.0264421,,,,,,22.8
E4,1,510.362,0.244029,21.3996,0.94759,74.8789,9.06421,2517.01,235.728,1304,-0.0233835,,,,,,1304,,-0.0233835,,,,,,186
E5,1,510.273,0.163687,21.6029,0.637769,157.975,12.7585,5360.67,335.117,2303,0.0143352,,,,,,2303,,0.0143352,,,,,,1482
E6,3,509.458,0.146549,21.2927,0.568049,23587.5,1719.6,788919,44486.4,266765,1.11975,238235,,,,0.928632,266765,,1.11975,,238235,,0.928632,,0
E7,1,509.424,0.146424,21.2945,0.567579,24413.8,1778.24,816627,46007.3,276017,1.11181,248259,,,,0.967705,,276017,,1.11181,,248259,,0.967705,5.6
E8,1,509.29,0.146541,21.26,0.567701,24978.1,1822.45,834147,47071.1,282162,1.10737,254803,,,,0.993211,,282162,,1.10737,,254803,,0.993211,11.4
E9,1,509.311,0.145994,21.2669,0.565645,28090,2041.47,938372,52745.9,317511,1.13547,279629,,,,1.08998,,317511,,1.13547,,279629,,1.08998,27.2
E10,1,509.136,0.145823,21.2365,0.564684,26565.6,1929.96,886181,49789.8,300048,1.08672,276105,,,,1.07625,,300048,,1.08672,,276105,,1.07625,216
E11,1,509.083,0.145819,21.1722,0.564063,28281.7,2058.14,940571,52927.9,318584,1.10323,288773,,,,1.12563,,318584,,1.10323,,288773,,1.12563,882
E12,3,509.315,0.149972,21.4426,0.582756,22266.7,1654.57,749986,43120.2,252811,1.0078,250855,,,,0.977822,,252811,,1.0078,,250855,,0.977822,0
F1,1,509.169,0.144047,21.3851,0.55919,33789.4,2415.24,1.13504e+06,62766.9,383736,1.12574,340873,,,,1.32871,383736,,1.12574,,340873,,1.32871,,4
F2,1,511.698,0.15419,21.5843,0.600438,645.303,49.104,21878.7,1288.58,7755,-0.0359261,,,,,,7755,,-0.0359261,,,,,,16.2
F3,1,510.956,0.152812,20.8741,0.588201,219.217,16.8558,7187.88,427.068,2915,-0.00980683,,,,,,2915,,-0.00980683,,,,,,108
F4,1,513.256,0.151099,20.9521,0.581918,330.596,25.0593,10880.4,637.366,4174,-0.0157974,,,,,,4174,,-0.0157974,,,,,,624
F5,1,510.315,0.240091,21.2267,0.929626,83.9166,10.0408,2798.01,258.911,1400,-0.0275033,,,,,,1400,,-0.0275033,,,,,,1248
F6,2,,,,,,,,,,,,,,,,,,,,,,,,0
F7,1,509.365,0.145276,21.2139,0.562374,26807.1,1941.46,893284,50030.6,302621,1.10396,274124,,,,1.06852,,302621,,1.10396,,274124,,1.06852,2
F8,1,509.264,0.146548,21.2994,0.568096,26502.3,1931.7,886690,49989.7,299897,1.10951,270297,,,,1.05361,,299897,,1.10951,,270297,,1.05361,38.4
F9,1,509.211,0.146431,21.267,0.567334,25620.1,1867.52,855868,48251.6,289616,1.01609,285029,,,,1.11103,,289616,,1.01609,,285029,,1.11103,132
F10,1,509.165,0.143501,21.2261,0.5556,30673.9,2193.56,1.02273e+06,56561.4,346446,1.14544,302457,,,,1.17897,,346446,,1.14544,,302457,,1.17897,1050
F11,1,509.062,0.147215,21.2297,0.570005,27853.9,2043.22,928857,52693.9,314417,1.11268,282576,,,,1.10147,,314417,,1.11268,,282576,,1.10147,1482
F12,2,,,,,,,,,,,,,,,,,,,,,,,,0
G1,1,509.182,0.141376,21.2976,0.548024,34389.9,2418.23,1.15049e+06,62574.9,390094,1.0732,363485,,,,1.41685,390094,,1.0732,,363485,,1.41685,,4.8
G2,1,511.022,0.145454,21.4294,0.565051,684.869,49.372,23053.6,1285.87,8206,-0.0174482,,,,,,8206,,-0.0174482,,,,,,38.4
G3,1,511.382,0.143146,21.1731,0.553687,465.582,33.2568,15484.6,855.278,5671,-0.0252881,,,,,,5671,,-0.0252881,,,,,,32.4
G4,1,511.657,0.140066,21.1187,0.541249,477.779,33.4408,15849.4,857.683,5822,0.00331261,,,,,,5822,,0.00331261,,,,,,90
G5,1,511.021,0.149432,21.2718,0.578986,339.245,25.231,11335.4,652.053,4284,-0.0135555,,,,,,4284,,-0.0135555,,,,,,738
G6,3,509.271,0.145077,21.2239,0.561689,23126.3,1672.11,770993,43110.9,261064,0.994426,262527,,,,1.02332,261064,,0.994426,,262527,,1.02332,,0
G7,1,509.204,0.144345,21.1777,0.558421,25131.4,1810.16,836018,46563.5,283630,1.02303,277245,,,,1.08069,,283630,,1.02303,,277245,,1.08069,4
G8,1,509.152,0.145948,21.2377,0.565183,24531.3,1783.65,818365,46018,277060,1.06018,261333,,,,1.01867,,277060,,1.06018,,261333,,1.01867,16.2
G9,1,509.155,0.144555,21.162,0.559087,25438.7,1835.74,845611,47184.6,286824,1.10562,259423,,,,1.01122,,286824,,1.10562,,259423,,1.01122,9.6
G10,1,509.091,0.146614,21.2821,0.568175,26684,1946.67,892043,50334.2,301620,1.05732,285268,,,,1.11196,,301620,,1.05732,,285268,,1.11196,186
G11,1,509.032,0.143426,21.1842,0.554915,25419.2,1818.87,845852,46802.6,286640,1.09369,262086,,,,1.0216,,286640,,1.09369,,262086,,1.0216,312
G12,3,509.287,0.147673,21.3748,0.573177,25428.7,1863.91,853780,48414.8,288264,1.04858,274908,,,,1.07158,,288264,,1.04858,,274908,,1.07158,0
H1,1,509.174,0.146231,21.3398,0.567242,33214.2,2413.03,1.11336e+06,62570.4,376676,1.05715,356313,,,,1.38889,376676,,1.05715,,356313,,1.38889,,3.4
H2,1,511.174,0.14204,21.168,0.549384,872.22,61.8333,29001.8,1589.79,10304,0.0021583,,,,,,10304,,0.0021583,,,,,,19.2
H3,1,511.337,0.145955,21.2269,0.56506,476.704,34.6691,15894.8,893.977,5853,-0.0369441,,,,,,5853,,-0.0369441,,,,,,66
H4,1,511.395,0.148699,20.9778,0.573305,260.888,19.4621,8596.73,495.67,3374,-0.0176478,,,,,,3374,,-0.0176478,,,,,,258
H5,1,510.439,0.178567,21.487,0.694399,149.781,13.2366,5055.38,345.716,2193,-0.0167255,,,,,,2193,,-0.0167255,,,,,,438
H6,2,,,,,,,,,,,,,,,,,,,,,,,,0
H7,1,509.239,0.149388,21.3664,0.579749,26526.4,1967.38,890285,51081.4,300491,1.05421,285038,,,,1.11107,,300491,,1.05421,,285038,,1.11107,4.8
H8,1,509.111,0.150629,21.3926,0.584808,25808.8,1928.68,867264,50140.7,292521,1.02359,285779,,,,1.11395,,292521,,1.02359,,285779,,1.11395,13.6
H9,1,509.103,0.146787,21.2764,0.568792,25390.1,1854.75,848560,47943.9,287104,1.0561,271853,,,,1.05967,,287104,,1.0561,,271853,,1.05967,156
H10,1,509.026,0.148469,21.254,0.575089,26758.6,1978.29,893353,51080.7,302110,1.05437,286532,,,,1.11689,,302110,,1.05437,,286532,,1.11689,438
H11,1,509.114,0.145683,21.2049,0.563845,29698.9,2157.36,989225,55569.3,335054,1.1587,289164,,,,1.12715,,335054,,1.1587,,289164,,1.12715,1764
H12,2,,,,,,,,,,,,,,,,,,,,,,,,0
