'0421_SL5_wellLabel','0421_SL5_wallTag','0421_SL5_PL_pos','0421_SL5_PL_pos_s','0421_SL5_PL_FWHM','0421_SL5_PL_FWHM_s','0421_SL5_PL_height','0421_SL5_PL_height_s','0421_SL5_PL_area','0421_SL5_PL_area_s','0421_SL5_PL_sum','0421_SL5_PL_OD390','0421_SL5_PL_sum/OD390','0421_SL5_PL_ref','0421_SL5_PL_FOM','0421_SL5_PL_sum/OD390_a','0421_SL5_PL_sum/OD390_b','0421_SL5_PL_FOM_a','0421_SL5_PL_FOM_b','0421_SL5_conc'
B9,1,513.543,0.146762,20.2974,0.522681,3456.06,238.945,110190,5821.03,38887,1.58034,24606.8,,1.07317,,24606.8,,1.07317,86
B10,1,513.174,0.144962,20.2395,0.515784,4138.19,283.087,131562,6875.81,46495,1.5868,29301.2,,1.27791,,29301.2,,1.27791,184
B11,1,513.403,0.145975,20.2564,0.519571,3664.1,252.301,116587,6133.44,41182,1.54005,26740.8,,1.16624,,26740.8,,1.16624,126
B12,2,,,,,,,,,,,,,,,,,,0
C1,1,513.337,0.145175,20.1579,0.516078,3181.5,218.602,100739,5287.36,35639,1.52274,23404.5,,1.02074,23404.5,,1.02074,,1
C2,1,513.391,0.146607,20.2244,0.521613,3129.58,216.666,99422.1,5258.52,35140,1.45966,24074,,1.04994,24074,,1.04994,,37.2
C3,1,513.523,0.147003,20.2987,0.523541,3264.13,226.034,104077,5506.84,36714,1.51196,24282.5,,1.05903,24282.5,,1.05903,,15.4
C4,1,513.542,0.144585,20.1925,0.514267,3276.67,223.992,103930,5427.44,36748,1.47388,24932.9,,1.08739,24932.9,,1.08739,,98
C5,1,513.609,0.144565,20.2456,0.514551,3230.66,220.421,102740,5355.54,36299,1.47915,24540.4,,1.07027,24540.4,,1.07027,,442
C6,3,513.717,0.146513,20.3158,0.52197,3132.71,216.113,99970.9,5269.81,35258,1.57985,22317.3,,0.973317,22317.3,,0.973317,,0
C7,1,513.739,0.145879,20.3276,0.519796,3155.93,216.689,100770,5287.05,35552,1.58496,22430.8,,0.97827,,22430.8,,0.97827,3.4
C8,1,513.645,0.14808,20.3456,0.527722,2963,206.371,94693.8,5039.9,33376,1.45243,22979.4,,1.00219,,22979.4,,1.00219,25.2
C9,1,513.655,0.147348,20.3345,0.525046,2856.15,198.023,91229.1,4833.27,32161,1.51987,21160.3,,0.922861,,21160.3,,0.922861,39.8
C10,1,513.495,0.148646,20.3197,0.52952,3379.22,236.444,107858,5766.65,38032,1.47622,25763.2,,1.1236,,25763.2,,1.1236,98
C11,1,512.622,0.144652,20.1786,0.514107,4074.59,278.611,129150,6745.72,45717,1.50624,30351.8,,1.32373,,30351.8,,1.32373,304
C12,3,513.56,0.146888,20.2923,0.523104,3123.75,216.197,99569.7,5265.47,35146,1.50535,23347.4,,1.01824,,23347.4,,1.01824,0
D1,1,513.362,0.143351,20.143,0.50951,3127.79,212.326,98965.2,5131.63,35032,1.47993,23671.4,,1.03238,23671.4,,1.03238,,32.4
D2,1,513.424,0.14561,20.2264,0.518088,3043.66,209.274,96701.8,5079.65,34175,1.44422,23663.3,,1.03202,23663.3,,1.03202,,12.8
D3,1,513.471,0.144577,20.1734,0.514096,3452.98,236.176,109419,5717.01,38693,1.51403,25556.3,,1.11458,25556.3,,1.11458,,40
D4,1,513.489,0.145722,20.2106,0.518407,3512.92,241.868,111524,5866.04,39437,1.50313,26236.6,,1.14425,26236.6,,1.14425,,126
D5,1,513.627,0.147046,20.288,0.523662,3091.34,214.226,98516,5216.36,34766,1.52721,22764.4,,0.992817,22764.4,,0.992817,,236
D6,2,,,,,,,,,,,,,,,,,,0
D7,1,513.755,0.144388,20.2371,0.513916,3104.07,211.609,98673.2,5139.22,34860,1.56046,22339.6,,0.974292,,22339.6,,0.974292,27.6
D8,1,513.682,0.146121,20.277,0.520315,3126.74,215.405,99590,5242.13,35176,1.56589,22463.9,,0.979712,,22463.9,,0.979712,35
D9,1,513.617,0.144076,20.2313,0.512723,3343.88,227.488,106266,5523.17,37571,1.54567,24307.3,,1.06011,,24307.3,,1.06011,40
D10,1,513.5,0.145665,20.2713,0.518596,3607.7,247.781,114877,6028.2,40581,1.52592,26594.4,,1.15986,,26594.4,,1.15986,112
D11,1,512.977,0.144651,20.2087,0.514416,4278.6,292.333,135818,7089.05,48040,1.54532,31087.4,,1.35581,,31087.4,,1.35581,208
D12,2,,,,,,,,,,,,,,,,,,0
E1,1,513.352,0.145617,20.2016,0.517934,3004.92,206.788,95353.9,5012.88,33712,1.44717,23295.1,,1.01596,23295.1,,1.01596,,8
E2,1,513.438,0.147575,20.2841,0.525457,3170.31,220.488,101013,5367.7,35645,1.42239,25059.9,,1.09293,25059.9,,1.09293,,23.8
E3,1,513.469,0.147799,20.2862,0.526276,3193.72,222.442,101769,5415.84,35914,1.50502,23862.7,,1.04072,23862.7,,1.04072,,39.8
E4,1,513.593,0.145958,20.3134,0.519938,3177.01,218.338,101373,5323.37,35765,1.48429,24095.8,,1.05088,24095.8,,1.05088,,46
E5,1,513.665,0.145927,20.2886,0.519693,3297.07,226.746,105075,5521.38,37084,1.5057,24629.2,,1.07415,24629.2,,1.07415,,162
E6,3,513.753,0.146162,20.3113,0.520702,3046.21,209.68,97189.2,5111.77,34280,1.51514,22624.9,,0.986735,22624.9,,0.986735,,0
E7,1,513.756,0.144325,20.2621,0.513849,2922.18,198.951,93005.8,4838,32864,1.5337,21428,,0.934533,,21428,,0.934533,1
E8,1,513.772,0.14467,20.3291,0.515506,2903.55,197.702,92718.4,4824.16,32720,1.5739,20789.1,,0.906671,,20789.1,,0.906671,20.4
E9,1,513.717,0.145888,20.3148,0.519739,2819.65,193.694,89976.1,4722.89,31747,1.46662,21646.3,,0.944057,,21646.3,,0.944057,23.8
E10,1,513.621,0.144515,20.2097,0.514153,3165.12,216.144,100478,5241.96,35523,1.52567,23283.5,,1.01546,,23283.5,,1.01546,52
E11,1,511.75,0.145502,20.0992,0.516314,5048.8,347.976,159400,8390.32,56496,1.53416,36825.3,,1.60605,,36825.3,,1.60605,442
E12,3,513.622,0.145749,20.2905,0.519058,3026.43,207.859,96459.2,5061.97,34070,1.49012,22863.9,,0.99716,,22863.9,,0.99716,0
F1,1,513.455,0.144651,20.2154,0.514616,2857.47,195.257,90736.9,4736.73,32078,1.47695,21719,,0.947227,21719,,0.947227,,14
F2,1,513.391,0.144194,20.2347,0.513093,3227.11,219.663,102572,5334.06,36256,1.5114,23988.3,,1.0462,23988.3,,1.0462,,10.6
F3,1,513.492,0.145141,20.2564,0.516631,3483.11,238.483,110828,5797.57,39155,1.50997,25931,,1.13092,25931,,1.13092,,76
F4,1,513.521,0.144358,20.2444,0.51378,3643.5,248.228,115863,6030.75,40956,1.47359,27793.4,,1.21215,27793.4,,1.21215,,208
F5,1,513.562,0.145277,20.2716,0.517237,3292.94,225.568,104855,5487.89,37025,1.46225,25320.6,,1.1043,25320.6,,1.1043,,184
F6,2,,,,,,,,,,,,,,,,,,0
F7,1,513.658,0.144084,20.1912,0.512513,2999.63,204.368,95136.9,4951.65,33640,1.47164,22858.9,,0.996941,,22858.9,,0.996941,30
F8,1,513.689,0.14612,20.2909,0.520402,2976.48,204.956,94868.8,4991.37,33473,1.46168,22900.3,,0.998745,,22900.3,,0.998745,10.6
F9,1,513.584,0.146225,20.2918,0.520748,3202.41,220.648,102075,5373.76,36048,1.512,23841.3,,1.03979,,23841.3,,1.03979,60
F10,1,512.953,0.144381,20.2514,0.513714,3884.93,264.544,123583,6429.25,43687,1.54447,28286,,1.23363,,28286,,1.23363,236
F11,1,512.355,0.145984,20.2294,0.519067,4126.71,284.213,131131,6899.24,46378,1.45085,31966.1,,1.39413,,31966.1,,1.39413,344
F12,2,,,,,,,,,,,,,,,,,,0
G1,1,513.357,0.146309,20.247,0.520685,2899.18,200.146,92205.5,4863.2,32564,1.47647,22055.3,,0.961893,22055.3,,0.961893,,3.4
G2,1,513.451,0.146911,20.3151,0.523295,3177.13,219.736,101385,5357.89,35770,1.5203,23528.3,,1.02613,23528.3,,1.02613,,22.6
G3,1,513.439,0.146991,20.315,0.523575,3221.44,222.921,102798,5435.5,36272,1.42929,25377.6,,1.10679,25377.6,,1.10679,,35
G4,1,513.483,0.14504,20.2192,0.516035,3101.69,212.492,98510.3,5155.85,34846,1.44718,24078.5,,1.05013,24078.5,,1.05013,,68
G5,1,513.528,0.143074,20.1966,0.508911,3061.02,207.03,97110,5017.51,34363,1.41028,24366.1,,1.06267,24366.1,,1.06267,,344
G6,3,513.618,0.146371,20.276,0.521176,3068.09,211.724,97717,5152.25,34501,1.50181,22973,,1.00192,22973,,1.00192,,0
G7,1,513.571,0.14756,20.3035,0.525573,3094.77,215.09,98700.4,5241.53,34825,1.47824,23558.4,,1.02745,,23558.4,,1.02745,8
G8,1,513.559,0.143834,20.1749,0.511489,3116.74,212.083,98771.4,5134.24,34946,1.50457,23226.6,,1.01298,,23226.6,,1.01298,12.8
G9,1,513.649,0.144252,20.265,0.513574,2923.96,198.937,93076.2,4838.37,32882,1.51464,21709.4,,0.946807,,21709.4,,0.946807,14
G10,1,513.517,0.145048,20.2501,0.51627,3315.41,226.91,105459,5514.43,37279,1.41436,26357.6,,1.14953,,26357.6,,1.14953,68
G11,1,511.703,0.146605,20.2018,0.520858,5022.17,347.507,159368,8423.39,56347,1.51099,37291.6,,1.62639,,37291.6,,1.62639,390
G12,3,513.539,0.143907,20.2575,0.51226,3219.05,218.529,102431,5312.77,36241,1.5176,23880.4,,1.04149,,23880.4,,1.04149,0
H1,1,513.535,0.145214,20.2446,0.51683,2788.48,191.103,88673.9,4642.93,31364,1.46427,21419.6,,0.934168,21419.6,,0.934168,,30
H2,1,513.557,0.143908,20.2208,0.51204,3005.99,204.328,95478.5,4958.18,33784,1.47523,22900.9,,0.998772,22900.9,,0.998772,,20.4
H3,1,513.503,0.148981,20.3519,0.530927,3122.71,218.749,99829.2,5343.87,35201,1.46039,24103.8,,1.05123,24103.8,,1.05123,,86
H4,1,513.519,0.145967,20.2592,0.519598,3207.55,220.848,102074,5369.65,36082,1.44817,24915.5,,1.08663,24915.5,,1.08663,,304
H5,1,513.554,0.147624,20.3196,0.5259,3046.64,211.717,97242.5,5163.58,34305,1.42404,24089.9,,1.05063,24089.9,,1.05063,,268
H6,2,,,,,,,,,,,,,,,,,,0
H7,1,513.571,0.146221,20.3087,0.520837,3048.06,209.884,97235.3,5116.01,34343,1.45346,23628.5,,1.0305,,23628.5,,1.0305,17.8
H8,1,513.579,0.144533,20.241,0.514401,3192.57,217.805,101506,5290.72,35887,1.47871,24269.1,,1.05844,,24269.1,,1.05844,22.6
H9,1,513.607,0.144891,20.2237,0.515573,3409.82,233.345,108321,5663.18,38308,1.49121,25689.1,,1.12037,,25689.1,,1.12037,46
H10,1,513.355,0.145106,20.2457,0.516393,3650.97,249.983,116108,6073.75,41078,1.47838,27785.8,,1.21181,,27785.8,,1.21181,144
H11,1,513.14,0.148479,20.3074,0.528723,4046.49,282.861,129078,6894.22,45582,1.50989,30189,,1.31662,,30189,,1.31662,162
H12,2,,,,,,,,,,,,,,,,,,0
