'0421_SL3_wellLabel','0421_SL3_wallTag','0421_SL3_PL_pos','0421_SL3_PL_pos_s','0421_SL3_PL_FWHM','0421_SL3_PL_FWHM_s','0421_SL3_PL_height','0421_SL3_PL_height_s','0421_SL3_PL_area','0421_SL3_PL_area_s','0421_SL3_PL_sum','0421_SL3_PL_OD390','0421_SL3_PL_sum/OD390','0421_SL3_PL_ref','0421_SL3_PL_FOM','0421_SL3_PL_sum/OD390_a','0421_SL3_PL_sum/OD390_b','0421_SL3_PL_FOM_a','0421_SL3_PL_FOM_b','0421_SL3_conc'
C3,1,513.658,0.14415,20.2391,0.51305,3194.31,217.372,101552,5279.71,35876,1.24576,28798.4,,1.31611,28798.4,,1.31611,,15.4
C4,1,513.555,0.145006,20.259,0.51619,3753.33,256.736,119441,6242.14,42165,1.11285,37889.3,,1.73157,37889.3,,1.73157,,52
C5,1,513.38,0.145201,20.3547,0.517432,4930.91,336.587,157657,8223.7,55660,0.945461,58870.8,,2.69045,58870.8,,2.69045,,268
C6,3,513.803,0.146888,20.3041,0.523259,2485.17,171.96,79260.8,4190.67,27966,1.34986,20717.7,,0.946817,20717.7,,0.946817,,0
C7,1,513.807,0.146723,20.3164,0.52275,2594.88,179.274,82810,4371.66,29202,1.28776,22676.6,,1.03634,,22676.6,,1.03634,3.4
C8,1,513.848,0.147056,20.3174,0.523958,2824.68,195.593,90147.9,4769.85,31781,1.28809,24673,,1.12758,,24673,,1.12758,17.8
C9,1,513.797,0.144723,20.2309,0.515082,2943.6,201.184,93543.5,4884.5,33060,1.29381,25552.5,,1.16777,,25552.5,,1.16777,14
C10,1,513.739,0.145846,20.307,0.519545,3577.05,245.721,114101,5989.1,40262,1.27203,31651.7,,1.44651,,31651.7,,1.44651,52
C11,1,513.552,0.144738,20.3053,0.515526,5238.19,357.071,167075,8702.24,58989,1.22489,48158.6,,2.20089,,48158.6,,2.20089,344
C12,3,513.675,0.146215,20.2539,0.520499,2665.35,183.883,84797.4,4469.69,29967,1.3106,22865.1,,1.04496,,22865.1,,1.04496,0
D1,1,513.516,0.147374,20.2985,0.524857,3294.31,228.7,105038,5571.72,37060,1.26975,29186.9,,1.33387,29186.9,,1.33387,,32.4
D2,1,513.599,0.143747,20.196,0.511325,3617.06,245.807,114747,5957.13,40567,1.31207,30918.4,,1.413,30918.4,,1.413,,27.6
D3,1,513.403,0.144508,20.2755,0.51447,4370.6,297.728,139198,7244.89,49169,1.02795,47832.2,,2.18598,47832.2,,2.18598,,98
D4,1,513.335,0.144812,20.268,0.515483,4761.13,325.084,151579,7907.45,53558,0.962812,55626.6,,2.54219,55626.6,,2.54219,,144
D5,1,513.325,0.14762,20.3579,0.526055,4914.59,341.012,157159,8333.14,55451,0.984178,56342.4,,2.5749,56342.4,,2.5749,,236
D6,2,,,,,,,,,,,,,,,,,,0
D7,1,513.864,0.143083,20.2233,0.509219,3367.44,227.614,106972,5524.05,37845,1.37128,27598.3,,1.26127,,27598.3,,1.26127,39.8
D8,1,513.831,0.145029,20.2479,0.51629,3220.62,220.459,102433,5357.15,36163,1.37458,26308.4,,1.20232,,26308.4,,1.20232,30
D9,1,513.85,0.143936,20.3004,0.512735,3634.35,246.463,115891,6005.18,40924,1.311,31215.9,,1.4266,,31215.9,,1.4266,68
D10,1,513.691,0.145219,20.3601,0.517632,4411.24,301.163,141078,7360.34,49759,1.27748,38951,,1.7801,,38951,,1.7801,144
D11,1,513.56,0.144528,20.3054,0.51478,5612.24,382.013,179006,9310.17,63179,1.29719,48704.6,,2.22584,,48704.6,,2.22584,442
D12,2,,,,,,,,,,,,,,,,,,0
E1,1,513.468,0.144075,20.1436,0.512121,2596.2,177.139,82147.9,4281.37,29058,1.28368,22636.4,,1.03451,22636.4,,1.03451,,3.4
E2,1,513.581,0.14594,20.3277,0.519962,3593.54,246.81,114744,6021.98,40489,1.25259,32324.2,,1.47725,32324.2,,1.47725,,39.8
E3,1,513.593,0.145766,20.2759,0.519014,3280.43,225.438,104479,5485.95,36880,1.23533,29854.4,,1.36437,29854.4,,1.36437,,25.2
E4,1,513.547,0.145923,20.3255,0.519872,4109.24,282.21,131196,6884.88,46302,1.1271,41080.8,,1.87743,41080.8,,1.87743,,68
E5,1,513.436,0.146347,20.319,0.521305,3682.24,253.656,117526,6186.18,41494,1.05955,39161.9,,1.78974,39161.9,,1.78974,,112
E6,3,513.835,0.145204,20.2164,0.516714,2490.9,170.899,79100.7,4146.14,27956,1.31471,21264.1,,0.971786,21264.1,,0.971786,,0
E7,1,513.926,0.146247,20.3192,0.521113,2412.32,166.12,76994.6,4051.49,27158,1.32665,20471.1,,0.935546,,20471.1,,0.935546,5.6
E8,1,513.996,0.146672,20.3576,0.522898,2622.76,180.907,83869.9,4420.84,29551,1.34941,21899.1,,1.00081,,21899.1,,1.00081,22.6
E9,1,513.934,0.144906,20.3075,0.516262,2751.35,187.805,87765.4,4577.64,30974,1.28232,24154.7,,1.10389,,24154.7,,1.10389,19
E10,1,513.773,0.148865,20.4402,0.531178,3994.54,278.816,128254,6842.06,45133,1.28477,35129.3,,1.60544,,35129.3,,1.60544,98
E11,1,513.737,0.143674,20.3302,0.511953,4216.59,285.113,134655,6957.46,47548,1.25597,37857.5,,1.73012,,37857.5,,1.73012,112
E12,3,513.676,0.147007,20.2817,0.523496,2613.41,181.102,83259.3,4408.39,29414,1.31374,22389.5,,1.02322,,22389.5,,1.02322,0
F1,1,513.457,0.145374,20.1573,0.516824,2508.68,172.628,79432.4,4175.28,28102,1.24855,22507.7,,1.02862,22507.7,,1.02862,,10.6
F2,1,513.644,0.145078,20.2204,0.516229,3252.65,222.908,103311,5408.96,36509,1.24969,29214.4,,1.33512,29214.4,,1.33512,,23.8
F3,1,513.534,0.146235,20.3188,0.520938,3861.14,265.797,123235,6482.26,43485,1.14298,38045.1,,1.7387,38045.1,,1.7387,,46
F4,1,513.337,0.144964,20.3025,0.516244,4591.79,313.478,146437,7638.67,51736,0.976369,52988.2,,2.42161,52988.2,,2.42161,,126
F5,1,513.354,0.144703,20.3043,0.515331,4788.06,326.274,152710,7951.16,53962,0.958724,56285.2,,2.57228,56285.2,,2.57228,,184
F6,2,,,,,,,,,,,,,,,,,,0
F7,1,513.865,0.145921,20.2831,0.5197,3107.47,213.767,99006.1,5203.94,34937,1.28879,27108.4,,1.23888,,27108.4,,1.23888,37.2
F8,1,513.88,0.147152,20.3044,0.524227,2845.78,197.275,90763.3,4807.68,32011,1.25246,25558.5,,1.16805,,25558.5,,1.16805,12.8
F9,1,513.85,0.14659,20.3289,0.522371,3484.43,240.418,111266,5866.42,39234,1.31125,29921.1,,1.36742,,29921.1,,1.36742,46
F10,1,513.588,0.143235,20.2609,0.509909,5692.76,384.624,181177,9352.5,64034,1.27942,50049.4,,2.2873,,50049.4,,2.2873,390
F11,1,513.65,0.146809,20.3826,0.523432,4469.86,308.261,143111,7542.46,50451,1.28323,39315.6,,1.79676,,39315.6,,1.79676,126
F12,2,,,,,,,,,,,,,,,,,,0
G1,1,513.47,0.147053,20.2559,0.523428,2222.41,154.171,70712.4,3747.81,24970,1.23232,20262.6,,0.926018,20262.6,,0.926018,,5.6
G2,1,513.584,0.144541,20.3021,0.514813,3371.85,229.565,107529,5593.85,37979,1.19405,31806.9,,1.4536,31806.9,,1.4536,,35
G3,1,513.62,0.146716,20.3113,0.522634,3419.23,236.227,109090,5758.91,38492,1.17767,32684.8,,1.49372,32684.8,,1.49372,,37.2
G4,1,513.46,0.143451,20.2204,0.510379,3976.31,269.409,126296,6537.28,44681,1.11761,39979.2,,1.82708,39979.2,,1.82708,,76
G5,1,513.276,0.146674,20.4053,0.522969,4728.09,325.429,151547,7971.56,53445,0.93358,57247.4,,2.61626,57247.4,,2.61626,,304
G6,3,513.674,0.143722,20.1161,0.510759,2430.22,165.59,76790.9,3996.6,27185,1.21823,22315.1,,1.01982,22315.1,,1.01982,,0
G7,1,513.769,0.14485,20.2775,0.515819,2329.89,159.12,74211.2,3872.47,26206,1.21089,21642,,0.989059,,21642,,0.989059,8
G8,1,513.805,0.143931,20.2664,0.512487,2963.3,201.176,94334.5,4893.2,33324,1.29194,25793.7,,1.17879,,25793.7,,1.17879,27.6
G9,1,513.832,0.143873,20.2613,0.51226,2659.2,180.494,84632.7,4389.03,29895,1.27037,23532.5,,1.07546,,23532.5,,1.07546,10.6
G10,1,513.711,0.145863,20.3251,0.519713,3787.26,260.025,120914,6343.6,42689,1.19649,35678.4,,1.63054,,35678.4,,1.63054,86
G11,1,513.622,0.144463,20.3372,0.514772,4782.92,325.078,152793,7935.51,53932,1.2653,42623.8,,1.94795,,42623.8,,1.94795,208
G12,3,513.729,0.149247,20.421,0.532404,2373.77,166.217,76144.1,4074.92,26812,1.29563,20694.1,,0.94574,,20694.1,,0.94574,0
H1,1,513.693,0.146234,20.2883,0.520793,2339.79,161.255,74566.2,3926.59,26338,1.22177,21557.2,,0.985183,21557.2,,0.985183,,17.8
H2,1,513.668,0.144556,20.2639,0.514654,2793.36,190.462,88913.9,4631.97,31422,1.22919,25563.2,,1.16826,25563.2,,1.16826,,22.6
H3,1,513.443,0.143758,20.2922,0.511916,3690.25,249.942,117626,6087.25,41593,1.10199,37743.7,,1.72492,37743.7,,1.72492,,60
H4,1,513.234,0.145925,20.4073,0.520297,4717.6,323.017,151226,7913.25,53323,0.886063,60179.7,,2.75027,60179.7,,2.75027,,442
H5,1,513.243,0.14708,20.4144,0.524463,4675.16,322.569,149917,7905.12,52883,0.922033,57354.8,,2.62117,57354.8,,2.62117,,208
H6,2,,,,,,,,,,,,,,,,,,0
H7,1,513.724,0.142755,20.2387,0.508103,3007.7,202.705,95617.1,4923.36,33825,1.2582,26883.7,,1.22861,,26883.7,,1.22861,35
H8,1,513.715,0.146074,20.2893,0.520236,2798.64,192.663,89193.5,4691.63,31502,1.29754,24278.2,,1.10954,,24278.2,,1.10954,23.8
H9,1,513.712,0.144882,20.2967,0.516039,3494.16,238.52,111401,5810.52,39357,1.20735,32597.8,,1.48975,,32597.8,,1.48975,76
H10,1,513.496,0.147694,20.348,0.526311,5223.12,362.768,166945,8860.4,58885,1.26994,46368.3,,2.11907,,46368.3,,2.11907,304
H11,1,513.592,0.145275,20.3268,0.517588,4889.45,334.296,156117,8156.19,55125,1.30423,42266.3,,1.93161,,42266.3,,1.93161,162
H12,2,,,,,,,,,,,,,,,,,,0
