ligand_label,ligand_identifier,ligand_smiles,complexity_BertzCT,is_taught,cas_number,rank_average_pred_std_top2%mu,cluster,fisher-price,fisher-avail,fisher-url
POOL-00027907,"InChI=1S/C16H17NO2/c1-12-3-7-14(8-4-12)16(18)17-11-13-5-9-15(19-2)10-6-13/h3-10H,11H2,1-2H3,(H,17,18)",COc1ccc(CNC(=O)c2ccc(C)cc2)cc1,543.9665458095296,False,['288154-96-1'],0.1785975809,0,,,
POOL-00023424,"InChI=1S/C14H13NO3/c1-9(16)11-3-5-12(6-4-11)15-14(17)13-7-8-18-10(13)2/h3-8H,1-2H3,(H,15,17)",CC(=O)c1ccc(NC(=O)c2ccoc2C)cc1,581.3415018720161,False,['424807-56-7'],0.165822936,0,,,
POOL-00035937,"InChI=1S/C15H15NO2/c1-11-7-3-4-8-12(11)15(17)16-13-9-5-6-10-14(13)18-2/h3-10H,1-2H3,(H,16,17)",COc1ccccc1N=C(O)c1ccccc1C,576.2112141459352,False,['55814-34-1'],0.1610839715,0,,,
POOL-00034428,"InChI=1S/C15H12FNO2/c1-10(18)11-6-3-5-9-14(11)17-15(19)12-7-2-4-8-13(12)16/h2-9H,1H3,(H,17,19)",CC(=O)c1ccccc1N=C(O)c1ccccc1F,650.0987633790619,False,['194783-80-7'],0.1871030293,0,,,
POOL-00005373,"InChI=1S/C15H18N2O2/c1-9(2)12-5-7-13(8-6-12)17-11(4)14(15(18)19)10(3)16-17/h5-9H,1-4H3,(H,18,19)",Cc1nn(-c2ccc(C(C)C)cc2)c(C)c1C(=O)O,609.8209663243832,False,['1171764-30-9'],0.1855589429,0,,,
POOL-00019912,"InChI=1S/C15H15NO2/c1-18-14-9-7-12(8-10-14)11-16-15(17)13-5-3-2-4-6-13/h2-10H,11H2,1H3,(H,16,17)",COc1ccc(CN=C(O)c2ccccc2)cc1,517.949682051087,False,['41882-10-4'],0.1821337183,0,,,
POOL-00038222,"InChI=1S/C15H15NO2/c1-2-18-14-11-7-6-10-13(14)16-15(17)12-8-4-3-5-9-12/h3-11H,2H2,1H3,(H,16,17)",CCOc1ccccc1N=C(O)c1ccccc1,535.199682051087,False,['21118-80-9'],0.1973917005,0,,,
POOL-00021052,"InChI=1S/C14H15NO2/c1-10-8-11(2)15-13(10)14(16)17-9-12-6-4-3-5-7-12/h3-8,15H,9H2,1-2H3",Cc1cc(C)c(C(=O)OCc2ccccc2)[nH]1,514.2734092194171,False,['40236-19-9'],0.1493513955,0,,,
POOL-00034031,"InChI=1S/C14H15NO2S/c1-11-8-9-14(12(2)10-11)15-18(16,17)13-6-4-3-5-7-13/h3-10,15H,1-2H3",Cc1ccc(NS(=O)(=O)c2ccccc2)c(C)c1,648.7491386499589,False,['25116-90-9'],0.1724915745,0,,,
POOL-00029488,"InChI=1S/C15H17NOS/c1-11-5-6-13(10-12(11)2)16-8-7-14(17)15-4-3-9-18-15/h3-6,9-10,16H,7-8H2,1-2H3",Cc1ccc(NCCC(=O)c2cccs2)cc1C,531.431559370187,False,['338988-74-2'],0.1975594659,0,,,
POOL-00030813,"InChI=1S/C14H15NO2S/c1-11-8-9-12(2)14(10-11)15-18(16,17)13-6-4-3-5-7-13/h3-10,15H,1-2H3",Cc1ccc(C)c(NS(=O)(=O)c2ccccc2)c1,648.749138649959,False,['88681-01-0'],0.1496783489,0,,,
POOL-00038073,"InChI=1S/C15H15NO2/c17-14-9-5-4-8-13(14)15(18)16-11-10-12-6-2-1-3-7-12/h1-9,17H,10-11H2,(H,16,18)",OC(=NCCc1ccccc1)c1ccccc1O,535.199682051087,False,['2819-61-6'],0.144666743,0,,,
POOL-00016120,"InChI=1S/C15H18N2O2/c1-10-12(14(18)19)13(15(2,3)4)17(16-10)11-8-6-5-7-9-11/h5-9H,1-4H3,(H,18,19)",Cc1nn(-c2ccccc2)c(C(C)(C)C)c1C(=O)O,607.0660788222198,False,['956758-73-9'],0.1645064759,0,,,
POOL-00021031,"InChI=1S/C14H15NO2S/c1-17-12-6-4-11(5-7-12)15-9-8-13(16)14-3-2-10-18-14/h2-7,10,15H,8-9H2,1H3",COc1ccc(NCCC(=O)c2cccs2)cc1,491.0223602288074,False,['93523-16-1'],0.1876220203,0,,,
POOL-00029166,"InChI=1S/C13H13NO2S/c1-2-16-13(15)12-10(14)8-11(17-12)9-6-4-3-5-7-9/h3-8H,2,14H2,1H3",CCOC(=O)c1sc(-c2ccccc2)cc1N,519.4706617923894,False,['88534-50-3'],0.1636367982,0,,,
POOL-00031777,"InChI=1S/C14H15NO2S/c1-3-17-14(16)11-9(2)12(18-13(11)15)10-7-5-4-6-8-10/h4-8H,3,15H2,1-2H3",CCOC(=O)c1c(N)sc(-c2ccccc2)c1C,560.6730103519731,False,['4815-38-7'],0.1758074623,0,,,
POOL-00030283,"InChI=1S/C16H17NO3/c1-11-4-6-12(7-5-11)16(18)17-14-10-13(19-2)8-9-15(14)20-3/h4-10H,1-3H3,(H,17,18)",COc1ccc(OC)c(NC(=O)c2ccc(C)cc2)c1,605.6190917574405,False,['262436-41-9'],0.1865100106,0,,,
POOL-00027988,"InChI=1S/C17H21NO/c1-12(2)16-9-4-13(3)10-17(16)19-11-14-5-7-15(18)8-6-14/h4-10,12H,11,18H2,1-3H3",Cc1ccc(C(C)C)c(OCc2ccc(N)cc2)c1,543.6885649510389,False,['329063-78-7'],0.192270379,0,,,
POOL-00031728,"InChI=1S/C16H17NO2/c1-3-19-15-10-8-14(9-11-15)17-16(18)13-6-4-12(2)5-7-13/h4-11H,3H2,1-2H3,(H,17,18)",CCOc1ccc(N=C(O)c2ccc(C)cc2)cc1,556.3077339995094,False,['88234-27-9'],0.2056655197,0,,,
POOL-00029521,"InChI=1S/C17H17NO2/c1-20-16-10-7-15(8-11-16)13-18-17(19)12-9-14-5-3-2-4-6-14/h2-12H,13H2,1H3,(H,18,19)",COc1ccc(CN=C(O)C=Cc2ccccc2)cc1,586.1468859626752,False,['349426-61-5'],0.1823676981,0,,,
POOL-00033103,"InChI=1S/C15H17NO2S/c1-11-9-12(2)15(13(3)10-11)16-19(17,18)14-7-5-4-6-8-14/h4-10,16H,1-3H3",Cc1cc(C)c(NS(=O)(=O)c2ccccc2)c(C)c1,668.3355556010563,False,['16939-28-9'],0.1835810338,0,,,
POOL-00037785,"InChI=1S/C15H15NO2/c1-2-18-14-10-8-13(9-11-14)16-15(17)12-6-4-3-5-7-12/h3-11H,2H2,1H3,(H,16,17)",CCOc1ccc(NC(=O)c2ccccc2)cc1,505.7766276810372,False,['15437-14-6'],0.2030206451,0,,,
POOL-00032310,"InChI=1S/C16H17NO3/c1-11-5-4-6-12(9-11)16(18)17-14-8-7-13(19-2)10-15(14)20-3/h4-10H,1-3H3,(H,17,18)",COc1ccc(N=C(O)c2cccc(C)c2)c(OC)c1,635.3691533454951,False,['328270-05-9'],0.191821179,0,,,
POOL-00032847,"InChI=1S/C14H15NO3S/c1-11-8-9-12(10-14(11)18-2)15-19(16,17)13-6-4-3-5-7-13/h3-10,15H,1-2H3",COc1cc(NS(=O)(=O)c2ccccc2)ccc1C,666.3453617538426,False,['6955-46-0'],0.1460370224,0,,,
POOL-00033229,"InChI=1S/C15H17NO2S/c1-11-7-9-14(10-8-11)19(17,18)16-15-12(2)5-4-6-13(15)3/h4-10,16H,1-3H3",Cc1ccc(S(=O)(=O)Nc2c(C)cccc2C)cc1,668.3355556010563,False,['4703-15-5'],0.1915234476,0,,,
POOL-00034329,"InChI=1S/C14H16BrNO3/c15-9-5-7-10(8-6-9)16-13(17)11-3-1-2-4-12(11)14(18)19/h5-8,11-12H,1-4H2,(H,16,17)(H,18,19)",O=C(O)C1CCCCC1C(=O)Nc1ccc(Br)cc1,472.0843502591884,False,['101937-42-2'],0.1942536907,0,,,
POOL-00022624,"InChI=1S/C16H19NO2S/c1-3-13-9-8-10-14(4-2)16(13)17-20(18,19)15-11-6-5-7-12-15/h5-12,17H,3-4H2,1-2H3",CCc1cccc(CC)c1NS(=O)(=O)c1ccccc1,656.6279897536324,False,['106291-28-5'],0.184063493,0,,,
POOL-00024697,"InChI=1S/C16H15NO2/c1-12-7-9-14(15(18)11-12)17-16(19)10-8-13-5-3-2-4-6-13/h2-11,18H,1H3,(H,17,19)",Cc1ccc(N=C(O)C=Cc2ccccc2)c(O)c1,615.900989207503,False,['726161-56-4'],0.2061568708,0,,,
POOL-00035853,"InChI=1S/C17H18N2O2/c1-12(20)18-16-7-3-14(4-8-16)11-15-5-9-17(10-6-15)19-13(2)21/h3-10H,11H2,1-2H3,(H,18,20)(H,19,21)",CC(O)=Nc1ccc(Cc2ccc(N=C(C)O)cc2)cc1,588.6943929864825,False,['2719-05-3'],0.1908632933,0,,,
POOL-00028867,"InChI=1S/C16H19NOS/c1-12(2)13-5-7-14(8-6-13)17-10-9-15(18)16-4-3-11-19-16/h3-8,11-12,17H,9-10H2,1-2H3",CC(C)c1ccc(NCCC(=O)c2cccs2)cc1,514.1917785359448,False,['346445-29-2'],0.2054795495,0,,,
POOL-00019151,"InChI=1S/C14H18N2O3/c1-19-12-5-3-11(4-6-12)13-7-8-14(18)16(15-13)9-2-10-17/h3-6,17H,2,7-10H2,1H3",COc1ccc(C2=NN(CCCO)C(=O)CC2)cc1,468.08435025918845,False,['20072-61-1'],0.1451402328,0,,,
POOL-00030759,"InChI=1S/C14H15NOS/c1-9-7-10(2)13(11(3)8-9)15-14(16)12-5-4-6-17-12/h4-8H,1-3H3,(H,15,16)",Cc1cc(C)c(NC(=O)c2cccs2)c(C)c1,520.3498949295507,False,['70608-30-9'],0.1667188552,0,,,
POOL-00007493,"InChI=1S/C16H24N2O2/c1-16(2,3)20-15(19)18-10-8-13(9-11-18)12-4-6-14(17)7-5-12/h4-7,13H,8-11,17H2,1-3H3",CC(C)(C)OC(=O)N1CCC(c2ccc(N)cc2)CC1,454.3603708081505,False,['170011-57-1'],0.1890588725,0,,,
POOL-00018332,"InChI=1S/C14H14N2O/c1-10-3-5-12(6-4-10)14(17)16-13-9-11(2)7-8-15-13/h3-9H,1-2H3,(H,15,16,17)",Cc1ccc(C(=O)Nc2cc(C)ccn2)cc1,532.1734028495391,False,['70013-29-5'],0.1460613316,0,,,
POOL-00037995,"InChI=1S/C14H14N2O2/c17-16(18)11-14(12-7-3-1-4-8-12)15-13-9-5-2-6-10-13/h1-10,14-15H,11H2",O=[N+]([O-])CC(Nc1ccccc1)c1ccccc1,499.717145512792,False,['21080-09-1'],0.1558095432,0,,,
POOL-00037645,"InChI=1S/C13H12BrNO2S/c1-10-2-8-13(9-3-10)18(16,17)15-12-6-4-11(14)5-7-12/h2-9,15H,1H3",Cc1ccc(S(=O)(=O)Nc2ccc(Br)cc2)cc1,633.6963912229312,False,['32857-48-0'],0.1961133395,0,,,
POOL-00038327,"InChI=1S/C14H13NO3/c1-17-12-9-7-11(8-10-12)15-14(16)18-13-5-3-2-4-6-13/h2-10H,1H3,(H,15,16)",COc1ccc(NC(=O)Oc2ccccc2)cc1,508.3221302041951,False,['20950-96-3'],0.1989489377,0,"$70.90
Each of 1/1mL",Check Availability,
POOL-00004902,"InChI=1S/C13H16BrNO3/c1-13(2,3)18-12(17)15-8-11(16)9-5-4-6-10(14)7-9/h4-7H,8H2,1-3H3,(H,15,17)",CC(C)(C)OC(O)=NCC(=O)c1cccc(Br)c1,463.549315318545,False,['339185-69-2'],0.1804595509,0,,,
POOL-00017136,"InChI=1S/C13H18N2OS/c1-17-12-8-6-11(7-9-12)15-13(16)14-10-4-2-3-5-10/h6-10H,2-5H2,1H3,(H2,14,15,16)",CSc1ccc(NC(O)=NC2CCCC2)cc1,382.91086522375423,False,['197456-07-8'],0.1890574092,0,,,
POOL-00034404,"InChI=1S/C14H13NOS/c1-17-13-10-6-5-9-12(13)15-14(16)11-7-3-2-4-8-11/h2-10H,1H3,(H,15,16)",CSc1ccccc1N=C(O)c1ccccc1,522.7552359816526,False,['51942-32-6'],0.1859596932,0,,,
POOL-00032379,"InChI=1S/C14H14BrNO2S/c1-10-3-6-13(7-4-10)19(17,18)16-12-5-8-14(15)11(2)9-12/h3-9,16H,1-2H3",Cc1ccc(S(=O)(=O)Nc2ccc(Br)c(C)c2)cc1,693.885945626378,False,['329941-45-9'],0.2077915384,0,,,
POOL-00030708,"InChI=1S/C13H12BrNO2S/c1-10-4-2-3-5-13(10)15-18(16,17)12-8-6-11(14)7-9-12/h2-9,15H,1H3",Cc1ccccc1NS(=O)(=O)c1ccc(Br)cc1,650.9463912229312,False,['7455-02-9'],0.1833753063,0,,,
POOL-00026734,"InChI=1S/C13H15Br2NO3/c14-9-3-4-12(11(15)6-9)19-8-13(17)16-7-10-2-1-5-18-10/h3-4,6,10H,1-2,5,7-8H2,(H,16,17)",OC(COc1ccc(Br)cc1Br)=NCC1CCCO1,459.2015932875905,False,['304890-22-0'],0.173794667,0,,,
POOL-00029131,"InChI=1S/C14H12FNO/c1-10-5-7-13(8-6-10)16-14(17)11-3-2-4-12(15)9-11/h2-9H,1H3,(H,16,17)",Cc1ccc(NC(=O)c2cccc(F)c2)cc1,534.1734028495391,False,['398-80-1'],0.1873199071,0,,,
POOL-00034408,"InChI=1S/C15H17NO2/c1-15(2,3)16-14(17)18-13-9-8-11-6-4-5-7-12(11)10-13/h4-10H,1-3H3,(H,16,17)",CC(C)(C)N=C(O)Oc1ccc2ccccc2c1,582.308449796262,False,['61382-92-1'],0.2018685488,0,,,
POOL-00024786,"InChI=1S/C16H14BrNO2/c1-20-15-4-2-3-12(11-15)5-10-16(19)18-14-8-6-13(17)7-9-14/h2-11H,1H3,(H,18,19)",COc1cccc(C=CC(=O)Nc2ccc(Br)cc2)c1,620.628928349822,False,['876544-18-2'],0.2013471046,0,,,
POOL-00029493,"InChI=1S/C16H20N2O/c1-18(2)15-8-4-13(5-9-15)12-17-14-6-10-16(19-3)11-7-14/h4-11,17H,12H2,1-3H3",COc1ccc(NCc2ccc(N(C)C)cc2)cc1,503.277071842468,False,['13159-99-4'],0.1963860031,0,,,
POOL-00036620,"InChI=1S/C12H11NO3S/c13-11-8-4-5-9-12(11)17(14,15)16-10-6-2-1-3-7-10/h1-9H,13H2",Nc1ccccc1S(=O)(=O)Oc1ccccc1,608.6576847446768,False,['68227-69-0'],0.1460953963,0,,,
POOL-00020218,"InChI=1S/C14H20N2O2/c1-14(2,3)18-13(17)16-12-8-4-7-11-10(12)6-5-9-15-11/h4,7-8,15H,5-6,9H2,1-3H3,(H,16,17)",CC(C)(C)OC(O)=Nc1cccc2c1CCCN2,461.3520627455728,False,['885951-72-4'],0.1754637281,0,,,
POOL-00039766,"InChI=1S/C14H12N2O2/c17-13(15-11-7-3-1-4-8-11)14(18)16-12-9-5-2-6-10-12/h1-10H,(H,15,17)(H,16,18)",O=C(Nc1ccccc1)C(=O)Nc1ccccc1,486.7351541205121,False,['620-81-5'],0.1559898886,0,"$69.30
Each of 1/25 g",Check Availability,
POOL-00024624,"InChI=1S/C13H13NOS/c1-9-5-3-6-11(10(9)2)14-13(15)12-7-4-8-16-12/h3-8H,1-2H3,(H,14,15)",Cc1cccc(NC(=O)c2cccs2)c1C,502.6560752736545,False,['349097-45-6'],0.1536104403,0,,,
POOL-00033693,"InChI=1S/C15H14O3/c1-11(12-7-3-2-4-8-12)18-15(17)13-9-5-6-10-14(13)16/h2-11,16H,1H3",CC(OC(=O)c1ccccc1O)c1ccccc1,534.4447945489236,False,['74483-19-5'],0.1684820045,0,,,
POOL-00018001,"InChI=1S/C17H21NOS/c1-3-13(2)14-6-8-15(9-7-14)18-11-10-16(19)17-5-4-12-20-17/h4-9,12-13,18H,3,10-11H2,1-2H3",CCC(C)c1ccc(NCCC(=O)c2cccs2)cc1,530.6274641379198,False,['892154-93-7'],0.1962239963,0,,,
POOL-00018646,"InChI=1S/C11H14BrNO2/c1-3-7-5-8(12)6-9(10(7)13)11(14)15-4-2/h5-6H,3-4,13H2,1-2H3",CCOC(=O)c1cc(Br)cc(CC)c1N,377.0958253198427,False,['34921-62-5'],0.166250384,0,,,
POOL-00035606,"InChI=1S/C16H20N2/c1-11-9-15(17)7-5-13(11)3-4-14-6-8-16(18)10-12(14)2/h5-10H,3-4,17-18H2,1-2H3",Cc1cc(N)ccc1CCc1ccc(N)cc1C,507.5185730206647,False,"['54628-21-6', '22856-62-8']",0.2112927144,0,,,
POOL-00039111,"InChI=1S/C16H20N2O3/c1-9(2)16(4)15(20)17-13(18-16)12-8-10(3)6-7-11(12)14(19)21-5/h6-9H,1-5H3,(H,17,18,20)",COC(=O)c1ccc(C)cc1C1=NC(=O)C(C)(C(C)C)N1,634.4093015647204,False,['69969-22-8'],0.1465341594,0,,,
POOL-00024323,"InChI=1S/C13H13NO4S/c1-18-13-9-10(15)7-8-12(13)14-19(16,17)11-5-3-2-4-6-11/h2-9,14-15H,1H3",COc1cc(O)ccc1NS(=O)(=O)c1ccccc1,668.2975018289784,False,['50994-50-8'],0.1551048507,0,,,
POOL-00003645,"InChI=1S/C15H22N2O2/c1-15(2,3)19-14(18)17-10-11-6-7-13-12(9-11)5-4-8-16-13/h6-7,9,16H,4-5,8,10H2,1-3H3,(H,17,18)",CC(C)(C)OC(O)=NCc1ccc2c(c1)CCCN2,475.5241852295402,False,['1269152-71-7'],0.1856329329,0,,,
POOL-00028214,"InChI=1S/C17H18N2O2/c20-16(18-12-14-7-3-1-4-8-14)11-17(21)19-13-15-9-5-2-6-10-15/h1-10H,11-13H2,(H,18,20)(H,19,21)",OC(CC(O)=NCc1ccccc1)=NCc1ccccc1,551.7019390334998,False,['10255-99-9'],0.1557057365,0,,,
POOL-00003575,"InChI=1S/C13H13BrN2O2/c1-3-18-13(17)9-6-16-12-8(11(9)15)4-7(2)5-10(12)14/h4-6H,3H2,1-2H3,(H2,15,16)",CCOC(=O)c1cnc2c(Br)cc(C)cc2c1N,625.9076205717968,False,['1242260-34-9'],0.1694308305,0,,,
POOL-00007563,"InChI=1S/C14H20N2O2/c1-14(2,3)18-13(17)16-7-6-10-4-5-12(15)8-11(10)9-16/h4-5,8H,6-7,9,15H2,1-3H3",CC(C)(C)OC(=O)N1CCc2ccc(N)cc2C1,463.3520627455728,False,['171049-41-5'],0.1570806702,0,,,
POOL-00035654,"InChI=1S/C16H16O3/c17-15-11-5-4-10-14(15)16(18)19-12-6-9-13-7-2-1-3-8-13/h1-5,7-8,10-11,17H,6,9,12H2",O=C(OCCCc1ccccc1)c1ccccc1O,534.7001262125178,False,['24781-13-3'],0.1926869059,0,,,
POOL-00029337,"InChI=1S/C14H20N2O2/c1-9(2)15-13(17)11-7-5-6-8-12(11)14(18)16-10(3)4/h5-10H,1-4H3,(H,15,17)(H,16,18)",CC(C)N=C(O)c1ccccc1C(O)=NC(C)C,419.6167252520632,False,['38228-97-6'],0.1470263366,0,,,
POOL-00000167,"InChI=1S/C12H8Br2N2O/c13-9-5-8(12(17)10(14)6-9)7-16-11-3-1-2-4-15-11/h1-7,17H",Oc1c(Br)cc(Br)cc1C=Nc1ccccn1,555.9321287894685,False,['178216-57-4'],0.1979488297,0,,,
POOL-00005059,"InChI=1S/C15H22N2O2/c1-11-5-6-13-12(9-11)10-17(8-7-16-13)14(18)19-15(2,3)4/h5-6,9,16H,7-8,10H2,1-4H3",Cc1ccc2c(c1)CN(C(=O)OC(C)(C)C)CCN2,477.52418522954025,False,['886364-42-7'],0.1737303074,0,,,
POOL-00033902,"InChI=1S/C12H10BrNO2S/c13-10-6-8-11(9-7-10)14-17(15,16)12-4-2-1-3-5-12/h1-9,14H",O=S(=O)(Nc1ccc(Br)cc1)c1ccccc1,594.1625722468401,False,['16468-97-6'],0.1713255451,0,,,
POOL-00028169,"InChI=1S/C17H21NO2S/c1-4-14-7-6-8-15(5-2)17(14)18-21(19,20)16-11-9-13(3)10-12-16/h6-12,18H,4-5H2,1-3H3",CCc1cccc(CC)c1NS(=O)(=O)c1ccc(C)cc1,696.7053697236929,False,['4703-16-6'],0.2047424309,0,,,
POOL-00004845,"InChI=1S/C13H18N2O3/c14-11-6-7-15(8-12(11)16)13(17)18-9-10-4-2-1-3-5-10/h1-5,11-12,16H,6-9,14H2",NC1CCN(C(=O)OCc2ccccc2)CC1O,396.48264694846,False,"['203503-30-4', '167832-41-9', '1065677-73-7']",0.1488023192,0,,,
POOL-00001666,"InChI=1S/C15H19NO3/c17-9-13-8-15(13)6-7-16(11-15)14(18)19-10-12-4-2-1-3-5-12/h1-5,13,17H,6-11H2",O=C(OCc1ccccc1)N1CCC2(CC2CO)C1,461.7183079562082,False,['1419101-25-9'],0.1511149855,0,,,
POOL-00029106,"InChI=1S/C13H16N2O2S/c1-6(2)17-13(16)11-10(14)9-7(3)5-8(4)15-12(9)18-11/h5-6H,14H2,1-4H3",Cc1cc(C)c2c(N)c(C(=O)OC(C)C)sc2n1,616.9690364992942,False,['342780-15-8'],0.1714883711,0,,,
POOL-00019789,"InChI=1S/C14H19NO4/c1-4-19-11-8-6-5-7-10(11)13(16)15-12(9(2)3)14(17)18/h5-9,12H,4H2,1-3H3,(H,15,16)(H,17,18)",CCOc1ccccc1C(O)=NC(C(=O)O)C(C)C,468.26869798152967,False,['1397003-37-0'],0.1503512603,0,,,
POOL-00004966,"InChI=1S/C13H18N2O2/c1-13(2,3)12(16)15-10-7-9-5-4-6-17-11(9)14-8-10/h7-8H,4-6H2,1-3H3,(H,15,16)",CC(C)(C)C(O)=Nc1cnc2c(c1)CCCO2,447.2229513312548,False,['1346447-04-8'],0.1458882435,0,,,
POOL-00035267,"InChI=1S/C13H17NO2/c15-13(12-4-2-1-3-5-12)6-7-14-8-10-16-11-9-14/h1-5H,6-11H2",O=C(CCN1CCOCC1)c1ccccc1,331.0456475701924,False,['2298-48-8'],0.147035448,0,,,
POOL-00033904,"InChI=1S/C15H18N2O2/c1-2-12(10-18)16-15(19)17-14-9-5-7-11-6-3-4-8-13(11)14/h3-9,12,18H,2,10H2,1H3,(H2,16,17,19)",CCC(CO)N=C(O)Nc1cccc2ccccc12,571.8722119859674,False,['100957-91-3'],0.2014930726,0,,,
POOL-00014327,"InChI=1S/C11H14BrNO2/c1-2-15-11(14)7-8-13-10-5-3-9(12)4-6-10/h3-6,13H,2,7-8H2,1H3",CCOC(=O)CCNc1ccc(Br)cc1,310.8688895793997,False,['76227-94-6'],0.1547052224,0,,,
POOL-00021155,"InChI=1S/C13H20N2O/c1-13(2,3)12(16)14-10-6-8-11(9-7-10)15(4)5/h6-9H,1-5H3,(H,14,16)",CN(C)c1ccc(NC(=O)C(C)(C)C)cc1,360.5141383284616,False,['173317-62-9'],0.1451384851,0,,,
POOL-00033213,"InChI=1S/C16H21NO2/c1-2-3-4-7-10-19-16(18)11-13-12-17-15-9-6-5-8-14(13)15/h5-6,8-9,12,17H,2-4,7,10-11H2,1H3",CCCCCCOC(=O)Cc1c[nH]c2ccccc12,530.2833843066632,False,['551-55-3'],0.201225721,0,,,
POOL-00018208,"InChI=1S/C19H23NO2/c1-19(2,3)20(22)14-17(15-10-6-4-7-11-15)18(21)16-12-8-5-9-13-16/h4-13,17,22H,14H2,1-3H3",CC(C)(C)N(O)CC(C(=O)c1ccccc1)c1ccccc1,602.3372393066672,False,['92447-53-5'],0.1882262791,0,,,
POOL-00018529,"InChI=1S/C13H17BrN2/c1-4-9-5-11(14)6-12-10(8-16(2)3)7-15-13(9)12/h5-7,15H,4,8H2,1-3H3",CCc1cc(Br)cc2c(CN(C)C)c[nH]c12,499.8470575454814,False,['883834-73-9'],0.15199277,0,,,
POOL-00009856,"InChI=1S/C14H17NO/c1-2-5-12(15)14-11-7-4-3-6-10(11)8-9-13(14)16/h3-4,6-9,12,16H,2,5,15H2,1H3",CCCC(N)c1c(O)ccc2ccccc12,493.0593654647599,False,['915866-73-8'],0.1736052669,0,,,
POOL-00014650,"InChI=1S/C15H16O4S/c1-12-7-9-14(10-8-12)20(17,18)19-11-15(16)13-5-3-2-4-6-13/h2-10,15-16H,11H2,1H3",Cc1ccc(S(=O)(=O)OCC(O)c2ccccc2)cc1,648.0326858751674,False,['40348-74-1'],0.1551753678,0,,,
POOL-00004343,"InChI=1S/C14H19NO4/c16-14(17)11-12-2-1-3-13(10-12)19-9-6-15-4-7-18-8-5-15/h1-3,10H,4-9,11H2,(H,16,17)",O=C(O)Cc1cccc(OCCN2CCOCC2)c1,415.6619206413071,False,['927021-29-2'],0.1509372766,0,,,
POOL-00027239,"InChI=1S/C11H16N2O2S/c1-14-10(15-2)8-12-11(16)13-9-6-4-3-5-7-9/h3-7,10H,8H2,1-2H3,(H2,12,13,16)",COC(CN=C(S)Nc1ccccc1)OC,326.0162643476635,False,['53995-09-8'],0.1538403371,0,,,
POOL-00021746,"InChI=1S/C12H16N2OS/c1-3-9-13-12(16)14-10-7-5-6-8-11(10)15-4-2/h3,5-8H,1,4,9H2,2H3,(H2,13,14,16)",C=CCN=C(S)Nc1ccccc1OCC,377.0364391863981,False,['14255-93-7'],0.1451084051,0,,,
POOL-00041714,"InChI=1S/C15H20N2O2/c18-14-16-12-15(19-14)7-10-17(11-8-15)9-6-13-4-2-1-3-5-13/h1-5H,6-12H2,(H,16,18)",OC1=NCC2(CCN(CCc3ccccc3)CC2)O1,450.4731954583719,False,['5053-06-5'],0.1641578168,0,,,
POOL-00029826,"InChI=1S/C13H16N2O4/c16-12(9-15-4-6-19-7-5-15)14-11-3-1-2-10(8-11)13(17)18/h1-3,8H,4-7,9H2,(H,14,16)(H,17,18)",O=C(O)c1cccc(N=C(O)CN2CCOCC2)c1,481.2864903343242,False,['446852-20-6'],0.1535908492,0,,,
POOL-00003077,"InChI=1S/C13H14N2O2/c1-9-4-6-11(7-5-9)15-12(13(16)17-3)8-10(2)14-15/h4-8H,1-3H3",COC(=O)c1cc(C)nn1-c1ccc(C)cc1,541.047147502523,False,['55115-13-4'],0.1447752192,0,,,
POOL-00014461,"InChI=1S/C15H18N2OS/c1-19-9-8-14(16)15(18)17-13-7-6-11-4-2-3-5-12(11)10-13/h2-7,10,14H,8-9,16H2,1H3,(H,17,18)",CSCCC(N)C(O)=Nc1ccc2ccccc2c1,583.1222119859674,False,['14883-82-0'],0.1982672321,0,,,
POOL-00036099,"InChI=1S/C14H11NO4/c16-13(17)9-4-3-5-10(8-9)15-12-7-2-1-6-11(12)14(18)19/h1-8,15H,(H,16,17)(H,18,19)",O=C(O)c1cccc(Nc2ccccc2C(=O)O)c1,636.8480202986964,False,['27693-67-0'],0.1519409536,0,,,
POOL-00022920,"InChI=1S/C18H29N/c1-2-3-4-5-6-15-7-9-16(10-8-15)17-11-13-18(19)14-12-17/h11-16H,2-10,19H2,1H3",CCCCCCC1CCC(c2ccc(N)cc2)CC1,346.45796192451854,False,"['95641-05-7', '392727-38-7']",0.1880158042,0,,,
POOL-00037767,"InChI=1S/C13H22N2O/c1-3-8-14-9-13(16)10-15-12-6-4-11(2)5-7-12/h4-7,13-16H,3,8-10H2,1-2H3",CCCNCC(O)CNc1ccc(C)cc1,284.4889975921083,False,['7588-19-4'],0.1691052245,0,,,
POOL-00042345,"InChI=1S/C15H22O3/c1-3-5-8-12(4-2)11-18-15(17)13-9-6-7-10-14(13)16/h6-7,9-10,12,16H,3-5,8,11H2,1-2H3",CCCCC(CC)COC(=O)c1ccccc1O,373.7563927847224,False,['118-60-5'],0.1832775715,0,"$26.35
Each/25 mL",Check Availability,
POOL-00005799,"InChI=1S/C17H20N2/c18-15-9-10-17(19-11-5-2-6-12-19)16(13-15)14-7-3-1-4-8-14/h1,3-4,7-10,13H,2,5-6,11-12,18H2",Nc1ccc(N2CCCCC2)c(-c2ccccc2)c1,542.4434524532023,False,['1166975-56-9'],0.1814005901,0,,,
