ligand_label,ligand_identifier,ligand_smiles,complexity_BertzCT,is_taught,cas_number,rank_average_pred_std_top2%mu
POOL-00033103,"InChI=1S/C15H17NO2S/c1-11-9-12(2)15(13(3)10-11)16-19(17,18)14-7-5-4-6-8-14/h4-10,16H,1-3H3",Cc1cc(C)c(NS(=O)(=O)c2ccccc2)c(C)c1,668.3355556010563,False,['16939-28-9'],0.459253815
POOL-00039145,"InChI=1S/C15H12BrNO3/c16-11-6-4-9(5-7-11)15(20)12-3-1-2-10(14(12)17)8-13(18)19/h1-7H,8,17H2,(H,18,19)",Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,665.3188854920963,False,"['91714-94-2', '120638-55-3']",0.361867361
POOL-00004944,"InChI=1S/C16H13FN2O/c1-11(20)19-16(14-6-8-15(17)9-7-14)13-4-2-12(10-18)3-5-13/h2-9,16H,1H3,(H,19,20)",CC(O)=NC(c1ccc(F)cc1)c1ccc(C#N)cc1,650.3713823028047,False,['1365272-53-2'],0.4003728824
POOL-00019464,"InChI=1S/C14H12N2O3/c1-19-13-5-2-11(3-6-13)15-16-12-4-7-14(18)10(8-12)9-17/h2-9,18H,1H3",COc1ccc(N=Nc2ccc(O)c(C=O)c2)cc1,606.588183706315,False,['38539-93-4'],0.5187167839
POOL-00005555,"InChI=1S/C12H9NO3S/c1-7-13-9(12(15)16)11(17-7)10(14)8-5-3-2-4-6-8/h2-6H,1H3,(H,15,16)",Cc1nc(C(=O)O)c(C(=O)c2ccccc2)s1,574.6916066480472,False,['32002-71-4'],0.3770724394
POOL-00027393,"InChI=1S/C13H8F3NO2/c14-13(15,16)11-3-1-8(2-4-11)9-5-10(12(18)19)7-17-6-9/h1-7H,(H,18,19)",O=C(O)c1cncc(-c2ccc(C(F)(F)F)cc2)c1,606.0305487771237,False,['885959-44-4'],0.4089061885
POOL-00034037,"InChI=1S/C15H14N2O3/c1-20-14(18)12-9-5-6-10-13(12)17-15(19)16-11-7-3-2-4-8-11/h2-10H,1H3,(H2,16,17,19)",COC(=O)c1ccccc1NC(O)=Nc1ccccc1,624.0255694156942,False,['2321-50-8'],0.3594955203
POOL-00018900,"InChI=1S/C14H12N2O2S/c1-12-7-9-14(10-8-12)19(17,18)16(11-15)13-5-3-2-4-6-13/h2-10H,1H3",Cc1ccc(S(=O)(=O)N(C#N)c2ccccc2)cc1,701.3612259932165,False,['55305-43-6'],0.3936242328
POOL-00038317,"InChI=1S/C15H14N2O3/c18-15(13-6-8-14(9-7-13)17(19)20)16-11-10-12-4-2-1-3-5-12/h1-9H,10-11H2,(H,16,18)",O=C(NCCc1ccccc1)c1ccc([N+](=O)[O-])cc1,594.2755078276398,False,['62497-65-8'],0.392882795
POOL-00032348,"InChI=1S/C15H14BrNO2/c1-10-9-12(5-8-14(10)16)17-15(18)11-3-6-13(19-2)7-4-11/h3-9H,1-2H3,(H,17,18)",COc1ccc(C(O)=Nc2ccc(Br)c(C)c2)cc1,606.0426811831571,False,['111142-32-6'],0.4167880207
POOL-00015485,"InChI=1S/C14H12N2O3S/c1-19-14(18)11-6-4-10(5-7-11)9-15-16-13(17)12-3-2-8-20-12/h2-9H,1H3,(H,16,17)",COC(=O)c1ccc(C=NN=C(O)C2=S=CC=C2)cc1,666.1643608900561,False,['292611-56-4'],0.5059912653
POOL-00032379,"InChI=1S/C14H14BrNO2S/c1-10-3-6-13(7-4-10)19(17,18)16-12-5-8-14(15)11(2)9-12/h3-9,16H,1-2H3",Cc1ccc(S(=O)(=O)Nc2ccc(Br)c(C)c2)cc1,693.885945626378,False,['329941-45-9'],0.4954696049
POOL-00040036,"InChI=1S/C14H11NO3/c15-12-8-4-3-7-11(12)13(16)9-5-1-2-6-10(9)14(17)18/h1-8H,15H2,(H,17,18)",Nc1ccccc1C(=O)c1ccccc1C(=O)O,619.9410984790119,False,['1147-43-9'],0.3699716236
POOL-00018002,"InChI=1S/C14H10F3NO2/c15-10-5-6-12(17)13(7-10)18-14(19)20-8-9-3-1-2-4-11(9)16/h1-7H,8H2,(H,18,19)",OC(=Nc1cc(F)ccc1F)OCc1ccccc1F,644.0661844366886,False,['198879-58-2'],0.405439344
POOL-00029545,"InChI=1S/C15H13NO3/c17-10-12-6-8-14(9-7-12)19-11-15(18)16-13-4-2-1-3-5-13/h1-10H,11H2,(H,16,18)",O=Cc1ccc(OCC(O)=Nc2ccccc2)cc1,561.7043750653817,False,['17172-54-2'],0.4532551972
POOL-00030273,"InChI=1S/C14H9F4NO/c15-11-4-6-12(7-5-11)19-13(20)9-2-1-3-10(8-9)14(16,17)18/h1-8H,(H,19,20)",O=C(Nc1ccc(F)cc1)c1cccc(C(F)(F)F)c1,619.8161844366886,False,['33489-71-3'],0.4407340781
POOL-00032383,"InChI=1S/C14H14FNO2S/c1-2-16(13-6-4-3-5-7-13)19(17,18)14-10-8-12(15)9-11-14/h3-11H,2H2,1H3",CCN(c1ccccc1)S(=O)(=O)c1ccc(F)cc1,638.905998881589,False,['313-23-5'],0.398362916
POOL-00034346,"InChI=1S/C14H9F4NO/c15-11-6-4-9(5-7-11)13(20)19-12-3-1-2-10(8-12)14(16,17)18/h1-8H,(H,19,20)",O=C(Nc1cccc(C(F)(F)F)c1)c1ccc(F)cc1,619.8161844366884,False,['2054-00-4'],0.3914007848
POOL-00038780,"InChI=1S/C15H12O4/c16-14(17)12-8-4-5-9-13(12)15(18)19-10-11-6-2-1-3-7-11/h1-9H,10H2,(H,16,17)",O=C(O)c1ccccc1C(=O)OCc1ccccc1,590.1043864233072,False,['2528-16-7'],0.3930200864
POOL-00042084,"InChI=1S/C14H12N2O4/c1-20-13-8-7-10(9-12(13)16(18)19)14(17)15-11-5-3-2-4-6-11/h2-9H,1H3,(H,15,17)",COc1ccc(C(O)=Nc2ccccc2)cc1[N+](=O)[O-],653.4784088793576,False,['97-32-5'],0.4193886073
POOL-00037862,"InChI=1S/C15H16N2O3S/c1-17(2)21(19,20)12-8-9-14(16)13(10-12)15(18)11-6-4-3-5-7-11/h3-10H,16H2,1-2H3",CN(C)S(=O)(=O)c1ccc(N)c(C(=O)c2ccccc2)c1,768.7606687430833,False,['33249-62-6'],0.3991712297
POOL-00027550,"InChI=1S/C13H8F5NO/c14-8-9(15)11(17)13(12(18)10(8)16)19-5-6-3-1-2-4-7(6)20/h1-4,19-20H,5H2",Oc1ccccc1CNc1c(F)c(F)c(F)c(F)c1F,630.4451546365841,False,['329779-37-5'],0.3862564846
POOL-00006910,"InChI=1S/C13H10BrNO4S/c14-9-10-1-5-12(6-2-10)20(18,19)13-7-3-11(4-8-13)15(16)17/h1-8H,9H2",O=[N+]([O-])c1ccc(S(=O)(=O)c2ccc(CBr)cc2)cc1,723.9714024624775,False,['100398-04-7'],0.4233538859
POOL-00028012,"InChI=1S/C15H12F3NO/c1-10-5-7-11(8-6-10)14(20)19-13-4-2-3-12(9-13)15(16,17)18/h2-9H,1H3,(H,19,20)",Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1,617.7609069092039,False,['144918-48-9'],0.4294706361
POOL-00024698,"InChI=1S/C16H15NO4S/c1-2-11-17(14-8-4-3-5-9-14)22(20,21)15-10-6-7-13(12-15)16(18)19/h2-10,12H,1,11H2,(H,18,19)",C=CCN(c1ccccc1)S(=O)(=O)c1cccc(C(=O)O)c1,784.8029221769347,False,['750613-84-4'],0.4887405361
POOL-00039862,"InChI=1S/C13H12N2O4S/c1-10-2-8-13(9-3-10)20(18,19)14-11-4-6-12(7-5-11)15(16)17/h2-9,14H,1H3",Cc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1,721.9714024624775,False,['734-25-8'],0.4373493877
POOL-00021707,"InChI=1S/C14H13FN2OS/c15-12-6-4-11(5-7-12)9-17-13(18)10-19-14-3-1-2-8-16-14/h1-8H,9-10H2,(H,17,18)",OC(CSc1ccccn1)=NCc1ccc(F)cc1,543.1322393478152,False,['882749-04-4'],0.359307427
POOL-00031597,"InChI=1S/C13H12N2O4/c1-18-12(16)10-8-15(9-6-4-3-5-7-9)14-11(10)13(17)19-2/h3-8H,1-2H3",COC(=O)c1cn(-c2ccccc2)nc1C(=O)OC,570.8607072762737,False,['3198-98-9'],0.3954035002
POOL-00027230,"InChI=1S/C13H12N2O4S/c16-13(17)10-15(12-8-4-5-9-14-12)20(18,19)11-6-2-1-3-7-11/h1-9H,10H2,(H,16,17)",O=C(O)CN(c1ccccn1)S(=O)(=O)c1ccccc1,686.8257998481595,False,['337921-86-5'],0.5199636768
POOL-00033304,"InChI=1S/C14H11F3N2O/c15-14(16,17)10-5-4-8-12(9-10)19-13(20)18-11-6-2-1-3-7-11/h1-9H,(H2,18,19,20)",OC(=Nc1ccccc1)Nc1cccc(C(F)(F)F)c1,609.316122848634,False,['4300-46-3'],0.3662943978
POOL-00029701,"InChI=1S/C15H13FO4/c1-19-14-8-11(15(17)18)4-7-13(14)20-9-10-2-5-12(16)6-3-10/h2-8H,9H2,1H3,(H,17,18)",COc1cc(C(=O)O)ccc1OCc1ccc(F)cc1,607.7706203254762,False,['113457-32-2'],0.4418143636
POOL-00024786,"InChI=1S/C16H14BrNO2/c1-20-15-4-2-3-12(11-15)5-10-16(19)18-14-8-6-13(17)7-9-14/h2-11H,1H3,(H,18,19)",COc1cccc(C=CC(=O)Nc2ccc(Br)cc2)c1,620.628928349822,False,['876544-18-2'],0.4191215951
POOL-00034831,"InChI=1S/C13H10N2O4S/c16-13(17)9-5-1-2-6-10(9)14-20-12-8-4-3-7-11(12)15(18)19/h1-8,14H,(H,16,17)",O=C(O)c1ccccc1NSc1ccccc1[N+](=O)[O-],602.8243451196747,False,['88744-70-1'],0.3639118012
POOL-00020410,"InChI=1S/C16H13F4NO/c17-13-5-1-11(2-6-13)15(22)9-10-21-14-7-3-12(4-8-14)16(18,19)20/h1-8,21H,9-10H2",O=C(CCNc1ccc(C(F)(F)F)cc1)c1ccc(F)cc1,632.6905364961106,False,['477334-16-0'],0.4361204137
POOL-00022068,"InChI=1S/C15H12O5/c1-9(16)14-12(17)7-11(8-13(14)18)20-15(19)10-5-3-2-4-6-10/h2-8,17-18H,1H3",CC(=O)c1c(O)cc(OC(=O)c2ccccc2)cc1O,638.2141325198229,False,['130471-75-9'],0.3613557054
POOL-00032385,"InChI=1S/C13H18N2O4S/c16-15(17)12-7-9-13(10-8-12)20(18,19)14-11-5-3-1-2-4-6-11/h7-11,14H,1-6H2",O=[N+]([O-])c1ccc(S(=O)(=O)NC2CCCCCC2)cc1,560.5388818201003,False,['329941-88-0'],0.3928820417
POOL-00001587,"InChI=1S/C13H10F5NOS/c14-21(15,16,17,18)10-6-7-11(12(19)8-10)13(20)9-4-2-1-3-5-9/h1-8H,19H2",Nc1cc(S(F)(F)(F)(F)F)ccc1C(=O)c1ccccc1,712.6528472935307,False,['1379812-14-2'],0.4333486772
POOL-00003057,"InChI=1S/C12H8F3NO4/c1-19-7-4-2-6(3-5-7)9-8(11(17)18)10(20-16-9)12(13,14)15/h2-5H,1H3,(H,17,18)",COc1ccc(-c2noc(C(F)(F)F)c2C(=O)O)cc1,631.1422588866527,False,['1159978-83-2'],0.4508478599
POOL-00033835,"InChI=1S/C13H9NO5/c15-13(16)9-1-5-11(6-2-9)19-12-7-3-10(4-8-12)14(17)18/h1-8H,(H,15,16)",O=C(O)c1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,548.4356323972319,False,['16309-45-8'],0.4186175363
POOL-00015591,"InChI=1S/C17H14O3/c18-16(11-8-13-4-2-1-3-5-13)15-9-6-14(7-10-15)12-17(19)20/h1-11H,12H2,(H,19,20)",O=C(O)Cc1ccc(C(=O)C=Cc2ccccc2)cc1,625.0445094869085,False,['3645-69-0'],0.401265599
POOL-00016892,"InChI=1S/C16H15NO3/c18-15(13-7-3-1-4-8-13)17-11-12-20-16(19)14-9-5-2-6-10-14/h1-10H,11-12H2,(H,17,18)",O=C(OCCN=C(O)c1ccccc1)c1ccccc1,579.1856844997542,False,['16180-99-7'],0.3583240753
POOL-00033101,"InChI=1S/C14H14N2O4S/c1-11-7-9-12(10-8-11)21(19,20)15(2)13-5-3-4-6-14(13)16(17)18/h3-10H,1-2H3",Cc1ccc(S(=O)(=O)N(C)c2ccccc2[N+](=O)[O-])cc1,769.8159462705684,False,['6892-25-7'],0.4325562976
POOL-00003575,"InChI=1S/C13H13BrN2O2/c1-3-18-13(17)9-6-16-12-8(11(9)15)4-7(2)5-10(12)14/h4-6H,3H2,1-2H3,(H2,15,16)",CCOC(=O)c1cnc2c(Br)cc(C)cc2c1N,625.9076205717968,False,['1242260-34-9'],0.4025818007
POOL-00039117,"InChI=1S/C12H12N2O3S/c1-3-17-11(16)10(15)14-12-13-8-5-4-7(2)6-9(8)18-12/h4-6H,3H2,1-2H3,(H,13,14,15)",CCOC(=O)C(=O)Nc1nc2ccc(C)cc2s1,606.3883720745802,False,['84761-93-3'],0.3881490879
POOL-00023814,"InChI=1S/C13H8F5NO2S/c1-6-2-4-7(5-3-6)22(20,21)19-13-11(17)9(15)8(14)10(16)12(13)18/h2-5,19H,1H3",Cc1ccc(S(=O)(=O)Nc2c(F)c(F)c(F)c(F)c2F)cc1,805.4943336495639,False,['118841-85-3'],0.3719219825
POOL-00033468,"InChI=1S/C15H14O4/c16-15(17)12-6-8-14(9-7-12)19-11-10-18-13-4-2-1-3-5-13/h1-9H,10-11H2,(H,16,17)",O=C(O)c1ccc(OCCOc2ccccc2)cc1,519.6016547805536,False,['22219-63-2'],0.4196161648
POOL-00004484,"InChI=1S/C12H10N2O4S/c13-19(17,18)12-7-3-10(4-8-12)9-1-5-11(6-2-9)14(15)16/h1-8H,(H2,13,17,18)",NS(=O)(=O)c1ccc(-c2ccc([N+](=O)[O-])cc2)cc1,706.3995323955324,False,['100136-76-3'],0.3680381952
POOL-00003528,"InChI=1S/C15H11NO2S/c17-15-16-14(10-19-15)11-6-8-13(9-7-11)18-12-4-2-1-3-5-12/h1-10H,(H,16,17)",Oc1nc(-c2ccc(Oc3ccccc3)cc2)cs1,662.1272726834991,False,['925002-58-0'],0.5082337298
POOL-00018395,"InChI=1S/C15H9F6NO/c16-14(17,18)8-5-6-11(15(19,20)21)10(7-8)13(23)9-3-1-2-4-12(9)22/h1-7H,22H2",Nc1ccccc1C(=O)c1cc(C(F)(F)F)ccc1C(F)(F)F,748.3628131887975,False,['34186-96-4'],0.5107078161
POOL-00026482,"InChI=1S/C13H9F3N2OS/c14-13(15,16)9-3-6-11(18-7-9)19-10-4-1-8(2-5-10)12(17)20/h1-7H,(H2,17,20)",NC(=S)c1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,609.0085495074973,False,['175277-02-8'],0.4240837257
POOL-00027882,"InChI=1S/C15H12N2O4/c16-13(18)9-5-7-10(8-6-9)17-14(19)11-3-1-2-4-12(11)15(20)21/h1-8H,(H2,16,18)(H,17,19)(H,20,21)",NC(=O)c1ccc(NC(=O)c2ccccc2C(=O)O)cc1,707.8684862261458,False,['307339-36-2'],0.3602614412
POOL-00023273,"InChI=1S/C12H10N2O3S2/c15-10(16)7-14-11(17)9(19-12(14)18)6-13-8-4-2-1-3-5-8/h1-6,17H,7H2,(H,15,16)",O=C(O)Cn1c(O)c(C=Nc2ccccc2)sc1=S,674.0280971573656,False,['1164475-12-0'],0.3811124809
POOL-00017926,InChI=1S/C15H10N2O5/c18-15(12-5-7-13(8-6-12)16(19)20)9-4-11-2-1-3-14(10-11)17(21)22/h1-10H,O=C(C=Cc1cccc([N+](=O)[O-])c1)c1ccc([N+](=O)[O-])cc1,765.7572038222726,False,['134271-76-4'],0.4935141705
POOL-00003480,"InChI=1S/C9H9BrF3NO2S/c1-2-14-17(15,16)6-3-4-8(10)7(5-6)9(11,12)13/h3-5,14H,2H2,1H3",CCNS(=O)(=O)c1ccc(Br)c(C(F)(F)F)c1,513.4625182066143,False,['1020252-99-6'],0.4512851873
POOL-00041328,"InChI=1S/C16H13NOS/c1-19-16-17-14(12-8-4-2-5-9-12)15(18-16)13-10-6-3-7-11-13/h2-11H,1H3",CSc1nc(-c2ccccc2)c(-c2ccccc2)o1,604.730631617627,False,['14725-35-0'],0.3994241238
POOL-00018568,"InChI=1S/C13H13F3N2O2S2/c1-7-4-8(2)11(9(3)5-7)22(19,20)18-12-17-10(6-21-12)13(14,15)16/h4-6H,1-3H3,(H,17,18)",Cc1cc(C)c(S(=O)(=O)Nc2nc(C(F)(F)F)cs2)c(C)c1,787.92807470922,False,['330677-38-8'],0.4534597704
POOL-00026536,"InChI=1S/C11H9NO4S2/c12-9-8(6-17-10(9)11(13)14)18(15,16)7-4-2-1-3-5-7/h1-6H,12H2,(H,13,14)",Nc1c(S(=O)(=O)c2ccccc2)csc1C(=O)O,689.0882215882882,False,['175201-59-9'],0.3690738821
POOL-00018260,"InChI=1S/C16H14N2O4S/c19-14(10-22-13-4-2-1-3-5-13)18-16(23)17-12-8-6-11(7-9-12)15(20)21/h1-9H,10H2,(H,20,21)(H2,17,18,19,23)",O=C(O)c1ccc(NC(=S)N=C(O)COc2ccccc2)cc1,714.6199114106983,False,['87998-76-3'],0.3593675441
POOL-00035923,InChI=1S/C13H8N2O7/c16-9(1-3-10-5-7-12(21-10)14(17)18)2-4-11-6-8-13(22-11)15(19)20/h1-8H,O=C(C=Cc1ccc([N+](=O)[O-])o1)C=Cc1ccc([N+](=O)[O-])o1,717.6687557031725,False,['2152-70-7'],0.479911612
POOL-00041747,"InChI=1S/C14H13NO5/c16-10-2-4-12(17)8(5-10)7-15-9-1-3-13(18)11(6-9)14(19)20/h1-6,15-18H,7H2,(H,19,20)",O=C(O)c1cc(NCc2cc(O)ccc2O)ccc1O,654.0076770679385,False,['125697-93-0'],0.3614555755
POOL-00032871,"InChI=1S/C15H14N2O5S/c1-10(18)16-12-6-8-14(9-7-12)23(21,22)17-13-4-2-11(3-5-13)15(19)20/h2-9,17H,1H3,(H,16,18)(H,19,20)",CC(O)=Nc1ccc(S(=O)(=O)Nc2ccc(C(=O)O)cc2)cc1,836.4409039708507,False,['72236-24-9'],0.3613085925
,,,,,,
POOL-00036413,"InChI=1S/C8H10N2O/c1-10-7-5-3-2-4-6(7)8(9)11/h2-5,10H,1H3,(H2,9,11)",CNc1ccccc1C(=N)O,270.54949758389114,False,['7505-81-9'],0.3821533402
POOL-00038742,"InChI=1S/C8H10N2O/c1-6(11)10-8-4-2-7(9)3-5-8/h2-5H,9H2,1H3,(H,10,11)",CC(O)=Nc1ccc(N)cc1,259.92547657141216,False,['122-80-5'],0.3828249146
POOL-00029168,"InChI=1S/C9H12N2O/c1-6-5-8(11-7(2)12)3-4-9(6)10/h3-5H,10H2,1-2H3,(H,11,12)",CC(O)=Nc1ccc(N)c(C)c1,314.3046159437919,False,['6375-20-8'],0.3792546815
POOL-00039751,"InChI=1S/C8H10N2O/c1-6-4-2-3-5-7(6)10-8(9)11/h2-5H,1H3,(H3,9,10,11)",Cc1ccccc1NC(=N)O,270.54949758389114,False,"['614-77-7', '53679-30-4']",0.3809404966
POOL-00034645,"InChI=1S/C9H12N2O/c1-2-9(12)11-8-5-3-7(10)4-6-8/h3-6H,2,10H2,1H3,(H,11,12)",CCC(=O)Nc1ccc(N)cc1,266.36195376207496,False,['59690-89-0'],0.3828447987
POOL-00012271,"InChI=1S/C7H8BrNO/c1-4-2-5(8)3-6(9)7(4)10/h2-3,10H,9H2,1H3",Cc1cc(Br)cc(N)c1O,236.77817392215363,False,['343269-52-3'],0.3830064211
POOL-00029308,"InChI=1S/C9H12N2O/c1-6-3-4-8(7(2)5-6)11-9(10)12/h3-5H,1-2H3,(H3,10,11,12)",Cc1ccc(NC(=N)O)c(C)c1,307.39688695312145,False,['2990-02-5'],0.3802623322
POOL-00022020,"InChI=1S/C9H12N2O/c1-6-4-3-5-8(7(6)2)11-9(10)12/h3-5H,1-2H3,(H3,10,11,12)",Cc1cccc(NC(=N)O)c1C,307.39688695312145,False,['13114-75-5'],0.3794098617
POOL-00015160,"InChI=1S/C7H7BrN2O/c8-6-3-1-5(2-4-6)7(9)10-11/h1-4,11H,(H2,9,10)",NC(=NO)c1ccc(Br)cc1,268.27399211700896,False,"['19227-14-6', '960373-05-1']",0.383540036
POOL-00039523,"InChI=1S/C9H12N2O/c1-2-7-5-3-4-6-8(7)11-9(10)12/h3-6H,2H2,1H3,(H3,10,11,12)",CCc1ccccc1NC(=N)O,283.61195376207496,False,['114-32-9'],0.3798127213
POOL-00019591,"InChI=1S/C8H9BrN2O/c1-10-8(12)11-7-4-2-3-6(9)5-7/h2-5H,1H3,(H2,10,11,12)",CN=C(O)Nc1cccc(Br)c1,298.8642639365964,False,['20940-44-7'],0.3672346735
POOL-00026013,"InChI=1S/C10H10N2O/c1-2-7-12-10(13)8-5-3-4-6-9(8)11/h1,3-6H,7,11H2,(H,12,13)",C#CCN=C(O)c1ccccc1N,363.4326495776857,False,['4943-83-3'],0.378995772
POOL-00036058,"InChI=1S/C9H11NO2/c1-7(12)10-9-4-2-3-8(5-9)6-11/h2-5,11H,6H2,1H3,(H,10,12)",CC(O)=Nc1cccc(CO)c1,290.33493892361565,False,['16375-94-3'],0.3585544205
POOL-00036739,"InChI=1S/C9H10N2O2/c1-6(12)11-8-5-3-2-4-7(8)9(10)13/h2-5H,1H3,(H2,10,13)(H,11,12)",CC(O)=Nc1ccccc1C(=N)O,354.3872637520875,False,['33809-77-7'],0.38097437
POOL-00039397,"InChI=1S/C8H9NO2/c10-8(11)6-9-7-4-2-1-3-5-7/h1-5,9H,6H2,(H,10,11)",O=C(O)CNc1ccccc1,233.10719092921437,False,['103-01-5'],0.3734119052
POOL-00037439,"InChI=1S/C8H9BrN2O/c1-10-8(12)11-7-4-2-6(9)3-5-7/h2-5H,1H3,(H2,10,11,12)",CN=C(O)Nc1ccc(Br)cc1,281.6142639365964,False,['20680-07-3'],0.371552935
POOL-00018989,"InChI=1S/C8H9NOS/c1-9-8(10)6-4-2-3-5-7(6)11/h2-5,11H,1H3,(H,9,10)",CN=C(O)c1ccccc1S,283.17547657141216,False,['20054-45-9'],0.358851302
POOL-00022912,"InChI=1S/C8H9NOS/c9-7-3-1-6(2-4-7)5-8(10)11/h1-4H,5,9H2,(H,10,11)",Nc1ccc(CC(=O)S)cc1,255.2994975838911,False,['354531-38-7'],0.3830765704
POOL-00021151,"InChI=1S/C8H10N2O2/c1-12-7-4-2-3-6(5-7)8(9)10-11/h2-5,11H,1H3,(H2,9,10)",COc1cccc(C(=N)NO)c1,286.1412787750557,False,"['73647-50-4', '934367-07-4']",0.3796094247
POOL-00020461,"InChI=1S/C9H12N2O2/c1-6(12)11-7-3-4-8(10)9(5-7)13-2/h3-5H,10H2,1-2H3,(H,11,12)",COc1cc(N=C(C)O)ccc1N,330.38662847120025,False,['93973-25-2'],0.3740936529
POOL-00007134,"InChI=1S/C8H4BrNO2/c9-7-2-1-5(8(11)12)3-6(7)4-10/h1-3H,(H,11,12)",N#Cc1cc(C(=O)O)ccc1Br,367.8108766972155,False,['887757-25-7'],0.3793062395
POOL-00019053,"InChI=1S/C9H12N2O2/c1-10-9(12)11-7-4-3-5-8(6-7)13-2/h3-6H,1-2H3,(H2,10,11,12)",CN=C(O)Nc1cccc(OC)c1,310.2379407824653,False,['23138-98-9'],0.3604340527
POOL-00024207,"InChI=1S/C5H5BrN2O2/c1-2-7-4(9)3(6)5(10)8-2/h1H3,(H2,7,8,9,10)",Cc1nc(O)c(Br)c(O)n1,240.82001790212,False,['4722-76-3'],0.3887832673
POOL-00005159,"InChI=1S/C7H3BrN2O2/c8-4-1-5(7(11)12)6(2-9)10-3-4/h1,3H,(H,11,12)",N#Cc1ncc(Br)cc1C(=O)O,370.15939224281226,False,['914637-97-1'],0.3713771475
POOL-00011873,"InChI=1S/C8H7F3N2O/c9-8(10,11)14-6-3-1-2-5(4-6)7(12)13/h1-4H,(H3,12,13)",N=C(N)c1cccc(OC(F)(F)F)c1,348.6847828061791,False,['791566-24-0'],0.3608583515
POOL-00025166,"InChI=1S/C7H7BrN2S/c8-5-3-1-2-4-6(5)10-7(9)11/h1-4H,(H3,9,10,11)",N=C(S)Nc1ccccc1Br,274.8980131294879,False,['5391-30-0'],0.3803891321
POOL-00026519,"InChI=1S/C6H5BrFNO2S/c7-5-3-4(8)1-2-6(5)12(9,10)11/h1-3H,(H2,9,10,11)",NS(=O)(=O)c1ccc(F)cc1Br,404.0091542968489,False,['351003-60-6'],0.3680062411
POOL-00028345,"InChI=1S/C8H10N2S/c9-8(11)10-6-7-4-2-1-3-5-7/h1-5H,6H2,(H3,9,10,11)",N=C(S)NCc1ccccc1,233.10719092921437,False,['621-83-0'],0.3813552106
POOL-00029042,"InChI=1S/C6H5F2NO2S/c7-5-2-1-4(3-6(5)8)12(9,10)11/h1-3H,(H2,9,10,11)",NS(=O)(=O)c1ccc(F)c(F)c1,402.0091542968489,False,['108966-71-8'],0.3789433838
POOL-00016223,"InChI=1S/C6H8N2O2/c1-2-4-3-5(6(9)10)8-7-4/h3H,2H2,1H3,(H,7,8)(H,9,10)",CCc1cc(C(=O)O)n[nH]1,241.65078463636772,False,['4027-59-2'],0.3864613151
POOL-00031068,"InChI=1S/C7H10N2OS/c1-3-4(2)11-7(9)5(3)6(8)10/h9H2,1-2H3,(H2,8,10)",Cc1sc(N)c(C(N)=O)c1C,303.63437265811297,False,['51486-04-5'],0.3757067269
POOL-00025167,"InChI=1S/C7H7BrN2S/c8-5-2-1-3-6(4-5)10-7(9)11/h1-4H,(H3,9,10,11)",N=C(S)Nc1cccc(Br)c1,274.8980131294879,False,['21327-14-0'],0.3839603343
POOL-00032111,"InChI=1S/C11H8N2O/c12-7-9-6-10(14-11(9)13)8-4-2-1-3-5-8/h1-6H,13H2",N#Cc1cc(-c2ccccc2)oc1N,479.7337931193224,False,['14742-32-6'],0.36441779
POOL-00031822,"InChI=1S/C7H8N2S/c8-7(10)9-6-4-2-1-3-5-6/h1-5H,(H3,8,9,10)",N=C(S)Nc1ccccc1,220.3075329961489,False,['103-85-5'],0.3835622216
POOL-00000138,"InChI=1S/C8H5BrN2O/c9-5-1-2-7-6(3-5)8(12)11-4-10-7/h1-4H,(H,10,11,12)",Oc1ncnc2ccc(Br)cc12,430.327416202102,False,['32084-59-6'],0.3705257362
POOL-00028680,"InChI=1S/C9H6F2N2S/c10-5-2-1-3-6(11)8(5)7-4-14-9(12)13-7/h1-4H,(H2,12,13)",N=c1[nH]c(-c2c(F)cccc2F)cs1,495.2756605009874,False,['510738-34-8'],0.3711669454
POOL-00025518,"InChI=1S/C9H7BrN2/c10-6-1-2-9-7(5-6)8(11)3-4-12-9/h1-5H,(H2,11,12)",Nc1ccnc2ccc(Br)cc12,425.7980911891212,False,['65340-73-0'],0.3858846673
POOL-00039510,"InChI=1S/C7H9NO3S/c9-12(10,11)6-8-7-4-2-1-3-5-7/h1-5,8H,6H2,(H,9,10,11)",O=S(=O)(O)CNc1ccccc1,332.9289379834848,False,['103-06-0'],0.3686739909
POOL-00027758,"InChI=1S/C7H5BrN2S/c8-4-2-1-3-5-6(4)10-7(9)11-5/h1-3H,(H2,9,10)",N=c1[nH]c2c(Br)cccc2s1,442.88245407860506,False,['20358-02-5'],0.3739600305
POOL-00007642,"InChI=1S/C7H5BrN2/c8-6-2-4-10-7-5(6)1-3-9-7/h1-4H,(H,9,10)",Brc1cc[nH]c2nccc1-2,315.4587705450241,False,['348640-06-2'],0.3632015746
POOL-00006871,"InChI=1S/C7H5BrN2/c8-7-6-5(1-3-9-6)2-4-10-7/h1-4,9H",Brc1nccc2cc[nH]c12,353.1335934262615,False,['165669-35-2'],0.3701207661
