ligand_label,ligand_identifier,ligand_smiles,complexity_BertzCT,is_taught,cas_number,rank_average_pred_mu_top2%mu
POOL-00029761,"InChI=1S/C15H15BrO5/c1-7(2)14(17)21-12-5-9-11(6-10(12)16)20-8(3)13(9)15(18)19-4/h5-7H,1-4H3",COC(=O)c1c(C)oc2cc(Br)c(OC(=O)C(C)C)cc12,714.4125432792159,False,['308295-45-6'],1.000786004
POOL-00027520,"InChI=1S/C14H16O6S/c1-8(2)18-14(15)13-9(3)19-12-6-5-10(7-11(12)13)20-21(4,16)17/h5-8H,1-4H3",Cc1oc2ccc(OS(C)(=O)=O)cc2c1C(=O)OC(C)C,785.1422901988843,False,['308298-02-4'],0.9735267268
POOL-00029768,"InChI=1S/C14H13BrO6/c1-7-13(14(17)19-3)8-4-11(20-6-12(16)18-2)9(15)5-10(8)21-7/h4-5H,6H2,1-3H3",COC(=O)COc1cc2c(C(=O)OC)c(C)oc2cc1Br,703.0424114693469,False,['315237-38-8'],0.9689440996
POOL-00032210,"InChI=1S/C14H13BrO5/c1-4-12(16)20-11-5-8-10(6-9(11)15)19-7(2)13(8)14(17)18-3/h5-6H,4H2,1-3H3",CCC(=O)Oc1cc2c(C(=O)OC)c(C)oc2cc1Br,686.4193583089806,False,['308295-41-2'],0.9938448798
POOL-00029460,"InChI=1S/C16H18O5/c1-9-13(14(17)19-5)11-8-10(6-7-12(11)20-9)21-15(18)16(2,3)4/h6-8H,1-5H3",COC(=O)c1c(C)oc2ccc(OC(=O)C(C)(C)C)cc12,703.2610147111803,False,['314745-76-1'],1.0010587658
POOL-00019876,"InChI=1S/C14H15NO4S/c1-3-18-13(16)11(14(17)19-4-2)12-15-9-7-5-6-8-10(9)20-12/h5-8,11H,3-4H2,1-2H3",CCOC(=O)C(C(=O)OCC)c1nc2ccccc2s1,571.4163583045979,False,['29198-44-5'],0.9838296331
POOL-00022966,"InChI=1S/C15H16O6/c1-8-13(15(17)19-4)11-7-10(5-6-12(11)21-8)20-9(2)14(16)18-3/h5-7,9H,1-4H3",COC(=O)c1c(C)oc2ccc(OC(C)C(=O)OC)cc12,684.7738252365392,False,['300674-11-7'],0.9727985451
POOL-00032562,"InChI=1S/C17H18O4/c1-3-20-16(18)15(17(19)21-4-2)14-11-7-9-12-8-5-6-10-13(12)14/h5-11,15H,3-4H2,1-2H3",CCOC(=O)C(C(=O)OCC)c1cccc2ccccc12,624.7850960985085,False,['6341-60-2'],0.980675004
POOL-00029459,"InChI=1S/C15H16O5/c1-8(2)14(16)20-10-5-6-12-11(7-10)13(9(3)19-12)15(17)18-4/h5-8H,1-4H3",COC(=O)c1c(C)oc2ccc(OC(=O)C(C)C)cc12,666.1988641374975,False,['300557-34-0'],0.9786060433
POOL-00023431,"InChI=1S/C16H18O6/c1-5-20-15(17)10(3)21-11-6-7-13-12(8-11)14(9(2)22-13)16(18)19-4/h6-8,10H,5H2,1-4H3",CCOC(=O)C(C)Oc1ccc2oc(C)c(C(=O)OC)c2c1,699.9690976119836,False,['300674-17-3'],0.9792060636
POOL-00029759,"InChI=1S/C15H15BrO5/c1-4-13(17)21-12-6-9-11(7-10(12)16)20-8(3)14(9)15(18)19-5-2/h6-7H,4-5H2,1-3H3",CCOC(=O)c1c(C)oc2cc(Br)c(OC(=O)CC)cc12,701.6421559739157,False,['308295-42-3'],1.0006732086
