ligand_label,ligand_identifier,ligand_smiles,complexity_BertzCT,is_taught,cas_number,rank_average_pred_mu_top2%mu,cluster,sigma-price,sigma-avail,sigma-url,fisher-price,fisher-avail,fisher-url
POOL-00011762,"InChI=1S/C17H23NO5/c1-17(2,3)23-16(21)18-10-13(9-14(18)15(19)20)22-11-12-7-5-4-6-8-12/h4-8,13-14H,9-11H2,1-3H3,(H,19,20)",CC(C)(C)OC(=O)N1CC(OCc2ccccc2)CC1C(=O)O,551.8521961553299,False,"['40350-83-2', '1610436-78-6']",0.990230483,0,,,,,,
POOL-00025878,"InChI=1S/C18H26N2O5/c1-18(2,3)25-17(23)20-10-8-19(9-11-20)15(16(21)22)13-6-5-7-14(12-13)24-4/h5-7,12,15H,8-11H2,1-4H3,(H,21,22)",COc1cccc(C(C(=O)O)N2CCN(C(=O)OC(C)(C)C)CC2)c1,618.1375941155507,False,['868151-10-4'],1.0226084933,0,$28.60/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/l481424,,,
POOL-00020912,"InChI=1S/C17H18N2O4/c1-2-23-16-8-6-14(7-9-16)18-11-10-17(20)13-4-3-5-15(12-13)19(21)22/h3-9,12,18H,2,10-11H2,1H3",CCOc1ccc(NCCC(=O)c2cccc([N+](=O)[O-])c2)cc1,683.24765209744,False,['477320-03-9'],1.0005201886,0,$28.60/10MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/l232459,,,
POOL-00011571,"InChI=1S/C18H25NO4/c1-18(2,3)23-17(22)19-10-8-14(9-11-19)12-13-4-6-15(7-5-13)16(20)21/h4-7,14H,8-12H2,1-3H3,(H,20,21)",CC(C)(C)OC(=O)N1CCC(Cc2ccc(C(=O)O)cc2)CC1,551.3794719097821,False,['147969-86-6'],1.0132913691,0,$281.75/250 mg,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/achemblock/advh0430a2ba?context=bbe,,,
POOL-00025871,"InChI=1S/C17H24N2O4/c1-17(2,3)23-16(22)19-11-9-18(10-12-19)14(15(20)21)13-7-5-4-6-8-13/h4-8,14H,9-12H2,1-3H3,(H,20,21)",CC(C)(C)OC(=O)N1CCN(C(C(=O)O)c2ccccc2)CC1,545.4618366297667,False,['347186-49-6'],1.0173007195,0,$138.00/1 G,"Only 5 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/673056,,,
POOL-00008547,"InChI=1S/C17H24N2O4/c1-17(2,3)23-16(22)18-14-11-19(10-13(14)15(20)21)9-12-7-5-4-6-8-12/h4-8,13-14H,9-11H2,1-3H3,(H,18,22)(H,20,21)",CC(C)(C)OC(O)=NC1CN(Cc2ccccc2)CC1C(=O)O,565.7061411366515,False,['775572-31-1'],1.0243129013,0,$156.00/100 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/enamine/enah0424b7a8?context=bbe,,,
POOL-00000683,"InChI=1S/C17H24N2O4/c1-16(2,3)23-15(22)19-11-17(12-19,9-14(20)21)18-10-13-7-5-4-6-8-13/h4-8,18H,9-12H2,1-3H3,(H,20,21)",CC(C)(C)OC(=O)N1CC(CC(=O)O)(NCc2ccccc2)C1,559.7061411366515,False,['1695403-11-2'],1.0272370284,0,,,,,,
POOL-00006087,"InChI=1S/C17H22FNO4/c1-16(2,3)23-15(22)19-10-8-17(9-11-19,14(20)21)12-4-6-13(18)7-5-12/h4-7H,8-11H2,1-3H3,(H,20,21)",CC(C)(C)OC(=O)N1CCC(C(=O)O)(c2ccc(F)cc2)CC1,583.6060848641748,False,['644981-89-5'],0.9934146797,0,$166.75/250 mg,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/achemblock/advh0430a355?context=bbe,,,
POOL-00006082,"InChI=1S/C17H23NO4/c1-17(2,3)22-16(21)18-9-7-12(8-10-18)13-5-4-6-14(11-13)15(19)20/h4-6,11-12H,7-10H2,1-3H3,(H,19,20)",CC(C)(C)OC(=O)N1CCC(c2cccc(C(=O)O)c2)CC1,554.0225197483126,False,['828243-30-7'],1.0101896849,0,$52.60/100 MG,"Only 5 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/sial/916587,,,
POOL-00025877,"InChI=1S/C18H26N2O5/c1-18(2,3)25-17(23)20-11-9-19(10-12-20)15(16(21)22)13-7-5-6-8-14(13)24-4/h5-8,15H,9-12H2,1-4H3,(H,21,22)",COc1ccccc1C(C(=O)O)N1CCN(C(=O)OC(C)(C)C)CC1,618.1375941155507,False,['868260-20-2'],1.0252561788,0,$135.00/1 G,"Available to ship on December 15, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/451649,,,
