ligand_label,ligand_identifier,ligand_smiles,complexity_BertzCT,is_taught,cas_number,rank_average_pred_std,cluster,sigma-price,sigma-avail,sigma-url,fisher-price,fisher-avail,fisher-url
POOL-00014146,"InChI=1S/C14H14N2O3/c1-10-12(7-8-19-10)14(17)16-15-9-11-5-3-4-6-13(11)18-2/h3-9H,1-2H3,(H,16,17)",COc1ccccc1C=NN=C(O)c1ccoc1C,614.6585672011378,False,['304906-48-7'],0.2149797093,0,$28.60/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r586625,,,
POOL-00029129,"InChI=1S/C14H14N2O2/c1-11-7-8-15-13(9-11)16-14(17)10-18-12-5-3-2-4-6-12/h2-9H,10H2,1H3,(H,15,16,17)",Cc1ccnc(N=C(O)COc2ccccc2)c1,538.5000720764084,False,['349421-77-8'],0.2247529862,0,$28.60/25MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r644536,,,
POOL-00032117,"InChI=1S/C14H14N2O2/c17-14(11-18-13-6-2-1-3-7-13)16-10-12-5-4-8-15-9-12/h1-9H,10-11H2,(H,16,17)",OC(COc1ccccc1)=NCc1cccnc1,497.717145512792,False,['324073-85-0'],0.2505577805,0,$28.60/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r483672,,,
POOL-00015346,"InChI=1S/C15H14N2O2/c1-11-2-4-12(5-3-11)10-16-17-15(19)13-6-8-14(18)9-7-13/h2-10,18H,1H3,(H,17,19)",Cc1ccc(C=NN=C(O)c2ccc(O)cc2)cc1,599.047630273375,False,['212575-51-4'],0.2276493723,0,$28.60/25MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r698601,,,
POOL-00031878,"InChI=1S/C14H12N2O3/c1-9-6-7-15-12(8-9)16-13(17)10-4-2-3-5-11(10)14(18)19/h2-8H,1H3,(H,18,19)(H,15,16,17)",Cc1ccnc(N=C(O)c2ccccc2C(=O)O)c1,650.6442659022198,False,['200417-47-6'],0.2169264336,0,$28.60/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s719099,,,
POOL-00008604,"InChI=1S/C14H14N2O3/c1-9-3-4-11(10(2)7-9)12-5-6-13(17)16(15-12)8-14(18)19/h3-7H,8H2,1-2H3,(H,18,19)",Cc1ccc(-c2ccc(=O)n(CC(=O)O)n2)c(C)c1,689.3306992473523,False,['853334-27-7'],0.2230984031,0,$68.10/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/t120030,,,
POOL-00014127,"InChI=1S/C13H12N2O3/c16-13(10-18-11-5-2-1-3-6-11)15-14-9-12-7-4-8-17-12/h1-9H,10H2,(H,15,16)",OC(COc1ccccc1)=NN=Cc1ccco1,518.4340894706439,False,['259856-54-7'],0.2334130972,0,$28.60/25MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r761230,,,
POOL-00033884,"InChI=1S/C14H13FN2O2/c1-19-13-8-6-12(7-9-13)17-14(18)16-11-4-2-10(15)3-5-11/h2-9H,1H3,(H2,16,17,18)",COc1ccc(NC(=O)Nc2ccc(F)cc2)cc1,552.6635769007231,False,['107676-55-1'],0.2200292172,0,$28.60/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s601705,,,
POOL-00032083,"InChI=1S/C14H14N2O3/c1-9(17)8-12-13(14(18)19)10(2)15-16(12)11-6-4-3-5-7-11/h3-7H,8H2,1-2H3,(H,18,19)",CC(=O)Cc1c(C(=O)O)c(C)nn1-c1ccccc1,629.6406758485081,False,['294874-70-7'],0.2260996998,0,,,,,,
POOL-00001612,"InChI=1S/C14H16N2O3/c1-9(2)8-19-11-6-4-10(5-7-11)14(3)12(17)15-13(18)16-14/h4-7H,1,8H2,2-3H3,(H2,15,16,17,18)",C=C(C)COc1ccc(C2(C)N=C(O)N=C2O)cc1,560.5587382952176,False,['1225603-46-2'],0.2757630266,0,,,,,,
POOL-00018643,"InChI=1S/C15H13NO3/c17-14(12-9-5-2-6-10-12)16-13(15(18)19)11-7-3-1-4-8-11/h1-10,13H,(H,16,17)(H,18,19)",O=C(O)C(N=C(O)c1ccccc1)c1ccccc1,578.8543864233072,False,"['74536-43-9', '29670-63-1']",0.2493965849,0,,,,,,
POOL-00027905,"InChI=1S/C14H12N2O3/c1-10-6-2-4-8-12(10)15-14(17)11-7-3-5-9-13(11)16(18)19/h2-9H,1H3,(H,15,17)",Cc1ccccc1N=C(O)c1ccccc1[N+](=O)[O-],650.6442659022198,False,['2385-25-3'],0.2473581962,0,$28.60/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r588970,,,
POOL-00000298,"InChI=1S/C13H11BrN2O3/c1-8-11(4-5-19-8)13(18)16-15-7-9-6-10(14)2-3-12(9)17/h2-7,17H,1H3,(H,16,18)",Cc1occc1C(O)=NN=Cc1cc(Br)ccc1O,647.0879284214802,False,['304906-22-7'],0.2305637915,0,$28.60/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r405361,,,
POOL-00034039,"InChI=1S/C15H16N2O2/c1-2-19-14-10-8-13(9-11-14)17-15(18)16-12-6-4-3-5-7-12/h3-11H,2H2,1H3,(H2,16,17,18)",CCOc1ccc(NC(O)=Nc2ccccc2)cc1,535.8318493224938,False,['4345-85-1'],0.2158180266,0,$28.60/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s890642,,,
POOL-00042507,"InChI=1S/C14H16N2O3/c1-3-14(4-2)11(17)15-13(19)16(12(14)18)10-8-6-5-7-9-10/h5-9H,3-4H2,1-2H3,(H,15,17,19)",CCC1(CC)C(=O)N(c2ccccc2)C(=O)N=C1O,532.881875440294,False,['357-67-5'],0.2220989923,0,$172.00/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/ph003576,,,
POOL-00014206,"InChI=1S/C14H14N2O2S/c1-18-13-7-3-2-5-11(13)10-15-16-14(17)9-12-6-4-8-19-12/h2-8,10H,9H2,1H3,(H,16,17)",COc1ccccc1C=NN=C(O)Cc1cccs1,576.891717206394,False,['4847-09-0'],0.2386105879,0,,,,,,
POOL-00005281,"InChI=1S/C14H16N2O2/c1-17-13-6-5-11(8-14(13)18-2)9-16-12-4-3-7-15-10-12/h3-8,10,16H,9H2,1-2H3",COc1ccc(CNc2cccnc2)cc1OC,500.40210760775375,False,['109688-75-7'],0.2249690911,0,$172.00/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/ph010202,,,
POOL-00028713,"InChI=1S/C15H20N2O2/c1-11(18)12-6-5-9-14(10-12)17-15(19)16-13-7-3-2-4-8-13/h5-6,9-10,13H,2-4,7-8H2,1H3,(H2,16,17,19)",CC(=O)c1cccc(NC(O)=NC2CCCCC2)c1,476.78884773603056,False,['380217-83-4'],0.2205019104,0,$68.10/25MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r677337,,,
