ligand,amount,y_real,mean,std,uci
2-pyridin-2-ylpyridine,17.75,0.44576171,0.4281168199005971,0.021786526201982653,0.43107342291983114
dodecanoic acid,22.5,0.88576663,0.8781622050825972,0.009943552406946157,0.879511623378829
dodecanoic acid,11.15,0.90422863,0.9078675770015302,0.012023131454255516,0.9094992105363461
dodecanoic acid,16.8,0.82454354,0.8413173347406687,0.013372623271716374,0.8431321049327445
dodecanoic acid,5.7,1.1196634,1.134290579953818,0.03282028345977928,1.138744550645138
dodecanoic acid,8.4,0.94223851,0.9591749967325095,0.02962753942732192,0.9631956869385196
dodecanoic acid,13.850000000000001,0.89567637,0.8883103890186802,0.016474575633344375,0.8905461185519966
dodecanoic acid,19.55,0.79875112,0.8105380534708794,0.013109545880635315,0.8123171219911259
dodecanoic acid,2.75,1.462567,1.4440749779721387,0.036918517559277005,1.4490851112751464
dodecanoic acid,20.900000000000002,0.83906877,0.843912355401649,0.007777097154467073,0.8449677686747242
dodecanoic acid,4.1000000000000005,1.4185841,1.3990274983523094,0.036753719075971795,1.404015267204519
dodecanoic acid,7.050000000000001,0.99165142,1.0045668536745715,0.03131147293586449,1.0088160669066661
dodecanoic acid,9.75,0.92024708,0.937495516409115,0.028279116701127097,0.9413332150419615
dodecanoic acid,12.5,0.81436229,0.8297372199755803,0.014906755142542204,0.8317601839328821
dodecanoic acid,15.25,0.77350163,0.7911280500899179,0.016614037034797753,0.7933827056326762
dodecanoic acid,1.35,1.3268852,1.327109705986167,0.031407232312989565,1.33137191451916
dodecanoic acid,18.2,0.93477225,0.9254739045586886,0.01216926301375346,0.927125369295873
dodecanoic acid,15.9,0.93830174,0.9422770084581567,0.009194367397961712,0.9435247564541767
dodecanoic acid,20.25,0.81571978,0.8231416421284755,0.010721335876891086,0.8245966117610806
dodecanoic acid,21.8,0.84124076,0.8470095565866009,0.007250582979427423,0.8479935177435766
dodecanoic acid,3.4000000000000004,1.2038281,1.2205502596152151,0.03483859206263139,1.225278130663738
dodecanoic acid,4.75,1.1631032,1.1765474159993348,0.032239554671126554,1.1809225772249339
dodecanoic acid,0.7000000000000001,1.4561189,1.4518046488763814,0.03365849523729181,1.4563723715008536
dodecanoic acid,2.0500000000000003,1.2235118,1.2345065254900407,0.0320381743781345,1.2388543578254463
dodecanoic acid,6.3500000000000005,1.2926084,1.2790933342996134,0.03457124913424245,1.2837849248093336
dodecanoic acid,7.75,1.1472205,1.129404136044545,0.030270871735523806,1.1335121315064351
dodecanoic acid,9.1,1.0603408,1.0595541279016834,0.022454032815306772,1.0626013168202029
dodecanoic acid,10.450000000000001,0.95214826,0.9582218671137575,0.020695168710969956,0.9610303643347987
dodecanoic acid,11.8,0.90545034,0.9010209529196898,0.011567331005062305,0.90259073074737
dodecanoic acid,13.200000000000001,0.90259963,0.9092021804236208,0.011649847633903242,0.9107831564070651
dodecanoic acid,14.55,0.85780221,0.8639383905948198,0.012232789073064635,0.8655984763180676
dodecanoic acid,17.5,0.67182517,0.7041684937361404,0.025737348582742545,0.707661254437013
dodecanoic acid,18.85,0.91278082,0.9195136993134377,0.012507036249842384,0.9212110025363163
dodecanoic acid,5.25,1.2950519,1.2797889577363681,0.031087910959291788,1.2840078318492847
dodecanoic acid,16.35,0.89988464,0.9017310908494198,0.009061048586667942,0.9029607464338117
dodecanoic acid,21.35,0.86119598,0.8560380078346198,0.00603726210416729,0.8568573118025679
dodecanoic acid,8.85,1.1544152,1.139956749987852,0.026395625592672355,1.1435388440582122
dodecanoic acid,10.25,1.0826037,1.0664477213295689,0.025788622792137054,1.0699474403440752
dodecanoic acid,10.9,1.0073984,1.005616453519815,0.01996021161993536,1.008325211281054
dodecanoic acid,12.75,0.90205663,0.9018165648286047,0.010296869251328927,0.9032139310004714
dodecanoic acid,13.4,1.054232,1.028265241394197,0.02156522333241874,1.0311918118728485
dodecanoic acid,15.450000000000001,0.96694493,0.9419710121980499,0.020087147352794738,0.9446969961369519
dodecanoic acid,17.05,0.93287176,0.9128682897689536,0.01560785748117884,0.9149863988297927
dodecanoic acid,17.75,0.8869884,0.8566400192128766,0.027782085893190527,0.8604102668545107
"N,N-dibutylbutan-1-amine",22.5,0.013863025,0.01723506462891419,0.005016158298712994,0.017915796776546842
"N,N-dibutylbutan-1-amine",11.15,0.1981516,0.18159626656488395,0.016175589006395003,0.18379142126053452
"N,N-dibutylbutan-1-amine",16.8,0.09062694,0.06982350938299246,0.011207851764456682,0.07134450304938543
"N,N-dibutylbutan-1-amine",5.7,0.29422718,0.28871279233900665,0.020920599320103882,0.29155188226736684
"N,N-dibutylbutan-1-amine",8.4,0.28519207,0.2756344021690321,0.017354427428504786,0.27798953451351416
"N,N-dibutylbutan-1-amine",13.850000000000001,0.075177595,0.06870904975867925,0.005668152287603409,0.06947826262041035
"N,N-dibutylbutan-1-amine",19.55,0.077315673,0.0653339140677047,0.0072146293419411405,0.06631299603319475
"N,N-dibutylbutan-1-amine",2.75,0.59755844,0.597345930081485,0.027427305524139446,0.601068031235672
"N,N-dibutylbutan-1-amine",20.900000000000002,0.06738396,0.05324218336641028,0.008286986586603722,0.05436679264717184
"N,N-dibutylbutan-1-amine",4.1000000000000005,0.45879027,0.46697823516397174,0.02666334478322772,0.47059666083487084
"N,N-dibutylbutan-1-amine",7.050000000000001,0.32995379,0.31615597877631507,0.017805069179179147,0.31857226675195577
"N,N-dibutylbutan-1-amine",9.75,0.18035726,0.17717957886730668,0.01417685244858302,0.1791034892862564
"N,N-dibutylbutan-1-amine",12.5,0.1352507,0.1280444188318452,0.012962006609712817,0.12980346511220728
"N,N-dibutylbutan-1-amine",15.25,0.038761295,0.036782121264896106,0.004503542958753719,0.037393287477703804
"N,N-dibutylbutan-1-amine",1.35,0.675219,0.6782138234545952,0.02800587065126171,0.6820144404486098
"N,N-dibutylbutan-1-amine",18.2,0.061452515,0.05076294146984248,0.007168486386820054,0.05173576147327568
"N,N-dibutylbutan-1-amine",15.9,0.062073246,0.05056882590062358,0.00689473438863731,0.05150449560405738
"N,N-dibutylbutan-1-amine",20.25,0.02000138,0.03185476292688867,0.006889800763082461,0.03278976309851754
"N,N-dibutylbutan-1-amine",21.8,0.031519417,0.026578911771319807,0.004339124297281576,0.02716776507814056
"N,N-dibutylbutan-1-amine",3.4000000000000004,0.55203807,0.550195245019417,0.027264356658485398,0.5538952327304737
"N,N-dibutylbutan-1-amine",4.75,0.50789708,0.49978179561996605,0.02615601010374448,0.5033313719832143
"N,N-dibutylbutan-1-amine",0.7000000000000001,0.85785228,0.853969474698635,0.03652470628301261,0.8589261647129965
"N,N-dibutylbutan-1-amine",2.0500000000000003,0.6807366,0.6776027442162058,0.026624567806999243,0.6812159075463383
"N,N-dibutylbutan-1-amine",6.3500000000000005,0.22801572,0.24185334035635947,0.020147533061969102,0.24458751911110352
"N,N-dibutylbutan-1-amine",7.75,0.25884545,0.2655578496367887,0.014975270546886738,0.2675901116735306
"N,N-dibutylbutan-1-amine",9.1,0.2069798,0.20477125974578494,0.013490018587113873,0.2066019614058116
"N,N-dibutylbutan-1-amine",10.450000000000001,0.098351613,0.10852302575369334,0.013067044998129412,0.11029632656979227
"N,N-dibutylbutan-1-amine",11.8,0.13014691,0.13596816198197834,0.012577638887311792,0.1376750465382541
"N,N-dibutylbutan-1-amine",13.200000000000001,0.037519827,0.04481105758460573,0.006343917057962611,0.04567197704250608
"N,N-dibutylbutan-1-amine",14.55,0.063659564,0.061885059731359354,0.004903150676132977,0.06255045585547826
"N,N-dibutylbutan-1-amine",17.5,0.031657357,0.028188347802847093,0.0041810427466341185,0.028755748199479396
"N,N-dibutylbutan-1-amine",18.85,,0.06046301133189907,0.009195686999673191,0.06171093840825375
"N,N-dibutylbutan-1-amine",5.25,0.42630526,0.4262070355239302,0.02806527283346302,0.4300157138614383
"N,N-dibutylbutan-1-amine",16.35,0.014138906,0.028294064574399987,0.0094669574500146,0.0295788051851875
"N,N-dibutylbutan-1-amine",21.35,0.0082764328,0.017878942030233925,0.006572164688489188,0.018770836487420135
"N,N-dibutylbutan-1-amine",8.85,0.1821505,0.18908680499559058,0.0141793796274982,0.19101105837260263
"N,N-dibutylbutan-1-amine",10.25,0.15980412,0.154846826226065,0.012972688887482594,0.15660732217556722
"N,N-dibutylbutan-1-amine",10.9,0.10655908,0.11658640271941322,0.013987603331456844,0.11848463054418089
"N,N-dibutylbutan-1-amine",12.75,0.078626111,0.08002475624562824,0.010504608258200031,0.08145031423519147
"N,N-dibutylbutan-1-amine",13.4,0.053107113,0.05351787279484444,0.005266517346503955,0.054232580635055566
"N,N-dibutylbutan-1-amine",15.450000000000001,0.016208014,0.02513704452142725,0.006103576811389804,0.025965347916901086
"N,N-dibutylbutan-1-amine",17.05,0.0086212838,0.024498106061427383,0.009038208439124286,0.02572466205809424
"N,N-dibutylbutan-1-amine",17.75,0.011311125,0.019453532590645282,0.00555122184852322,0.020206877071799332
octadecane-1-thiol,22.5,0.89498514,0.892950270906215,0.007788316050386903,0.8940072066717354
octadecane-1-thiol,11.15,0.9073891,0.9100415874193793,0.015495605102537223,0.9121444629492493
octadecane-1-thiol,16.8,0.86987293,0.872581999069417,0.008722546822363807,0.873765717301104
octadecane-1-thiol,5.7,0.87086219,0.8768511095441869,0.020267852418963013,0.8796016165823325
octadecane-1-thiol,8.4,0.71836239,0.7425568683711707,0.03599577761889573,0.7474417786042679
octadecane-1-thiol,13.850000000000001,0.67658472,0.721893873502817,0.04105011812226908,0.7274646975091319
octadecane-1-thiol,19.55,0.846587,0.8703693761776586,0.024130171437912105,0.8736440302949118
octadecane-1-thiol,2.75,1.1559242,1.135931366459101,0.03677520431136568,1.1409220510267968
octadecane-1-thiol,20.900000000000002,0.95593941,0.9451147407356915,0.01253527455007847,0.9468158761180875
octadecane-1-thiol,4.1000000000000005,1.1298988,1.1069512369120207,0.03656649032631224,1.1119135973498095
octadecane-1-thiol,7.050000000000001,0.97328973,0.9716863868585508,0.025293196274872694,0.9751188725967114
octadecane-1-thiol,9.75,0.93447989,0.9382596150437943,0.01550336497687527,0.9403635436496657
octadecane-1-thiol,12.5,0.83174795,0.8433351178524926,0.01688696772926866,0.8456268122378747
octadecane-1-thiol,15.25,0.71775359,0.7413904886319519,0.02521476065378462,0.7448123300392093
octadecane-1-thiol,1.35,0.86173046,0.8649672393962916,0.02991686546690149,0.8690271934222533
octadecane-1-thiol,18.2,0.97717071,0.9697708697933367,0.017677207280588664,0.9721698059033375
octadecane-1-thiol,15.9,1.0346245,1.0074318614587312,0.02480320321392102,1.0107978512833173
octadecane-1-thiol,20.25,0.97153944,0.9581241480800019,0.014042221096595562,0.9600297879652245
octadecane-1-thiol,21.8,0.88060272,0.8833313251928623,0.006763316403567955,0.8842491604417422
octadecane-1-thiol,3.4000000000000004,0.87976563,0.89880787550385,0.03645962596897699,0.9037557336075531
octadecane-1-thiol,4.75,0.80937523,0.8219345291346037,0.026950410585616362,0.8255919118934842
octadecane-1-thiol,0.7000000000000001,1.0335591,1.0268134605221217,0.031401782067864016,1.0310749294139696
octadecane-1-thiol,2.0500000000000003,0.79217714,0.8042245353487218,0.03204312138288486,0.8085730390315944
octadecane-1-thiol,6.3500000000000005,1.1021992,1.0847849548187944,0.030664648097969097,1.088946388831251
octadecane-1-thiol,7.75,0.88889736,0.887397658322166,0.023366779570690034,0.8905687141567667
octadecane-1-thiol,9.1,0.99505365,0.9895652915713945,0.015634146040664855,0.9916869681965909
octadecane-1-thiol,10.450000000000001,0.81926793,0.8375428949480727,0.02848763951867423,0.8414088917678915
octadecane-1-thiol,11.8,0.88045049,0.8837777871784245,0.01309099451232786,0.8855543381320319
octadecane-1-thiol,13.200000000000001,0.86264366,0.8781019825913992,0.018736885883958446,0.880644725425294
octadecane-1-thiol,14.55,0.96096188,0.9245583700455346,0.03448730246892256,0.9292385683322892
octadecane-1-thiol,17.5,0.7381478,0.7400681925430774,0.013073650435687936,0.7418423897690238
octadecane-1-thiol,18.85,1.080968,1.0550908746785563,0.025343823345231185,1.0585302309084919
octadecane-1-thiol,5.25,0.88395101,0.8825485054508688,0.018024201994675994,0.8849945314736817
octadecane-1-thiol,16.35,0.94033939,0.9354810058957747,0.012154559016592834,0.937130475184855
octadecane-1-thiol,21.35,0.88455975,0.8896446303935115,0.008685140847590082,0.8908232723401162
octadecane-1-thiol,8.85,0.98911804,0.9850775699100698,0.016473114622890438,0.9873131011727726
octadecane-1-thiol,10.25,0.95228672,0.9469565938845361,0.015262024768489703,0.9490277707252954
octadecane-1-thiol,10.9,1.1248764,1.1007890252097001,0.03195649508371393,1.1051257730222104
octadecane-1-thiol,12.75,0.98211706,0.958428691094881,0.02302704904031528,0.9615536428235532
octadecane-1-thiol,13.4,0.96339703,0.9589680512922802,0.01552067218394901,0.9610743286223224
octadecane-1-thiol,15.450000000000001,0.85092461,0.8652963578600558,0.01870548618950453,0.8678348395083645
octadecane-1-thiol,17.05,0.90327984,0.8990034581432574,0.00914519450803606,0.9002445329912284
octadecane-1-thiol,17.75,0.70694774,0.7325119287360585,0.025641299521932195,0.7359916548236773
octylphosphonic acid,22.5,0.0043520988,0.006304188813047224,0.0018075491582505534,0.006549487455389351
octylphosphonic acid,11.15,0.011301418,0.01948423602818705,0.0031421831736555238,0.019910655007150793
octylphosphonic acid,16.8,,0.023988860274836807,0.0036642353532145965,0.024486125842007055
octylphosphonic acid,5.7,0.037273619,0.030270727553942396,0.004115158765179769,0.030829186975924534
octylphosphonic acid,8.4,0.011722589,0.021324391732478253,0.004246961275203712,0.02190073779207607
octylphosphonic acid,13.850000000000001,0.001474098,0.008563229569174227,0.002103014991502468,0.008848625249776343
octylphosphonic acid,19.55,0.0064579532,0.008157489829722654,0.001196791249134128,0.008319903818431916
octylphosphonic acid,2.75,,0.02231188089953871,0.03346488549567823,0.026853329158777008
octylphosphonic acid,20.900000000000002,0.004422294,0.008716024978801012,0.001624382838312572,0.00893646651039818
octylphosphonic acid,4.1000000000000005,0.0056858067,0.011428306117782004,0.01182684977709162,0.013033302684687395
octylphosphonic acid,7.050000000000001,0.024357714,0.02767145196703136,0.003534409841819542,0.028151099190854643
octylphosphonic acid,9.75,0.019093079,0.025347125675568204,0.002530152668627266,0.025690487299621225
octylphosphonic acid,12.5,0.0077916607,0.015609940055478042,0.0025313828595206356,0.015953468626114277
octylphosphonic acid,15.25,0.0049838549,0.013234031193956556,0.002681135581469587,0.013597882387196688
octylphosphonic acid,1.35,0.17471571,0.17365062283312738,0.026930641143650194,0.17730532272318963
octylphosphonic acid,18.2,0.0074406853,0.015621046529209471,0.003642113612942669,0.016115310002173772
octylphosphonic acid,15.9,0.0084936125,0.015250797476269421,0.0026708831346004113,0.015613257331804454
octylphosphonic acid,20.25,0.0064579532,0.006668884542484014,0.0009139653227459838,0.006792916827743886
octylphosphonic acid,21.8,0.0086340029,0.010866226100078409,0.0014537599474249553,0.011063512762942863
octylphosphonic acid,3.4000000000000004,-0.00021058542,0.004549627100759475,0.015290622683084981,0.006624684903534082
octylphosphonic acid,4.75,0.044995088,0.03714003786394907,0.010917192965291218,0.03862158684442873
octylphosphonic acid,0.7000000000000001,0.12810613,0.13193887079703684,0.028111371727140892,0.13575380511711727
octylphosphonic acid,2.0500000000000003,0.23803173,0.2326404645938103,0.03187963960329047,0.23696678251293796
octylphosphonic acid,6.3500000000000005,0.01214376,0.018821799818824727,0.004146973924882732,0.019384576808296198
octylphosphonic acid,7.75,0.055664748,0.04392054411632827,0.004490905954882382,0.04452999538828429
octylphosphonic acid,9.1,0.038396742,0.03612552394771057,0.0018766097553435219,0.036380194656438235
octylphosphonic acid,10.450000000000001,0.041204549,0.03928070108804745,0.0014312772206937774,0.039474936668003245
octylphosphonic acid,11.8,0.028709814,0.024231323075757327,0.001882014799842385,0.02448672729154969
octylphosphonic acid,13.200000000000001,0.017689176,0.019808623667467853,0.0012021355704847877,0.019971762922632842
octylphosphonic acid,14.55,0.017548786,0.014127861294962291,0.0015631111519110216,0.014339987776636911
octylphosphonic acid,17.5,0.029692546,0.03141666030481509,0.002095430830041312,0.0317010267550357
octylphosphonic acid,18.85,0.011301418,0.011386960351601826,0.0015920938534760998,0.011603020013911048
octylphosphonic acid,5.25,0.010248491,0.017720381694681098,0.006622530963451218,0.018619111251655118
octylphosphonic acid,16.35,0.013407272,0.014146574115369872,0.0018007616914206424,0.014390951645060253
octylphosphonic acid,21.35,0.021479713,0.016365832462717,0.0013889023264114402,0.016554317436118383
octylphosphonic acid,8.85,0.037133232,0.03519695252902723,0.001972785862063619,0.035464675092138215
octylphosphonic acid,10.25,0.037975572,0.03715487444195975,0.0016259614952361273,0.03737553020972212
octylphosphonic acid,10.9,0.038817912,0.03369223805165564,0.00269646388790078,0.034058169416679655
octylphosphonic acid,12.75,0.03264074,0.02620278960487134,0.001978910697606142,0.02647134335635488
octylphosphonic acid,13.4,0.025200056,0.021920140035734902,0.0014487859870578503,0.02211675169304305
octylphosphonic acid,15.450000000000001,0.041906498,0.030376454432401813,0.002897068700086133,0.030769609448772602
octylphosphonic acid,17.05,0.025621228,0.026117193527958164,0.0020086584321642397,0.02638978428107264
octylphosphonic acid,17.75,0.045135476,0.03835970603120475,0.0033415612768741124,0.038813182187456885
octanoic acid,0.0,,0.43421595431920557,0.11176278665094191,0.44938304380316896
octanoic acid,0.22727272727272727,,0.4306161754462217,0.10994049988697921,0.44553596627879427
octanoic acid,0.45454545454545453,,0.4279067215412245,0.10654595023482495,0.44236584527811357
octanoic acid,0.6818181818181818,,0.4276022325304915,0.10228520434757166,0.44148313952747203
octanoic acid,0.9090909090909091,,0.42767121537355374,0.10378950778032126,0.441756268182027
octanoic acid,1.1363636363636362,,0.369576180799066,0.0855240939817727,0.38118247324511706
octanoic acid,1.3636363636363635,,0.3700609824859293,0.08365021769398295,0.3814129751763063
octanoic acid,1.5909090909090908,,0.3701074185149878,0.08697605930661739,0.3819107540794993
octanoic acid,1.8181818181818181,,0.38795140954995,0.08706952155026736,0.3997674286762739
octanoic acid,2.0454545454545454,,0.38851239946578964,0.08378977624103337,0.39988333134903037
octanoic acid,2.2727272727272725,,0.3863603442649084,0.08689863483907956,0.39815317272000916
octanoic acid,2.5,,0.35941089361550377,0.08743083997678826,0.3712759464951141
octanoic acid,2.727272727272727,,0.24747662099343112,0.08597266932503847,0.2591437886428973
octanoic acid,2.9545454545454546,,0.24368767415235656,0.08603676866850876,0.2553635405870571
octanoic acid,3.1818181818181817,,0.20579033066945474,0.08368076081912383,0.2171464683022228
octanoic acid,3.409090909090909,,0.2036517169902038,0.0841656592057874,0.21507365914916113
octanoic acid,3.6363636363636362,,0.20116286279705756,0.08506886879730495,0.21270737760392233
octanoic acid,3.8636363636363633,,0.18004490336777262,0.07457995802313584,0.19016599045716298
octanoic acid,4.090909090909091,,0.18070264198791036,0.07276528981521915,0.19057746432390713
octanoic acid,4.318181818181818,,0.18134888462886697,0.07337032276238084,0.19130581469611607
octanoic acid,4.545454545454545,,0.20879980413260663,0.0794784189717127,0.21958565091318832
octanoic acid,4.7727272727272725,,0.21039048933687268,0.07847005934449897,0.22103949378239585
octanoic acid,5.0,,0.20679202775960098,0.07956513104709682,0.21758964205105194
octanoic acid,5.2272727272727275,,0.1517699799260576,0.06510028526557665,0.1606046008373842
octanoic acid,5.454545454545454,,0.15172980837706324,0.06640783906996145,0.16074187462731238
octanoic acid,5.681818181818182,,0.09463740854407167,0.05164335108504327,0.1016458176096485
octanoic acid,5.909090909090909,,0.0941158575168556,0.05102652436220824,0.10104055834302929
octanoic acid,6.136363636363636,,0.08359709182324271,0.04943840128231462,0.09030627185232387
octanoic acid,6.363636363636363,,0.08311454572447287,0.04906255823358435,0.0897727208947559
octanoic acid,6.590909090909091,,0.08382497532762917,0.04900444771939363,0.09047526444393035
octanoic acid,6.818181818181818,,0.10466116691230591,0.05385269558442359,0.11196940140929096
octanoic acid,7.045454545454545,,0.10535926909063893,0.053660835803601946,0.11264146670583806
octanoic acid,7.2727272727272725,,0.10805525508606283,0.053534825131599656,0.11532035206163527
octanoic acid,7.5,,0.10191866945543017,0.0489621843447213,0.10856322309926544
octanoic acid,7.727272727272727,,0.09931706932224624,0.04829272858376395,0.10587077255212658
octanoic acid,7.954545454545454,,0.09816078315282172,0.048381685935667385,0.10472655859526052
octanoic acid,8.181818181818182,,0.08606619475938679,0.05036207322176863,0.09290072433798553
octanoic acid,8.409090909090908,,0.0836449081110217,0.05035010303507692,0.09047781324110646
octanoic acid,8.636363636363637,,0.06775336768240656,0.04407734328040235,0.0737350099605038
octanoic acid,8.863636363636363,,0.06751922171162728,0.04392754252977109,0.07348053484925055
octanoic acid,9.09090909090909,,0.077794075781771,0.04565159718600334,0.08398935670088836
octanoic acid,9.318181818181818,,0.07391156618256536,0.045745277448452144,0.08011956025036146
octanoic acid,9.545454545454545,,0.052233365139727955,0.046258862588528585,0.05851105675185516
octanoic acid,9.772727272727272,,0.050418723324855,0.04552786449586679,0.056597212744407724
octanoic acid,10.0,,0.04986470829281823,0.044651983389968786,0.055924333754979134
octanoic acid,10.227272727272727,,0.057362733710721064,0.041790608767897704,0.06303404812373431
octanoic acid,10.454545454545455,,0.04334857051393707,0.03952985602043935,0.048713082991804324
octanoic acid,10.681818181818182,,0.04205435136077924,0.03981903316667686,0.047458107452600026
octanoic acid,10.909090909090908,,0.0397540739911981,0.039998951273551936,0.04518224638569469
octanoic acid,11.136363636363637,,0.04744961554856033,0.04376484911001633,0.05338884990907169
octanoic acid,11.363636363636363,,0.04534198229456507,0.043929499455979355,0.05130356100247165
octanoic acid,11.59090909090909,,0.03604566958964161,0.04242172213191555,0.04180263105167198
octanoic acid,11.818181818181818,,0.034906436214059526,0.042387619151410844,0.04065876963331748
octanoic acid,12.045454545454545,,0.03343780189789256,0.04202702479755836,0.03914119982622209
octanoic acid,12.272727272727272,,0.029122612226578984,0.04101351581381624,0.034688469011654566
octanoic acid,12.5,,0.028786794173384634,0.040670032467544984,0.0343060375658878
octanoic acid,12.727272727272727,,0.028582634900306252,0.03669558024854971,0.033562513856205775
octanoic acid,12.954545454545453,,0.027945321348223223,0.036436022148790485,0.03288997622781521
octanoic acid,13.181818181818182,,0.012535948052795854,0.035635514991328034,0.0173719678128314
octanoic acid,13.409090909090908,,0.017408413020140262,0.035373738937548534,0.02220890771005714
octanoic acid,13.636363636363637,,0.009373330196414783,0.036409542836753746,0.014314391625027517
octanoic acid,13.863636363636363,,0.008710747167490264,0.03645135850946756,0.013657483311890675
octanoic acid,14.09090909090909,,0.008220475395383649,0.03605785717775156,0.013113810313051626
octanoic acid,14.318181818181818,,0.010987355071186809,0.03600179157024773,0.015873081444799427
octanoic acid,14.545454545454545,,0.01029010475200473,0.03588025585435287,0.015159337772742818
octanoic acid,14.772727272727272,,0.010719097736043402,0.03540360782313045,0.015523645868738351
octanoic acid,15.0,,0.0023112522291669447,0.0360093817019447,0.0071980086433690365
octanoic acid,15.227272727272727,,0.0021661728948565366,0.03613758682186575,0.007070327752533537
octanoic acid,15.454545454545453,,0.015337476914824448,0.03364818359882883,0.019903800168826508
octanoic acid,15.681818181818182,,0.00802138053029301,0.035527879080252796,0.012842793250329951
