ligand,amount,fom,window
"N,N-dibutylbutan-1-amine",0.0018,0.96378884606119,small
"N,N-dibutylbutan-1-amine",0.0029999999999999996,1.036495078638538,small
"N,N-dibutylbutan-1-amine",0.0042,0.93116546787349,small
"N,N-dibutylbutan-1-amine",0.0055,1.0278654885225589,small
"N,N-dibutylbutan-1-amine",0.006699999999999999,1.115269126200227,small
"N,N-dibutylbutan-1-amine",0.011699999999999999,1.053293956705785,small
"N,N-dibutylbutan-1-amine",0.012899999999999998,1.0128325360498331,small
"N,N-dibutylbutan-1-amine",0.0168,1.0555115806862374,small
"N,N-dibutylbutan-1-amine",0.0095,1.0403882885363251,small
"N,N-dibutylbutan-1-amine",0.014499999999999999,0.9906433905771413,small
"N,N-dibutylbutan-1-amine",0.019,1.0182034449530233,small
"N,N-dibutylbutan-1-amine",0.0121,0.9411135870874487,small
"N,N-dibutylbutan-1-amine",0.016,1.093138056234298,small
"N,N-dibutylbutan-1-amine",0.017599999999999998,1.0433824035516397,small
"N,N-dibutylbutan-1-amine",0.0184,1.0507106721271982,small
"N,N-dibutylbutan-1-amine",0.0196,1.0713704959218089,small
"N,N-dibutylbutan-1-amine",0.0037999999999999996,0.9859521801975426,small
"N,N-dibutylbutan-1-amine",0.0050999999999999995,0.9509089892280689,small
"N,N-dibutylbutan-1-amine",0.005699999999999999,0.9842120659393604,small
octylphosphonic acid,22.5,0.005636685591934689,large
octylphosphonic acid,11.15,0.011733463222572313,large
octylphosphonic acid,16.8,0.0,large
octylphosphonic acid,5.7,0.03895824771298537,large
octylphosphonic acid,8.4,0.014632377937095048,large
octylphosphonic acid,13.850000000000001,0.0052186046039646656,large
octylphosphonic acid,19.55,0.007783764859887057,large
octylphosphonic acid,2.75,0.0,large
octylphosphonic acid,20.900000000000002,0.0051032771663850705,large
octylphosphonic acid,4.1000000000000005,0.0062265653936506475,large
octylphosphonic acid,7.050000000000001,0.027711513970703885,large
octylphosphonic acid,9.75,0.020200973154532675,large
octylphosphonic acid,12.5,0.009627380245673318,large
octylphosphonic acid,15.25,0.007453967964036916,large
octylphosphonic acid,1.35,0.1802081272102734,large
octylphosphonic acid,18.2,0.010395807013004145,large
octylphosphonic acid,15.9,0.010305594877493137,large
octylphosphonic acid,20.25,0.007792745483050975,large
octylphosphonic acid,21.8,0.010404939850119994,large
octylphosphonic acid,3.4000000000000004,0.0,large
octylphosphonic acid,4.75,0.048599631642236324,large
octylphosphonic acid,0.7000000000000001,0.13207756822990394,large
octylphosphonic acid,2.0500000000000003,0.24133877244521562,large
octylphosphonic acid,6.3500000000000005,0.014907631500169969,large
octylphosphonic acid,7.75,0.055296791837273124,large
octylphosphonic acid,9.1,0.04085478281605958,large
octylphosphonic acid,10.450000000000001,0.04156846329867929,large
octylphosphonic acid,11.8,0.030340147444581432,large
octylphosphonic acid,13.200000000000001,0.02044532728536564,large
octylphosphonic acid,14.55,0.020583486815734863,large
octylphosphonic acid,17.5,0.031628384857756056,large
octylphosphonic acid,18.85,0.012446281159464409,large
octylphosphonic acid,5.25,0.01076868045725071,large
octylphosphonic acid,16.35,0.015742677240462525,large
octylphosphonic acid,21.35,0.024100491651064735,large
octylphosphonic acid,8.85,0.038633118711661106,large
octylphosphonic acid,10.25,0.04122192286811675,large
octylphosphonic acid,10.9,0.039683242766031926,large
octylphosphonic acid,12.75,0.03315524300957426,large
octylphosphonic acid,13.4,0.02372355916810001,large
octylphosphonic acid,15.450000000000001,0.03990603325367469,large
octylphosphonic acid,17.05,0.02469443049149885,large
octylphosphonic acid,17.75,0.04511454099882795,large
octylphosphonic acid,0.019999999999999997,1.9095624529406843,small
octylphosphonic acid,0.009899999999999999,2.0381342074640827,small
octylphosphonic acid,0.014899999999999998,2.0634226477947717,small
octylphosphonic acid,0.0048,2.055912171155206,small
octylphosphonic acid,0.012299999999999998,2.021325950883384,small
octylphosphonic acid,0.0024,2.060969859221344,small
octylphosphonic acid,0.007299999999999999,2.237399511723949,small
octylphosphonic acid,0.0174,2.027372359924857,small
octylphosphonic acid,0.0186,1.7873432306838146,small
octylphosphonic acid,0.008499999999999999,2.179939611965045,small
octylphosphonic acid,0.011099999999999999,2.0213069370184735,small
octylphosphonic acid,0.0012,1.5302111299559638,small
octylphosphonic acid,0.0036,1.989287588509541,small
octylphosphonic acid,0.0060999999999999995,2.1301613136298987,small
octylphosphonic acid,0.013499999999999998,2.0803640014298423,small
octylphosphonic acid,0.0162,2.117003719111976,small
octylphosphonic acid,0.007899999999999999,2.1818219845911635,small
octylphosphonic acid,0.009099999999999999,2.1159769704068205,small
octylphosphonic acid,0.010499999999999999,2.32781043937239,small
octylphosphonic acid,0.014099999999999998,2.122308587421948,small
octylphosphonic acid,0.0156,1.968163184594206,small
octylphosphonic acid,0.018,2.1728854680833263,small
octylphosphonic acid,0.019399999999999997,2.164310215008784,small
octylphosphonic acid,0.0006,1.3746434900329318,small
octylphosphonic acid,0.0018,1.870485157777051,small
octylphosphonic acid,0.0029999999999999996,2.1252937642128638,small
octylphosphonic acid,0.0042,2.217377911973411,small
octylphosphonic acid,0.0055,2.168055946396112,small
octylphosphonic acid,0.006699999999999999,2.2299650905440247,small
octylphosphonic acid,0.011699999999999999,2.2070153555973016,small
octylphosphonic acid,0.012899999999999998,2.2302312846527688,small
octylphosphonic acid,0.0168,2.1532251317660838,small
octylphosphonic acid,0.0095,2.1585490139409655,small
octylphosphonic acid,0.014499999999999999,2.0932173741092,small
octylphosphonic acid,0.019,2.079812599347444,small
octylphosphonic acid,0.0121,2.300202307522645,small
octylphosphonic acid,0.016,2.0156027775453857,small
octylphosphonic acid,0.017599999999999998,1.9756166196390406,small
octylphosphonic acid,0.0184,1.9830890685487856,small
octylphosphonic acid,0.0196,2.136854194078322,small
octylphosphonic acid,0.0037999999999999996,2.31740985526646,small
octylphosphonic acid,0.0050999999999999995,2.275237102895431,small
octylphosphonic acid,0.005699999999999999,2.2891932797395858,small
octadecane-1-thiol,22.5,0.9278637788151981,large
octadecane-1-thiol,11.15,0.9414453995069673,large
