ASA+,ASA-,ASA_H,ASA_P,SLogP,acceptorcount,accsitecount,asa,avgpol,axxpol,ayypol,azzpol,balabanindex,chainatomcount,chainbondcount,dipole,donorcount,donsitecount,fragCpx,fsp3,fusedringcount,hararyindex,hyperwienerindex,ligand_amount,mass,maximalprojectionarea,maximalprojectionradius,minimalprojectionarea,minimalprojectionradius,molpol,nC,nHeavyAtom,nN,nO,nP,nRing,nS,psa,rotatablebondcount,vdwsa,volume,wienerindex,wienerpolarity
1.0,0.9414367752845602,0.33254775494342725,0.919731718750703,0.7807086545063722,-0.038063171780388726,-0.07988407023407065,-0.2593793188660798,0.9392159702149301,0.7279856635175874,0.6503797898320515,0.7977500396884307,0.30629433435026965,0.8164935975389875,0.8494257686547125,-0.20560705003702004,0.13086725886244993,0.19950572676430475,-0.011995729543220814,0.5792110417135091,-0.32281151332325386,0.5678184421696115,0.866711923130439,-0.0010107698554097544,0.6420709610889874,0.9542449974912708,0.8772963664014141,0.6365704026302715,0.4995300761532615,0.8673147027593838,0.7754090779156526,0.7408690220063243,-0.006381243201682383,0.027146641210598704,0.13705144750694007,-0.39006243085294623,0.13157718884510236,0.020868443245046546,0.8901214564486397,0.961848496819811,0.9459358155793615,0.8678262819890624,0.2304659611014595
0.9414367752845602,1.0,-0.004926205044499646,0.959724701239944,0.72265666094059,-0.07862385659309204,-0.14790105488012079,-0.4750998894160006,0.9161683370978324,0.709026701471231,0.6256062126304263,0.7838341456350363,0.18285570681957108,0.69560960746665,0.7220447831244584,-0.259627371307126,0.2116598939006273,0.2835047918926146,0.05237352521218468,0.6276761896308783,-0.22621758594667,0.4622704735866708,0.7960384721337292,-0.0007770493268285015,0.4282549758102891,0.9164334161483636,0.863448906650948,0.5747645086509552,0.42540741776205354,0.8591797316830839,0.805264617429793,0.6339628347852303,0.03917267714802808,-0.07712888720948202,0.08271154222968792,-0.3068548232801153,0.024719202480295435,-0.050819781820354064,0.8448332481593,0.9327252442474315,0.9049525499895835,0.7800216295039055,0.13740469807938657
0.33254775494342725,-0.004926205044499646,1.0,0.04335191958704736,0.29411048616900226,0.10702379905044423,0.17675947284685625,0.5595743862334112,0.22295804415256337,0.17587753025035785,0.17904607341390869,0.17354236124031155,0.39691401927632014,0.47587753792941173,0.4996073910119465,0.11640170459287673,-0.20388313558969562,-0.20126840309816837,-0.18205313202726905,-0.03781960602036275,-0.324636869276456,0.391030676176716,0.34393030759215676,-0.0008241664569768674,0.70637496243045,0.2667876008608642,0.18677475659597403,0.28029111407593343,0.2916145451472813,0.16911639273402992,0.04735102576702153,0.4240312802547024,-0.12849173603657063,0.29623222253975856,0.17509447137395445,-0.29853800398853314,0.3210956479726971,0.20402405103933977,0.27687340348473194,0.24376680805387516,0.2742543460557373,0.39203223577155794,0.29917850738502155
0.919731718750703,0.959724701239944,0.04335191958704736,1.0,0.7534846162927259,-0.19435878742666193,-0.2755518520542313,-0.6176721863186799,0.9080614324709572,0.7117688329993747,0.6276525297972809,0.7672550563825207,0.15369142025241392,0.6387375486758484,0.66411693725794,-0.3165813338432259,0.13446634601475047,0.226518893146227,0.04494501919677805,0.5877774471261743,-0.2444127194200301,0.4117021644728289,0.7720118150063632,0.00013163777741002526,0.4255268409955346,0.8911895826341086,0.8389042379304884,0.5810166054388133,0.43273401452842286,0.863116059330197,0.8000021620543062,0.5839794431913613,0.07090031901251785,-0.2077912643217599,0.022478267507775457,-0.29689145599005423,0.052695762313034994,-0.19607779180010507,0.8228652613709607,0.90929005889797,0.8829610655468249,0.7473811252874848,0.0851312468777001
0.7807086545063722,0.72265666094059,0.29411048616900226,0.7534846162927259,1.0,-0.36323461298621923,-0.36374760540148476,-0.2896995270793187,0.794191958443106,0.6126482034624092,0.5331005675118766,0.685879496022195,0.19797575387218153,0.617101186284855,0.6418455141516995,-0.2692687017028396,0.07402307733216623,0.14092690867042856,0.03784439059725573,0.3978470485676886,-0.20434271032042844,0.4351403706921539,0.8014394154089478,0.00017224030329733448,0.5244575329360203,0.8170330875472539,0.7566554433096344,0.4881927363718633,0.4495364423910993,0.750331488778352,0.7086062194404302,0.592415767206111,-0.013766725555052114,-0.3553807086100953,0.06572711685471536,-0.2733120117438282,0.12076643433493565,-0.3434716425341854,0.732342776004348,0.7885071707021492,0.7865614866861037,0.7541624213711605,0.14483298763108718
-0.038063171780388726,-0.07862385659309204,0.10702379905044423,-0.19435878742666193,-0.36323461298621923,1.0,0.9460956254292693,0.4019240688450794,0.013068327011392974,0.10973178869759155,0.13932184026005331,-0.12198997240233997,-0.1448266022985507,-0.034968052251534404,-0.002288945647246248,0.368069239890252,0.25248071601945254,0.15625755044848322,0.19270401878487511,-0.2547588556929606,0.04154995906650061,0.3286658001643009,0.005160973352269715,-0.003005148025028836,0.23634961984832037,-0.004206863650237442,-0.1333721554710325,0.11146459290865934,0.09180988905927498,0.050283216167996254,0.009816757465696114,0.25127026089829363,0.10863917987957905,0.722537391798462,0.02766805677178427,0.20081976435808316,-0.04657801444428041,0.8688608663206845,-0.17034673679404658,-0.01529040949245739,0.027011134149519993,0.09969337858454394,0.41410756446231956
-0.07988407023407065,-0.14790105488012079,0.17675947284685625,-0.2755518520542313,-0.36374760540148476,0.9460956254292693,1.0,0.5178980965820368,-0.05827943580259077,0.017680617509954963,0.09286073361262316,-0.1624127680867352,-0.04868014327942377,0.00932207814763548,0.033148595949032786,0.38299378956816116,0.21553082215288485,0.07592983027041085,0.0773252068213966,-0.2593301792968683,0.011522535341995379,0.2655221349096481,-0.058192755486359236,-0.003204268483879209,0.2432136977463848,-0.060584750811066346,-0.1640137335225528,0.058485069479380106,0.06896443009608871,-0.046816431352934264,-0.08386270657671492,0.1937903001710952,-0.12943255942605197,0.8454848575949879,0.0695715153833829,0.11557283752153628,-0.03682554176506948,0.8700757842244496,-0.17177084681278032,-0.07489970946774431,-0.03615417429383139,0.0314202895083938,0.3747478016440007
-0.2593793188660798,-0.4750998894160006,0.5595743862334112,-0.6176721863186799,-0.2896995270793187,0.4019240688450794,0.5178980965820368,1.0,-0.35244364404411727,-0.2926937663636013,-0.2412205901569799,-0.2894333686472582,0.23551105276425394,0.0643063919399347,0.06784248997886717,0.3669514106173169,-0.06864186820052892,-0.15760472023676253,-0.13461170578656637,-0.2856907751722157,-0.04539951049834252,0.12467558852225072,-0.16298451335776956,-0.002348755571049264,0.23942004804666095,-0.2808243229678173,-0.30634702434975486,-0.15414788306518729,-0.06388389413718833,-0.38591367875214816,-0.4147620089608912,0.047517675717502234,-0.18722392951161773,0.5656156114809032,0.2192698635960034,-0.05102342980106831,0.13396292054502246,0.5242157855001641,-0.24119223956443786,-0.3101224794049567,-0.277226214720639,-0.10015142711216685,0.2522728608269998
0.9392159702149301,0.9161683370978324,0.22295804415256337,0.9080614324709572,0.794191958443106,0.013068327011392974,-0.05827943580259077,-0.35244364404411727,1.0,0.8249907447719135,0.7510040493280509,0.7865234669274527,0.09285491522482561,0.665161000135198,0.7149390981210513,-0.18096505307560648,0.2590098265809028,0.319216765545958,0.22835776604855562,0.4771399675058292,-0.1940199058310572,0.6896848750731186,0.8945007706922009,-0.000320170713734089,0.6682829792075272,0.9664377347183591,0.8216414531930833,0.7098694073725865,0.5493157676160925,0.9732672985071918,0.9085160465630018,0.824441410352158,0.08802043737394884,-0.04589387085305333,0.020519915959613597,-0.14475610118368715,0.15502933341553501,0.032692076243515965,0.7709153484876128,0.977145934724892,0.9900671339172231,0.9151700948286227,0.38798351358055416
0.7279856635175874,0.709026701471231,0.17587753025035785,0.7117688329993747,0.6126482034624092,0.10973178869759155,0.017680617509954963,-0.2926937663636013,0.8249907447719135,1.0,0.8093643659880766,0.3512131820430416,-0.07490647241627975,0.398030803160321,0.45292406540046304,0.05852339583748715,0.1325682368540363,0.18519040547386922,0.3954638335326043,0.14606823445884937,0.005133004648722799,0.7212953625195739,0.7451684538352541,0.00023399411053258377,0.6173731562199924,0.7955100302255744,0.4746390859458334,0.7873636817386088,0.7433095279832906,0.8641909945430721,0.8329242368047058,0.7764297224276591,0.1988759612690317,-0.01456643964538335,-0.06451748589581809,0.11250688241457746,0.09719674769782168,0.10456058811024456,0.47117857374057026,0.7636035707338706,0.8058842731971401,0.797179996704721,0.5338194794952145
