ligand_label,ligand_identifier,ligand_smiles,complexity_BertzCT,is_taught,cas_number,rank_average_pred_std
POOL-00037773,"InChI=1S/C12H10N2O2/c15-10-6-2-1-5-9(10)12(16)14-11-7-3-4-8-13-11/h1-8,15H,(H,13,14,16)",OC(=Nc1ccccn1)c1ccccc1O,509.4370268848194,False,"['13563-04-7', '5559-94-4']",0.2239704694
POOL-00005399,"InChI=1S/C12H10N2O2/c15-10-6-7-11(13-8-10)14-12(16)9-4-2-1-3-5-9/h1-8,15H,(H,13,14,16)",OC(=Nc1ccc(O)cn1)c1ccccc1,492.1870268848195,False,['69634-17-9'],0.2371769162
POOL-00022172,"InChI=1S/C11H10N2O3/c14-10(15)9-6-8(12-11(16)13-9)7-4-2-1-3-5-7/h1-6,8H,(H,14,15)(H2,12,13,16)",O=C(O)C1=CC(c2ccccc2)N=C(O)N1,465.3778361097199,False,['304443-33-2'],0.2433265798
POOL-00035192,"InChI=1S/C11H7FN2O3/c12-8-4-2-1-3-6(8)5-7-9(15)13-11(17)14-10(7)16/h1-5H,(H2,13,14,15,16,17)",O=C1N=C(O)C(=Cc2ccccc2F)C(O)=N1,551.8342049448414,False,['324070-77-1'],0.2326767816
POOL-00019844,"InChI=1S/C11H9FN2O3/c12-7-3-1-6(2-4-7)8-5-9(10(15)16)14-11(17)13-8/h1-5,8H,(H,15,16)(H2,13,14,17)",O=C(O)C1=CC(c2ccc(F)cc2)N=C(O)N1,507.9527579210752,False,['721915-55-5'],0.2484621925
POOL-00032575,"InChI=1S/C11H8N2O3/c14-9-8(10(15)13-11(16)12-9)6-7-4-2-1-3-5-7/h1-6H,(H2,12,13,14,15,16)",O=C1N=C(O)C(=Cc2ccccc2)C(O)=N1,491.291029635156,False,['27402-47-7'],0.2229044303
POOL-00033210,"InChI=1S/C11H7BrN2O3/c12-7-3-1-2-6(4-7)5-8-9(15)13-11(17)14-10(8)16/h1-5H,(H2,13,14,15,16,17)",O=C1N=C(O)C(=Cc2cccc(Br)c2)C(O)=N1,551.8342049448414,False,['56504-53-1'],0.2287344311
POOL-00000360,"InChI=1S/C10H8N2O3/c13-9-4-2-1-3-6(9)7-5-8(10(14)15)12-11-7/h1-5,13H,(H,11,12)(H,14,15)",O=C(O)c1cc(-c2ccccc2O)[nH]n1,504.87353750294375,False,"['46393-99-1', '1877340-50-5']",0.2427138357
POOL-00004603,"InChI=1S/C11H14F2N2O/c12-9-5-7(14)6-10(13)11(9)15-3-1-8(16)2-4-15/h5-6,8,16H,1-4,14H2",Nc1cc(F)c(N2CCC(O)CC2)c(F)c1,366.5661068592854,False,['1184129-47-2'],0.2228077992
POOL-00034381,"InChI=1S/C12H12N2O2/c15-12(13-9-11-7-4-8-16-11)14-10-5-2-1-3-6-10/h1-8H,9H2,(H2,13,14,15)",OC(=NCc1ccco1)Nc1ccccc1,449.135703921466,False,['13114-70-0'],0.2289368584
POOL-00026815,"InChI=1S/C10H8N2O3/c13-7-3-1-2-6(4-7)8-5-9(10(14)15)12-11-8/h1-5,13H,(H,11,12)(H,14,15)",O=C(O)c1cc(-c2cccc(O)c2)[nH]n1,504.87353750294375,False,['690631-98-2'],0.2413666921
POOL-00018794,"InChI=1S/C13H12N2O2/c16-12-8-6-11(7-9-12)15-13(17)14-10-4-2-1-3-5-10/h1-9,16H,(H2,14,15,17)",OC(=Nc1ccccc1)Nc1ccc(O)cc1,506.70248855462495,False,['2298-29-5'],0.2360831919
POOL-00010331,"InChI=1S/C13H14N2O2/c14-8-10-3-1-4-11(7-10)13(16)15-9-12-5-2-6-17-12/h1-7H,8-9,14H2,(H,15,16)",NCc1cccc(C(O)=NCc2ccco2)c1,503.89783107707376,False,['926267-04-1'],0.2229360771
POOL-00001551,"InChI=1S/C11H10N2O2S/c1-7(14)12-11-13-10(6-16-11)8-2-4-9(15)5-3-8/h2-6,15H,1H3,(H,12,13,14)",CC(O)=Nc1nc(-c2ccc(O)cc2)cs1,513.0357620219576,False,['64309-02-0'],0.2234889554
POOL-00027295,"InChI=1S/C13H11NO3/c1-8-4-2-3-5-10(8)12(15)9-6-11(13(16)17)14-7-9/h2-7,14H,1H3,(H,16,17)",Cc1ccccc1C(=O)c1c[nH]c(C(=O)O)c1,583.8554403208668,False,['478249-40-0'],0.2310749997
POOL-00038394,"InChI=1S/C10H12N2O3/c13-9(6-7-10(14)15)12-11-8-4-2-1-3-5-8/h1-5,11H,6-7H2,(H,12,13)(H,14,15)",O=C(O)CCC(O)=NNc1ccccc1,348.9449504144882,False,['14580-01-9'],0.2366641014
POOL-00022114,"InChI=1S/C11H14N2O3/c14-10(15)7-4-8-12-11(16)13-9-5-2-1-3-6-9/h1-3,5-6H,4,7-8H2,(H,14,15)(H2,12,13,16)",O=C(O)CCCN=C(O)Nc1ccccc1,362.7522413900418,False,['40421-99-6'],0.2293592105
POOL-00033113,"InChI=1S/C10H12N2O3/c13-9(14)6-7-11-10(15)12-8-4-2-1-3-5-8/h1-5H,6-7H2,(H,13,14)(H2,11,12,15)",O=C(O)CCN=C(O)Nc1ccccc1,348.9449504144882,False,['10250-66-5'],0.2369028773
POOL-00000380,"InChI=1S/C10H8N2O3/c13-7-3-1-6(2-4-7)8-5-9(10(14)15)12-11-8/h1-5,13H,(H,11,12)(H,14,15)",O=C(O)c1cc(-c2ccc(O)cc2)[nH]n1,487.6235375029438,False,['1093649-88-7'],0.2400571644
