ligand_label,ligand_identifier,ligand_smiles,complexity_BertzCT,is_taught,cas_number,rank_average_pred_std_top2%mu
POOL-00034055,"InChI=1S/C16H16N2O2/c17-15(19)14(11-12-7-3-1-4-8-12)18-16(20)13-9-5-2-6-10-13/h1-10,14H,11H2,(H2,17,19)(H,18,20)",N=C(O)C(Cc1ccccc1)N=C(O)c1ccccc1,594.3886417660945,False,['24250-72-4'],0.1533814321
POOL-00031606,"InChI=1S/C14H15FN2O3/c1-3-20-13(18)11-8(2)16-14(19)17-12(11)9-4-6-10(15)7-5-9/h4-7,12H,3H2,1-2H3,(H2,16,17,19)",CCOC(=O)C1=C(C)N=C(O)NC1c1ccc(F)cc1,578.5867417449646,False,['5937-24-6'],0.1464648911
POOL-00025528,"InChI=1S/C14H20N2O2/c15-9-13-7-4-8-16(10-13)14(17)18-11-12-5-2-1-3-6-12/h1-3,5-6,13H,4,7-11,15H2",NCC1CCCN(C(=O)OCc2ccccc2)C1,380.6401982879413,False,['315717-76-1'],0.1480545647
POOL-00023414,"InChI=1S/C13H16N2O3S/c1-4-18-12(16)9-8(3)14-13(17)15-10(9)11-7(2)5-6-19-11/h5-6,10H,4H2,1-3H3,(H2,14,15,17)",CCOC(=O)C1=C(C)N=C(O)NC1c1sccc1C,559.9894902101311,False,['352693-02-8'],0.1447916061
POOL-00023212,"InChI=1S/C16H18N2O/c1-12-7-6-8-13(2)15(12)18-16(19)17-11-14-9-4-3-5-10-14/h3-10H,11H2,1-2H3,(H2,17,18,19)",Cc1cccc(C)c1NC(O)=NCc1ccccc1,556.3077339995094,False,['134810-44-9'],0.1377552254
POOL-00028200,"InChI=1S/C15H16N2O3/c1-19-13-7-3-5-11(9-13)16-15(18)17-12-6-4-8-14(10-12)20-2/h3-10H,1-2H3,(H2,16,17,18)",COc1cccc(N=C(O)Nc2cccc(OC)c2)c1,611.5725505612995,False,['16460-28-9'],0.1392292487
POOL-00037011,"InChI=1S/C15H16N2O3/c1-19-13-7-3-11(4-8-13)16-15(18)17-12-5-9-14(20-2)10-6-12/h3-10H,1-2H3,(H2,16,17,18)",COc1ccc(NC(=O)Nc2ccc(OC)cc2)cc1,513.1774267055373,False,"['1227-44-7', '5404-11-5']",0.143351557
POOL-00023385,"InChI=1S/C14H16N2O3S/c1-8-11(13(17)19-2)12(16-14(18)15-8)9-4-6-10(20-3)7-5-9/h4-7,12H,1-3H3,(H2,15,16,18)",COC(=O)C1=C(C)N=C(O)NC1c1ccc(SC)cc1,578.5867417449646,False,"['5788-36-3', '303140-87-6']",0.1400622067
POOL-00006553,"InChI=1S/C15H22N2O2/c1-15(2,3)19-14(18)17-13-10-16-9-12(13)11-7-5-4-6-8-11/h4-8,12-13,16H,9-10H2,1-3H3,(H,17,18)",CC(C)(C)OC(O)=NC1CNCC1c1ccccc1,437.2088381914605,False,['959236-29-4'],0.1450784959
POOL-00034099,"InChI=1S/C13H14N2O3/c1-8-10(12(16)18-2)11(15-13(17)14-8)9-6-4-3-5-7-9/h3-7,11H,1-2H3,(H2,14,15,17)",COC(=O)C1=C(C)N=C(O)NC1c1ccccc1,520.2977111302937,False,['188780-24-7'],0.1467967992
POOL-00029349,"InChI=1S/C16H18N2O2/c1-20-15-10-6-5-9-14(15)18-16(19)17-12-11-13-7-3-2-4-8-13/h2-10H,11-12H2,1H3,(H2,17,18,19)",COc1ccccc1NC(O)=NCCc1ccccc1,567.6993724540122,False,['195133-90-5'],0.1473011133
POOL-00023207,"InChI=1S/C15H16N2O2/c1-19-14-9-7-13(8-10-14)17-15(18)16-11-12-5-3-2-4-6-12/h2-10H,11H2,1H3,(H2,16,17,18)",COc1ccc(NC(O)=NCc2ccccc2)cc1,535.8318493224938,False,['126679-87-6'],0.1360198542
POOL-00037955,"InChI=1S/C14H16N2O3/c1-3-19-13(17)11-9(2)15-14(18)16-12(11)10-7-5-4-6-8-10/h4-8,12H,3H2,1-2H3,(H2,15,16,18)",CCOC(=O)C1=C(C)N=C(O)NC1c1ccccc1,534.881875440294,False,['5395-36-8'],0.149559682
POOL-00015346,"InChI=1S/C15H14N2O2/c1-11-2-4-12(5-3-11)10-16-17-15(19)13-6-8-14(18)9-7-13/h2-10,18H,1H3,(H,17,19)",Cc1ccc(C=NN=C(O)c2ccc(O)cc2)cc1,599.047630273375,False,['212575-51-4'],0.1402950621
POOL-00014206,"InChI=1S/C14H14N2O2S/c1-18-13-7-3-2-5-11(13)10-15-16-14(17)9-12-6-4-8-19-12/h2-8,10H,9H2,1H3,(H,16,17)",COc1ccccc1C=NN=C(O)Cc1cccs1,576.891717206394,False,['4847-09-0'],0.1396160414
POOL-00034440,"InChI=1S/C15H20N2O2/c1-11-6-3-4-9-17(11)15(19)16-14-8-5-7-13(10-14)12(2)18/h5,7-8,10-11H,3-4,6,9H2,1-2H3,(H,16,19)",CC(=O)c1cccc(N=C(O)N2CCCCC2C)c1,496.6738708738695,False,['194784-59-3'],0.1400921111
POOL-00028429,"InChI=1S/C15H20N2O3/c1-20-14(18)12-9-5-6-10-13(12)17-15(19)16-11-7-3-2-4-8-11/h5-6,9-11H,2-4,7-8H2,1H3,(H2,16,17,19)",COC(=O)c1ccccc1NC(O)=NC1CCCCC1,493.6469225140252,False,['43121-82-0'],0.1435933404
POOL-00034098,"InChI=1S/C15H18N2O3/c1-4-20-14(18)12-10(3)16-15(19)17-13(12)11-7-5-9(2)6-8-11/h5-8,13H,4H2,1-3H3,(H2,16,17,19)",CCOC(=O)C1=C(C)N=C(O)NC1c1ccc(C)cc1,573.2863517196433,False,['299949-24-9'],0.145019619
POOL-00026078,"InChI=1S/C15H14N2O2/c1-9(18)13-10(2)19-15(17)12(8-16)14(13)11-6-4-3-5-7-11/h3-7,14H,17H2,1-2H3",CC(=O)C1=C(C)OC(N)=C(C#N)C1c1ccccc1,621.2957014762349,False,['89809-89-2'],0.1424318669
POOL-00036818,"InChI=1S/C15H22N2O2/c1-11(18)16-13-8-9-15(19-2)14(10-13)17-12-6-4-3-5-7-12/h8-10,12,17H,3-7H2,1-2H3,(H,16,18)",COc1ccc(N=C(C)O)cc1NC1CCCCC1,447.4588381914605,False,['29633-64-5'],0.1450932682
POOL-00026729,"InChI=1S/C14H15BrN2O3/c1-3-20-13(18)11-8(2)16-14(19)17-12(11)9-5-4-6-10(15)7-9/h4-7,12H,3H2,1-2H3,(H2,16,17,19)",CCOC(=O)C1=C(C)N=C(O)NC1c1cccc(Br)c1,595.8367417449646,False,['202277-52-9'],0.1461991516
POOL-00026041,"InChI=1S/C14H15FN2O2S/c1-3-19-13(18)11-8(2)16-14(20)17-12(11)9-4-6-10(15)7-5-9/h4-7,12H,3H2,1-2H3,(H2,16,17,20)",CCOC(=O)C1=C(C)N=C(S)NC1c1ccc(F)cc1,581.341629247128,False,['201287-93-6'],0.1392035078
POOL-00023354,"InChI=1S/C16H20N2O3/c1-9(2)11-5-7-12(8-6-11)14-13(15(19)21-4)10(3)17-16(20)18-14/h5-9,14H,1-4H3,(H2,17,18,20)",COC(=O)C1=C(C)N=C(O)NC1c1ccc(C(C)C)cc1,600.4530332520982,False,['314028-79-0'],0.1551916898
POOL-00024912,"InChI=1S/C13H14N2O2S/c1-8-10(12(16)17-2)11(15-13(18)14-8)9-6-4-3-5-7-9/h3-7,11H,1-2H3,(H2,14,15,18)",COC(=O)C1=C(C)N=C(S)NC1c1ccccc1,523.0525986324571,False,['126827-25-6'],0.1472167028
POOL-00032083,"InChI=1S/C14H14N2O3/c1-9(17)8-12-13(14(18)19)10(2)15-16(12)11-6-4-3-5-7-11/h3-7H,8H2,1-2H3,(H,18,19)",CC(=O)Cc1c(C(=O)O)c(C)nn1-c1ccccc1,629.6406758485081,False,['294874-70-7'],0.1494287808
POOL-00003964,"InChI=1S/C13H14N2O3/c1-9-7-12(13(16)17)15(14-9)8-10-3-5-11(18-2)6-4-10/h3-7H,8H2,1-2H3,(H,16,17)",COc1ccc(Cn2nc(C)cc2C(=O)O)cc1,558.1153754227819,False,['860308-24-3'],0.1463289424
POOL-00038710,"InChI=1S/C15H22N2O2/c1-12-6-3-4-8-14(12)16-15(18)19-11-13-7-5-9-17(2)10-13/h3-4,6,8,13H,5,7,9-11H2,1-2H3,(H,16,18)",Cc1ccccc1N=C(O)OCC1CCCN(C)C1,445.52664409246296,False,['21184-56-5'],0.1395413812
POOL-00034730,"InChI=1S/C15H16N2O/c16-14(18)11-17-15(12-7-3-1-4-8-12)13-9-5-2-6-10-13/h1-10,15,17H,11H2,(H2,16,18)",N=C(O)CNC(c1ccccc1)c1ccccc1,456.91675548747065,False,['40718-26-1'],0.1384163076
POOL-00016395,"InChI=1S/C14H14N2O3/c1-10-2-4-11(5-3-10)12-6-7-13(17)16(15-12)9-8-14(18)19/h2-7H,8-9H2,1H3,(H,18,19)",Cc1ccc(-c2ccc(=O)n(CCC(=O)O)n2)cc1,644.4858072305482,False,['58112-61-1'],0.1397060843
POOL-00031896,"InChI=1S/C15H14N2O2/c1-11(18)12-7-9-14(10-8-12)17-15(19)16-13-5-3-2-4-6-13/h2-10H,1H3,(H2,16,17,19)",CC(=O)c1ccc(NC(O)=Nc2ccccc2)cc1,589.3024561874839,False,['13143-03-8'],0.1411598235
POOL-00019835,"InChI=1S/C13H17F3N2O/c14-13(15,16)11-3-1-10(2-4-11)12(9-17)18-5-7-19-8-6-18/h1-4,12H,5-9,17H2",NCC(c1ccc(C(F)(F)F)cc1)N1CCOCC1,399.3445107077891,False,['885950-67-4'],0.1388778117
POOL-00033364,"InChI=1S/C16H18N2O/c1-11-4-7-14(8-5-11)17-16(19)18-15-9-6-12(2)10-13(15)3/h4-10H,1-3H3,(H2,17,18,19)",Cc1ccc(NC(O)=Nc2ccc(C)cc2C)cc1,600.646040117285,False,['13256-67-2'],0.1458100327
POOL-00023263,"InChI=1S/C14H15FN2O2S/c1-3-19-13(18)11-8(2)16-14(20)17-12(11)9-6-4-5-7-10(9)15/h4-7,12H,3H2,1-2H3,(H2,16,17,20)",CCOC(=O)C1=C(C)N=C(S)NC1c1ccccc1F,598.591629247128,False,['301359-46-6'],0.1434259565
POOL-00020618,"InChI=1S/C16H22N2O2/c1-13(19)14-5-7-15(8-6-14)17-16(20)9-12-18-10-3-2-4-11-18/h5-8H,2-4,9-12H2,1H3,(H,17,20)",CC(=O)c1ccc(NC(=O)CCN2CCCCC2)cc1,461.8701458124775,False,['90279-42-8'],0.1484680855
POOL-00021814,"InChI=1S/C16H20N2O3/c1-8-6-9(2)12(10(3)7-8)14-13(15(19)21-5)11(4)17-16(20)18-14/h6-7,14H,1-5H3,(H2,17,18,20)",COC(=O)C1=C(C)N=C(O)NC1c1c(C)cc(C)cc1C,636.4810895049974,False,['729564-52-7'],0.156225892
POOL-00031670,"InChI=1S/C14H14N2O3S/c1-3-18-14(17)11-8(2)19-13(16)10(6-15)12(11)9-4-5-20-7-9/h4-5,7,12H,3,16H2,1-2H3",CCOC(=O)C1=C(C)OC(N)=C(C#N)C1c1ccsc1,623.3442480249025,False,['315246-61-8'],0.1439404742
POOL-00016651,"InChI=1S/C17H19NO2/c1-13-7-9-14(10-8-13)11-17(20)18-12-16(19)15-5-3-2-4-6-15/h2-10,16,19H,11-12H2,1H3,(H,18,20)",Cc1ccc(CC(O)=NCC(O)c2ccccc2)cc1,561.3036923427362,False,['202191-14-8'],0.1411008103
POOL-00025343,"InChI=1S/C14H16N2O2S/c1-3-18-13(17)11-9(2)15-14(19)16-12(11)10-7-5-4-6-8-10/h4-8,12H,3H2,1-2H3,(H2,15,16,19)",CCOC(=O)C1=C(C)N=C(S)NC1c1ccccc1,537.6367629424575,False,"['33458-26-3', '5118-36-5']",0.1465078046
POOL-00034010,"InChI=1S/C16H18N2O/c1-11-8-9-15(13(3)10-11)18-16(19)17-14-7-5-4-6-12(14)2/h4-10H,1-3H3,(H2,17,18,19)",Cc1ccc(NC(O)=Nc2ccccc2C)c(C)c1,617.8960401172849,False,['13143-17-4'],0.1474263462
POOL-00017590,"InChI=1S/C16H18N2O3/c1-3-21-15(19)14-11(2)17-16(20)18-13(14)10-9-12-7-5-4-6-8-12/h4-10,13H,3H2,1-2H3,(H2,17,18,20)",CCOC(=O)C1=C(C)N=C(O)NC1C=Cc1ccccc1,603.2079207542617,False,"['5317-05-5', '123629-39-0']",0.1481443331
POOL-00032113,"InChI=1S/C14H14N2O2S/c1-10-5-2-3-7-12(10)13(17)16-14(19)15-9-11-6-4-8-18-11/h2-8H,9H2,1H3,(H2,15,16,17,19)",Cc1ccccc1C(O)=NC(S)=NCc1ccco1,603.6683422054648,False,['431923-07-8'],0.1396618412
POOL-00034038,"InChI=1S/C15H14N2O2/c1-11(18)12-6-5-9-14(10-12)17-15(19)16-13-7-3-2-4-8-13/h2-10H,1H3,(H2,16,17,19)",CC(=O)c1cccc(NC(O)=Nc2ccccc2)c1,606.5524561874839,False,['42865-77-0'],0.1419487925
POOL-00014127,"InChI=1S/C13H12N2O3/c16-13(10-18-11-5-2-1-3-6-11)15-14-9-12-7-4-8-17-12/h1-9H,10H2,(H,15,16)",OC(COc1ccccc1)=NN=Cc1ccco1,518.4340894706439,False,['259856-54-7'],0.1388011752
POOL-00023265,"InChI=1S/C13H14N2OS/c1-8-11(9(2)16)12(15-13(17)14-8)10-6-4-3-5-7-10/h3-7,12H,1-2H3,(H2,14,15,17)",CC(=O)C1=C(C)N=C(S)NC1c1ccccc1,505.41056439457833,False,['31864-21-8'],0.1402109504
POOL-00009999,"InChI=1S/C12H13BrN2O3S/c1-3-18-11(16)9-6(2)14-12(17)15-10(9)8-4-7(13)5-19-8/h4-5,10H,3H2,1-2H3,(H2,14,15,17)",CCOC(=O)C1=C(C)N=C(O)NC1c1cc(Br)cs1,565.0756565373114,False,['884618-89-7'],0.1372140496
POOL-00033998,"InChI=1S/C16H18N2O/c1-11-9-12(2)15(13(3)10-11)18-16(19)17-14-7-5-4-6-8-14/h4-10H,1-3H3,(H2,17,18,19)",Cc1cc(C)c(NC(O)=Nc2ccccc2)c(C)c1,580.396040117285,False,['2904-67-8'],0.1469125655
POOL-00005366,"InChI=1S/C13H14N2O3S/c1-3-18-12(16)11-10(15-13(14)19-11)8-4-6-9(17-2)7-5-8/h4-7H,3H2,1-2H3,(H2,14,15)",CCOC(=O)c1sc(=N)[nH]c1-c1ccc(OC)cc1,628.0830409193169,False,['380626-32-4'],0.1363709472
POOL-00026042,"InChI=1S/C16H16N2O3/c1-2-21-15(19)12-8-10-14(11-9-12)18-16(20)17-13-6-4-3-5-7-13/h3-11H,2H2,1H3,(H2,17,18,20)",CCOC(=O)c1ccc(NC(O)=Nc2ccccc2)cc1,621.7301654361156,False,['13142-97-7'],0.1603533665
POOL-00038194,"InChI=1S/C14H14N2O/c15-16-14(17)13(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10,13H,15H2,(H,16,17)",NN=C(O)C(c1ccccc1)c1ccccc1,454.6453637880861,False,['6636-02-8'],0.1396167907
POOL-00038559,"InChI=1S/C15H16N2O2/c1-19-14-6-4-12(5-7-14)15(18,11-2-3-11)13-8-16-10-17-9-13/h4-11,18H,2-3H2,1H3",COc1ccc(C(O)(c2cncnc2)C2CC2)cc1,552.1180743775652,False,['12771-68-5'],0.1473496361
POOL-00023307,"InChI=1S/C14H14N2O3S/c1-3-18-14(17)11-8(2)19-13(16)9(7-15)12(11)10-5-4-6-20-10/h4-6,12H,3,16H2,1-2H3",CCOC(=O)C1=C(C)OC(N)=C(C#N)C1c1cccs1,623.3442480249025,False,['117109-73-6'],0.1451136915
POOL-00014302,"InChI=1S/C17H15FN2O/c1-13(11-14-7-3-2-4-8-14)12-19-20-17(21)15-9-5-6-10-16(15)18/h2-12H,1H3,(H,20,21)",CC(C=NN=C(O)c1ccccc1F)=Cc1ccccc1,690.9461129351467,False,['474801-59-7'],0.1407673271
POOL-00042325,"InChI=1S/C13H14N2O3/c1-3-13(9-7-5-4-6-8-9)10(16)14-12(18)15(2)11(13)17/h4-8H,3H2,1-2H3,(H,14,16,18)",CCC1(c2ccccc2)C(=O)N(C)C(=O)N=C1O,524.2977111302937,False,['115-38-8'],0.1532918764
POOL-00033334,"InChI=1S/C15H13F3N2O2/c1-22-13-8-3-2-7-12(13)20-14(21)19-11-6-4-5-10(9-11)15(16,17)18/h2-9H,1H3,(H2,19,20,21)",COc1ccccc1NC(O)=Nc1cccc(C(F)(F)F)c1,684.4829317022063,False,['91286-89-4'],0.1408551031
POOL-00033396,"InChI=1S/C15H14N2O/c18-15-13(11-7-3-1-4-8-11)14(16-17-15)12-9-5-2-6-10-12/h1-10,13-14,16H,(H,17,18)",OC1=NNC(c2ccccc2)C1c1ccccc1,551.2209891502622,False,['18795-79-4'],0.1369870862
POOL-00023350,"InChI=1S/C13H16N2O/c1-3-12-14-9-11(15(12)2)13(16)10-7-5-4-6-8-10/h4-9,13,16H,3H2,1-2H3",CCc1ncc(C(O)c2ccccc2)n1C,462.0397625899588,False,['159859-12-8'],0.1355973271
POOL-00037950,"InChI=1S/C14H12N2O3/c17-13(18)11-8-4-5-9-12(11)16-14(19)15-10-6-2-1-3-7-10/h1-9H,(H,17,18)(H2,15,16,19)",O=C(O)c1ccccc1NC(O)=Nc1ccccc1,609.0979587106418,False,['2164-95-6'],0.1592691034
POOL-00035134,"InChI=1S/C16H14N2O/c1-12-7-8-16(19)14(11-12)15-9-10-17-18(15)13-5-3-2-4-6-13/h2-11,19H,1H3",Cc1ccc(O)c(-c2ccnn2-c2ccccc2)c1,701.7780463428815,False,['90617-39-3'],0.145997101
POOL-00041608,"InChI=1S/C15H12N2O2/c18-13-15(17-14(19)16-13,11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,(H2,16,17,18,19)",OC1=NC(c2ccccc2)(c2ccccc2)C(O)=N1,608.8604963584309,False,"['57-41-0', '630-93-3']",0.1482090582
POOL-00035067,"InChI=1S/C15H16N2O2/c16-17-14(18)11-15(19,12-7-3-1-4-8-12)13-9-5-2-6-10-13/h1-10,19H,11,16H2,(H,17,18)",NN=C(O)CC(O)(c1ccccc1)c1ccccc1,513.3729618797287,False,['88368-75-6'],0.1610436943
POOL-00019646,"InChI=1S/C15H11FN2O/c16-11-6-7-15(19)13(10-11)14-8-9-17-18(14)12-4-2-1-3-5-12/h1-10,19H",Oc1ccc(F)cc1-c1ccnn1-c1ccccc1,707.1746874087536,False,['288401-63-8'],0.1432007884
POOL-00024829,"InChI=1S/C13H14N2O2S/c1-3-13(9-6-4-8(2)5-7-9)10(16)14-12(18)15-11(13)17/h4-7H,3H2,1-2H3,(H2,14,15,16,17,18)",CCC1(c2ccc(C)cc2)C(O)=NC(=S)N=C1O,524.6146011340021,False,['84030-12-6'],0.1442000912
POOL-00007874,"InChI=1S/C16H19NO2/c1-18-15-9-8-13(11-16(15)19-2)14(17)10-12-6-4-3-5-7-12/h3-9,11,14H,10,17H2,1-2H3",COc1ccc(C(N)Cc2ccccc2)cc1OC,525.5270718424681,False,['80235-75-2'],0.1424391406
POOL-00014125,"InChI=1S/C15H14N2O3S/c1-20-15(19)12-6-4-11(5-7-12)10-16-17-14(18)9-13-3-2-8-21-13/h2-8,10H,9H2,1H3,(H,17,18)",COC(=O)c1ccc(C=NN=C(O)Cc2cccs2)cc1,646.0680704763056,False,['307351-18-4'],0.1470244881
POOL-00013923,"InChI=1S/C15H15NO3S/c16-14(17)11-20(18,19)15(12-7-3-1-4-8-12)13-9-5-2-6-10-13/h1-10,15H,11H2,(H2,16,17)",N=C(O)CS(=O)(=O)C(c1ccccc1)c1ccccc1,642.0732697477024,False,['118779-53-6'],0.1471085484
POOL-00000144,"InChI=1S/C15H11FN2O/c16-11-6-7-13(15(19)10-11)14-8-9-17-18(14)12-4-2-1-3-5-12/h1-10,19H",Oc1cc(F)ccc1-c1ccnn1-c1ccccc1,707.1746874087536,False,['876950-40-2'],0.1372392497
POOL-00024769,"InChI=1S/C13H12N2O2/c16-13(17)12-8-11(9-6-7-9)14-15(12)10-4-2-1-3-5-10/h1-5,8-9H,6-7H2,(H,16,17)",O=C(O)c1cc(C2CC2)nn1-c1ccccc1,556.053368702403,False,['890593-19-8'],0.1454554408
POOL-00027885,"InChI=1S/C15H16N2O3S/c1-4-20-15(19)12-9(2)10(3)21-14(12)17-13(18)11-6-5-7-16-8-11/h5-8H,4H2,1-3H3,(H,17,18)",CCOC(=O)c1c(N=C(O)c2cccnc2)sc(C)c1C,677.7272188569809,False,"['5694-42-8', '62349-13-7']",0.1401482948
POOL-00029413,"InChI=1S/C15H12N2OS/c18-13-15(17-14(19)16-13,11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,(H2,16,17,18,19)",OC1=NC(S)=NC1(c1ccccc1)c1ccccc1,610.860496358431,False,['21083-47-6'],0.1444536612
POOL-00026076,"InChI=1S/C14H10N2O2S/c17-14(18)12-9-11(13-7-4-8-19-13)15-16(12)10-5-2-1-3-6-10/h1-9H,(H,17,18)",O=C(O)c1cc(-c2cccs2)nn1-c1ccccc1,702.3934116405436,False,['618382-77-7'],0.136608067
POOL-00014736,"InChI=1S/C15H18N2O2/c1-4-17(5-2)15(19)14(18)13-10(3)16-12-9-7-6-8-11(12)13/h6-9,16H,4-5H2,1-3H3",CCN(CC)C(=O)C(=O)c1c(C)[nH]c2ccccc12,624.1073244175332,False,['92870-12-7'],0.1360069855
POOL-00019895,"InChI=1S/C12H14N2OS/c1-8-5-9(3-4-11(8)15-2)10-7-16-12(6-13)14-10/h3-5,7H,6,13H2,1-2H3",COc1ccc(-c2csc(CN)n2)cc1C,493.51402457772167,False,['643724-66-7'],0.1374318407
POOL-00035970,"InChI=1S/C14H14N2O2/c15-16-13(17)14(18,11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10,18H,15H2,(H,16,17)",NN=C(O)C(O)(c1ccccc1)c1ccccc1,498.7351541205121,False,['13050-38-9'],0.145203168
POOL-00026278,"InChI=1S/C13H10F3NO2S/c1-19-12(18)10-9(17)8(7-5-3-2-4-6-7)11(20-10)13(14,15)16/h2-6H,17H2,1H3",COC(=O)c1sc(C(F)(F)F)c(-c2ccccc2)c1N,635.0560925594724,False,['256353-38-5'],0.1389870061
POOL-00037489,"InChI=1S/C16H13NO2/c18-14-11-16(15(19)17-14,12-7-3-1-4-8-12)13-9-5-2-6-10-13/h1-10H,11H2,(H,17,18,19)",O=C1N=C(O)CC1(c1ccccc1)c1ccccc1,592.813213650172,False,['3464-15-1'],0.1393607666
POOL-00030832,"InChI=1S/C17H20N2/c1-12-5-7-16(14(3)9-12)18-11-19-17-8-6-13(2)10-15(17)4/h5-11H,1-4H3,(H,18,19)",Cc1ccc(N=CNc2ccc(C)cc2C)c(C)c1,612.6542843138656,False,['16596-04-6'],0.142705972
POOL-00033904,"InChI=1S/C15H18N2O2/c1-2-12(10-18)16-15(19)17-14-9-5-7-11-6-3-4-8-13(11)14/h3-9,12,18H,2,10H2,1H3,(H2,16,17,19)",CCC(CO)N=C(O)Nc1cccc2ccccc12,571.8722119859674,False,['100957-91-3'],0.1473793728
POOL-00029337,"InChI=1S/C14H20N2O2/c1-9(2)15-13(17)11-7-5-6-8-12(11)14(18)16-10(3)4/h5-10H,1-4H3,(H,15,17)(H,16,18)",CC(C)N=C(O)c1ccccc1C(O)=NC(C)C,419.6167252520632,False,['38228-97-6'],0.1449155108
POOL-00023227,"InChI=1S/C16H24N2O/c1-6-18-15-9-13(17-12(3)19)7-8-14(15)11(2)10-16(18,4)5/h7-9,11H,6,10H2,1-5H3,(H,17,19)",CCN1c2cc(N=C(C)O)ccc2C(C)CC1(C)C,501.4704391023379,False,['28321-56-4'],0.1561999081
POOL-00031421,"InChI=1S/C15H12N2O2/c18-14-11-16(12-7-3-1-4-8-12)15(19)17(14)13-9-5-2-6-10-13/h1-10H,11H2",O=C1CN(c2ccccc2)C(=O)N1c1ccccc1,610.5574052777021,False,['3157-03-7'],0.1410178537
