ligand_label,ligand_identifier,ligand_smiles,complexity_BertzCT,is_taught,cas_number,rank_average_pred_std_top2%mu,cluster,fisher-price,fisher-avail,fisher-url,sigma-price,sigma-avail,sigma-url
POOL-00023027,"InChI=1S/C14H14F3NO2/c1-2-20-13(19)7-11(14(15,16)17)10-8-18-12-6-4-3-5-9(10)12/h3-6,8,11,18H,2,7H2,1H3",CCOC(=O)CC(c1c[nH]c2ccccc12)C(F)(F)F,603.7299775440496,False,['156306-36-4'],0.2196581389,3,,,,$28.60/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r269565
POOL-00033126,"InChI=1S/C14H11F3O/c15-14(16,17)12-8-6-11(7-9-12)13(18)10-4-2-1-3-5-10/h1-9,13,18H",OC(c1ccccc1)c1ccc(C(F)(F)F)cc1,502.81235519986814,False,['395-23-3'],0.2433621906,3,"$44.40
Each/1g",Check Availability,https://www.fishersci.com/shop/products/4-trifluoromethyl-benzhydrol-97-thermo-scientific/AAL1414703#395-23-3,$106.00/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s782041
POOL-00022836,"InChI=1S/C13H9F3N2OS/c14-8-5-10(16)11(6-9(8)15)18-12(19)7-20-13-3-1-2-4-17-13/h1-6H,7H2,(H,18,19)",OC(CSc1ccccn1)=Nc1cc(F)c(F)cc1F,635.0134370096608,False,['868256-37-5'],0.2143318632,3,,,,$28.60/10MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/l322377
POOL-00027296,"InChI=1S/C14H8F3NS/c15-14(16,17)11-6-7-13(10(8-11)9-18)19-12-4-2-1-3-5-12/h1-8H",N#Cc1cc(C(F)(F)F)ccc1Sc1ccccc1,614.823582787879,False,['52548-95-5'],0.2158870268,3,,,,,,
POOL-00024355,"InChI=1S/C17H13F6NO/c18-16(19,20)13-8-6-12(7-9-13)15(25)24-14(17(21,22)23)10-11-4-2-1-3-5-11/h1-9,14H,10H2,(H,24,25)",O=C(NC(Cc1ccccc1)C(F)(F)F)c1ccc(C(F)(F)F)cc1,706.6581978515186,False,['304458-39-7'],0.2341869459,3,,,,$28.60/10MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r269131
POOL-00034989,"InChI=1S/C15H15NO2/c1-11-3-7-13(8-4-11)16-15(17)12-5-9-14(18-2)10-6-12/h3-10H,1-2H3,(H,16,17)",COc1ccc(C(O)=Nc2ccc(C)cc2)cc1,541.7112141459353,False,['39192-94-4'],0.2172548351,3,,,,$28.60/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r588091
POOL-00001627,"InChI=1S/C13H15F3N2O/c1-12(2,3)10-7-19-11(18-10)9-5-4-8(6-17-9)13(14,15)16/h4-6,10H,7H2,1-3H3",CC(C)(C)C1COC(c2ccc(C(F)(F)F)cn2)=N1,486.0951727578499,False,['2306290-74-2'],0.2568570872,3,,,,,,
POOL-00016702,"InChI=1S/C13H10F4N2O2/c1-2-21-12(20)8-7-18-19(11(8)13(15,16)17)10-6-4-3-5-9(10)14/h3-7H,2H2,1H3",CCOC(=O)c1cnn(-c2ccccc2F)c1C(F)(F)F,664.431138288576,False,['618070-61-4'],0.2132653665,3,,,,$138.00/10MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/t308056
POOL-00026603,"InChI=1S/C13H11F3N2O2/c1-2-20-12(19)10-8-17-18(11(10)13(14,15)16)9-6-4-3-5-7-9/h3-8H,2H2,1H3",CCOC(=O)c1cnn(-c2ccccc2)c1C(F)(F)F,605.8239839121023,False,['112055-34-2'],0.2135584759,3,,,,,,
POOL-00025314,"InChI=1S/C13H10F4N2O2/c1-2-21-12(20)10-7-18-19(11(10)13(15,16)17)9-5-3-8(14)4-6-9/h3-7H,2H2,1H3",CCOC(=O)c1cnn(-c2ccc(F)cc2)c1C(F)(F)F,647.181138288576,False,['175137-38-9'],0.2137071616,3,,,,$99.70/1 G,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/jrd0207
POOL-00028032,"InChI=1S/C10H7F6NO/c1-5(18)17-8-3-6(9(11,12)13)2-7(4-8)10(14,15)16/h2-4H,1H3,(H,17,18)",CC(O)=Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,437.986740476674,False,['16143-84-3'],0.2385543927,3,,,,$106.00/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s657077
POOL-00020163,"InChI=1S/C11H8F7NO/c1-6(20)19-8-4-2-7(3-5-8)9(12,13)10(14,15)11(16,17)18/h2-5H,1H3,(H,19,20)",CC(O)=Nc1ccc(C(F)(F)C(F)(F)C(F)(F)F)cc1,500.49807956100005,False,['199530-73-9'],0.2471248127,3,,,,$106.00/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s945676
POOL-00028525,"InChI=1S/C13H10F2N2OS/c14-10-5-4-9(7-11(10)15)17-12(18)8-19-13-3-1-2-6-16-13/h1-7H,8H2,(H,17,18)",OC(CSc1ccccn1)=Nc1ccc(F)c(F)c1,590.4520176636751,False,['380590-86-3'],0.2159203025,3,,,,,,
POOL-00021828,"InChI=1S/C14H8F5N/c15-10-9(11(16)13(18)14(19)12(10)17)7-20-6-8-4-2-1-3-5-8/h1-5,7H,6H2",Fc1c(F)c(F)c(C=NCc2ccccc2)c(F)c1F,623.3541058984305,False,['142827-73-4'],0.2330651418,3,,,,$28.60/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s32434
POOL-00024469,"InChI=1S/C15H12F2O2S/c16-12-5-1-10(2-6-12)15(20-9-14(18)19)11-3-7-13(17)8-4-11/h1-8,15H,9H2,(H,18,19)",O=C(O)CSC(c1ccc(F)cc1)c1ccc(F)cc1,536.3274380634631,False,['90212-81-0'],0.2214520774,3,,,,,,
POOL-00019381,"InChI=1S/C17H15F3O/c1-10-7-11(2)15(12(3)8-10)16(21)13-5-4-6-14(9-13)17(18,19)20/h4-9H,1-3H3",Cc1cc(C)c(C(=O)c2cccc(C(F)(F)F)c2)c(C)c1,676.416787922166,False,['62646-20-2'],0.2309204131,3,,,,,,
POOL-00036476,"InChI=1S/C13H7F5O/c14-8-7(9(15)11(17)12(18)10(8)16)13(19)6-4-2-1-3-5-6/h1-5,13,19H",OC(c1ccccc1)c1c(F)c(F)c(F)c(F)c1F,583.1709083026869,False,['1944-05-4'],0.2417817208,3,,,,$106.00/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r277789
POOL-00025315,"InChI=1S/C14H12F3NO2S/c1-3-20-13(19)11-8(2)18-12(21-11)9-4-6-10(7-5-9)14(15,16)17/h4-7H,3H2,1-2H3",CCOC(=O)c1sc(-c2ccc(C(F)(F)F)cc2)nc1C,647.2289982134403,False,['175277-03-9'],0.2133904873,3,,,,$201.00/1 G,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/bog00020
POOL-00006039,"InChI=1S/C13H11F3N2S/c1-8-7-19-12(17-8)9(2)18-11-6-4-3-5-10(11)13(14,15)16/h3-7H,1-2H3",CC(=Nc1ccccc1C(F)(F)F)c1nc(C)cs1,614.346044769783,False,['853355-97-2'],0.2305618461,3,,,,$68.10/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/t118303
POOL-00020600,"InChI=1S/C15H17NO2/c1-17-14-7-3-12(4-8-14)11-16-13-5-9-15(18-2)10-6-13/h3-10,16H,11H2,1-2H3",COc1ccc(CNc2ccc(OC)cc2)cc1,429.3517175824324,False,['14429-14-2'],0.2471963049,3,,,,$28.60/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s572438
POOL-00028246,"InChI=1S/C15H8F6O/c16-14(17,18)11-6-4-9(5-7-11)13(22)10-2-1-3-12(8-10)15(19,20)21/h1-8H",O=C(c1ccc(C(F)(F)F)cc1)c1cccc(C(F)(F)F)c1,682.4142395187971,False,['21084-22-0'],0.2208377866,3,,,,$172.00/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r751065
POOL-00001977,"InChI=1S/C11H6BrF3N2/c1-2-7-3-8(6-12)5-9(4-7)10(16-17-10)11(13,14)15/h1,3-5H,6H2",C#Cc1cc(CBr)cc(C2(C(F)(F)F)N=N2)c1,522.498572923431,False,['849607-28-9'],0.2217302462,3,,,,$296.00/20 MG,"Available to ship on October 06, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/900618
POOL-00002394,"InChI=1S/C14H10BrF3O3/c1-2-20-13(19)10-7-11(21-12(10)14(16,17)18)8-3-5-9(15)6-4-8/h3-7H,2H2,1H3",CCOC(=O)c1cc(-c2ccc(Br)cc2)oc1C(F)(F)F,644.4741107112768,False,['1357626-72-2'],0.2162607434,3,,,,$241.50/1 g,Ships in 14 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/advancedchemicalintermediatesltd/ac7394281587?context=bbe
POOL-00031013,"InChI=1S/C12H6F6N2/c13-11(14,15)7-1-3-9(19-5-7)10-4-2-8(6-20-10)12(16,17)18/h1-6H",FC(F)(F)c1ccc(-c2ccc(C(F)(F)F)cn2)nc1,527.8299917401328,False,['142946-80-3'],0.2459859062,3,"$394.50
Each/1g",Check Availability,,$245.00/1 G,"Estimated to ship on November 11, 2022",https://www.sigmaaldrich.com/US/en/product/aldrich/908762
POOL-00009882,"InChI=1S/C13H11F9O/c14-10(15,11(16,17)12(18,19)13(20,21)22)6-5-8-1-3-9(7-23)4-2-8/h1-4,23H,5-7H2",OCc1ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,519.2418860763355,False,['892154-66-4'],0.2434898345,3,,,,,,
POOL-00009902,"InChI=1S/C12H9F9OS/c13-9(14,10(15,16)11(17,18)12(19,20)21)5-6-23-8-3-1-7(22)2-4-8/h1-4,22H,5-6H2",Oc1ccc(SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,524.3280524035159,False,['892155-14-5'],0.2417876763,3,,,,,,
POOL-00016548,"InChI=1S/C14H20F2N2S2/c1-9(14(2,3)4)17-13(19)18-10-5-7-11(8-6-10)20-12(15)16/h5-9,12H,1-4H3,(H2,17,18,19)",CC(N=C(S)Nc1ccc(SC(F)F)cc1)C(C)(C)C,453.23686211952185,False,['189281-98-9'],0.2200280865,3,,,,$28.60/25MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r420999
POOL-00039602,"InChI=1S/C9H7F3O2/c10-9(11,12)7-3-1-2-6(4-7)5-8(13)14/h1-4H,5H2,(H,13,14)",O=C(O)Cc1cccc(C(F)(F)F)c1,344.15545779319825,False,['351-35-9'],0.2180876405,4,"$85.10
Each/10g",Check Availability,https://www.fishersci.com/shop/products/3-trifluoromethyl-phenylacetic-acid-96-thermo-scientific/AAL1096009#351-35-9,$105.00/10 G,"Only 4 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/193356
POOL-00026293,"InChI=1S/C9H7F3O2/c1-5-2-3-6(9(10,11)12)4-7(5)8(13)14/h2-4H,1H3,(H,13,14)",Cc1ccc(C(F)(F)F)cc1C(=O)O,368.8100830822238,False,['13055-63-5'],0.2196031416,4,"$48.48
Each of 1/1g",Check Availability,https://www.fishersci.com/shop/products/2-methyl-5-trifluoromethyl-benzoic-acid-97-thermo-scientific-1/AAH2656403#13055-63-5,$8.80/250 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh2d70106c?context=bbe
POOL-00004225,"InChI=1S/C9H8F2O2/c10-9(11)7-3-1-2-6(4-7)5-8(12)13/h1-4,9H,5H2,(H,12,13)",O=C(O)Cc1cccc(C(F)F)c1,310.2379407824653,False,['1000547-15-8'],0.2168967455,4,,,,$391.30/100 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/enamine/ena375228146?context=bbe
POOL-00031095,"InChI=1S/C9H7F3O2/c10-9(11,12)7-4-2-1-3-6(7)5-8(13)14/h1-4H,5H2,(H,13,14)",O=C(O)Cc1ccccc1C(F)(F)F,344.15545779319825,False,['3038-48-0'],0.2169328159,4,"$17.89
Each/1g",Check Availability,,$27.30/1 G,"Available to ship on October 06, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/235296
POOL-00026292,"InChI=1S/C9H7F3O2/c1-5-6(8(13)14)3-2-4-7(5)9(10,11)12/h2-4H,1H3,(H,13,14)",Cc1c(C(=O)O)cccc1C(F)(F)F,368.8100830822238,False,['62089-35-4'],0.2180067771,4,,,,$16.50/250 mg,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/synthonixcorporation/sy3h3d68043e?context=bbe
POOL-00026294,"InChI=1S/C9H7F3O2/c1-5-2-3-6(8(13)14)4-7(5)9(10,11)12/h2-4H,1H3,(H,13,14)",Cc1ccc(C(=O)O)cc1C(F)(F)F,368.8100830822238,False,['261952-01-6'],0.2192404581,4,"$255.72
Each of 1/5g",Check Availability,https://www.fishersci.com/shop/products/4-methyl-3-trifluoromethyl-benzoic-acid-97-thermo-scientific-1/AAB2424606#261952-01-6,$33.00/10 g,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/synthonixcorporation/sy3432447845?context=bbe
POOL-00025375,"InChI=1S/C9H6F4O2/c10-7-3-1-2-6(9(11,12)13)5(7)4-8(14)15/h1-3H,4H2,(H,14,15)",O=C(O)Cc1c(F)cccc1C(F)(F)F,384.1890010832792,False,['179946-32-8'],0.2215633299,4,,,,$30.00/500 mg,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/matrixscientific/mat047021625?context=bbe
POOL-00036731,"InChI=1S/C9H7F3O2/c10-9(11,12)7-3-1-6(2-4-7)5-8(13)14/h1-4H,5H2,(H,13,14)",O=C(O)Cc1ccc(C(F)(F)F)cc1,326.90545779319825,False,['32857-62-8'],0.2246868193,4,"$41.00
Each/1g",Check Availability,https://www.fishersci.com/shop/products/4-trifluoromethyl-phenylacetic-acid-99-thermo-scientific/AAB2252603#32857-62-8,$88.70/5 G,"Only 1 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/233021
POOL-00025373,"InChI=1S/C9H6F4O2/c10-8-5(4-7(14)15)2-1-3-6(8)9(11,12)13/h1-3H,4H2,(H,14,15)",O=C(O)Cc1cccc(C(F)(F)F)c1F,384.1890010832792,False,['194943-83-4'],0.218139102,4,,,,$63.60/1 G,"Only 6 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/538108
POOL-00021961,"InChI=1S/C8H6BrFO2/c9-7-4-6(10)2-1-5(7)3-8(11)12/h1-2,4H,3H2,(H,11,12)",O=C(O)Cc1ccc(F)cc1Br,311.92621196610224,False,['61150-59-2'],0.2181105102,4,"$21.26
Each/1g",Check Availability,https://www.fishersci.com/shop/products/3-bromo-4-fluorophenylacetic-acid-96-thermo-scientific/AAH6362203#61150-59-2,$16.50/5 g,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/synthonixcorporation/sy3h3d677c47?context=bbe
POOL-00009574,"InChI=1S/C10H9F3O2/c11-10(12,13)8-4-2-1-3-7(8)5-6-9(14)15/h1-4H,5-6H2,(H,14,15)",O=C(O)CCc1ccccc1C(F)(F)F,357.9302879079978,False,['94022-99-8'],0.2201793383,4,"$205.50
Each of 1/5g",Check Availability,https://www.fishersci.com/shop/products/3-2-trifluoromethyl-phenyl-propionic-acid-97-thermo-scientific-1/AAH3187606#94022-99-8,$40.70/1 G,"Available to ship on October 06, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/681628
POOL-00021738,"InChI=1S/C8H6BrFO2/c9-6-3-5(4-8(11)12)1-2-7(6)10/h1-3H,4H2,(H,11,12)",O=C(O)Cc1ccc(F)c(Br)c1,311.92621196610224,False,['194019-11-9'],0.2240378464,4,,,,$16.50/1 g,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/synthonixcorporation/sy3h3d677c43?context=bbe
POOL-00005163,"InChI=1S/C8H6BrFO2/c9-8-5(4-7(11)12)2-1-3-6(8)10/h1-3H,4H2,(H,11,12)",O=C(O)Cc1cccc(F)c1Br,311.92621196610224,False,['958454-33-6'],0.2192284321,4,,,,$16.50/250 mg,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/synthonixcorporation/sy3h3d677c46?context=bbe
POOL-00019819,"InChI=1S/C9H6F4O2/c10-7-4-6(9(11,12)13)2-1-5(7)3-8(14)15/h1-2,4H,3H2,(H,14,15)",O=C(O)Cc1ccc(C(F)(F)F)cc1F,384.1890010832792,False,['209991-64-0'],0.22233304,4,,,,$27.50/100 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh97f066d2?context=bbe
POOL-00030188,"InChI=1S/C8H4F4O2/c9-6-2-1-4(7(13)14)3-5(6)8(10,11)12/h1-3H,(H,13,14)",O=C(O)c1ccc(F)c(C(F)(F)F)c1,370.0942955973681,False,['67515-55-3'],0.2222791252,4,"$46.50
Each of 1/1g",Check Availability,https://www.fishersci.com/shop/products/4-fluoro-3-trifluoromethyl-benzoic-acid-98-thermo-scientific-1/AAA1808403#67515-55-3,$65.30/5 G,"Estimated to ship on October 27, 2022",https://www.sigmaaldrich.com/US/en/product/aldrich/455261
POOL-00010677,"InChI=1S/C9H9F3O2/c10-9(11,12)14-8-3-1-7(2-4-8)5-6-13/h1-4,13H,5-6H2",OCCc1ccc(OC(F)(F)F)cc1,279.1036953172777,False,['196811-90-2'],0.2509652982,4,,,,,,
POOL-00025377,"InChI=1S/C9H6F4O2/c10-7-2-1-5(4-8(14)15)3-6(7)9(11,12)13/h1-3H,4H2,(H,14,15)",O=C(O)Cc1ccc(F)c(C(F)(F)F)c1,384.1890010832792,False,['220227-47-4'],0.22273952,4,,,,,,
POOL-00011695,"InChI=1S/C8H5F3O2/c1-3-6(10)4(8(12)13)2-5(9)7(3)11/h2H,1H3,(H,12,13)",Cc1c(F)c(F)cc(C(=O)O)c1F,374.1421555222324,False,['112822-85-2'],0.2190009381,4,,,,$37.40/250 mg,Ships in 14 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh6fd84245?context=bbe
POOL-00025376,"InChI=1S/C9H6F4O2/c10-7-3-5(4-8(14)15)1-2-6(7)9(11,12)13/h1-3H,4H2,(H,14,15)",O=C(O)Cc1ccc(C(F)(F)F)c(F)c1,384.1890010832792,False,['238754-67-1'],0.2249993471,4,"$94.79
Each of 1/1g",Check Availability,https://www.fishersci.com/shop/products/3-fluoro-4-trifluoromethyl-phenylacetic-acid-97-thermo-scientific-2/AAH2653703#238754-67-1,$22.00/1 g,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh96f10af3?context=bbe
POOL-00003965,"InChI=1S/C8H6BrFO2/c9-6-2-1-5(3-7(6)10)4-8(11)12/h1-3H,4H2,(H,11,12)",O=C(O)Cc1ccc(Br)c(F)c1,311.92621196610224,False,['942282-40-8'],0.2155045119,4,,,,$7.70/250 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh2d6f0bbe?context=bbe
POOL-00042519,"InChI=1S/C8H5F3O2/c9-8(10,11)6-3-1-5(2-4-6)7(12)13/h1-4H,(H,12,13)",O=C(O)c1ccc(C(F)(F)F)cc1,313.15617847985413,False,['455-24-3'],0.2225165035,4,,,,$59.30/5 G,"Available to ship on October 06, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/196894
POOL-00025374,"InChI=1S/C9H6F4O2/c10-7-2-1-6(9(11,12)13)3-5(7)4-8(14)15/h1-3H,4H2,(H,14,15)",O=C(O)Cc1cc(C(F)(F)F)ccc1F,384.1890010832792,False,['220227-66-7'],0.2205650255,4,,,,$16.50/250 mg,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/synthonixcorporation/sy3h3d67e53a?context=bbe
POOL-00008735,"InChI=1S/C8H4BrF3O2/c9-6-2-1-4(7(13)14)3-5(6)8(10,11)12/h1-3H,(H,13,14)",O=C(O)c1ccc(Br)c(C(F)(F)F)c1,373.3394080952047,False,"['161622-14-6', '1622-14-6']",0.2200737108,4,"$73.40
Each/1g",Check Availability,https://www.fishersci.com/shop/products/4-bromo-3-trifluoromethyl-benzoic-acid-98-thermo-scientific/AAH3161803#161622-14-6,$16.50/1 g,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/synthonixcorporation/sy3h3d677b32?context=bbe
POOL-00039703,"InChI=1S/C10H11FO2/c11-9-6-4-8(5-7-9)2-1-3-10(12)13/h4-7H,1-3H2,(H,12,13)",O=C(O)CCCc1ccc(F)cc1,279.48114931490306,False,['589-06-0'],0.2168621323,4,"$176.70
Each/1g",Check Availability,https://www.fishersci.com/shop/products/4-4-fluorophenyl-butyric-acid-97-thermo-scientific/AAH2603503#589-06-0,$8.80/100 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh303c643b?context=bbe
POOL-00025378,"InChI=1S/C9H6F4O2/c10-6-1-2-7(9(11,12)13)5(3-6)4-8(14)15/h1-3H,4H2,(H,14,15)",O=C(O)Cc1cc(F)ccc1C(F)(F)F,384.1890010832792,False,['239135-52-5'],0.2193364239,4,,,,$11.00/250 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh324ab786?context=bbe
POOL-00007788,"InChI=1S/C7H3BrF2O2/c8-5-3(7(11)12)1-2-4(9)6(5)10/h1-2H,(H,11,12)",O=C(O)c1ccc(F)c(F)c1Br,338.423415200434,False,['170108-05-1'],0.2174201018,4,,,,$16.50/100 mg,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/synthonixcorporation/sy3h3d677424?context=bbe
POOL-00025656,"InChI=1S/C9H6F4O2/c10-7-2-5(3-8(14)15)1-6(4-7)9(11,12)13/h1-2,4H,3H2,(H,14,15)",O=C(O)Cc1cc(F)cc(C(F)(F)F)c1,384.1890010832792,False,['195447-79-1'],0.2210060804,4,,,,$8.80/250 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh3155fdbb?context=bbe
POOL-00022334,"InChI=1S/C8H6BrFO2/c9-6-1-2-7(10)5(3-6)4-8(11)12/h1-3H,4H2,(H,11,12)",O=C(O)Cc1cc(Br)ccc1F,311.92621196610224,False,['883514-21-4'],0.2240485218,4,,,,$8.80/1 g,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh303c6634?context=bbe
POOL-00009610,"InChI=1S/C8H6BrFO2/c9-6-1-5(3-8(11)12)2-7(10)4-6/h1-2,4H,3H2,(H,11,12)",O=C(O)Cc1cc(F)cc(Br)c1,291.6762119661022,False,['202000-99-5'],0.2220669606,4,,,,$39.60/250 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh303c5671?context=bbe
POOL-00026523,"InChI=1S/C9H6BrF3O2/c10-7-4-6(9(11,12)13)2-1-5(7)3-8(14)15/h1-2,4H,3H2,(H,14,15)",O=C(O)Cc1ccc(C(F)(F)F)cc1Br,387.43411358111575,False,['518070-15-0'],0.2157985209,4,,,,$58.30/1 g,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/apolloscientificltd/apo455837354?context=bbe
POOL-00031986,"InChI=1S/C8H4F4O2/c9-4-1-2-5(7(13)14)6(3-4)8(10,11)12/h1-3H,(H,13,14)",O=C(O)c1ccc(F)cc1C(F)(F)F,370.0942955973681,False,['141179-72-8'],0.2190954117,4,"$39.95
Each of 1/1g",Check Availability,https://www.fishersci.com/shop/products/4-fluoro-2-trifluoromethyl-benzoic-acid-97-thermo-scientific-1/AAB2084603#141179-72-8,$48.20/5 G,"Estimated to ship on November 09, 2022",https://www.sigmaaldrich.com/US/en/product/aldrich/436135
POOL-00037205,"InChI=1S/C9H8F3NO2/c1-15-8(14)13-7-4-2-3-6(5-7)9(10,11)12/h2-5H,1H3,(H,13,14)",COC(O)=Nc1cccc(C(F)(F)F)c1,373.8653606097087,False,['18584-93-5'],0.2147618773,4,,,,$106.00/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s597694
POOL-00011242,"InChI=1S/C7H3BrF2O2/c8-4-1-3(9)2-5(10)6(4)7(11)12/h1-2H,(H,11,12)",O=C(O)c1c(F)cc(F)cc1Br,315.173415200434,False,['651026-99-2'],0.2188156128,4,,,,$132.00/100 mg,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/synthonixcorporation/sy3h6e40fa71?context=bbe
POOL-00037049,"InChI=1S/C9H8F3NO/c1-6-4-2-3-5-7(6)13-8(14)9(10,11)12/h2-5H,1H3,(H,13,14)",Cc1ccccc1N=C(O)C(F)(F)F,357.3198538185693,False,['2727-68-6'],0.2429867448,4,,,,$134.00/25 MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/ph007019
POOL-00043631,"InChI=1S/C8H7BrO2/c9-5-6-1-3-7(4-2-6)8(10)11/h1-4H,5H2,(H,10,11)",O=C(O)c1ccc(CBr)cc1,253.2994975838911,False,['6232-88-8'],0.2162721798,4,"$92.10
Each/10g",Check Availability,https://www.fishersci.com/shop/products/bromo-p-toluic-acid-97-thermo-scientific/AC170400100#6232-88-8,$49.10/5 G,"Available to ship on October 06, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/159549
POOL-00026198,"InChI=1S/C8H6BrFO2/c9-7-2-1-6(10)3-5(7)4-8(11)12/h1-3H,4H2,(H,11,12)",O=C(O)Cc1cc(F)ccc1Br,311.92621196610224,False,['739336-26-6'],0.218164107,4,"$692.50
Each/5g",Check Availability,,$16.50/250 mg,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/synthonixcorporation/sy3h3d677c42?context=bbe
POOL-00022361,"InChI=1S/C10H9F3O2/c11-10(12,13)8-4-1-7(2-5-8)3-6-9(14)15/h1-2,4-5H,3,6H2,(H,14,15)",O=C(O)CCc1ccc(C(F)(F)F)cc1,340.68028790799787,False,['53473-36-2'],0.2250497146,4,"$48.00
Each/1g",Check Availability,https://www.fishersci.com/shop/products/3-4-trifluoromethyl-phenyl-propionic-acid-97-thermo-scientific/AAH5401003#53473-36-2,,,
POOL-00026475,"InChI=1S/C10H9F3O2/c11-10(12,13)8-3-1-2-7(6-8)4-5-9(14)15/h1-3,6H,4-5H2,(H,14,15)",O=C(O)CCc1cccc(C(F)(F)F)c1,357.9302879079978,False,['585-50-2'],0.2235598857,4,"$56.60
Each of 1/1g",Check Availability,https://www.fishersci.com/shop/products/3-3-trifluoromethyl-phenyl-propionic-acid-97-thermo-scientific/AAH3208803#585-50-2,,,
POOL-00003449,"InChI=1S/C10H8F4O2/c11-8-3-1-6(2-4-9(15)16)5-7(8)10(12,13)14/h1,3,5H,2,4H2,(H,15,16)",O=C(O)CCc1ccc(F)c(C(F)(F)F)c1,398.2957698029687,False,['916420-42-3'],0.2173798113,4,,,,$82.50/1 g,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/apolloscientificltd/apo428498229?context=bbe
