identifier,conditions___0___name,conditions___0___value,conditions___1___name,conditions___1___value,conditions___2___name,conditions___2___value,conditions___3___name,conditions___3___value,conditions___4___name,conditions___4___value,solvent___solute___identifier,solvent___solute___iupac_name,solvent___solute___name,solvent___solute___smiles,solvent___solute___int_label,solvent___solute___mol_type,solvent___solute___properties___load_from,solvent___volume,solvent___concentration,solvent___solvent___identifier,solvent___solvent___iupac_name,solvent___solvent___name,solvent___solvent___smiles,solvent___solvent___int_label,solvent___solvent___mol_type,solvent___solvent___properties___load_from,solvent___volume_unit,solvent___concentration_unit,solvent___properties___definition,nc_solution___solute___identifier,nc_solution___volume,nc_solution___concentration,nc_solution___solvent___identifier,nc_solution___solvent___iupac_name,nc_solution___solvent___name,nc_solution___solvent___smiles,nc_solution___solvent___int_label,nc_solution___solvent___mol_type,nc_solution___solvent___properties___load_from,nc_solution___volume_unit,nc_solution___concentration_unit,nc_solution___properties___definition,ligand_solutions___0___solute___identifier,ligand_solutions___0___solute___iupac_name,ligand_solutions___0___solute___name,ligand_solutions___0___solute___smiles,ligand_solutions___0___solute___int_label,ligand_solutions___0___solute___mol_type,ligand_solutions___0___solute___properties___load_from,ligand_solutions___0___solute___properties___complexity_sa_score,ligand_solutions___0___solute___properties___complexity_BertzCT,ligand_solutions___0___solute___properties___cas_number___0,ligand_solutions___0___volume,ligand_solutions___0___concentration,ligand_solutions___0___solvent___identifier,ligand_solutions___0___solvent___iupac_name,ligand_solutions___0___solvent___name,ligand_solutions___0___solvent___smiles,ligand_solutions___0___solvent___int_label,ligand_solutions___0___solvent___mol_type,ligand_solutions___0___solvent___properties___load_from,ligand_solutions___0___volume_unit,ligand_solutions___0___concentration_unit,ligand_solutions___0___properties___definition,properties___batch_name,properties___PeakFile,properties___OpticalDensity,properties___FigureOfMerit,properties___WallTag
2023-03-02-AL05002-robot@@D03,Temperature (C):,25.0,Stir Rate (rpm):,750.0,Mixing time1 (s):,600.0,Mixing time2 (s):,600.0,Reaction time (s):,60.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,419,0.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,solvent,CPB20230302001,50,,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,nc,"InChI=1S/C14H10O3/c15-10-5-1-3-8-7-9-4-2-6-11(16)13(9)14(17)12(8)10/h1-6,15-16H,7H2",,,O=C1c2c(O)cccc2Cc2cccc(O)c21,41643,POOL,screened_inv,2.2618531203020957,575.8596033380337,1143-38-0,31,3000.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,ligand_solution,2023-03-02-AL05002-robot,AL05002_1_peakinfo_merged,0.107437571,0.519332637,1
2023-03-02-AL05002-robot@@F03,Temperature (C):,25.0,Stir Rate (rpm):,750.0,Mixing time1 (s):,600.0,Mixing time2 (s):,600.0,Reaction time (s):,60.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,414,0.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,solvent,CPB20230302001,50,,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,nc,"InChI=1S/C14H10O3/c15-10-5-1-3-8-7-9-4-2-6-11(16)13(9)14(17)12(8)10/h1-6,15-16H,7H2",,,O=C1c2c(O)cccc2Cc2cccc(O)c21,41643,POOL,screened_inv,2.2618531203020957,575.8596033380337,1143-38-0,36,3000.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,ligand_solution,2023-03-02-AL05002-robot,AL05002_1_peakinfo_merged,0.112130341,0.39895534,1
2023-03-02-AL05002-robot@@H03,Temperature (C):,25.0,Stir Rate (rpm):,750.0,Mixing time1 (s):,600.0,Mixing time2 (s):,600.0,Reaction time (s):,60.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,424,0.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,solvent,CPB20230302001,50,,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,nc,"InChI=1S/C14H10O3/c15-10-5-1-3-8-7-9-4-2-6-11(16)13(9)14(17)12(8)10/h1-6,15-16H,7H2",,,O=C1c2c(O)cccc2Cc2cccc(O)c21,41643,POOL,screened_inv,2.2618531203020957,575.8596033380337,1143-38-0,26,3000.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,ligand_solution,2023-03-02-AL05002-robot,AL05002_1_peakinfo_merged,0.107648752,0.464063477,1
2023-03-02-AL05002-robot@@A04,Temperature (C):,25.0,Stir Rate (rpm):,750.0,Mixing time1 (s):,600.0,Mixing time2 (s):,600.0,Reaction time (s):,60.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,428,0.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,solvent,CPB20230302001,50,,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,nc,"InChI=1S/C14H10O3/c15-10-5-1-3-8-7-9-4-2-6-11(16)13(9)14(17)12(8)10/h1-6,15-16H,7H2",,,O=C1c2c(O)cccc2Cc2cccc(O)c21,41643,POOL,screened_inv,2.2618531203020957,575.8596033380337,1143-38-0,22,3000.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,ligand_solution,2023-03-02-AL05002-robot,AL05002_1_peakinfo_merged,0.11665355,0.583734242,1
2023-03-02-AL05002-robot@@C04,Temperature (C):,25.0,Stir Rate (rpm):,750.0,Mixing time1 (s):,600.0,Mixing time2 (s):,600.0,Reaction time (s):,60.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,435,0.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,solvent,CPB20230302001,50,,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,nc,"InChI=1S/C14H10O3/c15-10-5-1-3-8-7-9-4-2-6-11(16)13(9)14(17)12(8)10/h1-6,15-16H,7H2",,,O=C1c2c(O)cccc2Cc2cccc(O)c21,41643,POOL,screened_inv,2.2618531203020957,575.8596033380337,1143-38-0,15,3000.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,ligand_solution,2023-03-02-AL05002-robot,AL05002_1_peakinfo_merged,0.107732017,0.694181444,1
2023-03-02-AL05002-robot@@E04,Temperature (C):,25.0,Stir Rate (rpm):,750.0,Mixing time1 (s):,600.0,Mixing time2 (s):,600.0,Reaction time (s):,60.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,432,0.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,solvent,CPB20230302001,50,,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,nc,"InChI=1S/C14H10O3/c15-10-5-1-3-8-7-9-4-2-6-11(16)13(9)14(17)12(8)10/h1-6,15-16H,7H2",,,O=C1c2c(O)cccc2Cc2cccc(O)c21,41643,POOL,screened_inv,2.2618531203020957,575.8596033380337,1143-38-0,18,3000.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,ligand_solution,2023-03-02-AL05002-robot,AL05002_1_peakinfo_merged,0.112660316,0.655479924,1
2023-03-02-AL05002-robot@@G04,Temperature (C):,25.0,Stir Rate (rpm):,750.0,Mixing time1 (s):,600.0,Mixing time2 (s):,600.0,Reaction time (s):,60.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,439,0.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,solvent,CPB20230302001,50,,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,nc,"InChI=1S/C14H10O3/c15-10-5-1-3-8-7-9-4-2-6-11(16)13(9)14(17)12(8)10/h1-6,15-16H,7H2",,,O=C1c2c(O)cccc2Cc2cccc(O)c21,41643,POOL,screened_inv,2.2618531203020957,575.8596033380337,1143-38-0,11,3000.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,ligand_solution,2023-03-02-AL05002-robot,AL05002_1_peakinfo_merged,0.107209834,0.753500363,1
2023-03-02-AL05002-robot@@B04,Temperature (C):,25.0,Stir Rate (rpm):,750.0,Mixing time1 (s):,600.0,Mixing time2 (s):,600.0,Reaction time (s):,60.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,242,0.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,solvent,CPB20230302001,50,,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,nc,"InChI=1S/C14H10O3/c15-10-5-1-3-8-7-9-4-2-6-11(16)13(9)14(17)12(8)10/h1-6,15-16H,7H2",,,O=C1c2c(O)cccc2Cc2cccc(O)c21,41643,POOL,screened_inv,2.2618531203020957,575.8596033380337,1143-38-0,208,3000.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,ligand_solution,2023-03-02-AL05002-robot,AL05002_1_peakinfo_merged,0.104368818,0.04627239,1
2023-03-02-AL05002-robot@@D04,Temperature (C):,25.0,Stir Rate (rpm):,750.0,Mixing time1 (s):,600.0,Mixing time2 (s):,600.0,Reaction time (s):,60.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,346,0.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,solvent,CPB20230302001,50,,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,nc,"InChI=1S/C14H10O3/c15-10-5-1-3-8-7-9-4-2-6-11(16)13(9)14(17)12(8)10/h1-6,15-16H,7H2",,,O=C1c2c(O)cccc2Cc2cccc(O)c21,41643,POOL,screened_inv,2.2618531203020957,575.8596033380337,1143-38-0,104,3000.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,ligand_solution,2023-03-02-AL05002-robot,AL05002_1_peakinfo_merged,0.113430372,0.118834125,1
2023-03-02-AL05002-robot@@F04,Temperature (C):,25.0,Stir Rate (rpm):,750.0,Mixing time1 (s):,600.0,Mixing time2 (s):,600.0,Reaction time (s):,60.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,303,0.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,solvent,CPB20230302001,50,,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,nc,"InChI=1S/C14H10O3/c15-10-5-1-3-8-7-9-4-2-6-11(16)13(9)14(17)12(8)10/h1-6,15-16H,7H2",,,O=C1c2c(O)cccc2Cc2cccc(O)c21,41643,POOL,screened_inv,2.2618531203020957,575.8596033380337,1143-38-0,147,3000.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,ligand_solution,2023-03-02-AL05002-robot,AL05002_1_peakinfo_merged,0.110690328,0.079532678,1
2023-03-02-AL05002-robot@@H04,Temperature (C):,25.0,Stir Rate (rpm):,750.0,Mixing time1 (s):,600.0,Mixing time2 (s):,600.0,Reaction time (s):,60.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,203,0.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,solvent,CPB20230302001,50,,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,nc,"InChI=1S/C14H10O3/c15-10-5-1-3-8-7-9-4-2-6-11(16)13(9)14(17)12(8)10/h1-6,15-16H,7H2",,,O=C1c2c(O)cccc2Cc2cccc(O)c21,41643,POOL,screened_inv,2.2618531203020957,575.8596033380337,1143-38-0,247,3000.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,ligand_solution,2023-03-02-AL05002-robot,AL05002_1_peakinfo_merged,0.109070907,0.033545832,1
2023-03-02-AL05002-robot@@A05,Temperature (C):,25.0,Stir Rate (rpm):,750.0,Mixing time1 (s):,600.0,Mixing time2 (s):,600.0,Reaction time (s):,60.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,363,0.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,solvent,CPB20230302001,50,,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,nc,"InChI=1S/C14H10O3/c15-10-5-1-3-8-7-9-4-2-6-11(16)13(9)14(17)12(8)10/h1-6,15-16H,7H2",,,O=C1c2c(O)cccc2Cc2cccc(O)c21,41643,POOL,screened_inv,2.2618531203020957,575.8596033380337,1143-38-0,87,3000.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,ligand_solution,2023-03-02-AL05002-robot,AL05002_1_peakinfo_merged,0.108377059,0.164931938,1
2023-03-02-AL05002-robot@@C05,Temperature (C):,25.0,Stir Rate (rpm):,750.0,Mixing time1 (s):,600.0,Mixing time2 (s):,600.0,Reaction time (s):,60.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,389,0.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,solvent,CPB20230302001,50,,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,nc,"InChI=1S/C14H10O3/c15-10-5-1-3-8-7-9-4-2-6-11(16)13(9)14(17)12(8)10/h1-6,15-16H,7H2",,,O=C1c2c(O)cccc2Cc2cccc(O)c21,41643,POOL,screened_inv,2.2618531203020957,575.8596033380337,1143-38-0,61,3000.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,ligand_solution,2023-03-02-AL05002-robot,AL05002_1_peakinfo_merged,0.109223046,0.236563998,1
2023-03-02-AL05002-robot@@E05,Temperature (C):,25.0,Stir Rate (rpm):,750.0,Mixing time1 (s):,600.0,Mixing time2 (s):,600.0,Reaction time (s):,60.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,407,0.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,solvent,CPB20230302001,50,,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,nc,"InChI=1S/C14H10O3/c15-10-5-1-3-8-7-9-4-2-6-11(16)13(9)14(17)12(8)10/h1-6,15-16H,7H2",,,O=C1c2c(O)cccc2Cc2cccc(O)c21,41643,POOL,screened_inv,2.2618531203020957,575.8596033380337,1143-38-0,43,3000.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,ligand_solution,2023-03-02-AL05002-robot,AL05002_1_peakinfo_merged,0.110158482,0.30208793,1
2023-03-02-AL05002-robot@@G05,Temperature (C):,25.0,Stir Rate (rpm):,750.0,Mixing time1 (s):,600.0,Mixing time2 (s):,600.0,Reaction time (s):,60.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,275,0.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,solvent,CPB20230302001,50,,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,nc,"InChI=1S/C14H10O3/c15-10-5-1-3-8-7-9-4-2-6-11(16)13(9)14(17)12(8)10/h1-6,15-16H,7H2",,,O=C1c2c(O)cccc2Cc2cccc(O)c21,41643,POOL,screened_inv,2.2618531203020957,575.8596033380337,1143-38-0,175,3000.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,ligand_solution,2023-03-02-AL05002-robot,AL05002_1_peakinfo_merged,0.108775709,0.062446148,1
2023-03-02-AL05002-robot@@B05,Temperature (C):,25.0,Stir Rate (rpm):,750.0,Mixing time1 (s):,600.0,Mixing time2 (s):,600.0,Reaction time (s):,60.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,398,0.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,solvent,CPB20230302001,50,,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,nc,"InChI=1S/C14H10O3/c15-10-5-1-3-8-7-9-4-2-6-11(16)13(9)14(17)12(8)10/h1-6,15-16H,7H2",,,O=C1c2c(O)cccc2Cc2cccc(O)c21,41643,POOL,screened_inv,2.2618531203020957,575.8596033380337,1143-38-0,52,3000.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,ligand_solution,2023-03-02-AL05002-robot,AL05002_1_peakinfo_merged,0.104593988,0.303902648,1
2023-03-02-AL05002-robot@@D05,Temperature (C):,25.0,Stir Rate (rpm):,750.0,Mixing time1 (s):,600.0,Mixing time2 (s):,600.0,Reaction time (s):,60.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,156,0.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,solvent,CPB20230302001,50,,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,nc,"InChI=1S/C14H10O3/c15-10-5-1-3-8-7-9-4-2-6-11(16)13(9)14(17)12(8)10/h1-6,15-16H,7H2",,,O=C1c2c(O)cccc2Cc2cccc(O)c21,41643,POOL,screened_inv,2.2618531203020957,575.8596033380337,1143-38-0,294,3000.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,ligand_solution,2023-03-02-AL05002-robot,AL05002_1_peakinfo_merged,0.106093731,0.024624342,1
2023-03-02-AL05002-robot@@F05,Temperature (C):,25.0,Stir Rate (rpm):,750.0,Mixing time1 (s):,600.0,Mixing time2 (s):,600.0,Reaction time (s):,60.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,377,0.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,solvent,CPB20230302001,50,,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,nc,"InChI=1S/C14H10O3/c15-10-5-1-3-8-7-9-4-2-6-11(16)13(9)14(17)12(8)10/h1-6,15-16H,7H2",,,O=C1c2c(O)cccc2Cc2cccc(O)c21,41643,POOL,screened_inv,2.2618531203020957,575.8596033380337,1143-38-0,73,3000.0,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3","1,3-xylene",m-xylene,Cc1cccc(C)c1,0,SOLVENT,2022_0217_solvent_InChI,ul,uM,ligand_solution,2023-03-02-AL05002-robot,AL05002_1_peakinfo_merged,0.104559432,0.214402927,1
