ligand_label,ligand_identifier,ligand_smiles,complexity_BertzCT,is_taught,cas_number,rank_average_pred_std,cluster,sigma-price,sigma-avail,sigma-url,fisher-price,fisher-avail,fisher-url
POOL-00015129,"InChI=1S/C8H10N2O/c9-8(10-11)6-7-4-2-1-3-5-7/h1-5,11H,6H2,(H2,9,10)",N=C(Cc1ccccc1)NO,233.1071909292144,False,"['261735-00-6', '875898-38-7']",0.1252192845,0,,,,,,
POOL-00033257,"InChI=1S/C8H10N2O/c9-5-7(8(10)11)6-3-1-2-4-6/h1-4H2,(H2,10,11)",N#CC(C(=N)O)=C1CCCC1,239.30789791751064,False,['875-61-6'],0.1228007103,0,$172.00/25MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s997935,,,
POOL-00036332,"InChI=1S/C6H8N2O2/c1-2-10-6(9)5-3-7-4-8-5/h3-4H,2H2,1H3,(H,7,8)",CCOC(=O)c1cnc[nH]1,205.53220953548995,False,['23785-21-9'],0.1248149065,0,,,,"$86.10
Each/5 g",Check Availability,https://www.fishersci.com/shop/products/ethyl-imidazole-4-carboxylate-98-thermo-scientific/AAH6409506#23785-21-9
POOL-00003869,"InChI=1S/C7H6FNO2/c1-4-2-3-5(8)6(9-4)7(10)11/h2-3H,1H3,(H,10,11)",Cc1ccc(F)c(C(=O)O)n1,298.4920897763861,False,['1256806-43-5'],0.1255233858,0,$105.60/100 mg,Ships in 14 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh97f04aab?context=bbe,,,
POOL-00036012,"InChI=1S/C7H8N2O/c1-5-2-3-6(4-9-5)7(8)10/h2-4H,1H3,(H2,8,10)",Cc1ccc(C(=N)O)cn1,240.2879489264805,False,['6960-22-1'],0.12336567,0,$173.00/5 G,"Estimated to ship on April 11, 2023
From MILWAUKEE",https://www.sigmaaldrich.com/US/en/product/aldrich/284769,"$554.50
Each/25 g",Check Availability,
POOL-00027325,"InChI=1S/C6H8N2O3/c1-2-10-6(9)4-3-8-11-5(4)7/h3H,2,7H2,1H3",CCOC(=O)c1cnoc1N,256.0850036992277,False,"['34859-64-8', '879644-07-2']",0.128400202,0,,,,,,
POOL-00039987,"InChI=1S/C6H8N2O2/c9-6(10)2-1-5-3-7-4-8-5/h3-4H,1-2H2,(H,7,8)(H,9,10)",O=C(O)CCc1cnc[nH]1,205.53220953548995,False,['1074-59-5'],0.1251769257,0,$39.10/10 MG,"Available to ship on March 14, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/sigma/77951,,,
POOL-00037064,"InChI=1S/C7H7NO2/c1-5-2-3-6(4-8-5)7(9)10/h2-4H,1H3,(H,9,10)",Cc1ccc(C(=O)O)cn1,240.2879489264805,False,['3222-47-7'],0.1281036475,0,$24.20/1 G,"Available to ship on March 14, 2023
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/284750,"$34.15
Each/1 g",Check Availability,https://www.fishersci.com/shop/products/6-methylnicotinic-acid-99-thermo-scientific-1/AC307620010#3222-47-7
POOL-00014747,"InChI=1S/C8H8N2O2/c9-5-6-4-8(12-10-6)7-2-1-3-11-7/h1-4H,5,9H2",NCc1cc(-c2ccco2)on1,350.78137461808984,False,['850375-13-2'],0.123261602,0,,,,,,
POOL-00007428,"InChI=1S/C7H6BrNO2/c8-3-6-2-1-5(4-9-6)7(10)11/h1-2,4H,3H2,(H,10,11)",O=C(O)c1ccc(CBr)nc1,257.6480131294879,False,['221323-59-7'],0.1248078256,0,$187.20/50 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/jwpharmlabllc/jwph3249e475?context=bbe,,,
POOL-00038983,"InChI=1S/C8H8N2/c9-6-8(10)7-4-2-1-3-5-7/h1-5,8H,10H2",N#CC(N)c1ccccc1,235.18454587872031,False,"['16750-42-8', '110066-41-6']",0.1255042791,0,$97.90/100 mg,Ships in 14 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh9884c453?context=bbe,,,
POOL-00030701,"InChI=1S/C9H11NO2/c1-12-9(11)8-4-2-7(6-10)3-5-8/h2-5H,6,10H2,1H3",COC(=O)c1ccc(CN)cc1,266.36195376207496,False,['18469-52-8'],0.1249812288,0,$99.00/1 g,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/synthonixcorporation/sy3h6e415632?context=bbe,,,
POOL-00006514,"InChI=1S/C9H12N2O/c1-7(9(10)11-12)8-5-3-2-4-6-8/h2-7,12H,1H3,(H2,10,11)",CC(C(=N)NO)c1ccccc1,258.4908622767174,False,['925698-75-5'],0.1261611043,0,$208.00/1 g,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/combiblocksinc/comh97e3387e?context=bbe,,,
POOL-00030914,"InChI=1S/C8H9NO2/c9-7-4-2-1-3-6(7)5-8(10)11/h1-4H,5,9H2,(H,10,11)",Nc1ccccc1CC(=O)O,270.54949758389114,False,['3342-78-7'],0.1302434102,0,,,,,,
POOL-00024465,"InChI=1S/C7H12N2O/c1-7(2,3)5-4-6(8)10-9-5/h4H,8H2,1-3H3",CC(C)(C)c1cc(N)on1,221.75513301247952,False,['59669-59-9'],0.1268837803,0,$138.00/5MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/t319627,,,
