ligand_label,ligand_identifier,ligand_smiles,complexity_BertzCT,is_taught,cas_number,rank_average_pred_mu_top2%mu,cluster,fisher-price,fisher-avail,fisher-url,sigma-price,sigma-avail,sigma-url
POOL-00035117,"InChI=1S/C12H10O2S2/c1-15-11-9(13)7-5-3-4-6-8(7)10(14)12(11)16-2/h3-6H,1-2H3",CSC1=C(SC)C(=O)c2ccccc2C1=O,458.49515384041945,False,['55699-85-9'],1.053873354,6,,,,$172.00/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r164259
POOL-00015045,"InChI=1S/C11H10N2O/c1-8-3-2-4-9(5-8)11-10(7-14)6-12-13-11/h2-7H,1H3,(H,12,13)",Cc1cccc(-c2n[nH]cc2C=O)c1,459.8160205756956,False,['879996-61-9'],1.0548389939,7,,,,$113.10/50 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/enamine/ena308585039?context=bbe
POOL-00032333,"InChI=1S/C10H7BrN2OS/c11-8-4-2-1-3-7(8)9(14)13-10-12-5-6-15-10/h1-6H,(H,12,13,14)",OC(=Nc1nccs1)c1ccccc1Br,481.9274275759566,False,['299928-00-0'],1.0609984708,7,,,,$28.60/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r573922
POOL-00019204,"InChI=1S/C14H14N2O/c1-10-6-3-4-8-12(10)14(17)16-13-9-5-7-11(2)15-13/h3-9H,1-2H3,(H,15,16,17)",Cc1cccc(N=C(O)c2ccccc2C)n1,561.6535973914794,False,['346720-49-8'],1.0463069353,7,,,,$28.60/25MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/l130680
POOL-00026657,"InChI=1S/C10H6F2N2O/c11-8-1-6(2-9(12)3-8)10-7(5-15)4-13-14-10/h1-5H,(H,13,14)",O=Cc1c[nH]nc1-c1cc(F)cc(F)c1,487.6235375029438,False,['875664-59-8'],1.0592478315,7,,,,,,
POOL-00030681,"InChI=1S/C10H8N2OS/c13-9(8-4-2-1-3-5-8)12-10-11-6-7-14-10/h1-7H,(H,11,12,13)",OC(=Nc1nccs1)c1ccccc1,422.64735255375257,False,['13053-82-2'],1.0450073804,7,,,,,,
POOL-00026474,"InChI=1S/C11H13F3N2/c12-11(13,14)9-3-1-2-4-10(9)16-7-5-15-6-8-16/h1-4,15H,5-8H2",FC(F)(F)c1ccccc1N1CCNCC1,356.4924621177334,False,['63854-31-9'],1.0522621974,7,,,,$68.10/100 MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/cds015257
POOL-00030986,"InChI=1S/C10H6F2N2OS/c11-6-2-1-3-7(12)8(6)9(15)14-10-13-4-5-16-10/h1-5H,(H,13,14,15)",OC(=Nc1nccs1)c1c(F)cccc1F,505.37022887809417,False,['296892-48-3'],1.0395337464,7,,,,$68.10/5MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/t324299
POOL-00023563,"InChI=1S/C11H9NO2/c13-9-5-1-2-6-10(9)14-11-7-3-4-8-12-11/h1-8,13H",Oc1ccccc1Oc1ccccn1,414.64252510691296,False,['35974-37-9'],1.0627703607,7,,,,$58.50/50 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/enamine/ena282548514?context=bbe
POOL-00019103,"InChI=1S/C12H12N2O2S/c1-10-2-4-12(5-3-10)17(15,16)14-11-6-8-13-9-7-11/h2-9H,1H3,(H,13,14)",Cc1ccc(S(=O)(=O)N=c2cc[nH]cc2)cc1,652.656746148487,False,['15309-69-0'],1.0462539548,7,,,,$106.00/25MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r676667
POOL-00033642,"InChI=1S/C13H17NO/c1-14-12(15)13(9-5-6-10-13)11-7-3-2-4-8-11/h2-4,7-8H,5-6,9-10H2,1H3,(H,14,15)",CN=C(O)C1(c2ccccc2)CCCC1,350.0585192955091,False,['101932-01-8'],1.0542253513,7,,,,$28.60/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s761141
POOL-00011889,"InChI=1S/C12H8FNO3/c13-8-3-1-4-9(7-8)17-11-10(12(15)16)5-2-6-14-11/h1-7H,(H,15,16)",O=C(O)c1cccnc1Oc1cccc(F)c1,556.9519342475284,False,['54629-12-8'],1.0549690598,7,,,,$172.00/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/ph010480
POOL-00020930,"InChI=1S/C12H10N2O2S/c15-12(16)10-6-13-7-11(14-10)17-8-9-4-2-1-3-5-9/h1-7H,8H2,(H,15,16)",O=C(O)c1cncc(SCc2ccccc2)n1,516.9238951860752,False,['66533-95-7'],1.0631378565,7,,,,,,
POOL-00037995,"InChI=1S/C14H14N2O2/c17-16(18)11-14(12-7-3-1-4-8-12)15-13-9-5-2-6-10-13/h1-10,14-15H,11H2",O=[N+]([O-])CC(Nc1ccccc1)c1ccccc1,499.717145512792,False,['21080-09-1'],1.0514288134,7,,,,$68.10/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s945129
POOL-00007843,"InChI=1S/C12H18N2S/c1-2-15-12-6-4-3-5-11(12)14-9-7-13-8-10-14/h3-6,13H,2,7-10H2,1H3",CCSc1ccccc1N1CCNCC1,308.2453583850857,False,['40818-92-6'],1.0485064456,7,,,,,,
POOL-00042130,"InChI=1S/C13H10F3N/c14-13(15,16)10-5-4-8-12(9-10)17-11-6-2-1-3-7-11/h1-9,17H",FC(F)(F)c1cccc(Nc2ccccc2)c1,491.5178034516932,False,['101-23-5'],1.051230706,7,,,,$172.00/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s734268
POOL-00003891,"InChI=1S/C9H6F2N2/c10-6-1-2-7(8(11)5-6)9-12-3-4-13-9/h1-5H,(H,12,13)",Fc1ccc(-c2ncc[nH]2)c(F)c1,409.5579801974958,False,['885278-05-7'],1.0456428777,7,,,,$47.30/100 mg,Ships in 14 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh2d6f8491?context=bbe
POOL-00001575,"InChI=1S/C10H11F3N2/c11-10(12,13)8-4-3-5-14-9(8)15-6-1-2-7-15/h3-5H,1-2,6-7H2",FC(F)(F)c1cccnc1N1CCCC1,342.7658918826267,False,['1355247-70-9'],1.0606837887,7,,,,$195.00/1 g,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/combiblocksinc/com448668698?context=bbe
POOL-00007827,"InChI=1S/C10H6FNO3/c11-7-4-2-1-3-6(7)9-8(10(13)14)12-5-15-9/h1-5H,(H,13,14)",O=C(O)c1ncoc1-c1ccccc1F,506.87353750294375,False,['347187-18-2'],1.0477165883,7,,,,$67.60/50 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/enamine/enah03a1c445?context=bbe
POOL-00028814,"InChI=1S/C13H11NO4/c1-14(12(15)11-7-4-8-18-11)10-6-3-2-5-9(10)13(16)17/h2-8H,1H3,(H,16,17)",CN(C(=O)c1ccco1)c1ccccc1C(=O)O,574.4369970498997,False,['67735-53-9'],1.0624754557,7,,,,$67.60/50 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/enamine/ena311760863?context=bbe
POOL-00004392,"InChI=1S/C12H17NO/c1-3-7-11(13-2)12(14)10-8-5-4-6-9-10/h4-6,8-9,11,13H,3,7H2,1-2H3",CCCC(NC)C(=O)c1ccccc1,281.6330203302586,False,['879722-57-3'],1.0591914821,7,,,,$270.00/1 ML,"Estimated to ship on November 07, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/cerillian/b046
POOL-00031216,"InChI=1S/C13H9Br2NO/c14-9-5-7-10(8-6-9)16-13(17)11-3-1-2-4-12(11)15/h1-8H,(H,16,17)",O=C(Nc1ccc(Br)cc1)c1ccccc1Br,537.3706554225113,False,['66569-07-1'],1.0597251441,7,,,,,,
POOL-00030297,"InChI=1S/C13H9Br2NO/c14-10-4-6-12(7-5-10)16-13(17)9-2-1-3-11(15)8-9/h1-8H,(H,16,17)",O=C(Nc1ccc(Br)cc1)c1cccc(Br)c1,537.3706554225113,False,['197961-35-6'],1.0558187514,7,,,,$28.60/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s717800
POOL-00023670,"InChI=1S/C11H16N2S/c1-3-13(4-2)11(14)12-10-8-6-5-7-9-10/h5-9H,3-4H2,1-2H3,(H,12,14)",CCN(CC)C(S)=Nc1ccccc1,291.41565806557145,False,['7442-11-7'],1.0526301895,7,,,,$28.60/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s625167
POOL-00027081,"InChI=1S/C6H5F3N2OS/c1-3(12)10-5-11-4(2-13-5)6(7,8)9/h2H,1H3,(H,10,11,12)",CC(O)=Nc1nc(C(F)(F)F)cs1,326.86550926671146,False,['64932-39-4'],1.0599304725,7,,,,,,
POOL-00010420,"InChI=1S/C8H8F4N2O2/c1-3(8(15)16)14-5(7(11)12)2-4(13-14)6(9)10/h2-3,6-7H,1H3,(H,15,16)",CC(C(=O)O)n1nc(C(F)F)cc1C(F)F,391.3900712578882,False,['1005586-13-9'],1.0545703155,7,,,,$305.50/50 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/enamine/ena333559053?context=bbe
POOL-00034086,"InChI=1S/C13H22N2/c1-3-15(4-2)11-10-14-12-13-8-6-5-7-9-13/h5-9,14H,3-4,10-12H2,1-2H3",CCN(CC)CCNCc1ccccc1,241.9726825324672,False,['15855-37-5'],1.0608441004,7,,,,$28.60/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s381861
POOL-00006551,"InChI=1S/C13H20N2O3/c1-13(2,3)12(16)15-10-6-7-14-8-9(10)11(17-4)18-5/h6-8,11H,1-5H3,(H,14,15,16)",COC(OC)c1c[nH]ccc1=NC(=O)C(C)(C)C,467.6149675962037,False,['824429-52-9'],1.0442426877,7,,,,$167.00/1 G,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/ade000323
POOL-00014645,"InChI=1S/C16H20N2/c1-17-15(13-9-5-3-6-10-13)16(18-2)14-11-7-4-8-12-14/h3-12,15-18H,1-2H3",CNC(c1ccccc1)C(NC)c1ccccc1,407.5378809875284,False,['22751-68-4'],1.0591051701,7,,,,,,
