ligand_label,ligand_identifier,ligand_smiles,complexity_BertzCT,is_taught,cas_number,rank_average_pred_mu_top2%mu,cluster,fisher-price,fisher-avail,fisher-url,sigma-price,sigma-avail,sigma-url
POOL-00043193,"InChI=1S/C11H14O2/c1-2-13-11(12)9-8-10-6-4-3-5-7-10/h3-7H,2,8-9H2,1H3",CCOC(=O)CCc1ccccc1,254.05260581186823,False,['2021-28-5'],1.0494112981,0,"$723.00
Each/1000g",Check Availability,https://www.fishersci.com/shop/products/ethyl-3-phenylpropionate-98-thermo-scientific/AAA130550B#2021-28-5,$59.80/nan,"Estimated to ship on November 07, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/w245518
POOL-00038732,"InChI=1S/C12H16O2/c1-2-3-9-14-12(13)10-11-7-5-4-6-8-11/h4-8H,2-3,9-10H2,1H3",CCCCOC(=O)Cc1ccccc1,266.910035168718,False,['122-43-0'],1.0604081671,0,,,,$59.80/nan,"Only 1 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/w220906
POOL-00038466,"InChI=1S/C11H14O2/c1-10(12)7-8-13-9-11-5-3-2-4-6-11/h2-6H,7-9H2,1H3",CC(=O)CCOCc1ccccc1,254.05260581186823,False,['6278-91-7'],1.0531579819,0,,,,$81.40/2.5 g,Ships in 14 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/chemscenellc/ciah98abf6f0?context=bbe
POOL-00002082,"InChI=1S/C12H16O2/c1-10(9-14-11(2)13)8-12-6-4-3-5-7-12/h3-7,10H,8-9H2,1-2H3",CC(=O)OCC(C)Cc1ccccc1,279.6330203302586,False,['79211-56-6'],1.0479250403,0,,,,,,
POOL-00041054,"InChI=1S/C11H14O3/c1-11(2,3)14-10(12)13-9-7-5-4-6-8-9/h4-8H,1-3H3",CC(C)(C)OC(=O)Oc1ccccc1,298.05872454975145,False,['6627-89-0'],1.0420950692,0,"$62.75
Each/25g",Check Availability,https://www.fishersci.com/shop/products/tert-butyl-phenyl-carbonate-98-thermo-scientific/AC154390250#6627-89-0,$70.00/25 G,"Only 2 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/124303
POOL-00033590,"InChI=1S/C11H14O2/c1-13-11(12)9-5-8-10-6-3-2-4-7-10/h2-4,6-7H,5,8-9H2,1H3",COC(=O)CCCc1ccccc1,254.05260581186823,False,['2046-17-5'],1.0543543969,0,,,,$172.00/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/ph010421
POOL-00036143,"InChI=1S/C10H11BrO2/c1-2-13-10(12)9(11)8-6-4-3-5-7-8/h3-7,9H,2H2,1H3",CCOC(=O)C(Br)c1ccccc1,271.51305165552594,False,"['2882-19-1', '2216-90-2']",1.0451397808,0,"$43.50
Each/5g",Check Availability,https://www.fishersci.com/shop/products/ethyl-alpha-bromophenylacetate-97-thermo-scientific/AC438060050#2882-19-1,$206.00/25 G,"Estimated to ship on November 07, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/554065
POOL-00042177,"InChI=1S/C11H14O2/c1-2-6-11(12)13-9-10-7-4-3-5-8-10/h3-5,7-8H,2,6,9H2,1H3",CCCC(=O)OCc1ccccc1,254.05260581186823,False,['103-37-7'],1.0533719281,0,"$23.25
Each/50g",Check Availability,https://www.fishersci.com/shop/products/benzyl-butyrate-98-thermo-scientific-2/AAB2424118#103-37-7,$54.60/nan,"Estimated to ship on November 07, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/w214000
POOL-00014670,"InChI=1S/C10H11BrO2/c1-2-13-10(12)7-8-3-5-9(11)6-4-8/h3-6H,2,7H2,1H3",CCOC(=O)Cc1ccc(Br)cc1,279.48114931490306,False,['14062-25-0'],1.0457442702,0,"$43.00
Each/5g",Check Availability,https://www.fishersci.com/shop/products/ethyl-4-bromophenylacetate-98-thermo-scientific/AAB2216506#14062-25-0,$63.50/5 G,"Estimated to ship on November 07, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/631353
POOL-00039230,"InChI=1S/C11H14O3/c1-3-11(12)14-8-9-4-6-10(13-2)7-5-9/h4-7H,3,8H2,1-2H3",CCC(=O)OCc1ccc(OC)cc1,289.90588306124454,False,['7549-33-9'],1.0518552533,0,,,,$59.80/nan,"Only 6 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/w210218
POOL-00039319,"InChI=1S/C11H14O2/c1-9(2)13-11(12)8-10-6-4-3-5-7-10/h3-7,9H,8H2,1-2H3",CC(C)OC(=O)Cc1ccccc1,264.6785847993893,False,['4861-85-2'],1.0548932785,0,,,,,,
POOL-00039248,"InChI=1S/C10H14O3/c1-8(2)6-10(11)13-7-9-4-3-5-12-9/h3-5,8H,6-7H2,1-2H3",CC(C)CC(=O)OCc1ccco1,249.14339143351376,False,['13678-60-9'],1.0462317667,0,,,,,,
POOL-00009377,"InChI=1S/C11H16O2/c1-9-5-4-6-10(7-9)8-11(12-2)13-3/h4-7,11H,8H2,1-3H3",COC(Cc1cccc(C)c1)OC,254.0221209628341,False,['134769-80-5'],1.0626736934,0,,,,,,
POOL-00032881,"InChI=1S/C12H14O2/c1-3-10(2)12(13)14-9-11-7-5-4-6-8-11/h3-8H,9H2,1-2H3",CC=C(C)C(=O)OCc1ccccc1,325.4347828061791,False,['67674-41-3'],1.057041497,0,,,,,,
POOL-00035924,"InChI=1S/C11H14O2/c1-3-9(2)13-11(12)10-7-5-4-6-8-10/h4-9H,3H2,1-2H3",CCC(C)OC(=O)c1ccccc1,266.67858479938934,False,['3306-36-3'],1.0625368816,0,,,,,,
POOL-00042175,"InChI=1S/C11H14O2/c1-9(2)11(12)13-8-10-6-4-3-5-7-10/h3-7,9H,8H2,1-2H3",CC(C)C(=O)OCc1ccccc1,264.67858479938934,False,['103-28-6'],1.0531529618,0,"$50.00
Each/50g",Check Availability,https://www.fishersci.com/shop/products/benzyl-isobutyrate-98-thermo-scientific/AAL0593018#103-28-6,$59.80/nan,"Estimated to ship on November 07, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/w214108
POOL-00038945,"InChI=1S/C12H14O3/c1-9(13)8-12(14)15-10(2)11-6-4-3-5-7-11/h3-7,10H,8H2,1-2H3",CC(=O)CC(=O)OC(C)c1ccccc1,343.144681354708,False,['40552-84-9'],1.0400181975,0,,,,$106.00/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s591718
POOL-00009376,"InChI=1S/C11H16O2/c1-9-6-4-5-7-10(9)8-11(12-2)13-3/h4-7,11H,8H2,1-3H3",COC(Cc1ccccc1C)OC,254.0221209628341,False,['134769-79-2'],1.0630455946,0,,,,$130.00/250 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/combiblocksinc/comh97e33e01?context=bbe
POOL-00038739,"InChI=1S/C11H14O2/c1-10(12)13-9-5-8-11-6-3-2-4-7-11/h2-4,6-7H,5,8-9H2,1H3",CC(=O)OCCCc1ccccc1,254.05260581186823,False,['122-72-5'],1.0532445079,0,"$26.00
Each/10g",Check Availability,https://www.fishersci.com/shop/products/3-phenyl-1-propyl-acetate-98-thermo-scientific/AAB2087809#122-72-5,$59.80/nan,"Estimated to ship on November 15, 2022",https://www.sigmaaldrich.com/US/en/product/aldrich/w289000
POOL-00021501,"InChI=1S/C10H13BrO2/c1-10(12-2,13-3)8-6-4-5-7-9(8)11/h4-7H,1-3H3",COC(C)(OC)c1ccccc1Br,282.00816415336243,False,['120254-80-0'],1.0435465495,0,,,,$85.40/5 G,"Estimated to ship on December 05, 2022",https://www.sigmaaldrich.com/US/en/product/aldrich/697974
POOL-00043307,"InChI=1S/C11H12O2/c1-9(2)11(12)13-8-10-6-4-3-5-7-10/h3-7H,1,8H2,2H3",C=C(C)C(=O)OCc1ccccc1,301.12613448326965,False,['2495-37-6'],1.0484481504,0,"$160.00
Each/1000g",Check Availability,https://www.fishersci.com/shop/products/benzyl-methacrylate-98-stab-ca-50-100ppm-4-methoxyphenol-thermo-scientific/AAL108400B#2495-37-6,$78.40/250 ML,"Estimated to ship on November 07, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/409448
POOL-00042730,"InChI=1S/C11H14O3/c1-11(2,3)14-13-10(12)9-7-5-4-6-8-9/h4-8H,1-3H3",CC(C)(C)OOC(=O)c1ccccc1,298.05872454975145,False,['614-45-9'],1.0518683402,0,"$148.00
Each/1kg",Check Availability,https://www.fishersci.com/shop/products/tert-butyl-peroxybenzoate-98-thermo-scientific-1/AC170140010#614-45-9,$24.10/5 G,"Estimated to ship on December 01, 2022",https://www.sigmaaldrich.com/US/en/product/aldrich/159042
POOL-00011314,"InChI=1S/C11H18O2/c1-4-13-11(12)10-6-5-9(7-10)8(2)3/h7-9H,4-6H2,1-3H3",CCOC(=O)C1=CC(C(C)C)CC1,216.13016856543945,False,['820236-11-1'],1.0611707201,0,,,,$28.60/5MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/t218332
POOL-00018634,"InChI=1S/C11H14O3/c1-4-13-11(12)14-10-6-8(2)5-9(3)7-10/h5-7H,4H2,1-3H3",CCOC(=O)Oc1cc(C)cc(C)c1,311.0545707499796,False,['26177-58-2'],1.0565917715,0,,,,,,
POOL-00039299,"InChI=1S/C10H12O2/c1-8(12-9(2)11)10-6-4-3-5-7-10/h3-8H,1-2H3",CC(=O)OC(C)c1ccccc1,253.80090634082453,False,"['93-92-5', '29759-11-3']",1.0446516525,0,"$74.75
Each of 1/nan",Check Availability,,$56.20/nan,We apologize but fulfillment and delivery of this product is delayed. We are working to minimize these delays as quickly as possible.,https://www.sigmaaldrich.com/US/en/product/aldrich/w268402
POOL-00039448,"InChI=1S/C12H14O3/c1-10(2)12(13)15-9-8-14-11-6-4-3-5-7-11/h3-7H,1,8-9H2,2H3",C=C(C)C(=O)OCCOc1ccccc1,329.98028532933694,False,['10595-06-9'],1.0431999585,0,"$77.79
Each/100g",Check Availability,,$81.10/100 ML,"Estimated to ship on November 07, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/458791
POOL-00034172,"InChI=1S/C10H11BrO2/c1-8(11)10(12)13-7-9-5-3-2-4-6-9/h2-6,8H,7H2,1H3",CC(Br)C(=O)OCc1ccccc1,269.51305165552594,False,['3017-53-6'],1.0357956519,0,,,,$134.00/25 MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/ph008809
POOL-00041090,"InChI=1S/C12H14O3/c1-10(13)7-8-12(14)15-9-11-5-3-2-4-6-11/h2-6H,7-9H2,1H3",CC(=O)CCC(=O)OCc1ccccc1,329.98028532933694,False,"['6939-75-9', '71484-87-2']",1.0526930998,0,,,,$172.00/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s643408
POOL-00003776,"InChI=1S/C9H9BrO2/c1-7(11)6-12-9-5-3-2-4-8(9)10/h2-5H,6H2,1H3",CC(=O)COc1ccccc1Br,283.61195376207496,False,['40100-63-8'],1.0562511552,0,,,,,,
POOL-00019585,"InChI=1S/C10H12O3/c1-3-12-10(11)13-9-6-4-5-8(2)7-9/h4-7H,3H2,1-2H3",CCOC(=O)Oc1cccc(C)c1,293.9762618127396,False,['22719-82-0'],1.0548076962,0,,,,$106.00/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s590789
POOL-00039157,"InChI=1S/C12H16O3/c1-10(2)12(13)15-9-8-14-11-6-4-3-5-7-11/h3-7,10H,8-9H2,1-2H3",CC(C)C(=O)OCCOc1ccccc1,292.9953583850857,False,['103-60-6'],1.0331943514,0,"$37.25
Each/25g",Check Availability,,$79.00/nan,"Only 5 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/sigma/sml3380
POOL-00030063,"InChI=1S/C10H12O2/c1-8(2)10(11)12-9-6-4-3-5-7-9/h3-8H,1-2H3",CC(C)C(=O)Oc1ccccc1,251.80090634082453,False,['20279-29-2'],1.0525758691,0,,,,$172.00/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s939773
POOL-00041265,"InChI=1S/C9H14O3/c1-3-10-9(11-4-2)8-6-5-7-12-8/h5-7,9H,3-4H2,1-2H3",CCOC(OCC)c1ccco1,187.5483815851474,False,['13529-27-6'],1.0560574946,0,"$113.90
Each/25g",Check Availability,,,,
POOL-00034676,"InChI=1S/C9H9BrO2/c1-12-9(11)6-7-2-4-8(10)5-3-7/h2-5H,6H2,1H3",COC(=O)Cc1ccc(Br)cc1,266.36195376207496,False,['41841-16-1'],1.05164149,0,,,,$172.00/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/ph005153
POOL-00001933,"InChI=1S/C11H18O2/c1-8(12)4-5-9-6-10(13)11(2,3)7-9/h9H,4-7H2,1-3H3",CC(=O)CCC1CC(=O)C(C)(C)C1,228.2447780195602,False,['100312-38-7'],1.0518196442,0,,,,$28.60/1MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/t220965
POOL-00039190,"InChI=1S/C9H12O3/c1-2-4-9(10)12-7-8-5-3-6-11-8/h3,5-6H,2,4,7H2,1H3",CCCC(=O)OCc1ccco1,225.9315036874941,False,['623-21-2'],1.060549992,0,,,,$59.80/nan,"Estimated to ship on February 13, 2023",https://www.sigmaaldrich.com/US/en/product/aldrich/w501700
POOL-00035056,"InChI=1S/C12H16O3/c1-3-15-12(13)9-6-10-4-7-11(14-2)8-5-10/h4-5,7-8H,3,6,9H2,1-2H3",CCOC(=O)CCc1ccc(OC)cc1,303.1481998735926,False,['22767-72-2'],1.0529453208,0,,,,,,
POOL-00032874,"InChI=1S/C12H16O2/c1-10(2)8-14-9-11-4-6-12(13-3)7-5-11/h4-7H,1,8-9H2,2-3H3",C=C(C)COCc1ccc(OC)cc1,287.6949683597644,False,['189366-67-4'],1.0621864674,0,,,,$28.60/1MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/t268909
POOL-00022631,"InChI=1S/C11H13BrO2/c1-11(2,10(13)14-3)8-4-6-9(12)7-5-8/h4-7H,1-3H3",COC(=O)C(C)(C)c1ccc(Br)cc1,327.6456975076592,False,['154825-97-5'],1.051508787,0,,,,$16.50/5 g,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/synthonixcorporation/sy3h3d680f30?context=bbe
POOL-00039323,"InChI=1S/C9H9BrO2/c10-6-9(11)12-7-8-4-2-1-3-5-8/h1-5H,6-7H2",O=C(CBr)OCc1ccccc1,245.96526492984668,False,['5437-45-6'],1.0519817419,0,"$370.00
Each/1kg",Check Availability,https://www.fishersci.com/shop/products/benzyl-2-bromoacetate-96-thermo-scientific/AC278040010#5437-45-6,,,
POOL-00043202,"InChI=1S/C12H16O2/c1-2-3-7-10-14-12(13)11-8-5-4-6-9-11/h4-6,8-9H,2-3,7,10H2,1H3",CCCCCOC(=O)c1ccccc1,266.910035168718,False,['2049-96-9'],1.0601417414,0,"$38.00
Each/100g",Check Availability,https://www.fishersci.com/shop/products/n-pentyl-benzoate-98-thermo-scientific-2/AAA1017722#2049-96-9,$68.10/1 G,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/cds000554
POOL-00025717,"InChI=1S/C12H14O3/c1-3-15-12(14)8-11(13)10-7-5-4-6-9(10)2/h4-7H,3,8H2,1-2H3",CCOC(=O)CC(=O)c1ccccc1C,368.8849106183624,False,['51725-82-7'],1.0578513586,0,,,,,,
POOL-00035086,"InChI=1S/C10H12O2S/c1-12-10(11)7-8-13-9-5-3-2-4-6-9/h2-6H,7-8H2,1H3",COC(=O)CCSc1ccccc1,258.88707266800486,False,['22198-59-0'],1.055703384,0,,,,,,
POOL-00036101,"InChI=1S/C10H12O2S/c1-2-12-10(11)8-13-9-6-4-3-5-7-9/h3-7H,2,8H2,1H3",CCOC(=O)CSc1ccccc1,258.88707266800486,False,['7605-25-6'],1.048872771,0,"$60.30
Each of 1/10g",Check Availability,https://www.fishersci.com/shop/products/ethyle2-phenylthio-acetate-97-thermo-scientific/KM08693EA#7605-25-6,$134.00/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/ph005137
POOL-00043265,"InChI=1S/C10H12O2/c1-2-8-12-10(11)9-6-4-3-5-7-9/h3-7H,2,8H2,1H3",CCCOC(=O)c1ccccc1,241.27530899395387,False,['2315-68-6'],1.0622737209,0,"$36.50
Each/50 g",Check Availability,https://www.fishersci.com/shop/products/propyl-benzoate-99-6/AAH6679318#2315-68-6,$57.40/50 G,"Only 5 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/307009
POOL-00033871,"InChI=1S/C12H14O3/c1-3-15-12(14)8-11(13)10-6-4-9(2)5-7-10/h4-7H,3,8H2,1-2H3",CCOC(=O)CC(=O)c1ccc(C)cc1,351.6349106183625,False,['27835-00-3'],1.05885043,0,,,,,,
POOL-00040669,"InChI=1S/C10H12O2/c1-3-8-12-10-7-5-4-6-9(10)11-2/h3-7H,1,8H2,2H3",C=CCOc1ccccc1OC,255.7704214917904,False,['4125-43-3'],1.0627442061,0,,,,$172.00/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s340782
POOL-00033309,"InChI=1S/C11H18O3/c1-2-14-11(13)8-10(12)9-6-4-3-5-7-9/h9H,2-8H2,1H3",CCOC(=O)CC(=O)C1CCCCC1,204.5781835802553,False,['15971-92-3'],1.0597580296,0,"$300.50
Each of 1/1g",Check Availability,,$19.80/250 mg,Ships in 7 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/ambeedinc/ambh581768ef?context=bbe
POOL-00003775,"InChI=1S/C9H9BrO2/c1-7(11)6-12-9-4-2-3-8(10)5-9/h2-5H,6H2,1H3",CC(=O)COc1cccc(Br)c1,283.61195376207496,False,['853402-77-4'],1.0499808319,0,,,,,,
POOL-00030589,"InChI=1S/C10H12O2S/c1-12-10(11)8-13-7-9-5-3-2-4-6-9/h2-6H,7-8H2,1H3",COC(=O)CSCc1ccccc1,258.88707266800486,False,['17277-59-7'],1.0613284957,0,,,,$106.00/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s614149
POOL-00032691,"InChI=1S/C11H18O3/c1-9(12)7-8-11(13)14-10-5-3-2-4-6-10/h10H,2-8H2,1H3",CC(=O)CCC(=O)OC1CCCCC1,204.5781835802553,False,['3063-69-2'],1.0545294871,0,,,,$134.00/25 MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/ph008734
POOL-00037939,"InChI=1S/C11H16O2S/c1-2-3-9-14(12,13)10-11-7-5-4-6-8-11/h4-8H,2-3,9-10H2,1H3",CCCCS(=O)(=O)Cc1ccccc1,354.1337382745823,False,['3112-93-4'],1.0527276905,0,,,,$28.60/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s799459
POOL-00019564,"InChI=1S/C11H18O2/c1-8-5-6-11(3,7-9(8)2)10(12)13-4/h5-7H2,1-4H3",COC(=O)C1(C)CCC(C)=C(C)C1,252.81589364765125,False,['68826-23-3'],1.0536999739,0,,,,$28.60/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/r238740
POOL-00014981,"InChI=1S/C9H9BrO2/c1-12-9(11)6-7-4-2-3-5-8(7)10/h2-5H,6H2,1H3",COC(=O)Cc1ccccc1Br,283.61195376207496,False,['57486-69-8'],1.058527486,0,,,,$16.50/1 g,Ships in 10 days - from Aldrich Partner.,https://www.sigmaaldrich.com/US/en/product/synthonixcorporation/sy3h3d680506?context=bbe
POOL-00041346,"InChI=1S/C13H16O2/c1-5-15-12(14)10-6-8-11(9-7-10)13(2,3)4/h5-9H,1H2,2-4H3",C=COC(=O)c1ccc(C(C)(C)C)cc1,355.1174972625893,False,"['15484-80-7', '29594-98-7']",1.0529742411,0,"$24.10
Each of 1/25mL",Check Availability,,$35.70/100 ML,"Estimated to ship on November 07, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/380806
POOL-00020046,"InChI=1S/C11H14O2S/c1-3-13-11(12)9(2)14-10-7-5-4-6-8-10/h4-9H,3H2,1-2H3",CCOC(=O)C(C)Sc1ccccc1,284.5988225339022,False,['20461-98-7'],1.0606088763,0,,,,$106.00/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s799912
POOL-00035826,"InChI=1S/C11H14O2S/c1-9(11(12)13-2)8-14-10-6-4-3-5-7-10/h3-7,9H,8H2,1-2H3",COC(=O)C(C)CSc1ccccc1,284.5988225339022,False,"['777-80-0', '82249-45-4']",1.0578272038,0,,,,,,
POOL-00008483,"InChI=1S/C12H18O3/c1-8-5-6-10(7-11(8)14)12(3,4)15-9(2)13/h5,10H,6-7H2,1-4H3",CC(=O)OC(C)(C)C1CC=C(C)C(=O)C1,312.8289214233104,False,['87578-93-6'],1.036816827,0,,,,,,
POOL-00037056,"InChI=1S/C9H9BrO2/c1-12-9(11)8(10)7-5-3-2-4-6-7/h2-6,8H,1H3",COC(=O)C(Br)c1ccccc1,258.4908622767174,False,"['3042-81-7', '37167-62-7', '37167-63-8']",1.0460342467,0,"$73.50
Each/5g",Check Availability,https://www.fishersci.com/shop/products/methyl-bromophenylacetate-97-thermo-scientific/AC379300050#3042-81-7,,,
POOL-00018871,"InChI=1S/C12H16O3/c1-9(8-12(13)15-3)10-6-4-5-7-11(10)14-2/h4-7,9H,8H2,1-3H3",COC(=O)CC(C)c1ccccc1OC,333.39404607382073,False,['104846-98-2'],1.0330479601,0,,,,,,
POOL-00033701,"InChI=1S/C9H11BrO3/c1-11-7-5-9(13-3)8(12-2)4-6(7)10/h4-5H,1-3H3",COc1cc(OC)c(OC)cc1Br,299.1564427443055,False,['20129-11-7'],1.0542707918,0,,,,,,
POOL-00035594,"InChI=1S/C10H12O2/c1-7-4-5-10(6-8(7)2)12-9(3)11/h4-6H,1-3H3",CC(=O)Oc1ccc(C)c(C)c1,302.7069310172286,False,['22618-23-1'],1.0621307286,0,,,,$28.60/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s240591
POOL-00032643,"InChI=1S/C12H16O3/c1-3-4-12(13)15-9-10-5-7-11(14-2)8-6-10/h5-8H,3-4,9H2,1-2H3",CCCC(=O)OCc1ccc(OC)cc1,303.1481998735926,False,['6963-56-0'],1.0550676273,0,,,,$299.00/5 X 0.5 ML,"Estimated to ship on November 21, 2022",https://www.sigmaaldrich.com/US/en/product/usp/1037022
POOL-00038241,"InChI=1S/C11H18O3/c1-2-14-11(13)9-7-5-3-4-6-8-10(9)12/h9H,2-8H2,1H3",CCOC(=O)C1CCCCCCC1=O,202.5781835802553,False,['4017-56-5'],1.0627402772,0,,,,,,
POOL-00029275,"InChI=1S/C11H18O3/c1-11(8-6-10(13)14-2)7-4-3-5-9(11)12/h3-8H2,1-2H3",COC(=O)CCC1(C)CCCCC1=O,234.6871430903689,False,['53068-89-6'],1.0624108259,0,,,,,,
POOL-00039188,"InChI=1S/C13H16O3/c1-2-16-13(15)10-12(14)9-8-11-6-4-3-5-7-11/h3-7H,2,8-10H2,1H3",CCOC(=O)CC(=O)CCc1ccccc1,343.4551560933999,False,['17071-29-3'],1.0552386492,0,,,,,,
POOL-00025604,"InChI=1S/C8H8Br2O2/c1-11-7-3-5(9)6(10)4-8(7)12-2/h3-4H,1-2H3",COc1cc(Br)c(Br)cc1OC,257.63150377072884,False,['37895-73-1'],1.0630030282,0,"$52.00
Each/10g",Check Availability,https://www.fishersci.com/shop/products/4-5-dibromoveratrole-98-thermo-scientific/AAL0199909#37895-73-1,$106.00/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s813826
POOL-00040470,"InChI=1S/C8H9BrO2/c1-10-7-4-3-6(9)5-8(7)11-2/h3-5H,1-2H3",COc1ccc(Br)cc1OC,247.8474159248874,False,['2859-78-1'],1.0553884917,0,"$81.10
Each of 1/25g",Check Availability,,$87.00/25 G,"Estimated to ship on November 07, 2022
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/b83355
POOL-00034736,"InChI=1S/C11H14O2S/c1-2-13-11(12)8-9-14-10-6-4-3-5-7-10/h3-7H,2,8-9H2,1H3",CCOC(=O)CCSc1ccccc1,271.8758373723616,False,['60805-64-3'],1.0595814212,0,,,,$134.00/250 MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/ph010286
POOL-00018235,"InChI=1S/C10H12O2S/c1-9(11)13-8-7-12-10-5-3-2-4-6-10/h2-6H,7-8H2,1H3",CC(=O)SCCOc1ccccc1,258.88707266800486,False,['60359-72-0'],1.0397962831,0,,,,,,
POOL-00041482,"InChI=1S/C8H9BrO2/c1-10-6-3-4-7(9)8(5-6)11-2/h3-5H,1-2H3",COc1ccc(Br)c(OC)c1,247.8474159248874,False,['17715-69-4'],1.0561973181,0,"$36.30
Each/5mL",Check Availability,https://www.fishersci.com/shop/products/1-bromo-2-4-dimethoxybenzene-98-thermo-scientific-5/AC134170050#17715-69-4,$34.00/25 G,"Only 6 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/157554
POOL-00040221,"InChI=1S/C12H16O2/c1-3-4-5-12(13)10-6-8-11(14-2)9-7-10/h6-9H,3-5H2,1-2H3",CCCCC(=O)c1ccc(OC)cc1,287.6949683597644,False,['1671-76-7'],1.0622056796,0,,,,$172.00/nan,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s369608
POOL-00037224,"InChI=1S/C9H12O2S/c1-11-9(10)6-2-4-8-5-3-7-12-8/h3,5,7H,2,4,6H2,1H3",COC(=O)CCCc1cccs1,228.6863911896576,False,['20828-66-4'],1.0551138749,0,,,,,,
POOL-00026276,"InChI=1S/C9H8BrF3O/c1-14-8-3-2-6(5-10)4-7(8)9(11,12)13/h2-4H,5H2,1H3",COc1ccc(CBr)cc1C(F)(F)F,322.323372337454,False,['261951-89-7'],1.0626330988,0,,,,,,
POOL-00031215,"InChI=1S/C10H11BrO2/c1-7(2)13-10(12)8-5-3-4-6-9(8)11/h3-7H,1-2H3",CC(C)OC(=O)c1ccccc1Br,307.54798484657243,False,['59247-52-8'],1.052393229,0,,,,$28.60/50MG,Usually ships in 2 business days. ,https://www.sigmaaldrich.com/US/en/product/aldrich/s697680
POOL-00025718,"InChI=1S/C12H14O3/c1-3-15-12(14)8-11(13)10-6-4-5-9(2)7-10/h4-7H,3,8H2,1-2H3",CCOC(=O)CC(=O)c1cccc(C)c1,368.8849106183624,False,['33166-79-9'],1.0575152036,0,,,,,,
POOL-00033066,"InChI=1S/C9H11BrO3/c1-11-7-5-4-6(10)8(12-2)9(7)13-3/h4-5H,1-3H3",COc1ccc(Br)c(OC)c1OC,299.1564427443055,False,['10385-36-1'],1.0312397316,0,,,,$72.50/1 G,"Only 5 left in stock 
Details...",https://www.sigmaaldrich.com/US/en/product/aldrich/554111
POOL-00040438,"InChI=1S/C9H11BrO3/c1-11-7-4-6(10)5-8(12-2)9(7)13-3/h4-5H,1-3H3",COc1cc(Br)cc(OC)c1OC,273.90644274430554,False,['2675-79-8'],1.0617280057,0,"$38.25
Each/5g",Check Availability,https://www.fishersci.com/shop/products/5-bromo-1-2-3-trimethoxybenzene-97-thermo-scientific/AAB2487206#2675-79-8,,,
